[IRV | PA | OT | Job | Chapter 36 | Verse 1] ਅਤੇ ਅਲੀਹੂ ਨੇ ਫੇਰ ਆਖਿਆ,
[IRV | PA | OT | Job | Chapter 36 | Verse 2] “ਮੇਰੇ ਲਈ ਜ਼ਰਾ ਠਹਿਰ ਅਤੇ ਮੈਂ ਤੈਨੂੰ ਦੱਸਾਂਗਾ, ਕਿਉਂਕਿ ਪਰਮੇਸ਼ੁਰ ਦੇ ਪੱਖ ਵਿੱਚ ਹੋਰ ਵੀ ਗੱਲਾਂ ਆਖਣੀਆਂ ਹਨ।
[IRV | PA | OT | Job | Chapter 36 | Verse 3] ਮੈਂ ਆਪਣਾ ਗਿਆਨ ਦੂਰੋਂ ਲਿਆਵਾਂਗਾ, ਅਤੇ ਮੈਂ ਆਪਣੇ ਸਿਰਜਣਹਾਰ ਨੂੰ ਧਰਮੀ ਠਹਿਰਾਵਾਂਗਾ,
[IRV | PA | OT | Job | Chapter 36 | Verse 4] ਕਿਉਂ ਜੋ ਸੱਚ-ਮੁੱਚ ਮੇਰੀਆਂ ਗੱਲਾਂ ਝੂਠੀਆਂ ਨਹੀਂ ਹਨ, ਸੰਪੂਰਨ ਗਿਆਨਵਾਨ ਤੇਰੇ ਨਾਲ ਹੈ।
[IRV | PA | OT | Job | Chapter 36 | Verse 5] “ਵੇਖ, ਪਰਮੇਸ਼ੁਰ ਮਹਾਨ ਹੈ ਅਤੇ ਕਿਸੇ ਨੂੰ ਤੁੱਛ ਨਹੀਂ ਜਾਣਦਾ, ਉਹ ਬਲ ਤੇ ਬੁੱਧ ਵਿੱਚ ਮਹਾਨ ਹੈ।
[IRV | PA | OT | Job | Chapter 36 | Verse 6] ਉਹ ਦੁਸ਼ਟ ਨੂੰ ਜੀਉਂਦਾ ਨਹੀਂ ਰੱਖਦਾ, ਪਰ ਉਹ ਮਸਕੀਨਾਂ ਨੂੰ ਉਹਨਾਂ ਦਾ ਹੱਕ ਦਿੰਦਾ ਹੈ।
[IRV | PA | OT | Job | Chapter 36 | Verse 7] ਉਹ ਧਰਮੀ ਵੱਲੋਂ ਅੱਖ ਨਹੀਂ ਫੇਰਦਾ, ਪਰ ਰਾਜਿਆਂ ਨਾਲ ਰਾਜ ਗੱਦੀ ਉੱਤੇ ਉਹਨਾਂ ਨੂੰ ਸਦਾ ਲਈ ਬਿਠਾਉਂਦਾ ਹੈ ਅਤੇ ਉਹ ਉੱਚੇ ਕੀਤੇ ਜਾਂਦੇ ਹਨ।
[IRV | PA | OT | Job | Chapter 36 | Verse 8] ਅਤੇ ਜੇਕਰ ਉਹ ਬੇੜੀਆਂ ਨਾਲ ਜਕੜੇ ਜਾਣ, ਅਤੇ ਮੁਸੀਬਤ ਦੀਆਂ ਰੱਸੀਆਂ ਨਾਲ ਬੰਨ੍ਹੇ ਜਾਣ,
[IRV | PA | OT | Job | Chapter 36 | Verse 9] ਤਾਂ ਵੀ ਉਹ ਉਹਨਾਂ ਨੂੰ ਉਹਨਾਂ ਦੀਆਂ ਕਰਤੂਤਾਂ, ਨਾਲੇ ਉਹਨਾਂ ਦੇ ਅਪਰਾਧ ਪਰਗਟ ਕਰਦਾ ਹੈ ਕਿ ਉਹ ਘਮੰਡੀ ਹਨ।
[IRV | PA | OT | Job | Chapter 36 | Verse 10] ਉਹ ਸਿੱਖਿਆ ਲਈ ਉਹਨਾਂ ਦੇ ਕੰਨ ਖੋਲ੍ਹਦਾ ਹੈ ਅਤੇ ਫ਼ਰਮਾਉਂਦਾ ਹੈ ਕਿ ਬੁਰਿਆਈ ਤੋਂ ਮੁੜੋ!
[IRV | PA | OT | Job | Chapter 36 | Verse 11] ਜੇ ਉਹ ਸੁਣ ਲੈਣ ਅਤੇ ਉਹ ਦੀ ਸੇਵਾ ਕਰਨ, ਤਦ ਉਹ ਆਪਣੇ ਦਿਨ ਭਲਿਆਈ ਵਿੱਚ, ਅਤੇ ਆਪਣੇ ਵਰ੍ਹੇ ਖੁਸ਼ਹਾਲੀ ਵਿੱਚ ਪੂਰੇ ਕਰਨਗੇ।
[IRV | PA | OT | Job | Chapter 36 | Verse 12] ਪਰ ਜੇਕਰ ਉਹ ਨਾ ਸੁਣਨ, ਤਦ ਉਹ ਤਲਵਾਰ ਨਾਲ ਨਾਸ ਹੋਣਗੇ, ਅਤੇ ਗਿਆਨ ਤੋਂ ਬਿਨ੍ਹਾਂ ਮਰਨਗੇ!
[IRV | PA | OT | Job | Chapter 36 | Verse 13] “ਪਰ ਉਹ ਦਿਲੋਂ ਆਗਿਆਕਾਰੀ ਨਾ ਹੋ ਕੇ ਕ੍ਰੋਧ ਵਧਾਉਂਦੇ ਹਨ, ਅਤੇ ਜਦ ਉਹ ਉਹਨਾਂ ਨੂੰ ਬੰਨ੍ਹਦਾ ਹੈ, ਤਾਂ ਵੀ ਉਹ ਦੁਹਾਈ ਨਹੀਂ ਦਿੰਦੇ।
[IRV | PA | OT | Job | Chapter 36 | Verse 14] ਉਹ ਜੁਆਨੀ ਵਿੱਚ ਜਾਨ ਛੱਡ ਦਿੰਦੇ ਹਨ, ਅਤੇ ਪੁਰਖਗਾਮੀਆਂ ਵਿੱਚ ਉਹਨਾਂ ਦਾ ਜੀਵਨ ਮੁੱਕ ਜਾਂਦਾ ਹੈ।
[IRV | PA | OT | Job | Chapter 36 | Verse 15] ਉਹ ਦੁਖਿਆਰੇ ਨੂੰ ਉਹ ਦੇ ਦੁੱਖਾਂ ਤੋਂ ਛੁਡਾਉਂਦਾ ਹੈ, ਅਤੇ ਉਹ ਉਹਨਾਂ ਨਾਲ ਜ਼ੁਲਮ ਦੇ ਸਮੇਂ ਵੀ ਗੱਲ ਕਰਦਾ ਹੈ।
[IRV | PA | OT | Job | Chapter 36 | Verse 16] ਹਾਂ, ਉਹ ਨੇ ਤੈਨੂੰ ਦੁੱਖ ਦੇ ਮੂੰਹ ਤੋਂ ਕੱਢ ਕੇ ਅਜਿਹੇ ਖੁੱਲ੍ਹੇ ਥਾਂ ਵਿੱਚ ਪਹੁੰਚਾਉਂਦਾ ਹੈ ਜਿੱਥੇ ਕੋਈ ਤੰਗੀ ਨਹੀਂ, ਅਤੇ ਤੇਰੀ ਮੇਜ਼ ਉੱਤੇ ਚਿਕਨਾ ਭੋਜਨ ਪਰੋਸਦਾ ਹੈ।
[IRV | PA | OT | Job | Chapter 36 | Verse 17] ਪਰ ਹੁਣ ਤੂੰ ਦੁਸ਼ਟਾਂ ਦੇ ਯੋਗ ਸਜ਼ਾ ਨਾਲ ਭਰਿਆ ਹੋਇਆ ਹੈ, ਸਜ਼ਾ ਅਤੇ ਨਿਆਂ ਤੈਨੂੰ ਫੜ੍ਹਦੇ ਹਨ।
[IRV | PA | OT | Job | Chapter 36 | Verse 18] ਖ਼ਬਰਦਾਰ, ਕਿਤੇ ਕਹਿਰ ਤੈਨੂੰ ਠੱਠੇ ਲਈ ਪਰੇਰੇ, ਨਾ ਪ੍ਰਾਸਚਿਤ ਦਾ ਵਾਧਾ ਤੈਨੂੰ ਕੁਰਾਹੇ ਪਵੇ!
[IRV | PA | OT | Job | Chapter 36 | Verse 19] ਭਲਾ, ਤੇਰੀ ਦੁਹਾਈ ਜਾਂ ਸ਼ਕਤੀ ਦਾ ਸਾਰਾ ਜ਼ੋਰ ਤੈਨੂੰ ਛੁਡਾਵੇਗਾ ਕਿ ਤੂੰ ਦੁੱਖ ਵਿੱਚ ਨਾ ਪਵੇਂ?
[IRV | PA | OT | Job | Chapter 36 | Verse 20] ਉਸ ਰਾਤ ਲਈ ਨਾ ਲੋਚ, ਜਦੋਂ ਲੋਕ ਆਪਣੇ ਸਥਾਨਾਂ ਤੋਂ ਕੱਢੇ ਜਾਂਦੇ ਹਨ।
[IRV | PA | OT | Job | Chapter 36 | Verse 21] ਚੌਕਸ ਰਹਿ, ਬੁਰਿਆਈ ਵੱਲ ਨਾ ਫਿਰ, ਕਿਉਂ ਜੋ ਤੂੰ ਦੁੱਖ ਤੋਂ ਜ਼ਿਆਦਾ ਇਸੇ ਨੂੰ ਚੁਣਿਆ ਹੈ।
