[IRV | PA | OT | Job | Chapter 16 | Verse 1] ਤਦ ਅੱਯੂਬ ਨੇ ਉੱਤਰ ਦੇ ਕੇ ਆਖਿਆ,
[IRV | PA | OT | Job | Chapter 16 | Verse 2] “ਮੈਂ ਅਜਿਹੀਆਂ ਬਹੁਤ ਸਾਰੀਆਂ ਗੱਲਾਂ ਸੁਣੀਆਂ ਹਨ, ਤੁਸੀਂ ਸਾਰੇ ਦੇ ਸਾਰੇ ਦੁੱਖਦਾਇਕ ਤਸੱਲੀ ਦੇਣ ਵਾਲੇ ਹੋ!
[IRV | PA | OT | Job | Chapter 16 | Verse 3] ਕੀ ਹਵਾਈ ਗੱਲਾਂ ਕਦੇ ਮੁੱਕਣਗੀਆਂ, ਜਾਂ ਤੈਨੂੰ ਕੀ ਖਿਝ ਹੈ ਜੋ ਤੂੰ ਬਹਿਸ ਕਰਦਾ ਹੈਂ?
[IRV | PA | OT | Job | Chapter 16 | Verse 4] ਮੈਂ ਵੀ ਤੁਹਾਡੇ ਵਾਂਗੂੰ ਬੋਲ ਸਕਦਾ, ਜੇ ਤੁਹਾਡੀ ਹਾਲਤ ਮੇਰੀ ਹਾਲਤ ਜਿਹੀ ਹੁੰਦੀ, ਤਾਂ ਮੈਂ ਵੀ ਤੁਹਾਡੇ ਵਿਰੁੱਧ ਗੱਲਾਂ ਘੜ੍ਹ ਸਕਦਾ, ਅਤੇ ਆਪਣਾ ਸਿਰ ਤੁਹਾਡੇ ਉੱਤੇ ਹਿਲਾ ਸਕਦਾ!
[IRV | PA | OT | Job | Chapter 16 | Verse 5] ਪਰ ਮੈਂ ਤੁਹਾਨੂੰ ਆਪਣੇ ਬਚਨਾਂ ਨਾਲ ਉਤਸ਼ਾਹਿਤ ਕਰਦਾ, ਅਤੇ ਆਪਣੇ ਬੁੱਲ੍ਹਾਂ ਨਾਲ ਤਸੱਲੀ ਦਿੰਦਾ।
[IRV | PA | OT | Job | Chapter 16 | Verse 6] “ਜੇ ਮੈਂ ਬੋਲਾਂ ਤਾਂ ਵੀ ਮੈਨੂੰ ਤਸੱਲੀ ਨਹੀਂ, ਅਤੇ ਜੇ ਮੈਂ ਚੁੱਪ ਰਹਾਂ, ਤਾਂ ਵੀ ਮੈਨੂੰ ਅਰਾਮ ਨਹੀਂ ਮਿਲਦਾ।
[IRV | PA | OT | Job | Chapter 16 | Verse 7] ਪਰ ਹੁਣ ਉਹ ਨੇ ਮੈਨੂੰ ਥਕਾ ਦਿੱਤਾ ਹੈ, ਤੂੰ ਮੇਰੇ ਸਾਰੇ ਆਰ-ਪਰਿਵਾਰ ਨੂੰ ਬਰਬਾਦ ਕੀਤਾ ਹੈ,
[IRV | PA | OT | Job | Chapter 16 | Verse 8] ਤੂੰ ਮੈਨੂੰ ਘੁੱਟ ਕੇ ਫੜ੍ਹ ਲਿਆ ਹੈ, ਇਹ ਮੇਰੇ ਲਈ ਗਵਾਹੀ ਹੈ! ਮੇਰੀ ਦੁਰਬਲਤਾ ਮੇਰੇ ਵਿਰੁੱਧ ਉੱਠ ਕੇ ਮੇਰੇ ਮੂੰਹ ਤੇ ਸਾਖੀ ਦਿੰਦੀ ਹੈ।
[IRV | PA | OT | Job | Chapter 16 | Verse 9] ਉਹ ਦੇ ਕ੍ਰੋਧ ਨੇ ਮੈਨੂੰ ਪਾੜਿਆ ਅਤੇ ਸਤਾਇਆ ਹੈ, ਉਹ ਨੇ ਮੇਰੇ ਉੱਤੇ ਆਪਣੇ ਦੰਦ ਪੀਹੇ ਅਤੇ ਮੇਰਾ ਵਿਰੋਧੀ ਮੈਨੂੰ ਅੱਖਾਂ ਵਿਖਾਉਂਦਾ ਹੈ।
[IRV | PA | OT | Job | Chapter 16 | Verse 10] ਉਹਨਾਂ ਨੇ ਮੇਰੇ ਉੱਤੇ ਆਪਣੇ ਮੂੰਹ ਖੋਲ੍ਹੇ ਹਨ, ਨਿੰਦਿਆ ਕਰਕੇ ਉਹਨਾਂ ਨੇ ਮੇਰੇ ਚਪੇੜਾਂ ਮਾਰੀਆਂ, ਉਹ ਮੇਰੇ ਵਿਰੁੱਧ ਰਲ ਕੇ ਇਕੱਠੇ ਹੁੰਦੇ ਹਨ।
[IRV | PA | OT | Job | Chapter 16 | Verse 11] ਪਰਮੇਸ਼ੁਰ ਨੇ ਮੈਨੂੰ ਕੁਧਰਮੀਆਂ ਦੇ ਵੱਸ ਕਰ ਦਿੱਤਾ, ਅਤੇ ਦੁਸ਼ਟਾਂ ਦੇ ਹੱਥ ਵਿੱਚ ਮੈਨੂੰ ਸੁੱਟ ਦਿੱਤਾ ਹੈ।
