[IRV | PA | OT | Job | Chapter 37 | Verse 1] “ਹਾਂ, ਇਸ ਗੱਲ ਤੇ ਵੀ ਮੇਰਾ ਦਿਲ ਕੰਬਦਾ ਹੈ, ਅਤੇ ਆਪਣੇ ਥਾਂ ਤੋਂ ਉੱਛਲਦਾ ਹੈ।
[IRV | PA | OT | Job | Chapter 37 | Verse 2] ਪਰਮੇਸ਼ੁਰ ਦੇ ਗੱਜਣ ਦੀ ਅਵਾਜ਼ ਨੂੰ, ਅਤੇ ਉਹ ਗੂੰਜ ਜਿਹੜੀ ਉਹ ਦੇ ਮੂੰਹੋਂ ਨਿੱਕਲਦੀ ਹੈ, ਸੁਣੋ!
[IRV | PA | OT | Job | Chapter 37 | Verse 3] ਉਹ ਉਸ ਨੂੰ ਸਾਰੇ ਅਕਾਸ਼ ਦੇ ਹੇਠ ਅਤੇ ਆਪਣੀ ਬਿਜਲੀ ਨੂੰ ਧਰਤੀ ਦੀਆਂ ਹੱਦਾਂ ਤੱਕ ਭੇਜਦਾ ਹੈ।
[IRV | PA | OT | Job | Chapter 37 | Verse 4] ਉਹ ਦੇ ਪਿੱਛੇ ਇੱਕ ਗੱਜਣ ਦਾ ਸ਼ਬਦ ਹੁੰਦਾ ਹੈ, ਉਹ ਆਪਣੀ ਸ਼ਾਨਦਾਰ ਅਵਾਜ਼ ਨਾਲ ਗੜ੍ਹਕਦਾ ਹੈ, ਅਤੇ ਜਦ ਉਹ ਦਾ ਸ਼ਬਦ ਸੁਣਾਈ ਦਿੰਦਾ ਹੈ ਤਾਂ ਬਿਜਲੀਆਂ ਲਗਾਤਾਰ ਚਮਕਦੀਆਂ ਹਨ!”
[IRV | PA | OT | Job | Chapter 37 | Verse 5] ਪਰਮੇਸ਼ੁਰ ਅਦਭੁੱਤ ਤਰੀਕੇ ਨਾਲ ਆਪਣਾ ਸ਼ਬਦ ਸੁਣਾਉਂਦਾ ਹੈ, ਉਹ ਵੱਡੇ-ਵੱਡੇ ਕੰਮ ਕਰਦਾ ਹੈ ਜਿਹੜੇ ਅਸੀਂ ਸਮਝਦੇ ਨਹੀਂ।
[IRV | PA | OT | Job | Chapter 37 | Verse 6] ਉਹ ਤਾਂ ਬਰਫ਼ ਨੂੰ ਆਖਦਾ ਹੈ, “ਧਰਤੀ ਉੱਤੇ ਡਿੱਗ!” ਨਾਲੇ ਮੀਂਹ ਦੀਆਂ ਫੁਹਾਰਾਂ ਨੂੰ, ਅਤੇ ਮੋਹਲੇਧਾਰ ਮੀਂਹ ਦੀਆਂ ਫੁਹਾਰਾਂ ਨੂੰ ਵੀ ਇਹੋ ਹੁਕਮ ਦਿੰਦਾ ਹੈ।
[IRV | PA | OT | Job | Chapter 37 | Verse 7] ਉਹ ਸਭਨਾਂ ਨੂੰ ਉਹਨਾਂ ਦੇ ਕੰਮਾਂ ਤੋਂ ਰੋਕ ਦਿੰਦਾ ਹੈ ਤਾਂ ਜੋ ਉਸ ਦੇ ਬਣਾਏ ਹੋਏ ਸਾਰੇ ਮਨੁੱਖ ਉਹ ਦੇ ਕੰਮਾਂ ਨੂੰ ਜਾਣਨ।
[IRV | PA | OT | Job | Chapter 37 | Verse 8] ਤਦ ਜੰਗਲੀ ਜਾਨਵਰ ਖੁੰਧਰਾਂ ਵਿੱਚ ਜਾਂਦੇ ਹਨ, ਅਤੇ ਆਪਣੇ ਘੁਰਨਿਆਂ ਵਿੱਚ ਜਾ ਵੱਸਦੇ ਹਨ।
[IRV | PA | OT | Job | Chapter 37 | Verse 9] ਤੂਫ਼ਾਨ ਆਪਣੀ ਕੋਠੜੀ ਤੋਂ ਬਾਹਰ ਆਉਂਦਾ ਹੈ, ਅਤੇ ਖਿਲਾਰਨ ਵਾਲੀਆਂ ਹਵਾਵਾਂ ਨਾਲ ਪਾਲਾ ਆਉਂਦਾ ਹੈ।
[IRV | PA | OT | Job | Chapter 37 | Verse 10] ਪਰਮੇਸ਼ੁਰ ਦੇ ਸਾਹ ਨਾਲ ਬਰਫ਼ ਪੈਂਦੀ ਹੈ, ਅਤੇ ਚੌੜੇ ਪਾਣੀ ਜੰਮ ਜਾਂਦੇ ਹਨ।
[IRV | PA | OT | Job | Chapter 37 | Verse 11] ਹਾਂ, ਉਹ ਘਟਾਂ ਉੱਤੇ ਨਮੀ ਨੂੰ ਲੱਦਦਾ ਹੈ, ਉਹ ਆਪਣੀ ਬਿਜਲੀ ਦੇ ਬੱਦਲ ਨੂੰ ਦੂਰ ਤੱਕ ਫੈਲਾਉਂਦਾ ਹੈ।
[IRV | PA | OT | Job | Chapter 37 | Verse 12] ਉਹ ਉਸ ਦੀ ਅਗਵਾਈ ਨਾਲ ਆਲੇ-ਦੁਆਲੇ ਫਿਰਦੇ ਹਨ, ਭਈ ਜੋ ਕੁਝ ਉਹ ਹੁਕਮ ਦੇਵੇ, ਉਹ ਉਸ ਦੀ ਵਸਾਈ ਹੋਈ ਧਰਤੀ ਉੱਤੇ ਪੂਰਾ ਕਰਨ।
[IRV | PA | OT | Job | Chapter 37 | Verse 13] ਭਾਵੇਂ ਤਾੜਨ ਲਈ, ਭਾਵੇਂ ਆਪਣੀ ਧਰਤੀ ਦੀ ਭਲਿਆਈ ਲਈ, ਭਾਵੇਂ ਮਨੁੱਖਾਂ ਉੱਤੇ ਦਯਾ ਕਰਨ ਲਈ ਉਸ ਨੂੰ ਭੇਜਦਾ ਹੈ।
[IRV | PA | OT | Job | Chapter 37 | Verse 14] “ਹੇ ਅੱਯੂਬ, ਇਸ ਗੱਲ ਵੱਲ ਕੰਨ ਲਾ ਅਤੇ ਸੁਣ ਲੈ, ਚੁੱਪ-ਚਾਪ ਖੜ੍ਹਾ ਰਹਿ ਅਤੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਅਚੰਭਿਆਂ ਨੂੰ ਗੌਰ ਨਾਲ ਸੋਚ!
[IRV | PA | OT | Job | Chapter 37 | Verse 15] ਕੀ ਤੂੰ ਜਾਣਦਾ ਹੈਂ ਕਿ ਪਰਮੇਸ਼ੁਰ ਕਿਵੇਂ ਬੱਦਲਾਂ ਉੱਤੇ ਹੁਕਮ ਚਲਾਉਂਦਾ ਹੈ, ਅਤੇ ਆਪਣੇ ਬੱਦਲਾਂ ਦੀ ਬਿਜਲੀ ਚਮਕਾਉਂਦਾ ਹੈ?
[IRV | PA | OT | Job | Chapter 37 | Verse 16] ਕੀ ਤੂੰ ਬੱਦਲਾਂ ਦਾ ਤੋਲਣਾ ਅਤੇ ਉਹ ਦੇ ਅਚੰਭੇ ਕੰਮ ਜੋ ਗਿਆਨ ਵਿੱਚ ਸੰਪੂਰਨ ਹਨ, ਜਾਣਦਾ ਹੈਂ?
[IRV | PA | OT | Job | Chapter 37 | Verse 17] ਤੂੰ ਜਿਸ ਦੇ ਬਸਤਰ ਗਰਮ ਹਨ, ਜਦ ਕਿ ਦੱਖਣੀ ਹਵਾ ਤੋਂ ਧਰਤੀ ਸੁੰਨ ਹੋ ਜਾਂਦੀ ਹੈ?
[IRV | PA | OT | Job | Chapter 37 | Verse 18] ਭਲਾ, ਤੂੰ ਉਹ ਦੇ ਨਾਲ ਅਕਾਸ਼ ਮੰਡਲ ਤਾਣ ਸਕਦਾ ਹੈ, ਜਿਹੜਾ ਢਾਲ਼ੇ ਹੋਏ ਸ਼ੀਸ਼ੇ ਵਾਂਗੂੰ ਨਿੱਗਰ ਹੈ?
[IRV | PA | OT | Job | Chapter 37 | Verse 19] “ਸਾਨੂੰ ਸਮਝਾ ਭਈ ਅਸੀਂ ਉਹ ਨੂੰ ਕੀ ਆਖੀਏ, ਅਸੀਂ ਆਪਣੀਆਂ ਗੱਲਾਂ ਨੂੰ ਹਨੇਰੇ ਦੇ ਕਾਰਨ ਸੁਧਾਰ ਨਹੀਂ ਸਕਦੇ।
