[IRV | PA | OT | Job | Chapter 42 | Verse 1] ਫੇਰ ਅੱਯੂਬ ਨੇ ਯਹੋਵਾਹ ਨੂੰ ਉੱਤਰ ਦੇ ਕੇ ਆਖਿਆ,
[IRV | PA | OT | Job | Chapter 42 | Verse 2] ਹੇ ਯਹੋਵਾਹ, “ਮੈਂ ਜਾਣਦਾ ਹਾਂ ਕਿ ਤੂੰ ਸਭ ਕੁਝ ਕਰ ਸਕਦਾ ਹੈਂ, ਅਤੇ ਤੇਰਾ ਕੋਈ ਕਾਰਜ ਰੁੱਕ ਨਹੀਂ ਸਕਦਾ।
[IRV | PA | OT | Job | Chapter 42 | Verse 3] ਤੂੰ ਪੁੱਛਿਆ, ਇਹ ਕੌਣ ਹੈ ਜਿਹੜਾ ਅਗਿਆਨਤਾ ਨਾਲ ਮੇਰੀ ਯੋਜਨਾ ਨੂੰ ਢੱਕਦਾ ਹੈ? ਮੈਂ ਤਾਂ ਉਹ ਹੀ ਬੋਲਿਆ ਜਿਸ ਨੂੰ ਮੈਂ ਨਹੀਂ ਸਮਝਦਾ, ਜੋ ਗੱਲਾਂ ਮੇਰੇ ਲਈ ਅਚਰਜ਼ ਗੱਲਾਂ ਸਨ ਅਤੇ ਜਿਹਨਾਂ ਨੂੰ ਮੈਂ ਨਹੀਂ ਜਾਣਦਾ ਸੀ!
[IRV | PA | OT | Job | Chapter 42 | Verse 4] “ਤੂੰ ਆਖਿਆ, ਜ਼ਰਾ ਸੁਣ ਅਤੇ ਮੈਂ ਬੋਲਾਂਗਾ, ਮੈਂ ਤੇਰੇ ਤੋਂ ਸਵਾਲ ਕਰਦਾ ਹਾਂ, ਅਤੇ ਤੂੰ ਮੈਨੂੰ ਉੱਤਰ ਦੇ!
[IRV | PA | OT | Job | Chapter 42 | Verse 5] ਮੇਰੇ ਕੰਨਾਂ ਨੇ ਤੇਰੇ ਵਿਖੇ ਗੱਲਾਂ ਸੁਣੀਆਂ ਸਨ, ਪਰ ਹੁਣ ਮੇਰੀਆਂ ਅੱਖਾਂ ਤੈਨੂੰ ਵੇਖਦੀਆਂ ਹਨ।
[IRV | PA | OT | Job | Chapter 42 | Verse 6] ਇਸ ਲਈ ਮੈਂ ਆਪਣੇ ਆਪ ਤੋਂ ਨਫ਼ਰਤ ਕਰਦਾ ਹਾਂ, ਅਤੇ ਮੈਂ ਮਿੱਟੀ ਤੇ ਸੁਆਹ ਵਿੱਚ ਬੈਠ ਕੇ ਪਛਤਾਉਂਦਾ ਹਾਂ।”
[IRV | PA | OT | Job | Chapter 42 | Verse 7] ਫੇਰ ਅਜਿਹਾ ਹੋਇਆ ਕਿ ਜਦ ਯਹੋਵਾਹ ਇਹ ਗੱਲਾਂ ਅੱਯੂਬ ਨਾਲ ਕਰ ਚੁੱਕਿਆ, ਤਦ ਯਹੋਵਾਹ ਨੇ ਅਲੀਫਾਜ਼ ਤੇਮਾਨੀ ਨੂੰ ਆਖਿਆ, “ਮੇਰਾ ਕ੍ਰੋਧ ਤੇਰੇ ਉੱਤੇ ਅਤੇ ਤੇਰੇ ਦੋਹਾਂ ਮਿੱਤਰਾਂ ਉੱਤੇ ਭੜਕ ਉੱਠਿਆ ਹੈ, ਕਿਉਂ ਜੋ ਤੁਸੀਂ ਮੇਰੇ ਵਿਖੇ ਸੱਚ ਨਹੀਂ ਬੋਲੇ, ਜਿਵੇਂ ਮੇਰਾ ਦਾਸ ਅੱਯੂਬ ਬੋਲਿਆ।
[IRV | PA | OT | Job | Chapter 42 | Verse 8] ਇਸ ਲਈ ਹੁਣ ਆਪਣੇ ਲਈ ਸੱਤ ਬਲ਼ਦ ਅਤੇ ਸੱਤ ਮੇਂਢੇ ਲਓ, ਅਤੇ ਮੇਰੇ ਦਾਸ ਅੱਯੂਬ ਕੋਲ ਜਾਓ ਅਤੇ ਆਪਣੇ ਲਈ ਹੋਮ ਦੀ ਬਲੀ ਚੜ੍ਹਾਓ ਅਤੇ ਮੇਰਾ ਦਾਸ ਅੱਯੂਬ ਤੁਹਾਡੇ ਲਈ ਪ੍ਰਾਰਥਨਾ ਕਰੇਗਾ। ਮੈਂ ਤਾਂ ਉਸੇ ਦੀ ਪ੍ਰਾਰਥਨਾ ਕਬੂਲ ਕਰਾਂਗਾ, ਤਾਂ ਜੋ ਮੈਂ ਤੁਹਾਡੇ ਨਾਲ ਤੁਹਾਡੀ ਮੂਰਖਤਾਈ ਦੇ ਅਨੁਸਾਰ ਵਰਤਾਓ ਨਾ ਕਰਾਂ, ਕਿਉਂ ਜੋ ਤੁਸੀਂ ਮੇਰੇ ਵਿਖੇ ਸੱਚ ਨਹੀਂ ਬੋਲੇ, ਜਿਵੇਂ ਮੇਰਾ ਦਾਸ ਅੱਯੂਬ ਬੋਲਿਆ।”
[IRV | PA | OT | Job | Chapter 42 | Verse 9] ਤਦ ਅਲੀਫਾਜ਼ ਤੇਮਾਨੀ, ਬਿਲਦਦ ਸ਼ੂਹੀ ਅਤੇ ਸੋਫ਼ਰ ਨਅਮਾਤੀ ਗਏ ਅਤੇ ਜਿਵੇਂ ਯਹੋਵਾਹ ਨੇ ਆਖਿਆ ਸੀ, ਉਸੇ ਤਰ੍ਹਾਂ ਹੀ ਕੀਤਾ ਅਤੇ ਯਹੋਵਾਹ ਨੇ ਅੱਯੂਬ ਦੀ ਪ੍ਰਾਰਥਨਾ ਨੂੰ ਕਬੂਲ ਕੀਤਾ।
[IRV | PA | OT | Job | Chapter 42 | Verse 10] ਜਦ ਅੱਯੂਬ ਆਪਣੇ ਮਿੱਤਰਾਂ ਲਈ ਪ੍ਰਾਰਥਨਾ ਕਰ ਚੁੱਕਿਆ, ਤਦ ਯਹੋਵਾਹ ਨੇ ਅੱਯੂਬ ਦੇ ਦੁੱਖਾਂ ਨੂੰ ਦੂਰ ਕਰ ਦਿੱਤਾ ਅਤੇ ਜੋ ਕੁਝ ਅੱਯੂਬ ਦੇ ਕੋਲ ਸੀ, ਉਸ ਦਾ ਦੁੱਗਣਾ ਯਹੋਵਾਹ ਨੇ ਉਸ ਨੂੰ ਦੇ ਦਿੱਤਾ।
[IRV | PA | OT | Job | Chapter 42 | Verse 11] ਤਦ ਉਸ ਦੇ ਸਾਰੇ ਭਰਾ, ਸਾਰੀਆਂ ਭੈਣਾਂ ਅਤੇ ਉਹ ਦੇ ਸਾਰੇ ਜਾਣ-ਪਹਿਚਾਣ ਵਾਲੇ ਉਸ ਦੇ ਕੋਲ ਆਏ ਅਤੇ ਉਹਨਾਂ ਨੇ ਉਸ ਦੇ ਨਾਲ ਉਸ ਦੇ ਘਰ ਵਿੱਚ ਭੋਜਨ ਕੀਤਾ ਅਤੇ ਉਸ ਸਾਰੀ ਬੁਰਿਆਈ ਦੇ ਕਾਰਨ ਜਿਹੜੀ ਯਹੋਵਾਹ ਨੇ ਉਸ ਦੇ ਉੱਤੇ ਆਉਣ ਦਿੱਤੀ ਸੀ, ਅਫ਼ਸੋਸ ਕੀਤਾ ਅਤੇ ਉਸ ਨੂੰ ਤਸੱਲੀ ਦਿੱਤੀ ਅਤੇ ਹਰੇਕ ਨੇ ਉਹ ਨੂੰ ਇੱਕ-ਇੱਕ ਚਾਂਦੀ ਦਾ ਸਿੱਕਾ ਅਤੇ ਇੱਕ-ਇੱਕ ਸੋਨੇ ਦੀ ਅੰਗੂਠੀ ਦਿੱਤੀ।
[IRV | PA | OT | Job | Chapter 42 | Verse 12] ਯਹੋਵਾਹ ਨੇ ਅੱਯੂਬ ਦੀ ਪਿਛਲੇ ਦਿਨਾਂ ਵਿੱਚ ਉਸ ਦੇ ਪਹਿਲੇ ਦਿਨਾਂ ਨਾਲੋਂ ਵੱਧ ਬਰਕਤ ਦਿੱਤੀ, ਅਤੇ ਉਹ ਦੇ ਕੋਲ ਚੌਦਾਂ ਹਜ਼ਾਰ ਇੱਜੜ, ਛੇ ਹਜ਼ਾਰ ਊਠ, ਇੱਕ ਹਜ਼ਾਰ ਜੋੜੀ ਬਲ਼ਦ ਅਤੇ ਇੱਕ ਹਜ਼ਾਰ ਗਧੀਆਂ ਹੋ ਗਈਆਂ।
[IRV | PA | OT | Job | Chapter 42 | Verse 13] ਅਤੇ ਉਹ ਦੇ ਸੱਤ ਪੁੱਤਰ ਅਤੇ ਤਿੰਨ ਧੀਆਂ ਪੈਦਾ ਹੋਈਆਂ।
[IRV | PA | OT | Job | Chapter 42 | Verse 14] ਉਸ ਨੇ ਪਹਿਲੀ ਧੀ ਦਾ ਨਾਮ ਯਮੀਮਾਹ, ਦੂਜੀ ਦਾ ਨਾਮ ਕਸੀਆਹ ਅਤੇ ਤੀਜੀ ਦਾ ਨਾਮ ਕਰਨ-ਹਪੂਕ ਰੱਖਿਆ,
[IRV | PA | OT | Job | Chapter 42 | Verse 15] ਅਤੇ ਸਾਰੇ ਦੇਸ ਵਿੱਚ ਅਜਿਹੀਆਂ ਇਸਤਰੀਆਂ ਨਹੀਂ ਸਨ, ਜੋ ਅੱਯੂਬ ਦੀਆਂ ਧੀਆਂ ਨਾਲੋਂ ਰੂਪਵੰਤ ਹੋਣ, ਅਤੇ ਉਹਨਾਂ ਦੇ ਪਿਤਾ ਨੇ ਉਹਨਾਂ ਨੂੰ ਉਹਨਾਂ ਦੇ ਭਰਾਵਾਂ ਨਾਲ ਹਿੱਸਾ ਦਿੱਤਾ।
[IRV | PA | OT | Job | Chapter 42 | Verse 16] ਇਸ ਤੋਂ ਬਾਅਦ ਅੱਯੂਬ ਇੱਕ ਸੌ ਚਾਲ੍ਹੀ ਸਾਲ ਤੱਕ ਜੀਉਂਦਾ ਰਿਹਾ ਅਤੇ ਉਸ ਨੇ ਆਪਣੇ ਪੁੱਤਰ ਅਤੇ ਆਪਣੇ ਪੋਤਰੇ ਚੌਥੀ ਪੀੜ੍ਹੀ ਤੱਕ ਵੇਖੇ।
[IRV | PA | OT | Job | Chapter 42 | Verse 17] ਤਦ ਅੱਯੂਬ ਬਜ਼ੁਰਗ ਅਤੇ ਪੂਰੀ ਉਮਰ ਦਾ ਹੋ ਕੇ ਮਰ ਗਿਆ।
