[IRV | PA | OT | Job | Chapter 40 | Verse 1] ਫੇਰ ਯਹੋਵਾਹ ਨੇ ਅੱਯੂਬ ਨੂੰ ਇਹ ਵੀ ਆਖਿਆ,
[IRV | PA | OT | Job | Chapter 40 | Verse 2] “ਕੀ ਝਗੜਾਲੂ ਸਰਬ ਸ਼ਕਤੀਮਾਨ ਨਾਲ ਲੜੇ? ਜਿਹੜਾ ਪਰਮੇਸ਼ੁਰ ਨਾਲ ਬਹਿਸ ਕਰਦਾ ਹੈ, ਉਹ ਉੱਤਰ ਦੇਵੇ!
[IRV | PA | OT | Job | Chapter 40 | Verse 3] “ਤਦ ਅੱਯੂਬ ਨੇ ਯਹੋਵਾਹ ਨੂੰ ਉੱਤਰ ਦਿੱਤਾ
[IRV | PA | OT | Job | Chapter 40 | Verse 4] ਵੇਖ, ਮੈਂ ਨਿਕੰਮਾ ਹਾਂ, ਮੈਂ ਕੀ ਉੱਤਰ ਦੇਵਾਂ? ਮੈਂ ਆਪਣਾ ਹੱਥ ਮੂੰਹ ਤੇ ਰੱਖਦਾ ਹਾਂ।
[IRV | PA | OT | Job | Chapter 40 | Verse 5] ਇੱਕ ਵਾਰ ਮੈਂ ਬੋਲ ਚੁੱਕਿਆ, ਅਤੇ ਮੈਂ ਉੱਤਰ ਨਹੀਂ ਦੇਵਾਂਗਾ, ਸਗੋਂ ਦੋ ਵਾਰ ਅਤੇ ਹੁਣ ਮੈਂ ਕੁਝ ਹੋਰ ਨਾ ਆਖਾਂਗਾ!
[IRV | PA | OT | Job | Chapter 40 | Verse 6] “ਅੱਗੋਂ ਯਹੋਵਾਹ ਨੇ ਅੱਯੂਬ ਨੂੰ ਵਾਵਰੋਲੇ ਵਿੱਚੋਂ ਉੱਤਰ ਦੇ ਕੇ ਆਖਿਆ,
[IRV | PA | OT | Job | Chapter 40 | Verse 7] ਪੁਰਖ ਵਾਂਗੂੰ ਆਪਣੀ ਕਮਰ ਕੱਸ ਲੈ! ਮੈਂ ਤੈਥੋਂ ਸਵਾਲ ਕਰਾਂਗਾ, ਅਤੇ ਤੂੰ ਮੈਨੂੰ ਉੱਤਰ ਦੇ!
[IRV | PA | OT | Job | Chapter 40 | Verse 8] “ਕੀ ਤੂੰ ਮੇਰੇ ਨਿਆਂ ਨੂੰ ਰੱਦ ਕਰੇਂਗਾ? ਕੀ ਤੂੰ ਮੈਨੂੰ ਦੋਸ਼ੀ ਠਹਿਰਾਵੇਂਗਾ ਤਾਂ ਜੋ ਤੂੰ ਨਿਰਦੋਸ਼ ਠਹਿਰੇਂ?
[IRV | PA | OT | Job | Chapter 40 | Verse 9] ਕੀ ਤੇਰਾ ਬਲ ਪਰਮੇਸ਼ੁਰ ਵਰਗਾ ਹੈ, ਅਤੇ ਤੂੰ ਉਹ ਦੇ ਵਰਗੀ ਅਵਾਜ਼ ਨਾਲ ਗੱਜ ਸਕਦਾ ਹੈਂ?।
[IRV | PA | OT | Job | Chapter 40 | Verse 10] ਆਪਣੇ ਆਪ ਨੂੰ ਮਹਿਮਾ ਤੇ ਪਰਤਾਪ ਨਾਲ ਸਜਾ, ਅਤੇ ਆਦਰ ਅਤੇ ਤੇਜ ਨੂੰ ਪਹਿਨ ਲੈ!
[IRV | PA | OT | Job | Chapter 40 | Verse 11] ਆਪਣੇ ਕਹਿਰ ਦੇ ਹੜ੍ਹਾਂ ਨੂੰ ਵਗਾ ਦੇ, ਅਤੇ ਹਰੇਕ ਹੰਕਾਰੀ ਨੂੰ ਵੇਖ ਅਤੇ ਅਧੀਨ ਕਰ, -
[IRV | PA | OT | Job | Chapter 40 | Verse 12] ਹਰੇਕ ਹੰਕਾਰੀ ਨੂੰ ਵੇਖ ਅਤੇ ਨੀਵਾਂ ਕਰ, ਅਤੇ ਦੁਸ਼ਟਾਂ ਨੂੰ ਉਹਨਾਂ ਦੇ ਥਾਂ ਵਿੱਚ ਮਿੱਧ ਸੁੱਟ!
[IRV | PA | OT | Job | Chapter 40 | Verse 13] ਉਹਨਾਂ ਨੂੰ ਇਕੱਠੇ ਧੂੜ ਵਿੱਚ ਲੁਕਾ ਦੇ, ਓਹਲੇ ਵਿੱਚ ਉਹਨਾਂ ਦੇ ਮੂੰਹ ਬੰਨ੍ਹ ਦੇ,
[IRV | PA | OT | Job | Chapter 40 | Verse 14] ਤਦ ਮੈਂ ਵੀ ਮੰਨ ਲਵਾਂਗਾ, ਕਿ ਤੇਰਾ ਸੱਜਾ ਹੱਥ ਤੈਨੂੰ ਬਚਾ ਸਕਦਾ ਹੈ!
[IRV | PA | OT | Job | Chapter 40 | Verse 15] “ਜ਼ਰਾ ਦਰਿਆਈ ਘੋੜੇ ਨੂੰ ਵੇਖ, ਜਿਸ ਨੂੰ ਮੈਂ ਤੇਰੇ ਨਾਲ ਬਣਾਇਆ ਹੈ, ਉਹ ਬਲ਼ਦ ਵਾਂਗੂੰ ਘਾਹ ਖਾਂਦਾ ਹੈ।
[IRV | PA | OT | Job | Chapter 40 | Verse 16] ਵੇਖ, ਉਹ ਦਾ ਬਲ ਉਹ ਦੀ ਕਮਰ ਵਿੱਚ ਹੈ, ਅਤੇ ਉਹ ਦਾ ਜ਼ੋਰ ਉਹ ਦੇ ਢਿੱਡ ਦੇ ਪੱਠਿਆਂ ਵਿੱਚ ਹੈ!
