[IRV | PA | OT | Job | Chapter 15 | Verse 1] ਤਦ ਅਲੀਫਾਜ਼ ਤੇਮਾਨੀ ਨੇ ਆਖਿਆ,
[IRV | PA | OT | Job | Chapter 15 | Verse 2] “ਭਲਾ, ਬੁੱਧੀਮਾਨ ਹਵਾਈ ਗਿਆਨ ਵਿੱਚ ਉੱਤਰ ਦੇਵੇ, ਅਤੇ ਆਪਣਾ ਪੇਟ ਪੂਰਬ ਦੀ ਹਵਾ ਨਾਲ ਭਰੇ?
[IRV | PA | OT | Job | Chapter 15 | Verse 3] ਕੀ ਉਹ ਵਿਅਰਥ ਗੱਲਾਂ ਨਾਲ ਬਹਿਸ ਕਰੇ, ਜਾਂ ਅਵਿਰਥਾ ਬੋਲੇ?
[IRV | PA | OT | Job | Chapter 15 | Verse 4] ਪਰ ਤੂੰ ਪਰਮੇਸ਼ੁਰ ਦਾ ਭੈਅ ਮੰਨਣਾ ਛੱਡ ਦਿੰਦਾ ਹੈ, ਅਤੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਹਜ਼ੂਰੋਂ ਧਿਆਨ ਹਟਾ ਲੈਂਦਾ ਹੈਂ।
[IRV | PA | OT | Job | Chapter 15 | Verse 5] ਤੇਰਾ ਮੂੰਹ ਤੇਰੀ ਬਦੀ ਨੂੰ ਪ੍ਰਗਟ ਕਰਦਾ ਹੈ, ਅਤੇ ਤੂੰ ਛਲੀਆਂ ਦੀ ਜ਼ਬਾਨ ਬੋਲਦਾ ਹੈਂ।
[IRV | PA | OT | Job | Chapter 15 | Verse 6] ਤੇਰਾ ਹੀ ਮੂੰਹ ਤੈਨੂੰ ਦੋਸ਼ੀ ਠਹਿਰਾਉਂਦਾ ਹੈ, ਨਾ ਕਿ ਮੈਂ, ਅਤੇ ਤੇਰੇ ਬੁੱਲ੍ਹ ਤੇਰੇ ਵਿਰੁੱਧ ਗਵਾਹੀ ਦਿੰਦੇ ਹਨ।
[IRV | PA | OT | Job | Chapter 15 | Verse 7] “ਕੀ ਪਹਿਲਾ ਮਨੁੱਖ ਤੂੰ ਹੀ ਜੰਮਿਆ ਹੈਂ ਜਾਂ ਪਹਾੜਾਂ ਤੋਂ ਪਹਿਲਾਂ ਤੂੰ ਪੈਦਾ ਹੋਇਆ?
[IRV | PA | OT | Job | Chapter 15 | Verse 8] ਕੀ ਤੂੰ ਪਰਮੇਸ਼ੁਰ ਦੀ ਗੁਪਤ ਯੋਜਨਾ ਨੂੰ ਸੁਣਦਾ ਹੈਂ, ਜਾਂ ਬੁੱਧ ਦਾ ਠੇਕਾ ਤੂੰ ਹੀ ਲੈ ਰੱਖਿਆ ਹੈ?
[IRV | PA | OT | Job | Chapter 15 | Verse 9] ਤੂੰ ਅਜਿਹਾ ਕੀ ਜਾਣਦਾ ਹੈ ਜੋ ਅਸੀਂ ਨਹੀਂ ਜਾਣਦੇ? ਤੇਰੇ ਕੋਲ ਅਜਿਹੀ ਕਿਹੜੀ ਸਮਝ ਹੈ ਜੋ ਸਾਡੇ ਕੋਲ ਨਹੀਂ ਹੈ?
[IRV | PA | OT | Job | Chapter 15 | Verse 10] ਸਾਡੇ ਵਿੱਚ ਧੌਲਿਆਂ ਵਾਲੇ ਸਗੋਂ ਬਜ਼ੁਰਗ ਵੀ ਹਨ, ਜਿਹੜੇ ਤੇਰੇ ਪਿਤਾ ਨਾਲੋਂ ਵੀ ਵੱਡੀ ਉਮਰ ਦੇ ਹਨ।
[IRV | PA | OT | Job | Chapter 15 | Verse 11] ਕੀ ਪਰਮੇਸ਼ੁਰ ਦੀਆਂ ਤਸੱਲੀਆਂ, ਅਤੇ ਤੇਰੇ ਨਾਲ ਕੀਤੇ ਨਰਮੀ ਦੇ ਬਚਨ ਤੇਰੇ ਲਈ ਹਲਕੇ ਹਨ?
[IRV | PA | OT | Job | Chapter 15 | Verse 12] ਤੇਰਾ ਮਨ ਤੈਨੂੰ ਕਿਉਂ ਖਿੱਚੀ ਜਾਂਦਾ ਹੈ। ਤੂੰ ਅੱਖਾਂ ਨਾਲ ਇਸ਼ਾਰੇ ਕਿਉਂ ਕਰਦਾ ਹੈਂ?
