[IRV | PA | OT | Job | Chapter 18 | Verse 1] ਤਦ ਬਿਲਦਦ ਸ਼ੂਹੀ ਨੇ ਉੱਤਰ ਦੇ ਕੇ ਆਖਿਆ,
[IRV | PA | OT | Job | Chapter 18 | Verse 2] “ਤੁਸੀਂ ਕਦੋਂ ਤੱਕ ਗੱਲਾਂ ਲਈ ਫੰਦੇ ਲਾਓਗੇ? ਸਮਝਦਾਰ ਬਣੋ, ਫੇਰ ਆਪਾਂ ਗੱਲ ਕਰਾਂਗੇ।
[IRV | PA | OT | Job | Chapter 18 | Verse 3] ਅਸੀਂ ਕਿਉਂ ਤੁਹਾਡੀ ਨਿਗਾਹ ਵਿੱਚ ਪਸ਼ੂਆਂ ਜਿਹੇ ਗਿਣੇ ਜਾਂਦੇ ਹਾਂ ਅਤੇ ਭਰਿਸ਼ਟ ਠਹਿਰੇ ਹਾਂ?
[IRV | PA | OT | Job | Chapter 18 | Verse 4] ਤੂੰ ਜੇ ਆਪਣੇ ਆਪ ਨੂੰ ਆਪਣੇ ਕ੍ਰੋਧ ਵਿੱਚ ਪਾੜਦਾ ਹੈਂ, ਕੀ ਤੇਰੇ ਲਈ ਧਰਤੀ ਤਿਆਗੀ ਜਾਵੇਗੀ, ਜਾਂ ਚੱਟਾਨ ਆਪਣੇ ਥਾਂ ਤੋਂ ਖਿਸਕ ਜਾਵੇਗੀ?
[IRV | PA | OT | Job | Chapter 18 | Verse 5] “ਹਾਂ, ਦੁਸ਼ਟਾਂ ਦਾ ਦੀਵਾ ਬੁੱਝ ਜਾਵੇਗਾ ਅਤੇ ਉਸ ਦੀ ਅੱਗ ਦੀ ਲਾਟ ਨਾ ਚਮਕੇਗੀ,
[IRV | PA | OT | Job | Chapter 18 | Verse 6] ਉਹ ਦੇ ਤੰਬੂ ਵਿੱਚ ਚਾਨਣ ਹਨ੍ਹੇਰਾ ਹੋ ਜਾਵੇਗਾ, ਅਤੇ ਉਹ ਦੇ ਉੱਪਰ ਦਾ ਦੀਵਾ ਬੁੱਝ ਜਾਵੇਗਾ।
[IRV | PA | OT | Job | Chapter 18 | Verse 7] ਉਹ ਦੇ ਬਲਵੰਤ ਕਦਮ ਰੋਕੇ ਜਾਣਗੇ, ਅਤੇ ਉਹ ਆਪਣੀ ਹੀ ਸਲਾਹ ਨਾਲ ਡਿੱਗ ਪਵੇਗਾ।
[IRV | PA | OT | Job | Chapter 18 | Verse 8] ਉਹ ਤਾਂ ਆਪਣੇ ਹੀ ਪੈਰ ਜਾਲ਼ ਵਿੱਚ ਫਸਾਵੇਗਾ, ਅਤੇ ਉਹ ਆਪ ਫੰਦੇ ਉੱਤੇ ਚੱਲਦਾ ਹੈ।
[IRV | PA | OT | Job | Chapter 18 | Verse 9] ਕੜਿੱਕੀ ਉਹ ਦੀ ਅੱਡੀ ਨੂੰ ਫੜ੍ਹਦੀ, ਅਤੇ ਲੁਟੇਰੇ ਉਹ ਨੂੰ ਫ਼ਸਾ ਲੈਂਦੇ ਹਨ l
[IRV | PA | OT | Job | Chapter 18 | Verse 10] ਫੰਦਾ ਉਹ ਦੇ ਲਈ ਧਰਤੀ ਵਿੱਚ ਲੁਕਾਇਆ ਜਾਂਦਾ ਹੈ, ਅਤੇ ਉਹ ਦੇ ਰਸਤੇ ਵਿੱਚ ਜਾਲ਼।
[IRV | PA | OT | Job | Chapter 18 | Verse 11] ਖੌਫ਼ ਆਲੇ ਦੁਆਲਿਓਂ ਉਸ ਨੂੰ ਡਰਾਉਂਦਾ ਹੈ, ਅਤੇ ਉਸ ਦੇ ਪਿੱਛੇ ਪੈ ਕੇ ਉਸ ਨੂੰ ਭਜਾਉਂਦਾ ਹੈ!
[IRV | PA | OT | Job | Chapter 18 | Verse 12] ਆਫ਼ਤ ਉਸ ਉੱਤੇ ਪੈਣ ਲਈ ਉਡੀਕਦੀ ਹੈ, ਅਤੇ ਬਿਪਤਾ ਉਹ ਦੇ ਕੋਲ ਹੀ ਤਿਆਰ ਹੋਵੇਗੀ।
[IRV | PA | OT | Job | Chapter 18 | Verse 13] ਉਹ ਉਸ ਦੇ ਸਰੀਰ ਦੇ ਅੰਗ ਨੂੰ ਖਾ ਜਾਵੇਗੀ, ਮੌਤ ਦਾ ਪਹਿਲੌਠਾ ਉਸ ਦੇ ਅੰਗਾਂ ਨੂੰ ਨਿਗਲ ਲਵੇਗਾ।
[IRV | PA | OT | Job | Chapter 18 | Verse 14] ਆਪਣੇ ਜਿਸ ਤੰਬੂ ਉੱਤੇ ਉਹ ਭਰੋਸਾ ਰੱਖਦਾ ਸੀ, ਉਹ ਪੁੱਟਿਆ ਜਾਵੇਗਾ, ਅਤੇ ਉਸ ਨੂੰ ਖੌਫ਼ਨਾਕ ਰਾਜੇ ਕੋਲ ਪਹੁੰਚਾਇਆ ਜਾਵੇਗਾ!
[IRV | PA | OT | Job | Chapter 18 | Verse 15] ਜਿਹੜਾ ਉਹ ਦਾ ਨਹੀਂ ਉਹ ਉਸ ਦੇ ਤੰਬੂ ਵਿੱਚ ਵੱਸੇਗਾ, ਅਤੇ ਉਹ ਦੇ ਵਸੇਬੇ ਉੱਤੇ ਗੰਧਕ ਸੁੱਟੀ ਜਾਵੇਗੀ।
[IRV | PA | OT | Job | Chapter 18 | Verse 16] ਹੇਠੋਂ ਉਹ ਦੀਆਂ ਜੜ੍ਹਾਂ ਸੁੱਕ ਜਾਣਗੀਆਂ, ਉੱਪਰੋਂ ਉਹ ਦੀਆਂ ਟਹਿਣੀਆਂ ਕੁਮਲਾ ਜਾਣਗੀਆਂ
