[IRV | PA | OT | Job | Chapter 34 | Verse 1] ਤਦ ਅਲੀਹੂ ਨੇ ਇਹ ਉੱਤਰ ਦਿੱਤਾ,
[IRV | PA | OT | Job | Chapter 34 | Verse 2] “ਹੇ ਬੁੱਧਵਾਨੋ! ਮੇਰੀਆਂ ਗੱਲਾਂ ਸੁਣੋ, ਹੇ ਗਿਆਨ ਵਾਲਿਓ! ਮੇਰੇ ਵੱਲ ਕੰਨ ਲਾਓ।
[IRV | PA | OT | Job | Chapter 34 | Verse 3] ਕਿਉਂ ਜੋ ਕੰਨ ਗੱਲਾਂ ਨੂੰ ਪਰਖਦੇ ਹਨ ਜਿਵੇਂ ਜੀਭ ਭੋਜਨ ਦੇ ਸੁਆਦ ਨੂੰ।
[IRV | PA | OT | Job | Chapter 34 | Verse 4] ਜੋ ਠੀਕ ਹੈ ਅਸੀਂ ਆਪਣੇ ਲਈ ਚੁਣ ਲਈਏ, ਅਤੇ ਜੋ ਚੰਗਾ ਹੈ ਅਸੀਂ ਆਪਸ ਵਿੱਚ ਜਾਣ ਲਈਏ।
[IRV | PA | OT | Job | Chapter 34 | Verse 5] “ਕਿਉਂ ਜੋ ਅੱਯੂਬ ਨੇ ਆਖਿਆ ਹੈ ਕਿ ਮੈਂ ਨਿਰਦੋਸ਼ ਹਾਂ ਅਤੇ ਪਰਮੇਸ਼ੁਰ ਮੇਰਾ ਨਿਆਂ ਕਰਨ ਤੋਂ ਮੁੱਕਰ ਗਿਆ ਹੈ।
[IRV | PA | OT | Job | Chapter 34 | Verse 6] ਭਾਵੇਂ ਮੈਂ ਸੱਚਾ ਹਾਂ ਪਰ ਫੇਰ ਵੀ ਝੂਠਾ ਠਹਿਰਦਾ ਹਾਂ, ਭਾਵੇਂ ਮੈਂ ਬੇਦੋਸ਼ਾ ਹੀ ਹਾਂ, ਫੇਰ ਵੀ ਮੇਰਾ ਫੱਟ ਅਸਾਧ ਹੈ।
[IRV | PA | OT | Job | Chapter 34 | Verse 7] ਅੱਯੂਬ ਵਰਗਾ ਕਿਹੜਾ ਮਨੁੱਖ ਹੈ, ਜਿਹੜਾ ਠੱਠਿਆਂ ਨੂੰ ਪਾਣੀ ਵਾਂਗੂੰ ਪੀਂਦਾ ਹੈ,
[IRV | PA | OT | Job | Chapter 34 | Verse 8] ਅਤੇ ਕੁਕਰਮੀਆਂ ਦੀ ਸੰਗਤ ਵਿੱਚ ਚੱਲਦਾ, ਅਤੇ ਦੁਸ਼ਟ ਮਨੁੱਖਾਂ ਨਾਲ ਫਿਰਦਾ ਹੈ?
[IRV | PA | OT | Job | Chapter 34 | Verse 9] ਕਿਉਂ ਜੋ ਉਸ ਨੇ ਆਖਿਆ ਹੈ ਕਿ ਮਨੁੱਖ ਨੂੰ ਇਸ ਤੋਂ ਕੁਝ ਲਾਭ ਨਹੀਂ ਕਿ ਉਹ ਪਰਮੇਸ਼ੁਰ ਨਾਲ ਮਗਨ ਰਹੇ!
[IRV | PA | OT | Job | Chapter 34 | Verse 10] “ਇਸ ਲਈ ਹੇ ਬੁੱਧਵਾਨੋ, ਮੇਰੀ ਸੁਣੋ! ਇਹ ਪਰਮੇਸ਼ੁਰ ਤੋਂ ਦੂਰ ਹੋਵੇ ਕਿ ਉਹ ਦੁਸ਼ਟਪੁਣਾ ਕਰੇ, ਨਾਲੇ ਸਰਬ ਸ਼ਕਤੀਮਾਨ ਤੋਂ ਕਿ ਉਹ ਬੁਰਿਆਈ ਕਰੇ!
[IRV | PA | OT | Job | Chapter 34 | Verse 11] ਕਿਉਂ ਜੋ ਉਹ ਮਨੁੱਖ ਦੇ ਕੰਮਾਂ ਦੇ ਅਨੁਸਾਰ ਉਸ ਨੂੰ ਬਦਲਾ ਦੇਵੇਗਾ, ਅਤੇ ਹਰੇਕ ਮਨੁੱਖ ਨੂੰ ਉਸ ਦੇ ਚਾਲ-ਚੱਲਣ ਅਨੁਸਾਰ ਫਲ ਦੁਆਉਂਦਾ ਹੈ।
[IRV | PA | OT | Job | Chapter 34 | Verse 12] ਇਹ ਸੱਚੀ ਗੱਲ ਹੈ ਕਿ ਨਾ ਤਾਂ ਪਰਮੇਸ਼ੁਰ ਦੁਸ਼ਟਪੁਣਾ ਕਰਦਾ ਅਤੇ ਨਾ ਹੀ ਸਰਬ ਸ਼ਕਤੀਮਾਨ ਪੁੱਠੇ ਨਿਆਂ ਕਰਦਾ ਹੈ।
[IRV | PA | OT | Job | Chapter 34 | Verse 13] ਕਿਸ ਨੇ ਉਸ ਨੂੰ ਧਰਤੀ ਉੱਤੇ ਇਖ਼ਤਿਆਰ ਦਿੱਤਾ, ਕਿਸ ਨੇ ਸਾਰੇ ਜਗਤ ਉੱਤੇ ਉਸ ਨੂੰ ਠਹਿਰਾਇਆ?
[IRV | PA | OT | Job | Chapter 34 | Verse 14] ਜੇ ਉਹ ਮਨੁੱਖ ਤੋਂ ਆਪਣਾ ਮਨ ਫੇਰ ਲਵੇ, ਜੇ ਉਹ ਉਸ ਦਾ ਆਤਮਾ ਅਤੇ ਉਸ ਦਾ ਸਾਹ ਆਪਣੇ ਕੋਲ ਇਕੱਠਾ ਕਰ ਲਵੇ,
[IRV | PA | OT | Job | Chapter 34 | Verse 15] ਤਾਂ ਸਾਰੀ ਮਨੁੱਖ ਜਾਤੀ ਇਕੱਠੀ ਹੀ ਨਾਸ ਹੋ ਜਾਵੇਗੀ, ਅਤੇ ਮਨੁੱਖ ਫਿਰ ਮਿੱਟੀ ਵਿੱਚ ਰਲ ਜਾਵੇਗਾ।
[IRV | PA | OT | Job | Chapter 34 | Verse 16] “ਜੇ ਸਮਝ ਹੈ ਤਾਂ ਇਸ ਨੂੰ ਸੁਣ, ਅਤੇ ਆਪਣਾ ਕੰਨ ਮੇਰੀਆਂ ਗੱਲਾਂ ਵੱਲ ਲਾ!
[IRV | PA | OT | Job | Chapter 34 | Verse 17] ਕੀ ਜਿਹੜਾ ਨਿਆਂ ਨਾਲ ਘਿਣ ਕਰਦਾ ਹੈ, ਰਾਜ ਕਰੇਗਾ? ਕੀ ਤੂੰ ਧਰਮੀ ਅਤੇ ਖਰੇ ਨੂੰ ਦੋਸ਼ੀ ਠਹਿਰਾਵੇਂਗਾ?
[IRV | PA | OT | Job | Chapter 34 | Verse 18] ਭਲਾ, ਰਾਜੇ ਨੂੰ ਕਦੀ ਆਖੀਦਾ ਹੈ ਕਿ ਤੂੰ ਨਿਕੰਮਾ ਹੈਂ! ਜਾਂ ਪਤਵੰਤ ਨੂੰ ਕਿ ਤੁਸੀਂ ਦੁਸ਼ਟ ਹੋ?
[IRV | PA | OT | Job | Chapter 34 | Verse 19] ਜਿਹੜਾ ਹਾਕਮਾਂ ਦਾ ਪੱਖਪਾਤ ਨਹੀਂ ਕਰਦਾ, ਨਾ ਧਨੀ ਨੂੰ ਗ਼ਰੀਬ ਨਾਲੋਂ ਵੱਧ ਮੰਨਦਾ ਹੈ, ਕਿਉਂ ਜੋ ਉਹ ਸਾਰੇ ਦੇ ਸਾਰੇ ਉਹ ਦੇ ਹੱਥਾਂ ਦਾ ਕੰਮ ਹਨ!
[IRV | PA | OT | Job | Chapter 34 | Verse 20] ਉਹ ਇੱਕ ਦਮ ਅੱਧੀ ਰਾਤ ਨੂੰ ਮਰ ਜਾਂਦੇ, ਪਰਜਾ ਦੇ ਲੋਕ ਹਿਲਾਏ ਜਾਂਦੇ ਤੇ ਲੰਘ ਜਾਂਦੇ ਹਨ, ਅਤੇ ਜ਼ੋਰਾਵਰ ਬਿਨ੍ਹਾਂ ਹੱਥ ਲਾਏ ਚਲੇ ਜਾਂਦੇ ਹਨ।
[IRV | PA | OT | Job | Chapter 34 | Verse 21] “ਕਿਉਂ ਜੋ ਪਰਮੇਸ਼ੁਰ ਦੀਆਂ ਅੱਖਾਂ ਮਨੁੱਖਾਂ ਦੇ ਮਾਰਗਾਂ ਉੱਤੇ ਲੱਗੀਆਂ ਰਹਿੰਦੀਆਂ ਹਨ, ਉਹ ਉਸ ਦੇ ਸਾਰੇ ਕਦਮਾਂ ਨੂੰ ਵੇਖਦਾ ਹੈ।
[IRV | PA | OT | Job | Chapter 34 | Verse 22] ਅਜਿਹਾ ਕੋਈ ਹਨ੍ਹੇਰਾ ਜਾਂ ਘੁੱਪ ਹਨ੍ਹੇਰਾ ਨਹੀਂ, ਜਿੱਥੇ ਕੁਕਰਮੀ ਲੁੱਕ ਜਾਣ,
[IRV | PA | OT | Job | Chapter 34 | Verse 23] ਕਿਉਂ ਜੋ ਉਸ ਨੇ ਅਜੇ ਕਿਸੇ ਮਨੁੱਖ ਲਈ ਵੇਲਾ ਨਹੀਂ ਠਹਿਰਾਇਆ, ਕਿ ਪਰਮੇਸ਼ੁਰ ਕੋਲ ਨਿਆਂ ਲਈ ਜਾਵੇ।
[IRV | PA | OT | Job | Chapter 34 | Verse 24] ਉਹ ਜ਼ੋਰਾਵਰਾਂ ਨੂੰ ਬਿਨ੍ਹਾਂ ਪੁੱਛ-ਗਿੱਛ ਦੇ ਚੂਰ-ਚੂਰ ਕਰ ਦਿੰਦਾ ਹੈ, ਅਤੇ ਉਹਨਾਂ ਦੇ ਥਾਂ ਦੂਜਿਆਂ ਨੂੰ ਖੜ੍ਹਾ ਕਰਦਾ ਹੈ।
[IRV | PA | OT | Job | Chapter 34 | Verse 25] ਕਿਉਂ ਜੋ ਉਹ ਉਹਨਾਂ ਦੇ ਕੰਮਾਂ ਨੂੰ ਚੰਗੀ ਤਰ੍ਹਾਂ ਜਾਣਦਾ ਹੈ, ਉਹ ਉਹਨਾਂ ਨੂੰ ਰਾਤ ਨੂੰ ਉਲੱਦ ਦਿੰਦਾ ਹੈ ਕਿ ਉਹ ਭੰਨੇ ਜਾਂਦੇ ਹਨ।
[IRV | PA | OT | Job | Chapter 34 | Verse 26] ਉਹ ਉਹਨਾਂ ਨੂੰ ਸਭਨਾਂ ਦੇ ਵੇਖਦਿਆਂ ਦੁਸ਼ਟਾਂ ਵਾਂਗੂੰ ਮਾਰਦਾ ਹੈ,
[IRV | PA | OT | Job | Chapter 34 | Verse 27] ਇਸ ਲਈ ਕਿ ਉਹ ਉਸ ਦੇ ਪਿੱਛੇ ਚੱਲਣ ਤੋਂ ਫਿਰ ਗਏ, ਅਤੇ ਉਹਨਾਂ ਨੇ ਉਸ ਦੇ ਕਿਸੇ ਰਾਹ ਦੀ ਪਰਵਾਹ ਨਹੀਂ ਕੀਤੀ,
[IRV | PA | OT | Job | Chapter 34 | Verse 28] ਇੱਥੋਂ ਤੱਕ ਕਿ ਉਹਨਾਂ ਦੇ ਕਾਰਨ ਗਰੀਬਾਂ ਦੀ ਦੁਹਾਈ ਉਹ ਦੇ ਕੋਲ ਪਹੁੰਚੀ, ਅਤੇ ਮਸਕੀਨਾਂ ਦੀ ਦੁਹਾਈ ਉਸ ਨੇ ਸੁਣੀ।
[IRV | PA | OT | Job | Chapter 34 | Verse 29] ਜਦ ਉਹ ਚੁੱਪ ਰਹਿੰਦਾ ਹੈ ਤਾਂ ਕੌਣ ਉਸ ਨੂੰ ਦੋਸ਼ੀ ਠਹਿਰਾ ਸਕਦਾ ਹੈ ਜਦ ਉਹ ਆਪਣਾ ਮੂੰਹ ਫੇਰ ਲਵੇ ਤਾਂ ਕੌਣ ਉਸ ਦਾ ਦਰਸ਼ਣ ਪਵੇਗਾ? ਭਾਵੇਂ ਕੌਮ ਲਈ ਭਾਵੇਂ ਇੱਕ ਮਨੁੱਖ ਲਈ, ਉਹ ਦੋਹਾਂ ਨਾਲ ਇੱਕੋ ਜਿਹਾ ਵਿਹਾਰ ਕਰਦਾ ਹੈ,
[IRV | PA | OT | Job | Chapter 34 | Verse 30] ਤਾਂ ਜੋ ਅਧਰਮੀ ਮਨੁੱਖ ਰਾਜ ਨਾ ਕਰੇ, ਨਾ ਲੋਕਾਂ ਨੂੰ ਆਪਣੇ ਜਾਲ਼ ਵਿੱਚ ਫ਼ਸਾਵੇ।
[IRV | PA | OT | Job | Chapter 34 | Verse 31] “ਭਲਾ, ਕਦੀ ਕਿਸੇ ਨੇ ਪਰਮੇਸ਼ੁਰ ਨੂੰ ਆਖਿਆ, ਮੈਂ ਦੰਡ ਝੱਲ ਲਿਆ ਹੈ, ਮੈਂ ਫੇਰ ਬਦੀ ਨਾ ਕਰਾਂਗਾ?
[IRV | PA | OT | Job | Chapter 34 | Verse 32] ਜੋ ਮੈਂ ਸਮਝ ਨਹੀਂ ਸਕਦਾ ਤੂੰ ਉਹ ਮੈਨੂੰ ਸਿਖਾ, ਜੇ ਮੈਂ ਬੁਰਿਆਈ ਕੀਤੀ ਹੋਵੇ ਤਾਂ ਮੈਂ ਫਿਰ ਨਹੀਂ ਕਰਾਂਗਾ?
[IRV | PA | OT | Job | Chapter 34 | Verse 33] ਕੀ ਪਰਮੇਸ਼ੁਰ ਤੈਨੂੰ ਤੇਰੀ ਇੱਛਿਆ ਅਨੁਸਾਰ ਫਲ ਦੇਵੇ ਜਦ ਕਿ ਤੂੰ ਉਸ ਵੱਲ ਫਿਰਨ ਤੋਂ ਇਨਕਾਰ ਕਰਦਾ ਹੈਂ? ਕਿਉਂ ਜੋ ਇਸ ਦੀ ਚੋਣ ਤੂੰ ਕਰਨੀ ਹੈ ਨਾ ਕਿ ਮੈਂ, ਸੋ ਜੋ ਤੂੰ ਜਾਣਦਾ ਹੈ ਬੋਲ ਦੇ!
[IRV | PA | OT | Job | Chapter 34 | Verse 34] “ਗਿਆਨਵਾਨ ਮੈਨੂੰ ਆਖਣਗੇ, ਸਗੋਂ ਬੁੱਧਵਾਨ ਮਨੁੱਖ ਮੇਰੀ ਸੁਣ ਕੇ ਕਹਿਣਗੇ,
[IRV | PA | OT | Job | Chapter 34 | Verse 35] ਅੱਯੂਬ ਬਿਨ੍ਹਾਂ ਸਮਝ ਦੇ ਬੋਲਦਾ ਹੈ, ਅਤੇ ਉਸ ਦਾ ਬੋਲ ਗਿਆਨ ਰਹਿਤ ਹੈ!
[IRV | PA | OT | Job | Chapter 34 | Verse 36] ਕਾਸ਼ ਕਿ ਅੱਯੂਬ ਅੰਤ ਤੱਕ ਪਰਤਾਇਆ ਜਾਂਦਾ, ਕਿਉਂਕਿ ਉਹ ਕੁਕਰਮੀਆਂ ਵਾਂਗੂੰ ਉੱਤਰ ਦਿੰਦਾ ਹੈ!
[IRV | PA | OT | Job | Chapter 34 | Verse 37] ਉਹ ਤਾਂ ਆਪਣੇ ਪਾਪ ਉੱਤੇ ਅਪਰਾਧ ਜੋੜਦਾ ਹੈ, ਸਾਡੇ ਵਿਰੁੱਧ ਤਾੜੀ ਮਾਰਦਾ ਹੈ, ਅਤੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਵਿਰੁੱਧ ਆਪਣੀਆਂ ਗੱਲਾਂ ਵਧਾਈ ਜਾਂਦਾ ਹੈ।”
