[KJV | EN | OT | Sirach | Chapter 18 | Verse 1] He that liveth for ever created all things in general.
[KJV | EN | OT | Sirach | Chapter 18 | Verse 2] The Lord only is righteous, And there is none other but he,
[KJV | EN | OT | Sirach | Chapter 18 | Verse 3] Who governeth the world with the palm of his hand, And all things obey his will: For he is the King of all, by his power Dividing holy things among them from profane.
[KJV | EN | OT | Sirach | Chapter 18 | Verse 4] To whom hath he given power to declare his works? And who shall find out his noble acts?
[KJV | EN | OT | Sirach | Chapter 18 | Verse 5] Who shall number the strength of his majesty? And who shall also tell out his mercies?
[KJV | EN | OT | Sirach | Chapter 18 | Verse 6] As for the wondrous works of the Lord, there may nothing be taken from them, Neither may any thing be put unto them, neither can the ground of them be found out.
[KJV | EN | OT | Sirach | Chapter 18 | Verse 7] When a man hath done, then he beginneth; And when he leaveth off, then he shall be doubtful.
[KJV | EN | OT | Sirach | Chapter 18 | Verse 8] What is man, and whereto serveth he? What is his good, and what is his evil?
[KJV | EN | OT | Sirach | Chapter 18 | Verse 9] The number of a man’s days at the most are an hundred years.
[KJV | EN | OT | Sirach | Chapter 18 | Verse 10] As a drop of water unto the sea, and a gravel stone in comparison of the sand; So are a thousand years to the days of eternity.
[KJV | EN | OT | Sirach | Chapter 18 | Verse 11] Therefore is God patient with them, And poureth forth his mercy upon them.
[KJV | EN | OT | Sirach | Chapter 18 | Verse 12] He saw and perceived their end to be evil; Therefore he multiplied his compassion.
[KJV | EN | OT | Sirach | Chapter 18 | Verse 13] The mercy of man is toward his neighbour; But the mercy of the Lord is upon all flesh: He reproveth, and nurtureth, and teacheth, And bringeth again, as a shepherd his flock.
[KJV | EN | OT | Sirach | Chapter 18 | Verse 14] He hath mercy on them that receive discipline, And that diligently seek after his judgments.
[KJV | EN | OT | Sirach | Chapter 18 | Verse 15] My son, blemish not thy good deeds, Neither use uncomfortable words when thou givest any thing.
[KJV | EN | OT | Sirach | Chapter 18 | Verse 16] Shall not the dew asswage the heat? So is a word better than a gift.
[KJV | EN | OT | Sirach | Chapter 18 | Verse 17] Lo, is not a word better than a gift? But both are with a gracious man.
[KJV | EN | OT | Sirach | Chapter 18 | Verse 18] A fool will upbraid churlishly, And a gift of the envious consumeth the eyes.
[KJV | EN | OT | Sirach | Chapter 18 | Verse 19] Learn before thou speak, And use physick or ever thou be sick.
[KJV | EN | OT | Sirach | Chapter 18 | Verse 20] Before judgment examine thyself, And in the day of visitation thou shalt find mercy.
[KJV | EN | OT | Sirach | Chapter 18 | Verse 21] Humble thyself before thou be sick, And in the time of sins shew repentance.
[KJV | EN | OT | Sirach | Chapter 18 | Verse 22] Let nothing hinder thee to pay thy vow in due time, And defer not until death to be justified.
[KJV | EN | OT | Sirach | Chapter 18 | Verse 23] Before thou prayest, prepare thyself; And be not as one that tempteth the Lord.
[KJV | EN | OT | Sirach | Chapter 18 | Verse 24] Think upon the wrath that shall be at the end, And the time of vengeance, when he shall turn away his face.
[KJV | EN | OT | Sirach | Chapter 18 | Verse 25] When thou hast enough, remember the time of hunger: And when thou art rich, think upon poverty and need.
[KJV | EN | OT | Sirach | Chapter 18 | Verse 26] From the morning until the evening the time is changed, And all things are soon done before the Lord.
[KJV | EN | OT | Sirach | Chapter 18 | Verse 27] A wise man will fear in every thing, And in the day of sinning he will beware of offence: But a fool will not observe time.
[KJV | EN | OT | Sirach | Chapter 18 | Verse 28] Every man of understanding knoweth wisdom, And will give praise unto him that found her.
[KJV | EN | OT | Sirach | Chapter 18 | Verse 29] They that were of understanding in sayings became also wise themselves, And poured forth exquisite parables.
[KJV | EN | OT | Sirach | Chapter 18 | Verse 30] Go not after thy lusts, But refrain thyself from thine appetites.
[KJV | EN | OT | Sirach | Chapter 18 | Verse 31] If thou givest thy soul the desires that please her, She will make thee a laughingstock to thine enemies that malign thee.
[KJV | EN | OT | Sirach | Chapter 18 | Verse 32] Take not pleasure in much good cheer, Neither be tied to the expence thereof.
[KJV | EN | OT | Sirach | Chapter 18 | Verse 33] Be not made a beggar by banqueting upon borrowing, When thou hast nothing in thy purse: For thou shalt lie in wait for thine own life, and be talked on.
