[KJV | EN | OT | Sirach | Chapter 43 | Verse 1] The pride of the height, the clear firmament, The beauty of heaven, with his glorious shew;
[KJV | EN | OT | Sirach | Chapter 43 | Verse 2] The sun when it appeareth, declaring at his rising A marvellous instrument, the work of the most High:
[KJV | EN | OT | Sirach | Chapter 43 | Verse 3] At noon it parcheth the country, And who can abide the burning heat thereof?
[KJV | EN | OT | Sirach | Chapter 43 | Verse 4] A man blowing a furnace is in works of heat, But the sun burneth the mountains three times more; Breathing out fiery vapours, And sending forth bright beams, it dimmeth the eyes.
[KJV | EN | OT | Sirach | Chapter 43 | Verse 5] Great is the Lord that made it; And at his commandment it runneth hastily.
[KJV | EN | OT | Sirach | Chapter 43 | Verse 6] He made the moon also to serve in her season For a declaration of times, and a sign of the world.
[KJV | EN | OT | Sirach | Chapter 43 | Verse 7] From the moon is the sign of feasts, a light that decreaseth in her perfection.
[KJV | EN | OT | Sirach | Chapter 43 | Verse 8] The month is called after her name, increasing wonderfully in her changing, Being an instrument of the armies above, shining in the firmament of heaven;
[KJV | EN | OT | Sirach | Chapter 43 | Verse 9] The beauty of heaven, the glory of the stars, An ornament giving light in the highest places of the Lord.
[KJV | EN | OT | Sirach | Chapter 43 | Verse 10] At the commandment of the Holy One they will stand in their order, And never faint in their watches.
[KJV | EN | OT | Sirach | Chapter 43 | Verse 11] Look upon the rainbow, and praise him that made it; Very beautiful it is in the brightness thereof.
[KJV | EN | OT | Sirach | Chapter 43 | Verse 12] It compasseth the heaven about with a glorious circle, And the hands of the most High have bended it.
[KJV | EN | OT | Sirach | Chapter 43 | Verse 13] By his commandment he maketh the snow to fall apace, And sendeth swiftly the lightnings of his judgment.
[KJV | EN | OT | Sirach | Chapter 43 | Verse 14] Through this the treasures are opened: And clouds fly forth as fowls.
[KJV | EN | OT | Sirach | Chapter 43 | Verse 15] By his great power he maketh the clouds firm, And the hailstones are broken small.
[KJV | EN | OT | Sirach | Chapter 43 | Verse 16] At his sight the mountains are shaken, And at his will the south wind bloweth.
[KJV | EN | OT | Sirach | Chapter 43 | Verse 17] The noise of the thunder maketh the earth to tremble: So doth the northern storm and the whirlwind: As birds flying he scattereth the snow, And the falling down thereof is as the lighting of grasshoppers:
[KJV | EN | OT | Sirach | Chapter 43 | Verse 18] The eye marvelleth at the beauty of the whiteness thereof, And the heart is astonished at the raining of it.
[KJV | EN | OT | Sirach | Chapter 43 | Verse 19] The hoar frost also as salt he poureth on the earth, And being congealed, it lieth on the top of sharp stakes.
[KJV | EN | OT | Sirach | Chapter 43 | Verse 20] When the cold north wind bloweth, And the water is congealed into ice, It abideth upon every gathering together of water, And clotheth the water as with a breastplate.
[KJV | EN | OT | Sirach | Chapter 43 | Verse 21] It devoureth the mountains, and burneth the wilderness, And consumeth the grass as fire.
[KJV | EN | OT | Sirach | Chapter 43 | Verse 22] A present remedy of all is a mist coming speedily: A dew coming after heat refresheth.
[KJV | EN | OT | Sirach | Chapter 43 | Verse 23] By his counsel he appeaseth the deep, And planteth islands therein.
[KJV | EN | OT | Sirach | Chapter 43 | Verse 24] They that sail on the sea tell of the danger thereof; And when we hear it with our ears, we marvel thereat.
[KJV | EN | OT | Sirach | Chapter 43 | Verse 25] For therein be strange and wondrous works, Variety of all kinds of beasts and whales created.
[KJV | EN | OT | Sirach | Chapter 43 | Verse 26] By him the end of them hath prosperous success, And by his word all things consist.
[KJV | EN | OT | Sirach | Chapter 43 | Verse 27] We may speak much, and yet come short; Wherefore in sum, he is all.
[KJV | EN | OT | Sirach | Chapter 43 | Verse 28] How shall we be able to magnify him? For he is great above all his works.
[KJV | EN | OT | Sirach | Chapter 43 | Verse 29] The Lord is terrible and very great, And marvellous is his power.
[KJV | EN | OT | Sirach | Chapter 43 | Verse 30] When you glorify the Lord, exalt him as much as you can; For even yet will he far exceed: And when you exalt him, put forth all your strength, And be not weary; for you can never go far enough.
[KJV | EN | OT | Sirach | Chapter 43 | Verse 31] Who hath seen him, that he might tell us? And who can magnify him as he is?
[KJV | EN | OT | Sirach | Chapter 43 | Verse 32] There are yet hid greater things than these be, For we have seen but a few of his works.
[KJV | EN | OT | Sirach | Chapter 43 | Verse 33] For the Lord hath made all things; And to the godly hath he given wisdom.
