[DRA | EN | OT | Judges | Chapter 5 | Verse 1] In that day Debbora and Barac son of Abinoem sung, and said:
[DRA | EN | OT | Judges | Chapter 5 | Verse 2] O you of Israel, that have willingly offered your lives to danger, bless the Lord.
[DRA | EN | OT | Judges | Chapter 5 | Verse 3] Hear, O ye kings, give ear, ye princes: It is I, it is I, that will sing to the Lord, I will sing to the Lord the God of Israel.
[DRA | EN | OT | Judges | Chapter 5 | Verse 4] O Lord, when thou wentest out of Seir, and passedst by the regions of Edom, the earth trembled, and the heavens dropped water.
[DRA | EN | OT | Judges | Chapter 5 | Verse 5] The mountains melted before the face of the Lord, and Sinai before the face of the Lord the God of Israel.
[DRA | EN | OT | Judges | Chapter 5 | Verse 6] In the days of Samgar the son of Anath, in the days of Jahel the paths rested: and they that went by them, walked through by-ways.
[DRA | EN | OT | Judges | Chapter 5 | Verse 7] The valiant men ceased, and rested in Israel: until Debbora arose, a mother arose in Israel.
[DRA | EN | OT | Judges | Chapter 5 | Verse 8] The Lord chose new wars, and he himself overthrew the gates of the enemies: a shield and spear was not seen among forty thousand of Israel.
[DRA | EN | OT | Judges | Chapter 5 | Verse 9] My heart loveth the princes of Israel: O you that of your own good will offered yourselves to danger, bless the Lord.
[DRA | EN | OT | Judges | Chapter 5 | Verse 10] Speak, you that ride upon fair asses, and you that sit in judgment, and walk in the way.
[DRA | EN | OT | Judges | Chapter 5 | Verse 11] Where the chariots were dashed together, and the army of the enemies was choked, there let the justices of the Lord be rehearsed, and his clemency towards the brave men of Israel: then the people of the Lord went down to the gates, and obtained the sovereignty.
[DRA | EN | OT | Judges | Chapter 5 | Verse 12] Arise, arise, O Debbora, arise, arise, and utter a canticle. Arise, Barac, and take hold of thy captives, O son of Abinoem.
[DRA | EN | OT | Judges | Chapter 5 | Verse 13] The remnants of the people are saved, the Lord hath fought among the valiant ones.
[DRA | EN | OT | Judges | Chapter 5 | Verse 14] Out of Ephraim he destroyed them into Amalec, and after him out of Benjamin into thy people, O Amalec: Out of Machir there came down princes, and out of Zabulon they that led the army to fight.
[DRA | EN | OT | Judges | Chapter 5 | Verse 15] The captains of Issachar were with Debbora, and followed the steps of Barac, who exposed himself to danger, as one going headlong, and into a pit. Ruben being divided against himself, there was found a strife of courageous men.
[DRA | EN | OT | Judges | Chapter 5 | Verse 16] Why dwellest thou between two borders, that thou mayest hear the bleatings of the flocks? Ruben being divided against himself, there was found a strife of courageous men.
[DRA | EN | OT | Judges | Chapter 5 | Verse 17] Galaad rested beyond the Jordan, and Dan applied himself to ships: Aser dwelt on the sea shore, and abode in the havens.
[DRA | EN | OT | Judges | Chapter 5 | Verse 18] But Zabulon and Nephtali offered their lives to death in the region of Merome.
[DRA | EN | OT | Judges | Chapter 5 | Verse 19] The kings came and fought, the kings of Chanaan fought in Thanach by the waters of Mageddo, and yet they took no spoils.
[DRA | EN | OT | Judges | Chapter 5 | Verse 20] War from heaven was made against them, the stars remaining in their order and courses fought against Sisara.
[DRA | EN | OT | Judges | Chapter 5 | Verse 21] The torrent of Cison dragged their carcasses, the torrent of Cadumim, the torrent of Cisoii: tread thou, my soul, upon the strong ones.
[DRA | EN | OT | Judges | Chapter 5 | Verse 22] The hoofs of the horses were broken whilst the stoutest of the enemies fled amain, and fell headlong down.
[DRA | EN | OT | Judges | Chapter 5 | Verse 23] Curse ye the land of Meroz, said the angel of the Lord: curse the inhabitants thereof, because they came not to the help of the Lord, to help his most valiant men.
[DRA | EN | OT | Judges | Chapter 5 | Verse 24] Blessed among women be Jahel the wife of Haber the Cinite, and blessed be she in her tent.
[DRA | EN | OT | Judges | Chapter 5 | Verse 25] He asked her water and she gave him milk, and offered him butter in a dish fit for princes.
[DRA | EN | OT | Judges | Chapter 5 | Verse 26] She put her left hand to the nail, and her right hand to the workman’s hammer, and she struck Sisara, seeking in his head a place for the wound, and strongly piercing through his temples.
[DRA | EN | OT | Judges | Chapter 5 | Verse 27] At her feet he fell: he fainted, and he died: he rolled before her feet, and he lay lifeless and wretched.
[DRA | EN | OT | Judges | Chapter 5 | Verse 28] His mother looked out at a window, and howled: and she spoke from the dining room: Why is his chariot so long in coming back? Why are the feet of his horses so slow?
[DRA | EN | OT | Judges | Chapter 5 | Verse 29] One that was wiser than the rest of his wives, returned this answer to her mother in law:
[DRA | EN | OT | Judges | Chapter 5 | Verse 30] Perhaps he is now dividing the spoils, and the fairest of the women is chosen out for him: garments of divers colours are given to Sisara for his prey, and furniture of different kinds is heaped together to adorn the necks.
[DRA | EN | OT | Judges | Chapter 5 | Verse 31] So let all thy enemies perish, O Lord: but let them that love thee shine, as the sun shineth in his rising.
