[GNV | EN | OT | Exodus | Chapter 40 | Verse 1] Then the Lord spake vnto Moses, saying,
[GNV | EN | OT | Exodus | Chapter 40 | Verse 2] In the first day of the first moneth in the very first of the same moneth shalt thou set vp the Tabernacle, called ye Tabernacle of the Congregation:
[GNV | EN | OT | Exodus | Chapter 40 | Verse 3] And thou shalt put therein the Arke of the Testimonie, and couer the Arke with the vaile.
[GNV | EN | OT | Exodus | Chapter 40 | Verse 4] Also thou shalt bring in the Table, and set it in order as it doth require: thou shalt also bring in the Candlesticke, and light his lampes,
[GNV | EN | OT | Exodus | Chapter 40 | Verse 5] And thou shalt set ye incense Altar of gold before the Arke of the Testimonie, and put the hanging at the doore of the Tabernacle.
[GNV | EN | OT | Exodus | Chapter 40 | Verse 6] Moreouer, thou shalt set the burnt offering Altar before the doore of the Tabernacle, called the Tabernacle of the Congregation.
[GNV | EN | OT | Exodus | Chapter 40 | Verse 7] And thou shalt set the Lauer betweene the Tabernacle of the Congregation and the Altar, and put water therein.
[GNV | EN | OT | Exodus | Chapter 40 | Verse 8] Then thou shalt appoynt the courte round about, and hang vp the hanging at the courte gate.
[GNV | EN | OT | Exodus | Chapter 40 | Verse 9] After, thou shalt take the anoynting oyle, and anoynt the Tabernacle, and all that is therein, and halowe it with all the instruments thereof, that it may be holy.
[GNV | EN | OT | Exodus | Chapter 40 | Verse 10] And thou shalt anoynt the Altar of the burnt offring, and all his instruments, and shalt sanctifie the Altar, that it may bee an altar most holie.
[GNV | EN | OT | Exodus | Chapter 40 | Verse 11] Also thou shalt anoynt the Lauer, and his foote, and shalt sanctifie it.
[GNV | EN | OT | Exodus | Chapter 40 | Verse 12] Then thou shalt bring Aaron and his sonnes vnto the doore of the Tabernacle of the Congregation, and wash them with water.
[GNV | EN | OT | Exodus | Chapter 40 | Verse 13] And thou shalt put vpon Aaron the holy garmentes, and shalt anoynt him, and sanctifie him, that he may minister vnto me in the Priestes office.
[GNV | EN | OT | Exodus | Chapter 40 | Verse 14] Thou shalt also bring his sonnes, and clothe them with garments,
[GNV | EN | OT | Exodus | Chapter 40 | Verse 15] And shalt anoynt them as thou diddest anoynt their father, that they may minister vnto mee in the Priestes office: for their anoynting shall be a signe, that the Priesthood shall be euerlasting vnto them throughout their generations.
[GNV | EN | OT | Exodus | Chapter 40 | Verse 16] So Moses did according to all that ye Lord had commanded him: so did he.
[GNV | EN | OT | Exodus | Chapter 40 | Verse 17] Thus was the Tabernacle reared vp the first day of the first moneth in the seconde yeere.
[GNV | EN | OT | Exodus | Chapter 40 | Verse 18] Then Moses reared vp the Tabernacle and fastened his sockets, and set vp the boardes thereof, and put in the barres of it, and reared vp his pillars.
[GNV | EN | OT | Exodus | Chapter 40 | Verse 19] And he spred the couering ouer the Tabernacle, and put the couering of that couering on hie aboue it, as the Lord had commanded Moses.
[GNV | EN | OT | Exodus | Chapter 40 | Verse 20] And he tooke and put the Testimonie in the Arke, and put the barres in the ringes of the Arke, and set the Merciseate on hie vpon the Arke.
[GNV | EN | OT | Exodus | Chapter 40 | Verse 21] He brought also the Arke into the Tabernacle, and hanged vp the couering vaile, and couered the Arke of the Testimonie, as the Lord had commanded Moses.
[GNV | EN | OT | Exodus | Chapter 40 | Verse 22] Furthermore he put the Table in the Tabernacle of the Congregation in the Northside of the Tabernacle, without the vaile,
[GNV | EN | OT | Exodus | Chapter 40 | Verse 23] And set the bread in order before the Lord, as the Lord had commanded Moses.
[GNV | EN | OT | Exodus | Chapter 40 | Verse 24] Also he put the Candlesticke in the Tabernacle of the Congregation, ouer against the Table toward ye Southside of the Tabernacle.
[GNV | EN | OT | Exodus | Chapter 40 | Verse 25] And he lighted the lampes before the Lord, as the Lord had commanded Moses.
[GNV | EN | OT | Exodus | Chapter 40 | Verse 26] Moreouer he set the golden Altar in the Tabernacle of the Congregation before the vayle,
[GNV | EN | OT | Exodus | Chapter 40 | Verse 27] And burnt sweete incense thereon, as the Lord had commanded Moses.
[GNV | EN | OT | Exodus | Chapter 40 | Verse 28] Also he hanged vp the vayle at the doore of the Tabernacle.
[GNV | EN | OT | Exodus | Chapter 40 | Verse 29] After, he set the burnt offring Altar without the doore of the Tabernacle, called the Tabernacle of the Congregation, and offered the burnt offering and the sacrifice thereon, as the Lord had commanded Moses.
[GNV | EN | OT | Exodus | Chapter 40 | Verse 30] Likewise he set the Lauer betweene the Tabernacle of the Congregation and the Altar, and powred water therein to wash with.
[GNV | EN | OT | Exodus | Chapter 40 | Verse 31] So Moses and Aaron, and his sonnes washed their handes and their feete thereat.
[GNV | EN | OT | Exodus | Chapter 40 | Verse 32] When they went into the Tabernacle of the Congregation, and when they approched to the Altar, they washed, as the Lord had commanded Moses.
[GNV | EN | OT | Exodus | Chapter 40 | Verse 33] Finally, he reared vp the court rounde about the Tabernacle and the Altar, and hanged vp the vaile at the court gate: so Moses finished the worke.
[GNV | EN | OT | Exodus | Chapter 40 | Verse 34] Then the cloud couered the Tabernacle of the Congregation, and the glorie of the Lord filled the Tabernacle.
