[GNV | EN | OT | Exodus | Chapter 32 | Verse 1] Bvt when the people sawe, that Moses taryed long or he came downe from the mountaine, the people gathered themselues together against Aaron, and sayde vnto him, Vp, make vs gods to goe before vs: for of this Moses (the man that brought vs out of the land of Egypt) we knowe not what is become of him.
[GNV | EN | OT | Exodus | Chapter 32 | Verse 2] And Aaron said vnto them, Plucke off the golden earings, which are in the eares of your wiues, of your sonnes, and of your daughters, and bring them vnto me.
[GNV | EN | OT | Exodus | Chapter 32 | Verse 3] Then all ye people pluckt from them selues the golden earings, which were in their eares, and they brought them vnto Aaron.
[GNV | EN | OT | Exodus | Chapter 32 | Verse 4] Who receiued them at their handes, and facioned it with the grauing toole, and made of it a molte calfe: then they said, These be thy gods, O Israel, which brought thee out of ye lad of Egypt
[GNV | EN | OT | Exodus | Chapter 32 | Verse 5] When Aaron sawe that, he made an Altar before it: and Aaron proclaimed, saying, To morow shalbe the holy day of the Lord.
[GNV | EN | OT | Exodus | Chapter 32 | Verse 6] So they rose vp the next day in the morning, and offred burnt offerings, and brought peace offrings: also the people sate them downe to eate and drinke, and rose vp to play.
[GNV | EN | OT | Exodus | Chapter 32 | Verse 7] Then the Lord said vnto Moses, Go, get thee downe: for thy people which thou hast brought out of the land of Egypt, hath corrupted their wayes.
[GNV | EN | OT | Exodus | Chapter 32 | Verse 8] They are soone turned out of the way, which I commanded them: for they haue made them a molten calfe and haue worshipped it, and haue offered thereto, saying, These be thy gods, O Israel, which haue brought thee out of the lande of Egypt.
[GNV | EN | OT | Exodus | Chapter 32 | Verse 9] Againe the Lord said vnto Moses, I haue seene this people, and beholde, it is a stiffe necked people.
[GNV | EN | OT | Exodus | Chapter 32 | Verse 10] Nowe therefore let mee alone, that my wrath may waxe hote against them, for I wil consume the: but I wil make of thee a mighty people.
[GNV | EN | OT | Exodus | Chapter 32 | Verse 11] But Moses praied vnto the Lord his God, and said, O Lord, why doeth thy wrath waxe hote against thy people, which thou hast brought out of the lande of Egypt, with great power and with a mightie hand?
[GNV | EN | OT | Exodus | Chapter 32 | Verse 12] Wherefore shall the Egyptians speake, and say, He hath brought them out maliciously for to slay them in the mountaines, and to consume them from the earth? turne from thy fearce wrath, and change thy minde from this euill towarde thy people.
[GNV | EN | OT | Exodus | Chapter 32 | Verse 13] Remember Abraham, Izhak, and Israel thy seruants, to whom thou swarest by thine owne selfe, and saydest vnto them, I wil multiply your seede, as the starres of the heauen, and all this land, that I haue spoken of, wil I giue vnto your seede, and they shall inherit it for euer.
[GNV | EN | OT | Exodus | Chapter 32 | Verse 14] Then the Lord changed his minde from the euil, which he threatned to do vnto his people.
[GNV | EN | OT | Exodus | Chapter 32 | Verse 15] So Moses returned and went downe from the mountaine with the two Tables of the Testimonie in his hande: the Tables were written on both their sides, euen on the one side and on the other were they written.
[GNV | EN | OT | Exodus | Chapter 32 | Verse 16] And these Tables were the worke of God, and this writing was the writing of God grauen in the Tables.
[GNV | EN | OT | Exodus | Chapter 32 | Verse 17] And when Ioshua heard the noyse of the people, as they shouted, he said vnto Moses, There is a noyse of warre in the hoste.
[GNV | EN | OT | Exodus | Chapter 32 | Verse 18] Who answered, It is not the noyse of them that haue the victorie, nor the noyse of them that are ouercome: but I do heare ye noyse of singing.
[GNV | EN | OT | Exodus | Chapter 32 | Verse 19] Nowe, as soone as he came neere vnto the hoste, he sawe the calfe and the dancing: so Moses wrath waxed hote, and he cast the Tables out of his handes, and brake them in pieces beneath the mountaine.
[GNV | EN | OT | Exodus | Chapter 32 | Verse 20] After, he tooke the calfe, which they had made, and burned it in the fire, and ground it vnto powder, and strowed it vpon the water, and made the children of Israel drinke of it.
[GNV | EN | OT | Exodus | Chapter 32 | Verse 21] Also Moses said vnto Aaron, What did this people vnto thee, that thou hast brought so great a sinne vpon them?
[GNV | EN | OT | Exodus | Chapter 32 | Verse 22] Then Aaron answered, Let not the wrath of my Lord waxe fearce: Thou knowest this people, that they are euen set on mischiefe.
[GNV | EN | OT | Exodus | Chapter 32 | Verse 23] And they sayde vnto me, Make vs gods to go before vs: for we knowe not what is become of this Moses (the man that brought vs out of the land of Egypt.)
[GNV | EN | OT | Exodus | Chapter 32 | Verse 24] Then I sayde to them, Ye that haue golde, plucke it off: and they brought it me, and I did cast it into the fire, and thereof came this calfe.
[GNV | EN | OT | Exodus | Chapter 32 | Verse 25] Moses therefore sawe that the people were naked (for Aaron had made them naked vnto their shame among their enemies)
[GNV | EN | OT | Exodus | Chapter 32 | Verse 26] And Moses stoode in ye gate of the campe, and sayde, Who pertaineth to the Lord? let him come to mee. And all the sonnes of Leui gathered themselues vnto him.
[GNV | EN | OT | Exodus | Chapter 32 | Verse 27] Then he said vnto them, Thus sayth ye Lord God of Israel, Put euery man his sworde by his side: go to and from, from gate to gate, through the hoste, and slay euery man his brother, and euery man his companion, and euery man his neighbour.
[GNV | EN | OT | Exodus | Chapter 32 | Verse 28] So the children of Leui did as Moses had commanded: and there fel of the people the same day about three thousand men.
[GNV | EN | OT | Exodus | Chapter 32 | Verse 29] (For Moses had said, Cosecrate your hands vnto the Lord this day, euen euery man vpon his sonne, and vpon his brother, that there may be giuen you a blessing this day)
[GNV | EN | OT | Exodus | Chapter 32 | Verse 30] And when the morning came, Moses sayde vnto the people, Yee haue committed a grieuous crime: but now I wil goe vp to the Lord, if I may pacifie him for your sinne.
[GNV | EN | OT | Exodus | Chapter 32 | Verse 31] Moses therefore went againe vnto ye Lord, and said, Oh, this people haue sinned a great sinne, and haue made them gods of golde.
[GNV | EN | OT | Exodus | Chapter 32 | Verse 32] Therefore now if thou pardon their sinne, thy mercy shall appeare: but if thou wilt not, I pray thee, rase me out of thy booke, which thou hast written.
[GNV | EN | OT | Exodus | Chapter 32 | Verse 33] Then the Lord sayd to Moses, Whosoeuer hath sinned against me, I will put out of my booke.
[GNV | EN | OT | Exodus | Chapter 32 | Verse 34] Go nowe therefore, bring the people vnto the place which I commanded thee: behold, mine Angel shall goe before thee, but yet in the day of my visitation I wil visite their sinne vpon them.
[GNV | EN | OT | Exodus | Chapter 32 | Verse 35] So the Lord plagued the people, because they caused Aaron to make ye calfe which he made.
