[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 1] Then the king of Egypt gathered together great forces, as the sand which is by the sea shore, and many ships, and sought to make himself master of Alexander’s kingdom by deceit, and to add it to his own kingdom.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 2] He went out into Syria with words of peace, and the people of the cities opened their gates to him and met him; for King Alexander’s command was that they should meet him, because he was his father-in-law.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 3] Now as he entered into the cities of Ptolemais, he set his forces for a garrison in each city.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 4] But when he came near to Azotus, they showed him the temple of Dagon burned with fire, and Azotus and its pasture lands destroyed, and the bodies cast out, and those who had been burned, whom he burned in the war, for they had made heaps of them in his way.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 5] They told the king what Jonathan had done, that they might cast blame on him; but the king kept silent.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 6] Jonathan met the king with pomp at Joppa, and they greeted one another, and they slept there.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 7] Jonathan went with the king as far as the river that is called Eleutherus, then returned to Jerusalem.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 8] But King Ptolemy took control of the cities along the sea coast, to Selucia which is by the sea, and he devised evil plans concerning Alexander.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 9] He sent ambassadors to King Demetrius, saying, “Come! Let’s make a covenant with one another, and I will give you my daughter whom Alexander has, and you shall reign over your father’s kingdom;
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 10] for I regret that I gave my daughter to him, for he tried to kill me.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 11] He accused him, because he coveted his kingdom.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 12] Taking his daughter from him, he gave her to Demetrius, and was estranged from Alexander, and their enmity was openly seen.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 13] Ptolemy entered into Antioch, and put on himself the crown of Asia. He put two crowns upon his head, the crown of Egypt and that of Asia.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 14] But King Alexander was in Cilicia at that time, because the people of that region were in revolt.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 15] When Alexander heard of it, he came against him in war. Ptolemy marched out and met him with a strong force, and put him to flight.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 16] Alexander fled into Arabia, that he might be sheltered there; but King Ptolemy was triumphant.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 17] Zabdiel the Arabian took off Alexander’s head, and sent it to Ptolemy.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 18] King Ptolemy died the third day after, and those who were in his strongholds were slain by the inhabitants of the strongholds.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 19] Demetrius became king in the one hundred sixty-seventh year.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 20] In those days Jonathan gathered together the Judeans to take the citadel that was at Jerusalem. He made many engines of war to use against it.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 21] Some lawless men who hated their own nation went to the king and reported to him that Jonathan was besieging the citadel.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 22] He heard, and was angry, but when he heard it, he set out immediately, and came to Ptolemais, and wrote to Jonathan, that he should not besiege it, and that he should meet him and speak with him at Ptolemais with all speed.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 23] But when Jonathan heard this, he gave orders to continue the siege. He chose some of the elders of Israel and of the priests, and put himself in peril
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 24] by taking silver, gold, clothing, and various other presents, and went to Ptolemais to the king. Then he found favor in his sight.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 25] Some lawless men of those who were of the nation made complaints against him,
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 26] and the king did to him even as his predecessors had done to him, and exalted him in the sight of all his friends,
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 27] and confirmed to him the high priesthood, and all the other honors that he had before, and gave him preeminence among his chief friends.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 28] And Jonathan requested of the king that he would make Judea free from tribute, along with the three provinces and the country of Samaria, and promised him three hundred talents.
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 29] The king consented, and wrote letters to Jonathan concerning all these things as follows:
[WEB | EN | OT | 1 Maccabees | Chapter 11 | Verse 30] “King Demetrius to his brother Jonathan, and to the nation of the Jews, greetings.
