[OEB | EN | NT | James | Chapter 1 | Verse 1] James, a servant of God and of the Lord Jesus Christ, greets the twelve tribes that are living abroad.
[OEB | EN | NT | James | Chapter 1 | Verse 2] My friends, whatever trials you may face from time to time, always regard them as a reason for rejoicing,
[OEB | EN | NT | James | Chapter 1 | Verse 3] knowing, as you do, that the testing of your faith develops endurance.
[OEB | EN | NT | James | Chapter 1 | Verse 4] And let endurance do its work perfectly, so that you may be altogether perfect, and in no respect lacking.
[OEB | EN | NT | James | Chapter 1 | Verse 5] If any one of you lacks wisdom, they should ask wisdom from the God who gives freely to everyone without reproach, and it will be given to them.
[OEB | EN | NT | James | Chapter 1 | Verse 6] But they should ask with confidence, never doubting; for the person who doubts is like a wave of the sea driven here and there at the mercy of the wind –
[OEB | EN | NT | James | Chapter 1 | Verse 7] Such a person must not expect that they will receive anything from the Lord,
[OEB | EN | NT | James | Chapter 1 | Verse 8] vacillating as they are, irresolute at every turn.
[OEB | EN | NT | James | Chapter 1 | Verse 9] Let a follower in humble circumstances be proud of their exalted position,
[OEB | EN | NT | James | Chapter 1 | Verse 10] but a rich follower of their humiliation; for the rich will pass away like a wild flower.
[OEB | EN | NT | James | Chapter 1 | Verse 11] As the sun rises, and the hot wind blows, the plant withers, its flower fades, and all its beauty is gone. So is it with the rich. In the midst of their pursuits they will wither away.
[OEB | EN | NT | James | Chapter 1 | Verse 12] Blessed is the person who remains firm under temptation, for, when they have stood the test, they will receive the crown of life, which the Lord has promised to those who love him.
[OEB | EN | NT | James | Chapter 1 | Verse 13] Let no one say, when they are tempted, ‘It is God who is tempting me!’ For God, who cannot be tempted to do wrong, does not himself tempt anyone.
[OEB | EN | NT | James | Chapter 1 | Verse 14] A man is in every case tempted by their own passions – allured and enticed by them.
[OEB | EN | NT | James | Chapter 1 | Verse 15] Then passion conceives and gives birth to sin, and sin, on reaching maturity, brings forth death.
[OEB | EN | NT | James | Chapter 1 | Verse 16] Do not be deceived, my dear friends.
[OEB | EN | NT | James | Chapter 1 | Verse 17] Every good thing given us, and every perfect gift, is from above, and comes down to us from the Father of the lights in the heavens, who is himself never subject to change or to eclipse.
[OEB | EN | NT | James | Chapter 1 | Verse 18] Because he so willed, he gave us life, through the message of the truth, so that we should be, as it were, a kind of first fruits of his creation.
[OEB | EN | NT | James | Chapter 1 | Verse 19] Mark this, my dear friends – Let everyone be quick to listen, slow to speak, and slow to get angry;
[OEB | EN | NT | James | Chapter 1 | Verse 20] for human anger does not forward the righteous purpose of God.
[OEB | EN | NT | James | Chapter 1 | Verse 21] Therefore, get rid of all filthiness and whatever wickedness still remains, and in a humble spirit receive that message which has been planted in your hearts and is able to save your souls.
[OEB | EN | NT | James | Chapter 1 | Verse 22] Put that message into practice, and do not merely listen to it – deceiving yourselves.
[OEB | EN | NT | James | Chapter 1 | Verse 23] For, when anyone listens to it and does not practice it, they are like a person looking at their own face in a mirror.
[OEB | EN | NT | James | Chapter 1 | Verse 24] They look at themselves, then go on their way,
[OEB | EN | NT | James | Chapter 1 | Verse 25] but the person who looks carefully into the perfect Law, the Law of freedom, and continues to do so, not listening to it and then forgetting it, but putting it into practice – that person will be blessed in what they do.
[OEB | EN | NT | James | Chapter 1 | Verse 26] When a person appears to be religious, yet does not bridle their tongue, but imposes on their own conscience, that person’s religious observances are valueless.
[OEB | EN | NT | James | Chapter 1 | Verse 27] That religious observance which is pure and spotless in the eyes of God our Father is this – to visit orphans and widows in their trouble, and to keep oneself uncontaminated by the world.
