[WEB | EN | OT | Genesis | Chapter 31 | Verse 1] Jacob heard Laban’s sons’ words, saying, “Jacob has taken away all that was our father’s. He has obtained all this wealth from that which was our father’s.”
[WEB | EN | OT | Genesis | Chapter 31 | Verse 2] Jacob saw the expression on Laban’s face, and, behold, it was not toward him as before.
[WEB | EN | OT | Genesis | Chapter 31 | Verse 3] The LORD said to Jacob, “Return to the land of your fathers, and to your relatives, and I will be with you.”
[WEB | EN | OT | Genesis | Chapter 31 | Verse 4] Jacob sent and called Rachel and Leah to the field to his flock,
[WEB | EN | OT | Genesis | Chapter 31 | Verse 5] and said to them, “I see the expression on your father’s face, that it is not toward me as before; but the God of my father has been with me.
[WEB | EN | OT | Genesis | Chapter 31 | Verse 6] You know that I have served your father with all of my strength.
[WEB | EN | OT | Genesis | Chapter 31 | Verse 7] Your father has deceived me, and changed my wages ten times, but God didn’t allow him to hurt me.
[WEB | EN | OT | Genesis | Chapter 31 | Verse 8] If he said, ‘The speckled will be your wages,’ then all the flock bore speckled. If he said, ‘The streaked will be your wages,’ then all the flock bore streaked.
[WEB | EN | OT | Genesis | Chapter 31 | Verse 9] Thus God has taken away your father’s livestock, and given them to me.
[WEB | EN | OT | Genesis | Chapter 31 | Verse 10] During mating season, I lifted up my eyes, and saw in a dream, and behold, the male goats which leaped on the flock were streaked, speckled, and grizzled.
[WEB | EN | OT | Genesis | Chapter 31 | Verse 11] The angel of God said to me in the dream, ‘Jacob,’ and I said, ‘Here I am.’
[WEB | EN | OT | Genesis | Chapter 31 | Verse 12] He said, ‘Now lift up your eyes, and behold, all the male goats which leap on the flock are streaked, speckled, and grizzled, for I have seen all that Laban does to you.
[WEB | EN | OT | Genesis | Chapter 31 | Verse 13] I am the God of Bethel, where you anointed a pillar, where you vowed a vow to me. Now arise, get out from this land, and return to the land of your birth.’”
[WEB | EN | OT | Genesis | Chapter 31 | Verse 14] Rachel and Leah answered him, “Is there yet any portion or inheritance for us in our father’s house?
[WEB | EN | OT | Genesis | Chapter 31 | Verse 15] Aren’t we considered as foreigners by him? For he has sold us, and has also used up our money.
[WEB | EN | OT | Genesis | Chapter 31 | Verse 16] For all the riches which God has taken away from our father are ours and our children’s. Now then, whatever God has said to you, do.”
[WEB | EN | OT | Genesis | Chapter 31 | Verse 17] Then Jacob rose up, and set his sons and his wives on the camels,
[WEB | EN | OT | Genesis | Chapter 31 | Verse 18] and he took away all his livestock, and all his possessions which he had gathered, including the livestock which he had gained in Paddan Aram, to go to Isaac his father, to the land of Canaan.
[WEB | EN | OT | Genesis | Chapter 31 | Verse 19] Now Laban had gone to shear his sheep; and Rachel stole the teraphim that were her father’s.
[WEB | EN | OT | Genesis | Chapter 31 | Verse 20] Jacob deceived Laban the Syrian, in that he didn’t tell him that he was running away.
[WEB | EN | OT | Genesis | Chapter 31 | Verse 21] So he fled with all that he had. He rose up, passed over the River, and set his face toward the mountain of Gilead.
[WEB | EN | OT | Genesis | Chapter 31 | Verse 22] Laban was told on the third day that Jacob had fled.
[WEB | EN | OT | Genesis | Chapter 31 | Verse 23] He took his relatives with him, and pursued him seven days’ journey. He overtook him in the mountain of Gilead.
[WEB | EN | OT | Genesis | Chapter 31 | Verse 24] God came to Laban the Syrian in a dream of the night, and said to him, “Be careful that you don’t speak to Jacob either good or bad.”
[WEB | EN | OT | Genesis | Chapter 31 | Verse 25] Laban caught up with Jacob. Now Jacob had pitched his tent in the mountain, and Laban with his relatives encamped in the mountain of Gilead.
[WEB | EN | OT | Genesis | Chapter 31 | Verse 26] Laban said to Jacob, “What have you done, that you have deceived me, and carried away my daughters like captives of the sword?
[WEB | EN | OT | Genesis | Chapter 31 | Verse 27] Why did you flee secretly, and deceive me, and didn’t tell me, that I might have sent you away with mirth and with songs, with tambourine and with harp;
[WEB | EN | OT | Genesis | Chapter 31 | Verse 28] and didn’t allow me to kiss my sons and my daughters? Now have you done foolishly.
[WEB | EN | OT | Genesis | Chapter 31 | Verse 29] It is in the power of my hand to hurt you, but the God of your father spoke to me last night, saying, ‘Be careful that you don’t speak to Jacob either good or bad.’
[WEB | EN | OT | Genesis | Chapter 31 | Verse 30] Now, you want to be gone, because you greatly longed for your father’s house, but why have you stolen my gods?”
[WEB | EN | OT | Genesis | Chapter 31 | Verse 31] Jacob answered Laban, “Because I was afraid, for I said, ‘Lest you should take your daughters from me by force.’
