[IRV | UR | OT | Proverbs | Chapter 11 | Verse 1] दग़ा के तराजू़ से ख़ुदावन्द को नफ़रत है, लेकिन पूरा तौल बाट उसकी खु़शी है।
[IRV | UR | OT | Proverbs | Chapter 11 | Verse 2] तकब्बुर के साथ बुराई आती है, लेकिन ख़ाकसारों के साथ हिकमत है।
[IRV | UR | OT | Proverbs | Chapter 11 | Verse 3] रास्तबाज़ों की रास्ती उनकी राहनुमा होगी, लेकिन दग़ाबाज़ों की टेढ़ी राह उनको बर्बाद करेगी।
[IRV | UR | OT | Proverbs | Chapter 11 | Verse 4] क़हर के दिन माल काम नहीं आता, लेकिन सदाक़त मौत से रिहाई देती है।
[IRV | UR | OT | Proverbs | Chapter 11 | Verse 5] कामिल की सदाक़त उसकी राहनुमाई करेगी लेकिन शरीर अपनी ही शरारत से गिर पड़ेगा।
[IRV | UR | OT | Proverbs | Chapter 11 | Verse 6] रास्तबाज़ों की सदाक़त उनको रिहाई देगी, लेकिन दग़ाबाज़ अपनी ही बद नियती में फँस जाएँगे।
[IRV | UR | OT | Proverbs | Chapter 11 | Verse 7] मरने पर शरीर का उम्मीद ख़ाक में मिल जाता है, और ज़ालिमों की उम्मीद बर्बाद हो जाती है।
[IRV | UR | OT | Proverbs | Chapter 11 | Verse 8] सादिक़ मुसीबत से रिहाई पाता है, और शरीर उसमें पड़ जाता है।
[IRV | UR | OT | Proverbs | Chapter 11 | Verse 9] बेदीन अपनी बातों से अपने पड़ोसी को हलाक करता है लेकिन सादिक़ 'इल्म के ज़रिए' से रिहाई पाएगा।
[IRV | UR | OT | Proverbs | Chapter 11 | Verse 10] सादिक़ों की खु़शहाली से शहर ख़ुश होता है। और शरीरों की हलाकत पर ख़ुशी की ललकार होती है।
[IRV | UR | OT | Proverbs | Chapter 11 | Verse 11] रास्तबाज़ों की दुआ से शहर सरफ़राज़ी पाता है, लेकिन शरीरों की बातों से बर्बाद होता है।
[IRV | UR | OT | Proverbs | Chapter 11 | Verse 12] अपने पड़ोसी की बे'इज़्ज़ती करने वाला बे'अक़्ल है, लेकिन समझदार ख़ामोश रहता है।
[IRV | UR | OT | Proverbs | Chapter 11 | Verse 13] जो कोई लुतरापन करता फिरता है राज़ खोलता है, लेकिन जिसमें वफ़ा की रूह है वह राज़दार है।
[IRV | UR | OT | Proverbs | Chapter 11 | Verse 14] नेक सलाह के बगै़र लोग तबाह होते हैं, लेकिन सलाहकारों की कसरत में सलामती है।
[IRV | UR | OT | Proverbs | Chapter 11 | Verse 15] जो बेगाने का ज़ामिन होता है सख़्त नुक़्सान उठाएगा, लेकिन जिसको ज़मानत से नफ़रत है वह बेख़तर है।
[IRV | UR | OT | Proverbs | Chapter 11 | Verse 16] नेक सीरत 'औरत 'इज़्ज़त पाती है, और तुन्दखू़ आदमी माल हासिल करते हैं।
[IRV | UR | OT | Proverbs | Chapter 11 | Verse 17] रहम दिल अपनी जान के साथ नेकी करता है, लेकिन बे रहम अपने जिस्म को दुख देता है।
[IRV | UR | OT | Proverbs | Chapter 11 | Verse 18] शरीर की कमाई बेकार है, लेकिन सदाक़त बोलने वाला हक़ीक़ी अज्र पता है।
[IRV | UR | OT | Proverbs | Chapter 11 | Verse 19] सदाक़त पर क़ाईम रहने वाला ज़िन्दगी हासिल करता है, और बदी का हिमायती अपनी मौत को पहुँचता है।
[IRV | UR | OT | Proverbs | Chapter 11 | Verse 20] कज दिलों से ख़ुदावन्द को नफ़रत है, लेकिन कामिल रफ़्तार उसकी ख़ुशनूदी हैं।
[IRV | UR | OT | Proverbs | Chapter 11 | Verse 21] यक़ीनन शरीर बे सज़ा न छूटेगा, लेकिन सादिक़ों की नसल रिहाई पाएगी।
[IRV | UR | OT | Proverbs | Chapter 11 | Verse 22] बेतमीज़ 'औरत में खू़बसूरती, जैसे सूअर की नाक में सोने की नथ है।
[IRV | UR | OT | Proverbs | Chapter 11 | Verse 23] सादिक़ों की तमन्ना सिर्फ़ नेकी है; लेकिन शरीरों की उम्मीद ग़ज़ब है।
[IRV | UR | OT | Proverbs | Chapter 11 | Verse 24] कोई तो बिथराता है, लेकिन तो भी तरक़्क़ी करता है; और कोई सही ख़र्च से परहेज़ करता है, लेकिन तोभी कंगाल है।
[IRV | UR | OT | Proverbs | Chapter 11 | Verse 25] सख़ी दिल मोटा हो जाएगा, और सेराब करने वाला ख़ुद भी सेराब होगा।
[IRV | UR | OT | Proverbs | Chapter 11 | Verse 26] जो ग़ल्ला रोक रखता है, लोग उस पर ला'नत करेंगे; लेकिन जो उसे बेचता है उसके सिर पर बरकत होगी।
[IRV | UR | OT | Proverbs | Chapter 11 | Verse 27] जो दिल से नेकी की तलाश में है मक़्बूलियत का तालिब है, लेकिन जो बदी की तलाश में है वह उसी के आगे आएगी।
[IRV | UR | OT | Proverbs | Chapter 11 | Verse 28] जो अपने माल पर भरोसा करता है गिर पड़ेगा, लेकिन सादिक़ हरे पत्तों की तरह सरसब्ज़ होंगे।
[IRV | UR | OT | Proverbs | Chapter 11 | Verse 29] जो अपने घराने को दुख देता है, हवा का वारिस होगा, और बेवक़ूफ़ अक़्ल दिल का ख़ादिम बनेगा।
[IRV | UR | OT | Proverbs | Chapter 11 | Verse 30] सादिक़ का फल ज़िन्दगी का दरख़्त है, और जो 'अक़्लमंद है दिलों को मोह लेता है।
[IRV | UR | OT | Proverbs | Chapter 11 | Verse 31] देख, सादिक़ को ज़मीन पर बदला दिया जाएगा, तो कितना ज़्यादा शरीर और गुनहगार को।
