[IRV | UR | OT | Proverbs | Chapter 5 | Verse 1] ऐ मेरे बेटे! मेरी हिकमत पर तवज्जुह कर, मेरे समझ पर कान लगा;
[IRV | UR | OT | Proverbs | Chapter 5 | Verse 2] ताकि तू तमीज़ को महफ़ूज़ रख्खें, और तेरे लब 'इल्म के निगहबान हों:
[IRV | UR | OT | Proverbs | Chapter 5 | Verse 3] क्यूँकि बेगाना 'औरत के होटों से शहद टपकता है, और उसका मुँह तेल से ज़्यादा चिकना है;
[IRV | UR | OT | Proverbs | Chapter 5 | Verse 4] लेकिन उसका अन्जाम अज़दहे की तरह तल्ख़, और दो धारी तलवार की तरह तेज़ है।
[IRV | UR | OT | Proverbs | Chapter 5 | Verse 5] उसके पाँव मौत की तरफ़ जाते हैं, उसके क़दम पाताल तक पहुँचते हैं।
[IRV | UR | OT | Proverbs | Chapter 5 | Verse 6] इसलिए उसे ज़िन्दगी का हमवार रास्ता नहीं मिलता; उसकी राहें बेठिकाना हैं, पर वह बेख़बर है।
[IRV | UR | OT | Proverbs | Chapter 5 | Verse 7] इसलिए ऐ मेरे बेटो, मेरी सुनो, और मेरे मुँह की बातों से नाफ़रमान न हो।
[IRV | UR | OT | Proverbs | Chapter 5 | Verse 8] उस 'औरत से अपनी राह दूर रख, और उसके घर के दरवाज़े के पास भी न जा;
[IRV | UR | OT | Proverbs | Chapter 5 | Verse 9] ऐसा न हो कि तू अपनी आबरू किसी गै़र के, और अपनी उम्र बेरहम के हवाले करे।
[IRV | UR | OT | Proverbs | Chapter 5 | Verse 10] ऐसा न हो कि बेगाने तेरी कु़व्वत से सेर हों, और तेरी कमाई किसी गै़र के घर जाए;
[IRV | UR | OT | Proverbs | Chapter 5 | Verse 11] और जब तेरा गोश्त और तेरा जिस्म घुल जाये तो तू अपने अन्जाम पर नोहा करे;
[IRV | UR | OT | Proverbs | Chapter 5 | Verse 12] और कहे, “मैंने तरबियत से कैसी 'अदावत रख्खी, और मेरे दिल ने मलामत को हक़ीर जाना।
[IRV | UR | OT | Proverbs | Chapter 5 | Verse 13] न मैंने अपने उस्तादों का कहा माना, न अपने तरबियत करने वालों की सुनी।
[IRV | UR | OT | Proverbs | Chapter 5 | Verse 14] मैं जमा'अत और मजलिस के बीच, क़रीबन सब बुराइयों में मुब्तिला हुआ।”
[IRV | UR | OT | Proverbs | Chapter 5 | Verse 15] तू पानी अपने ही हौज़ से और बहता पानी अपने ही चश्मे से पीना
[IRV | UR | OT | Proverbs | Chapter 5 | Verse 16] क्या तेरे चश्मे बाहर बह जाएँ, और पानी की नदियाँ कूचों में?
[IRV | UR | OT | Proverbs | Chapter 5 | Verse 17] वह सिर्फ़ तेरे ही लिए हों, न तेरे साथ गै़रों के लिए भी।
[IRV | UR | OT | Proverbs | Chapter 5 | Verse 18] तेरा सोता मुबारक हो और तू अपनी जवानी की बीवी के साथ ख़ुश रह।
[IRV | UR | OT | Proverbs | Chapter 5 | Verse 19] प्यारी हिरनी और दिल फ़रेब गजाला की तरह उसकी छातियाँ तुझे हर वक़्त आसूदह करें और उसकी मुहब्बत तुझे हमेशा फ़रेफ्ता रखे।
[IRV | UR | OT | Proverbs | Chapter 5 | Verse 20] ऐ मेरे बेटे, तुझे बेगाना 'औरत क्यों फ़रेफ्ता करे और तू ग़ैर 'औरत से क्यों हम आग़ोश हो?
[IRV | UR | OT | Proverbs | Chapter 5 | Verse 21] क्यूँकि इंसान की राहें ख़ुदावन्द कीआँखों के सामने हैं और वही सब रास्तों को हमवार बनाता है।
[IRV | UR | OT | Proverbs | Chapter 5 | Verse 22] शरीर को उसी की बदकारी पकड़ेगी, और वह अपने ही गुनाह की रस्सियों से जकड़ा जाएगा।
[IRV | UR | OT | Proverbs | Chapter 5 | Verse 23] वह तरबियत न पाने की वजह से मर जायेगा और अपनी सख़्त बेवक़ूफ़ी की वजह से गुमराह हो जायेगा।
