[IRV | PA | NT | Acts | Chapter 16 | Verse 1] ਉਹ ਦਰਬੇ ਅਤੇ ਲੁਸਤ੍ਰਾ ਵਿੱਚ ਵੀ ਆਇਆ, ਅਤੇ ਵੇਖੋ ਉੱਥੇ ਤਿਮੋਥਿਉਸ ਨਾਮ ਦਾ ਇੱਕ ਚੇਲਾ ਸੀ l ਜਿਹੜਾ ਇੱਕ ਵਿਸ਼ਵਾਸੀ ਯਹੂਦਣ ਦਾ ਪੁੱਤਰ ਸੀ, ਪਰ ਉਸ ਦਾ ਪਿਤਾ ਯੂਨਾਨੀ ਸੀ।
[IRV | PA | NT | Acts | Chapter 16 | Verse 2] ਉਹ ਲੁਸਤ੍ਰਾ ਅਤੇ ਇਕੋਨਿਯੁਮ ਦੇ ਰਹਿਣ ਵਾਲੇ ਭਰਾਵਾਂ ਵਿੱਚ ਨੇਕਨਾਮ ਸੀ।
[IRV | PA | NT | Acts | Chapter 16 | Verse 3] ਪੌਲੁਸ ਚਾਹੁੰਦਾ ਸੀ ਕਿ ਇਹ ਮੇਰੇ ਨਾਲ ਚੱਲੇ, ਸੋ ਉਨ੍ਹਾਂ ਯਹੂਦੀਆਂ ਦੇ ਕਾਰਨ, ਉਹ ਦੀ ਸੁੰਨਤ ਕੀਤੀ ਕਿਉਂ ਜੋ ਉਹ ਸਭ ਜਾਣਦੇ ਸਨ ਕਿ ਉਹ ਦਾ ਪਿਤਾ ਯੂਨਾਨੀ ਸੀ।
[IRV | PA | NT | Acts | Chapter 16 | Verse 4] ਉਹ ਨਗਰਾਂ ਵਿੱਚ ਫਿਰਦਿਆਂ ਹੋਇਆਂ ਉਹ ਹੁਕਮ ਜਿਹੜੇ ਯਰੂਸ਼ਲਮ ਵਿੱਚ ਰਸੂਲਾਂ ਅਤੇ ਬਜ਼ੁਰਗਾਂ ਨੇ ਠਹਿਰਾਏ ਸਨ, ਉਹਨਾਂ ਨੂੰ ਮੰਨਣ ਲਈ ਲੋਕਾਂ ਨੂੰ ਸੌਂਪ ਦੇਵੇ।
[IRV | PA | NT | Acts | Chapter 16 | Verse 5] ਕਲੀਸਿਯਾਵਾਂ ਵਿਸ਼ਵਾਸ ਵਿੱਚ ਮਜ਼ਬੂਤ ਹੁੰਦੀਆਂ ਅਤੇ ਗਿਣਤੀ ਵਿੱਚ ਦਿਨੋ ਦਿਨ ਵਧਦੀਆਂ ਗਈਆਂ।
[IRV | PA | NT | Acts | Chapter 16 | Verse 6] ਉਹ ਫ਼ਰੂਗਿਯਾ ਅਤੇ ਗਲਾਤਿਯਾ ਦੇ ਇਲਾਕੇ ਵਿੱਚ ਦੀ ਲੰਘ ਗਏ, ਕਿਉਂ ਜੋ ਪਵਿੱਤਰ ਆਤਮਾ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਏਸ਼ੀਆ ਵਿੱਚ ਬਚਨ ਸੁਣਾਉਣ ਤੋਂ ਮਨ੍ਹਾ ਕੀਤਾ ਸੀ।
[IRV | PA | NT | Acts | Chapter 16 | Verse 7] ਤਦ ਉਨ੍ਹਾਂ ਨੇ ਮੁਸਿਯਾ ਦੇ ਸਾਹਮਣੇ ਆ ਕੇ ਬਿਥੁਨਿਯਾ ਵਿੱਚ ਜਾਣ ਦਾ ਯਤਨ ਕੀਤਾ ਪਰ ਯਿਸੂ ਦੇ ਆਤਮਾ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਨਾ ਜਾਣ ਦਿੱਤਾ।
[IRV | PA | NT | Acts | Chapter 16 | Verse 8] ਤਾਂ ਉਹ ਮੁਸਿਯਾ ਕੋਲੋਂ ਜਾ ਕੇ ਤ੍ਰੋਆਸ ਵਿੱਚ ਗਏ।
[IRV | PA | NT | Acts | Chapter 16 | Verse 9] ਅਤੇ ਪੌਲੁਸ ਨੇ ਰਾਤ ਨੂੰ ਇੱਕ ਦਰਸ਼ਣ ਵੇਖਿਆ, ਕਿ ਇੱਕ ਮਕਦੂਨੀ ਮਨੁੱਖ ਖੜ੍ਹਾ ਉਹ ਦੀ ਮਿੰਨਤ ਕਰ ਕੇ ਕਹਿੰਦਾ ਹੈ, ਜੋ ਇਸ ਪਾਰ ਮਕਦੂਨਿਯਾ ਵਿੱਚ ਆ ਕੇ ਸਾਡੀ ਸਹਾਇਤਾ ਕਰੇ।
[IRV | PA | NT | Acts | Chapter 16 | Verse 10] ਜਦੋਂ ਉਸ ਨੇ ਇਹ ਦਰਸ਼ਣ ਦੇਖਿਆ ਤਾਂ ਉਸੇ ਵੇਲੇ ਅਸੀਂ ਮਕਦੂਨਿਯਾ ਵਿੱਚ ਜਾਣ ਦਾ ਯਤਨ ਕੀਤਾ ਇਸ ਲਈ ਜੋ ਅਸੀਂ ਪੱਕਾ ਜਾਣਿਆ ਕਿ ਪਰਮੇਸ਼ੁਰ ਨੇ ਸਾਨੂੰ ਬੁਲਾਇਆ ਹੈ ਜੋ ਉਨ੍ਹਾਂ ਲੋਕਾਂ ਨੂੰ ਖੁਸ਼ਖਬਰੀ ਸੁਣਾਈਏ।
[IRV | PA | NT | Acts | Chapter 16 | Verse 11] ਇਸ ਲਈ ਤ੍ਰੋਆਸ ਤੋਂ ਜਹਾਜ਼ ਤੇ ਚੜ੍ਹ ਕੇ ਅਸੀਂ ਸਿੱਧੇ ਸਮੁਤ੍ਰਾਕੇ ਨੂੰ ਆਏ ਅਤੇ ਦੂਜੇ ਦਿਨ ਨਿਯਾਪੁਲਿਸ ਨੂੰ।
[IRV | PA | NT | Acts | Chapter 16 | Verse 12] ਅਤੇ ਉੱਥੋਂ ਫ਼ਿਲਿੱਪੈ ਨੂੰ ਜੋ ਮਕਦੂਨਿਯਾ ਦਾ ਵੱਡਾ ਸ਼ਹਿਰ ਅਤੇ ਰੋਮੀਆਂ ਦੀ ਬਸਤੀ ਹੈ ਅਤੇ ਅਸੀਂ ਕਈ ਦਿਨ ਉਸੇ ਸ਼ਹਿਰ ਵਿੱਚ ਰਹੇ।
[IRV | PA | NT | Acts | Chapter 16 | Verse 13] ਅਤੇ ਸਬਤ ਦੇ ਦਿਨ ਫ਼ਾਟਕ ਤੋਂ ਬਾਹਰ ਦਰਿਆ ਦੇ ਕੰਢੇ ਉੱਤੇ ਗਏ, ਜਿੱਥੇ ਅਸੀਂ ਸੋਚਿਆ ਕਿ ਪ੍ਰਾਰਥਨਾ ਕਰਨ ਦਾ ਕੋਈ ਸਥਾਨ ਹੋਵੇਗਾ ਅਤੇ ਬੈਠ ਕੇ ਉਨ੍ਹਾਂ ਔਰਤਾਂ ਨਾਲ ਜਿਹੜੀਆਂ ਇਕੱਠੀਆਂ ਹੋਈਆਂ ਸਨ, ਗੱਲਾਂ ਕਰਨ ਲੱਗੇ।
[IRV | PA | NT | Acts | Chapter 16 | Verse 14] ਅਤੇ ਲੁਦਿਯਾ ਨਾਮ ਦੀ ਥੁਆਤੀਰਾ ਨਗਰ ਦੀ ਇੱਕ ਔਰਤ ਕਿਰਮਿਚ ਵੇਚਣ ਵਾਲੀ ਪਰਮੇਸ਼ੁਰ ਦੀ ਭਗਤਣ ਉਹਨਾਂ ਨੂੰ ਸੁਣ ਰਹੀ ਸੀ। ਉਹ ਦਾ ਮਨ ਪ੍ਰਭੂ ਨੇ ਖੋਲ੍ਹ ਦਿੱਤਾ ਤਾਂ ਕਿ ਪੌਲੁਸ ਦੀਆਂ ਗੱਲਾਂ ਉੱਤੇ ਮਨ ਲਾਵੇ।
[IRV | PA | NT | Acts | Chapter 16 | Verse 15] ਅਤੇ ਜਦੋਂ ਉਸ ਨੇ ਆਪਣੇ ਪਰਿਵਾਰ ਸਮੇਤ ਬਪਤਿਸਮਾ ਲਿਆ ਤਾਂ ਬੇਨਤੀ ਕਰ ਕੇ ਬੋਲੀ, ਕਿ ਜੇ ਤੁਸੀਂ ਮੈਨੂੰ ਪ੍ਰਭੂ ਦੀ ਵਿਸ਼ਵਾਸਣ ਸਮਝਿਆ ਹੈ, ਤਾਂ ਮੇਰੇ ਘਰ ਵਿੱਚ ਆ ਕੇ ਰਹੋ ਅਤੇ ਉਹ ਸਾਨੂੰ ਜ਼ਬਰਦਸਤੀ ਆਪਣੇ ਘਰ ਲੈ ਗਈ।
[IRV | PA | NT | Acts | Chapter 16 | Verse 16] ਇਸ ਤਰ੍ਹਾਂ ਹੋਇਆ ਕਿ ਜਦੋਂ ਅਸੀਂ ਪ੍ਰਾਰਥਨਾ ਕਰਨ ਦੇ ਸਥਾਨ ਨੂੰ ਜਾ ਰਹੇ ਸੀ ਤਾਂ ਇੱਕ ਦਾਸੀ ਸਾਨੂੰ ਮਿਲੀ, ਜਿਸ ਦੇ ਵਿੱਚ ਭੇਤ ਬੁੱਝਣ ਦੀ ਆਤਮਾ ਸੀ ਅਤੇ ਉਹ ਟੇਵੇ ਲਾ ਕੇ ਆਪਣੇ ਮਾਲਕਾਂ ਲਈ ਬਹੁਤ ਕੁਝ ਕਮਾ ਲਿਆਉਂਦੀ ਸੀ।
[IRV | PA | NT | Acts | Chapter 16 | Verse 17] ਪੌਲੁਸ ਅਤੇ ਸਾਡੇ ਮਗਰ ਆ ਕੇ ਅਵਾਜ਼ਾਂ ਮਾਰਦੀ ਅਤੇ ਕਹਿੰਦੀ ਸੀ ਕਿ ਇਹ ਲੋਕ ਅੱਤ ਮਹਾਨ ਪਰਮੇਸ਼ੁਰ ਦੇ ਦਾਸ ਹਨ, ਜਿਹੜੇ ਤੁਹਾਨੂੰ ਮੁਕਤੀ ਦੀ ਰਾਹ ਦੱਸਦੇ ਹਨ।
[IRV | PA | NT | Acts | Chapter 16 | Verse 18] ਉਹ ਬਹੁਤ ਦਿਨਾਂ ਤੱਕ ਇਹ ਕਰਦੀ ਰਹੀ ਪਰ ਪੌਲੁਸ ਅੱਕ ਗਿਆ ਅਤੇ ਮੁੜ ਕੇ ਉਸ ਆਤਮਾ ਨੂੰ ਕਿਹਾ, ਮੈਂ ਤੈਨੂੰ ਯਿਸੂ ਮਸੀਹ ਦੇ ਨਾਮ ਨਾਲ ਹੁਕਮ ਕਰਦਾ ਹਾਂ ਜੋ ਇਹ ਦੇ ਵਿੱਚੋਂ ਨਿੱਕਲ ਜਾ! ਅਤੇ ਉਸੇ ਸਮੇਂ ਉਹ ਨਿੱਕਲ ਗਈ।
[IRV | PA | NT | Acts | Chapter 16 | Verse 19] ਪਰ ਜਦੋਂ ਉਹ ਦੇ ਮਾਲਕਾਂ ਨੇ ਵੇਖਿਆ ਜੋ ਸਾਡੀ ਕਮਾਈ ਦੀ ਆਸ ਖ਼ਤਮ ਹੋ ਗਈ ਤਾਂ ਪੌਲੁਸ ਅਤੇ ਸੀਲਾਸ ਨੂੰ ਫੜ੍ਹ ਕੇ ਬਜ਼ਾਰ ਵਿੱਚ ਅਧਿਕਾਰੀਆਂ ਦੇ ਕੋਲ ਖਿੱਚ ਕੇ ਲੈ ਗਏ।
[IRV | PA | NT | Acts | Chapter 16 | Verse 20] ਅਤੇ ਉਨ੍ਹਾਂ ਨੇ ਸਰਦਾਰਾਂ ਦੇ ਅੱਗੇ ਲੈ ਜਾ ਕੇ ਕਿਹਾ ਕਿ ਉਹ ਮਨੁੱਖ ਜਿਹੜੇ ਯਹੂਦੀ ਹਨ ਸਾਡੇ ਸ਼ਹਿਰ ਵਿੱਚ ਬਹੁਤ ਗੜਬੜੀ ਕਰਦੇ ਹਨ।
[IRV | PA | NT | Acts | Chapter 16 | Verse 21] ਅਤੇ ਸਾਨੂੰ ਅਜਿਹੀਆਂ ਰੀਤਾਂ ਦੱਸਦੇ ਹਨ ਕਿ ਜੋ ਕਿਸੇ ਰੋਮੀ ਦੇ ਮੰਨਣ ਅਤੇ ਪੂਰਾ ਕਰਨ ਦੇ ਯੋਗ ਨਹੀਂ।
[IRV | PA | NT | Acts | Chapter 16 | Verse 22] ਤਦ ਲੋਕ ਮਿਲ ਕੇ ਉਨ੍ਹਾਂ ਦੇ ਵਿਰੁੱਧ ਉੱਠੇ ਅਤੇ ਸਰਦਾਰਾਂ ਨੇ ਉਨ੍ਹਾਂ ਦੇ ਕੱਪੜੇ ਪਾੜ ਕੇ ਬੈਂਤ ਮਾਰਨ ਦਾ ਹੁਕਮ ਦਿੱਤਾ।
[IRV | PA | NT | Acts | Chapter 16 | Verse 23] ਉਨ੍ਹਾਂ ਨੂੰ ਬਹੁਤੇ ਬੈਂਤ ਮਾਰ ਕੇ ਕੈਦ ਕਰ ਦਿੱਤਾ ਅਤੇ ਕੈਦਖ਼ਾਨੇ ਦੇ ਦਰੋਗੇ ਨੂੰ ਹੁਕਮ ਦਿੱਤਾ ਕਿ ਵੱਡੀ ਚੌਕਸੀ ਨਾਲ ਰੱਖਿਆ ਜਾਵੇ!
[IRV | PA | NT | Acts | Chapter 16 | Verse 24] ਉਸ ਨੇ ਅਜਿਹਾ ਹੁਕਮ ਪਾ ਕੇ ਉਨ੍ਹਾਂ ਨੂੰ ਅੰਦਰਲੇ ਕੈਦਖ਼ਾਨੇ ਵਿੱਚ ਸੁੱਟਿਆ ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਪੈਰਾਂ ਵਿੱਚ ਕਾਠ ਠੋਕ ਦਿੱਤਾ।
[IRV | PA | NT | Acts | Chapter 16 | Verse 25] ਪਰ ਅੱਧੀ ਰਾਤ ਨੂੰ ਪੌਲੁਸ ਅਤੇ ਸੀਲਾਸ ਪ੍ਰਾਰਥਨਾ ਕਰਦੇ ਅਤੇ ਪਰਮੇਸ਼ੁਰ ਦਾ ਭਜਨ ਗਾਉਂਦੇ ਸਨ ਅਤੇ ਕੈਦੀ ਵੀ ਉਨ੍ਹਾਂ ਦੀ ਸੁਣ ਰਹੇ ਸਨ।
[IRV | PA | NT | Acts | Chapter 16 | Verse 26] ਤਾਂ ਅਚਾਨਕ ਇੱਕ ਭੂਚਾਲ ਆਇਆ ਅਤੇ ਕੈਦਖ਼ਾਨੇ ਦੀਆਂ ਨੀਹਾਂ ਹਿੱਲ ਗਈਆਂ ਅਤੇ ਸਾਰੇ ਬੂਹੇ ਖੁੱਲ੍ਹ ਗਏ ਅਤੇ ਸਭਨਾਂ ਦੀਆਂ ਬੇੜੀਆਂ ਵੀ ਖੁੱਲ੍ਹ ਗਈਆਂ।
[IRV | PA | NT | Acts | Chapter 16 | Verse 27] ਕੈਦਖ਼ਾਨੇ ਦਾ ਦਰੋਗਾ ਜਾਗ ਉੱਠਿਆ ਅਤੇ ਜਦੋਂ ਕੈਦਖ਼ਾਨੇ ਦੇ ਬੂਹੇ ਖੁੱਲ੍ਹੇ ਵੇਖੇ, ਤਾਂ ਇਹ ਸਮਝ ਕੇ, ਕਿ ਕੈਦੀ ਭੱਜ ਗਏ ਹੋਣਗੇ, ਤਲਵਾਰ ਨਾਲ ਆਪਣੇ ਆਪ ਨੂੰ ਮਾਰਨ ਲੱਗਾ।
[IRV | PA | NT | Acts | Chapter 16 | Verse 28] ਪਰ ਪੌਲੁਸ ਨੇ ਉੱਚੀ ਅਵਾਜ਼ ਨਾਲ ਪੁਕਾਰ ਕੇ ਆਖਿਆ, ਆਪਣੇ ਆਪ ਨੂੰ ਕੁਝ ਨੁਕਸਾਨ ਨਾ ਪਹੁੰਚਾ, ਕਿਉਂਕਿ ਅਸੀਂ ਸਭ ਇੱਥੇ ਹੀ ਹਾਂ!
[IRV | PA | NT | Acts | Chapter 16 | Verse 29] ਉਹ ਦੀਵਾ ਮੰਗਵਾ ਕੇ ਅੰਦਰ ਨੂੰ ਦੌੜਿਆ ਅਤੇ ਕੰਬਦਾ-ਕੰਬਦਾ ਪੌਲੁਸ ਅਤੇ ਸੀਲਾਸ ਦੇ ਅੱਗੇ ਡਿੱਗ ਪਿਆ।
[IRV | PA | NT | Acts | Chapter 16 | Verse 30] ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਬਾਹਰ ਲਿਆ ਕੇ ਕਿਹਾ, ਹੇ ਮਹਾਂ ਪੁਰਖੋ, ਮੈਂ ਹੁਣ ਕੀ ਕਰਾਂ ਤਾਂ ਜੋ ਮੁਕਤੀ ਪ੍ਰਾਪਤ ਕਰਾਂ?
[IRV | PA | NT | Acts | Chapter 16 | Verse 31] ਉਨ੍ਹਾਂ ਨੇ ਆਖਿਆ, ਪ੍ਰਭੂ ਯਿਸੂ ਉੱਤੇ ਵਿਸ਼ਵਾਸ ਕਰ ਤਾਂ ਤੂੰ ਅਤੇ ਤੇਰਾ ਸਾਰਾ ਘਰਾਣਾ ਬਚਾਇਆ ਜਾਵੇਗਾ।
