[IRV | PA | NT | Acts | Chapter 21 | Verse 1] ਇਸ ਤਰ੍ਹਾਂ ਹੋਇਆ ਕਿ ਜਦੋਂ ਅਸੀਂ ਉਨ੍ਹਾਂ ਤੋਂ ਵਿਦਾ ਹੋ ਕੇ ਜਹਾਜ਼ ਖੋਲ੍ਹ ਦਿੱਤਾ ਤਾਂ ਸਿੱਧੇ ਰਾਹ ਕੋਸ ਨੂੰ ਆਏ ਅਤੇ ਦੂਜੇ ਦਿਨ ਰੋਦੁਸ ਨੂੰ, ਫਿਰ ਉੱਥੋਂ ਪਾਤਰ੍ਹਾਂ ਨੂੰ।
[IRV | PA | NT | Acts | Chapter 21 | Verse 2] ਅਤੇ ਇੱਕ ਜਹਾਜ਼ ਫ਼ੈਨੀਕੇ ਨੂੰ ਜਾਣ ਵਾਲਾ ਵੇਖ ਕੇ ਅਸੀਂ ਉਸ ਉੱਤੇ ਸਵਾਰ ਹੋਏ ਅਤੇ ਤੁਰ ਪਏ।
[IRV | PA | NT | Acts | Chapter 21 | Verse 3] ਜਦੋਂ ਕੁਪਰੁਸ ਵਿਖਾਈ ਦਿੱਤਾ ਤਾਂ ਉਹ ਨੂੰ ਖੱਬੇ ਹੱਥ ਛੱਡ ਕੇ ਸੀਰੀਯਾ ਨੂੰ ਚੱਲੇ ਅਤੇ ਸੂਰ ਵਿੱਚ ਜਾ ਉੱਤਰੇ, ਕਿਉਂ ਜੋ ਉੱਥੇ ਜਹਾਜ਼ ਦਾ ਮਾਲ ਉਤਾਰਨਾ ਸੀ।
[IRV | PA | NT | Acts | Chapter 21 | Verse 4] ਅਤੇ ਚੇਲਿਆਂ ਨੂੰ ਲੱਭ ਕੇ ਅਸੀਂ ਸੱਤ ਦਿਨ ਉੱਥੇ ਠਹਿਰੇ। ਉਨ੍ਹਾਂ ਨੇ ਆਤਮਾ ਦੇ ਰਾਹੀਂ ਪੌਲੁਸ ਨੂੰ ਆਖਿਆ ਜੋ ਯਰੂਸ਼ਲਮ ਨੂੰ ਨਾ ਜਾ।
[IRV | PA | NT | Acts | Chapter 21 | Verse 5] ਇਸ ਤਰ੍ਹਾਂ ਹੋਇਆ ਕਿ ਜਦੋਂ ਅਸੀਂ ਉਨ੍ਹਾਂ ਦਿਨਾਂ ਨੂੰ ਪੂਰੇ ਕਰ ਚੁੱਕੇ ਤਾਂ ਉੱਥੋਂ ਹੋ ਕੇ ਤੁਰ ਪਏ, ਉਹ ਸਾਰੇ ਔਰਤਾਂ ਅਤੇ ਬੱਚਿਆਂ ਨਾਲ ਨਗਰ ਦੇ ਬਾਹਰ ਤੱਕ ਸਾਡੇ ਨਾਲ ਆਏ ਅਤੇ ਸਮੁੰਦਰ ਦੇ ਕੰਢੇ ਤੇ ਗੋਡੇ ਟੇਕ ਕੇ ਅਸੀਂ ਪ੍ਰਾਰਥਨਾ ਕੀਤੀ।
[IRV | PA | NT | Acts | Chapter 21 | Verse 6] ਅਤੇ ਇੱਕ ਦੂਜੇ ਤੋਂ ਵਿਦਿਆ ਹੋ ਕੇ ਅਸੀਂ ਜਹਾਜ਼ ਉੱਤੇ ਸਵਾਰ ਹੋਏ ਪਰ ਉਹ ਆਪਣੇ ਘਰਾਂ ਨੂੰ ਵਾਪਿਸ ਚਲੇ ਗਏ।
[IRV | PA | NT | Acts | Chapter 21 | Verse 7] ਅਸੀਂ ਸੂਰ ਤੋਂ ਸਮੁੰਦਰ ਦਾ ਸਫ਼ਰ ਖ਼ਤਮ ਕਰਕੇ, ਤੁਲਮਾਇਸ ਵਿੱਚ ਪਹੁੰਚੇ ਅਤੇ ਭਰਾਵਾਂ ਦੀ ਸੁੱਖ-ਸਾਂਦ ਪੁੱਛ ਕੇ ਇੱਕ ਦਿਨ ਉਨ੍ਹਾਂ ਨਾਲ ਰਹੇ।
[IRV | PA | NT | Acts | Chapter 21 | Verse 8] ਫੇਰ ਅਗਲੇ ਦਿਨ ਅਸੀਂ ਤੁਰ ਕੇ ਕੈਸਰਿਯਾ ਵਿੱਚ ਆਏ ਅਤੇ ਫ਼ਿਲਿਪੁੱਸ ਖੁਸ਼ਖਬਰੀ ਦੇ ਪਰਚਾਰਕ ਦੇ ਘਰ ਜਾ ਕੇ ਉਹ ਦੇ ਨਾਲ ਰਹੇ। ਉਹ ਉਨ੍ਹਾਂ ਸੱਤਾਂ ਵਿੱਚੋਂ ਇੱਕ ਸੀ।
[IRV | PA | NT | Acts | Chapter 21 | Verse 9] ਉਹ ਦੀਆਂ ਚਾਰ ਕੁਆਰੀਆਂ ਧੀਆਂ ਸਨ ਜਿਹੜੀਆਂ ਅਗੰਮ ਵਾਕ ਕਰਦੀਆਂ ਸਨ।
[IRV | PA | NT | Acts | Chapter 21 | Verse 10] ਜਦੋਂ ਅਸੀਂ ਕਈ ਦਿਨ ਉੱਥੇ ਠਹਿਰੇ ਤਾਂ ਆਗਬੁਸ ਨਾਮ ਦਾ ਇੱਕ ਨਬੀ ਯਹੂਦਿਯਾ ਤੋਂ ਆਇਆ।
[IRV | PA | NT | Acts | Chapter 21 | Verse 11] ਉਹ ਨੇ ਸਾਡੇ ਕੋਲ ਆ ਕੇ ਪੌਲੁਸ ਦਾ ਕਮਰ ਪਟਕਾ ਚੁੱਕ ਲਿਆ ਅਤੇ ਆਪਣੇ ਹੱਥ-ਪੈਰ ਬੰਨ੍ਹ ਕੇ ਕਿਹਾ, ਪਵਿੱਤਰ ਆਤਮਾ ਇਸ ਤਰ੍ਹਾਂ ਆਖਦਾ ਹੈ ਕਿ ਯਹੂਦੀ ਲੋਕ ਯਰੂਸ਼ਲਮ ਵਿੱਚ ਉਸ ਮਨੁੱਖ ਨੂੰ ਜਿਹ ਦਾ ਇਹ ਪਟਕਾ ਹੈ, ਇਸੇ ਤਰ੍ਹਾਂ ਬੰਨ੍ਹਣਗੇ ਅਤੇ ਪਰਾਈਆਂ ਕੌਮਾਂ ਦੇ ਹਵਾਲੇ ਕਰਨਗੇ।
