[IRV | PA | NT | Acts | Chapter 3 | Verse 1] ਪਤਰਸ ਅਤੇ ਯੂਹੰਨਾ ਤੀਜੇ ਪਹਿਰ ਪ੍ਰਾਰਥਨਾ ਕਰਨ ਦੇ ਲਈ ਹੈਕਲ ਨੂੰ ਜਾ ਰਹੇ ਸਨ।
[IRV | PA | NT | Acts | Chapter 3 | Verse 2] ਅਤੇ ਲੋਕ ਇੱਕ ਜਮਾਂਦਰੂ ਲੰਗੜੇ ਨੂੰ ਚੁੱਕੀ ਲਈ ਆ ਰਹੇ ਸਨ, ਜਿਸ ਨੂੰ ਹਰ ਰੋਜ਼ ਹੈਕਲ ਦੇ ਦਰਵਾਜ਼ੇ ਕੋਲ ਜਿਹੜਾ ਸੋਹਣਾ ਅਖਵਾਉਂਦਾ ਹੈਂ, ਬਿਠਾ ਦਿੰਦੇ ਸਨ, ਕਿ ਉਹ ਹੈਕਲ ਵਿੱਚ ਜਾਣ ਵਾਲਿਆਂ ਤੋਂ ਭੀਖ ਮੰਗੇ।
[IRV | PA | NT | Acts | Chapter 3 | Verse 3] ਜਦੋਂ ਉਹ ਨੇ ਪਤਰਸ ਅਤੇ ਯੂਹੰਨਾ ਨੂੰ ਹੈਕਲ ਵਿੱਚ ਜਾਂਦਿਆਂ ਵੇਖਿਆ ਤਾਂ ਉਨ੍ਹਾਂ ਤੋਂ ਭੀਖ ਮੰਗੀ।
[IRV | PA | NT | Acts | Chapter 3 | Verse 4] ਪਤਰਸ ਅਤੇ ਯੂਹੰਨਾ ਨੇ ਉਹ ਨੂੰ ਧਿਆਨ ਨਾਲ ਵੇਖ ਕੇ ਆਖਿਆ ਕਿ ਸਾਡੇ ਵੱਲ ਵੇਖ
[IRV | PA | NT | Acts | Chapter 3 | Verse 5] ਤਾਂ ਉਹ ਨੇ ਉਨ੍ਹਾਂ ਕੋਲੋਂ ਕੁਝ ਮਿਲਣ ਦੀ ਆਸ ਕਰਕੇ ਉਨ੍ਹਾਂ ਵੱਲ ਵੇਖਿਆ।
[IRV | PA | NT | Acts | Chapter 3 | Verse 6] ਪਰ ਪਤਰਸ ਨੇ ਆਖਿਆ, ਸੋਨਾ ਤੇ ਚਾਂਦੀ ਮੇਰੇ ਕੋਲ ਹੈ ਨਹੀਂ, ਪਰ ਜੋ ਮੇਰੇ ਕੋਲ ਹੈ ਸੋ ਮੈਂ ਤੈਨੂੰ ਦਿੰਦਾ ਹਾਂ। ਯਿਸੂ ਮਸੀਹ ਨਾਸਰੀ ਦੇ ਨਾਮ ਨਾਲ ਤੁਰ ਫਿਰ!
[IRV | PA | NT | Acts | Chapter 3 | Verse 7] ਤਾਂ ਉਸ ਨੇ ਉਹ ਦਾ ਸੱਜਾ ਹੱਥ ਫੜ੍ਹ ਕੇ ਉਹ ਨੂੰ ਉੱਠਾਇਆ। ਓਸੇ ਵੇਲੇ ਉਹ ਦੇ ਪੈਰਾਂ ਅਤੇ ਗਿੱਟਿਆਂ ਵਿੱਚ ਜਾਨ ਆ ਗਈ।
[IRV | PA | NT | Acts | Chapter 3 | Verse 8] ਅਤੇ ਉਹ ਉੱਠ ਖੜ੍ਹਾ ਹੋਇਆ ਅਤੇ ਤੁਰਨ ਲੱਗਾ, ਤੁਰਦਾ ਅਤੇ ਛਾਲਾਂ ਮਾਰਦਾ ਅਤੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਮਹਿਮਾ ਕਰਦਾ ਹੋਇਆ, ਉਨ੍ਹਾਂ ਨਾਲ ਹੈਕਲ ਵਿੱਚ ਗਿਆ।
[IRV | PA | NT | Acts | Chapter 3 | Verse 9] ਸਭਨਾਂ ਲੋਕਾਂ ਨੇ ਉਹ ਨੂੰ ਤੁਰਦਾ ਅਤੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਮਹਿਮਾ ਕਰਦਾ ਵੇਖਿਆ।
[IRV | PA | NT | Acts | Chapter 3 | Verse 10] ਅਤੇ ਉਸ ਨੂੰ ਪਛਾਣ ਲਿਆ ਕਿ ਇਹ ਉਹੀ ਹੈ ਜਿਹੜਾ ਹੈਕਲ ਦੇ ਸੋਹਣੇ ਦਰਵਾਜ਼ੇ ਤੇ ਭੀਖ ਮੰਗਣ ਲਈ ਬੈਠਦਾ ਹੁੰਦਾ ਸੀ, ਅਤੇ ਜੋ ਉਹ ਦੇ ਨਾਲ ਵਾਪਰਿਆ, ਉਹ ਬਹੁਤ ਹੈਰਾਨ ਤੇ ਅਚਰਜ਼ ਹੋਏ।
[IRV | PA | NT | Acts | Chapter 3 | Verse 11] ਜਿਸ ਵੇਲੇ ਉਹ ਪਤਰਸ ਅਤੇ ਯੂਹੰਨਾ ਦੇ ਨਾਲ ਸੀ, ਸਾਰੇ ਲੋਕ ਬਹੁਤ ਹੈਰਾਨ ਹੋਏ, ਉਸ ਦਲਾਨ ਵਿੱਚ ਦੌੜੇ ਆਏ, ਜਿਹੜਾ ਸੁਲੇਮਾਨ ਦਾ ਸੀ,।
[IRV | PA | NT | Acts | Chapter 3 | Verse 12] ਇਹ ਵੇਖ ਕੇ ਪਤਰਸ ਨੇ ਲੋਕਾਂ ਨੂੰ ਆਖਿਆ, ਹੇ ਇਸਰਾਏਲੀਓ ਮਨੁੱਖ ਬਾਰੇ ਤੁਸੀਂ ਕਿਉਂ ਹੈਰਾਨ ਹੁੰਦੇ ਹੋ ਅਤੇ ਸਾਡੇ ਵੱਲ ਇਸ ਤਰ੍ਹਾਂ ਕਿਉਂ ਵੇਖਦੇ ਹੋ, ਕਿ ਜਿਵੇਂ ਅਸੀਂ ਆਪਣੀ ਸ਼ਕਤੀ ਜਾਂ ਭਗਤੀ ਨਾਲ ਇਸ ਨੂੰ ਤੁਰਨ ਦੀ ਸਮਰੱਥਾ ਦਿੱਤੀ ਹੋਵੇ?
[IRV | PA | NT | Acts | Chapter 3 | Verse 13] ਅਬਰਾਹਾਮ, ਇਸਹਾਕ ਅਤੇ ਯਾਕੂਬ ਦੇ ਪਰਮੇਸ਼ੁਰ, ਸਾਡੇ ਪਿਉ-ਦਾਦਿਆਂ ਦੇ ਪਰਮੇਸ਼ੁਰ ਨੇ ਆਪਣੇ ਸੇਵਕ ਯਿਸੂ ਦੀ ਵਡਿਆਈ ਕੀਤੀ, ਜਿਸ ਨੂੰ ਤੁਸੀਂ ਫੜਵਾ ਦਿੱਤਾ ਅਤੇ ਪਿਲਾਤੁਸ ਦੇ ਸਾਹਮਣੇ ਯਿਸੂ ਤੋਂ ਇਨਕਾਰ ਕੀਤਾ ਜਦੋਂ ਉਸ ਨੇ ਉਹ ਨੂੰ ਛੱਡ ਦੇਣ ਦਾ ਵਿਚਾਰ ਕੀਤਾ ਸੀ।
[IRV | PA | NT | Acts | Chapter 3 | Verse 14] ਪਰ ਤੁਸੀਂ ਉਸ ਪਵਿੱਤਰ ਅਤੇ ਧਰਮੀ ਦਾ ਇਨਕਾਰ ਕੀਤਾ ਅਤੇ ਇਹ ਮੰਗ ਕੀਤੀ ਕਿ ਤੁਹਾਡੇ ਲਈ ਖੂਨੀ ਛੱਡਿਆ ਜਾਵੇ।
[IRV | PA | NT | Acts | Chapter 3 | Verse 15] ਅਤੇ ਜੀਵਨ ਦੇਣ ਵਾਲੇ ਨੂੰ ਮਾਰ ਸੁੱਟਿਆ, ਜਿਸ ਨੂੰ ਪਰਮੇਸ਼ੁਰ ਨੇ ਮੁਰਦਿਆਂ ਵਿੱਚੋਂ ਜਿਉਂਦਾ ਕੀਤਾ ਅਤੇ ਅਸੀਂ ਇਸ ਗੱਲ ਦੇ ਗਵਾਹ ਹਾਂ।
[IRV | PA | NT | Acts | Chapter 3 | Verse 16] ਉਹ ਦੇ ਨਾਮ ਉੱਤੇ ਵਿਸ਼ਵਾਸ ਕਰਨ ਕਰਕੇ, ਉਹ ਦੇ ਨਾਮ ਹੀ ਨੇ ਇਸ ਮਨੁੱਖ ਨੂੰ ਜਿਸ ਨੂੰ ਤੁਸੀਂ ਵੇਖਦੇ ਅਤੇ ਜਾਣਦੇ ਹੋ ਚੰਗਾ ਕੀਤਾ। ਹਾਂ, ਉਸੇ ਵਿਸ਼ਵਾਸ ਨੇ ਜਿਹੜੀ ਉਹ ਦੇ ਰਾਹੀਂ ਹੈ, ਇਹ ਪੂਰੀ ਚੰਗਿਆਈ ਤੁਹਾਡੇ ਸਭਨਾਂ ਦੇ ਸਾਹਮਣੇ ਉਸ ਨੂੰ ਦਿੱਤੀ।
[IRV | PA | NT | Acts | Chapter 3 | Verse 17] ਅਤੇ ਹੁਣ ਹੇ ਭਰਾਵੋ, ਮੈਂ ਜਾਣਦਾ ਹਾਂ ਜੋ ਤੁਸੀਂ ਨਾ ਜਾਣਦੇ ਹੋਏ ਅਜਿਹਾ ਕੀਤਾ ਜਿਵੇਂ ਤੁਹਾਡੇ ਅਧਿਕਾਰੀਆਂ ਨੇ ਵੀ ਕੀਤਾ ਸੀ।
[IRV | PA | NT | Acts | Chapter 3 | Verse 18] ਪਰ ਜਿਨ੍ਹਾਂ ਗੱਲਾਂ ਦੀ ਪਰਮੇਸ਼ੁਰ ਨੇ ਸਭਨਾਂ ਨਬੀਆਂ ਦੀ ਜ਼ੁਬਾਨੀ ਪਹਿਲਾਂ ਹੀ ਖ਼ਬਰ ਦਿੱਤੀ ਸੀ, ਕਿ ਮੇਰਾ ਮਸੀਹ ਦੁੱਖ ਉੱਠਾਵੇਗਾ, ਇਸ ਕਰਕੇ ਉਸ ਨੇ ਇਸ ਨੂੰ ਪੂਰਾ ਕੀਤਾ।
[IRV | PA | NT | Acts | Chapter 3 | Verse 19] ਇਸ ਲਈ ਤੋਬਾ ਕਰੋ ਅਤੇ ਮੁੜੋ, ਕਿ ਤੁਹਾਡੇ ਪਾਪ ਮਿਟਾਏ ਜਾਣ ਤਾਂ ਜੋ ਪ੍ਰਭੂ ਦੇ ਹਜ਼ੂਰੋਂ ਸੁੱਖ ਦੇ ਦਿਨ ਆਉਣ।
[IRV | PA | NT | Acts | Chapter 3 | Verse 20] ਅਤੇ ਉਹ ਮਸੀਹ ਨੂੰ ਜਿਹੜਾ ਤੁਹਾਡੇ ਲਈ ਠਹਿਰਾਇਆ ਹੋਇਆ ਹੈ, ਯਿਸੂ ਨੂੰ ਭੇਜ ਦੇਵੇ।
