[IRV | PA | NT | Acts | Chapter 18 | Verse 1] ਇਹ ਤੋਂ ਬਾਅਦ ਪੌਲੁਸ ਅਥੇਨੈ ਤੋਂ ਤੁਰ ਕੇ ਕੁਰਿੰਥੁਸ ਵਿੱਚ ਆਇਆ।
[IRV | PA | NT | Acts | Chapter 18 | Verse 2] ਅਤੇ ਉੱਥੇ ਅਕੂਲਾ ਨਾਮ ਦਾ ਇੱਕ ਯਹੂਦੀ ਉਹ ਨੂੰ ਮਿਲਿਆ, ਜਿਸ ਦੀ ਜਨਮ ਭੂਮੀ ਪੁੰਤੁਸ ਸੀ ਅਤੇ ਥੋੜ੍ਹੇ ਚਿਰ ਦਾ ਆਪਣੀ ਪਤਨੀ ਪ੍ਰਿਸਕਿੱਲਾ ਨਾਲ ਇਤਾਲਿਯਾ ਤੋਂ ਆਇਆ ਹੋਇਆ ਸੀ ਕਿਉਂ ਜੋ ਕਲੌਦਿਯੁਸ ਨੇ ਹੁਕਮ ਦਿੱਤਾ ਸੀ ਕਿ ਸਾਰੇ ਯਹੂਦੀ ਰੋਮ ਤੋਂ ਨਿੱਕਲ ਜਾਣ, ਸੋ ਉਹ ਉਨ੍ਹਾਂ ਦੇ ਕੋਲ ਗਿਆ।
[IRV | PA | NT | Acts | Chapter 18 | Verse 3] ਅਤੇ ਇਸ ਲਈ ਜੋ ਉਹਨਾਂ ਦਾ ਇੱਕੋ ਹੀ ਕੰਮ ਸੀ ਉਨ੍ਹਾਂ ਦੇ ਨਾਲ ਰਿਹਾ ਅਤੇ ਉਹ ਕੰਮ ਕਰਨ ਲੱਗੇ, ਕਿਉਂ ਜੋ ਉਹ ਤੰਬੂ ਬਣਾਉਣ ਵਾਲੇ ਸਨ।
[IRV | PA | NT | Acts | Chapter 18 | Verse 4] ਅਤੇ ਉਹ ਹਰ ਸਬਤ ਦੇ ਦਿਨ ਨੂੰ ਪ੍ਰਾਰਥਨਾ ਘਰ ਵਿੱਚ ਪ੍ਰਚਾਰ ਕਰਦਾ ਅਤੇ ਯਹੂਦੀਆਂ ਅਤੇ ਯੂਨਾਨੀਆਂ ਨੂੰ ਸਮਝਾਉਂਦਾ ਸੀ।
[IRV | PA | NT | Acts | Chapter 18 | Verse 5] ਪਰ ਜਦੋਂ ਸੀਲਾਸ ਅਤੇ ਤਿਮੋਥਿਉਸ ਮਕਦੂਨਿਯਾ ਤੋਂ ਆਏ ਤਦ ਪੌਲੁਸ ਬਚਨ ਸੁਣਾਉਣ ਵਿੱਚ ਰੁੱਝ ਕੇ ਯਹੂਦੀਆਂ ਦੇ ਅੱਗੇ ਗਵਾਹੀ ਦੇ ਰਿਹਾ ਸੀ, ਕਿ ਯਿਸੂ ਹੀ ਮਸੀਹ ਹੈ।
[IRV | PA | NT | Acts | Chapter 18 | Verse 6] ਜਦੋਂ ਉਹ ਉਸ ਦਾ ਵਿਰੋਧ ਕਰਨ ਅਤੇ ਵਾਦ-ਵਿਵਾਦ ਕਰਨ ਲੱਗੇ ਤਾਂ ਉਸ ਨੇ ਆਪਣੇ ਕੱਪੜੇ ਝਾੜ ਕੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ, ਕਿ ਤੁਹਾਡਾ ਖੂਨ ਤੁਹਾਡੇ ਸਿਰ ਹੋਵੇ! ਮੈਂ ਨਿਰਦੋਸ਼ ਹਾਂ! ਇਸ ਤੋਂ ਬਾਅਦ ਮੈਂ ਪਰਾਈਆਂ ਕੌਮਾਂ ਵੱਲ ਜਾਂਵਾਂਗਾ।
[IRV | PA | NT | Acts | Chapter 18 | Verse 7] ਉਹ ਉੱਥੋਂ ਤੁਰ ਕੇ ਤੀਤੁਸ ਯੂਸਤੁਸ ਨਾਮ ਦੇ ਇੱਕ ਪਰਮੇਸ਼ੁਰ ਦੇ ਭਗਤ ਦੇ ਘਰ ਗਿਆ, ਜਿਸ ਦਾ ਘਰ ਪ੍ਰਾਰਥਨਾ ਘਰ ਦੇ ਨਾਲ ਲੱਗਦਾ ਸੀ।
[IRV | PA | NT | Acts | Chapter 18 | Verse 8] ਅਤੇ ਪ੍ਰਾਰਥਨਾ ਘਰ ਦੇ ਸਰਦਾਰ ਕਰਿਸਪੁਸ ਨੇ ਆਪਣੇ ਸਾਰੇ ਪਰਿਵਾਰ ਨਾਲ ਪ੍ਰਭੂ ਤੇ ਵਿਸ਼ਵਾਸ ਕੀਤਾ ਅਤੇ ਕੁਰਿੰਥੀਆਂ ਵਿੱਚੋਂ ਬਹੁਤਿਆਂ ਲੋਕਾਂ ਨੇ ਸੁਣ ਕੇ ਵਿਸ਼ਵਾਸ ਕੀਤਾ ਅਤੇ ਬਪਤਿਸਮਾ ਲਿਆ।
[IRV | PA | NT | Acts | Chapter 18 | Verse 9] ਤਾਂ ਪ੍ਰਭੂ ਨੇ ਰਾਤ ਦੇ ਵੇਲੇ ਪੌਲੁਸ ਨੂੰ ਦਰਸ਼ਣ ਦੇ ਕੇ ਕਿਹਾ, ਨਾ ਡਰ ਸਗੋਂ ਬੋਲੀ ਜਾ ਅਤੇ ਚੁੱਪ ਨਾ ਰਹਿ।
[IRV | PA | NT | Acts | Chapter 18 | Verse 10] ਇਸ ਲਈ ਜੋ ਮੈਂ ਤੇਰੇ ਨਾਲ ਹਾਂ ਅਤੇ ਕੋਈ ਤੈਨੂੰ ਦੁੱਖ ਦੇਣ ਲਈ ਤੇਰੇ ਉੱਤੇ ਹਮਲਾ ਨਾ ਕਰੇਗਾ, ਕਿਉਂ ਜੋ ਇਸ ਸ਼ਹਿਰ ਵਿੱਚ ਮੇਰੇ ਬਹੁਤ ਸਾਰੇ ਲੋਕ ਹਨ।
[IRV | PA | NT | Acts | Chapter 18 | Verse 11] ਸੋ ਉਹ ਡੇਢ ਸਾਲ ਉੱਥੇ ਰਹਿ ਕੇ ਉਨ੍ਹਾਂ ਦੇ ਵਿੱਚ ਪਰਮੇਸ਼ੁਰ ਦਾ ਬਚਨ ਸਿਖਾਉਂਦਾ ਰਿਹਾ।
[IRV | PA | NT | Acts | Chapter 18 | Verse 12] ਪਰ ਜਦੋਂ ਗਾਲੀਓ ਅਖਾਯਾ ਦਾ ਅਧਿਕਾਰੀ ਸੀ ਤਾਂ ਯਹੂਦੀ ਮਿਲ ਕੇ ਪੌਲੁਸ ਉੱਤੇ ਚੜ੍ਹ ਆਏ ਅਤੇ ਉਹ ਨੂੰ ਅਦਾਲਤ ਵਿੱਚ ਲੈ ਜਾ ਕੇ ਬੋਲੇ,
[IRV | PA | NT | Acts | Chapter 18 | Verse 13] ਇਹ ਮਨੁੱਖ ਲੋਕਾਂ ਨੂੰ ਬਿਵਸਥਾ ਤੋਂ ਵਿਰੁੱਧ ਪਰਮੇਸ਼ੁਰ ਦੀ ਬੰਦਗੀ ਕਰਨ ਨੂੰ ਭਰਮਾਉਂਦਾ ਹੈ।
[IRV | PA | NT | Acts | Chapter 18 | Verse 14] ਪਰ ਜਦੋਂ ਪੌਲੁਸ ਬੋਲਣ ਲੱਗਾ ਤਾਂ ਗਾਲੀਓ ਨੇ ਯਹੂਦੀਆਂ ਨੂੰ ਆਖਿਆ, ਹੇ ਯਹੂਦੀਓ ਜੇ ਕੁਝ ਬੁਰਾਈ ਦੀ ਗੱਲ ਹੁੰਦੀ ਤਾਂ ਮੇਰੇ ਲਈ ਤੁਹਾਨੂੰ ਸੁਣਨਾ ਯੋਗ ਹੁੰਦਾ।
[IRV | PA | NT | Acts | Chapter 18 | Verse 15] ਪਰ ਜੇ ਇਹ ਝਗੜੇ ਸ਼ਬਦਾਂ ਅਤੇ ਨਾਵਾਂ ਅਤੇ ਤੁਹਾਡੀ ਆਪਣੀ ਬਿਵਸਥਾ ਦੇ ਵਿਖੇ ਹਨ ਤਾਂ ਤੁਸੀਂ ਆਪ ਹੀ ਜਾਣੋ, ਮੈਂ ਨਹੀਂ ਚਾਹੁੰਦਾ ਜੋ ਇਨ੍ਹਾਂ ਗੱਲਾਂ ਦਾ ਨਿਆਈਂ ਬਣਾ।
[IRV | PA | NT | Acts | Chapter 18 | Verse 16] ਤਾਂ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਅਦਾਲਤੋਂ ਬਾਹਰ ਕੱਢ ਦਿੱਤਾ।
[IRV | PA | NT | Acts | Chapter 18 | Verse 17] ਤਾਂ ਉਨ੍ਹਾਂ ਨੇ ਪ੍ਰਾਰਥਨਾ ਘਰ ਦੇ ਸਰਦਾਰ ਸੋਸਥਨੇਸ ਨੂੰ ਫੜ੍ਹ ਕੇ ਅਦਾਲਤ ਦੇ ਸਾਹਮਣੇ ਮਾਰਿਆ ਪਰ ਗਾਲੀਓ ਨੇ ਇਨ੍ਹਾਂ ਗੱਲਾਂ ਵੱਲ ਕੁਝ ਧਿਆਨ ਨਾ ਕੀਤਾ।
[IRV | PA | NT | Acts | Chapter 18 | Verse 18] ਪੌਲੁਸ ਹੋਰ ਵੀ ਬਹੁਤ ਦਿਨ ਉੱਥੇ ਠਹਿਰ ਕੇ ਫੇਰ ਭਰਾਵਾਂ ਕੋਲੋਂ ਵਿਦਾ ਹੋਇਆ ਅਤੇ ਪ੍ਰਿਸਕਿੱਲਾ ਅਤੇ ਅਕੂਲਾ ਦੇ ਸੰਗ ਜਹਾਜ਼ ਤੇ ਸੀਰੀਯਾ ਦੀ ਵੱਲ ਨੂੰ ਚੱਲਿਆ ਗਿਆ ਕੰਖਰਿਯਾ ਵਿੱਚ ਸਿਰ ਮੁਨਾਇਆ, ਕਿਉਂ ਜੋ ਉਹ ਨੇ ਮੰਨਤ ਮੰਨੀ ਸੀ।
[IRV | PA | NT | Acts | Chapter 18 | Verse 19] ਅਤੇ ਅਫ਼ਸੁਸ ਵਿੱਚ ਉਨ੍ਹਾਂ ਨੂੰ ਉੱਥੇ ਹੀ ਛੱਡਿਆ, ਪਰ ਆਪ ਪ੍ਰਾਰਥਨਾ ਘਰ ਵਿੱਚ ਜਾ ਕੇ ਯਹੂਦੀਆਂ ਦੇ ਨਾਲ ਬਹਿਸ ਕੀਤੀ।
