[IRV | MR | NT | 1 Corinthians | Chapter 9 | Verse 1] मी स्वतंत्र नाही काय? मी प्रेषित नाही काय? मी आपल्या प्रभू येशूला पाहिले नाही काय? प्रभूच्या ठायी तुम्ही माझे काम आहात ना?
[IRV | MR | NT | 1 Corinthians | Chapter 9 | Verse 2] जरी मी इतरांकरता प्रेषित नसलो, तरी निःसंशय मी तुमच्याकरता आहे कारण तुम्ही प्रभूमध्ये माझ्या प्रेषितपणाचा शिक्का आहात.
[IRV | MR | NT | 1 Corinthians | Chapter 9 | Verse 3] माझी चौकशी करणार्‍यांना हे माझे प्रत्युत्तर आहे:
[IRV | MR | NT | 1 Corinthians | Chapter 9 | Verse 4] आम्हास खाण्यापिण्याचा अधिकार नाही काय?
[IRV | MR | NT | 1 Corinthians | Chapter 9 | Verse 5] इतर प्रेषित, प्रभूचे भाऊ किंवा केफा, हे करतात त्याप्रमाणे आम्हास कोणी विश्वासी बहीण पत्नी करून घेऊन, बरोबर नेण्याचा अधिकार नाही काय?
[IRV | MR | NT | 1 Corinthians | Chapter 9 | Verse 6] किंवा केवळ मला आणि बर्णबाला काम न करण्याचा अधिकार नाही काय?
[IRV | MR | NT | 1 Corinthians | Chapter 9 | Verse 7] स्वतःच्या खर्चाने सैनिक म्हणून सेवा करणारा असा कोण आहे? कोण द्राक्षमळा लावतो आणि त्याचे फळ खात नाही? किंवा कोण कळप राखतो आणि कळपाच्या दुधातून पीत नाही?
[IRV | MR | NT | 1 Corinthians | Chapter 9 | Verse 8] मी या गोष्टी लोकरीतीस अनुसरून सांगतो काय? नियमशास्त्र हेच सांगत नाही काय?
[IRV | MR | NT | 1 Corinthians | Chapter 9 | Verse 9] कारण, मोशेच्या नियमशास्त्रात लिहिले आहे की, ‘मळणी करीत असलेल्या बैलाला मुसके घालू नको.’ देव केवळ बैलांची काळजी करतो काय?
[IRV | MR | NT | 1 Corinthians | Chapter 9 | Verse 10] किंवा सर्वस्वी आपल्याकरता तो हे म्हणतो? हे निःसंशय आपल्याकरता लिहिले आहे म्हणजे जो नांगरतो त्याने आशेने नांगरावे आणि जो मळणी करतो त्याने आपण वाटेकरी होऊ या आशेने करावी.
[IRV | MR | NT | 1 Corinthians | Chapter 9 | Verse 11] आम्ही तुमच्यात जर आत्मिक गोष्टी पेरल्या आहेत, तर आम्ही तुमच्या दैहिक गोष्टींची कापणी केल्यास त्यामध्ये मोठे काय आहे?
[IRV | MR | NT | 1 Corinthians | Chapter 9 | Verse 12] जर दुसरे तुमच्यावरील या अधिकाराचे वाटेकरी होतात, तर आम्ही विशेषेकरून का होऊ नये? आणि तरी आम्ही या अधिकाराचा उपयोग केला नाही, पण ख्रिस्ताच्या शुभवर्तमानाला आम्ही अडखळण करू नये म्हणून, आम्ही सर्व गोष्टी सहन करतो.
[IRV | MR | NT | 1 Corinthians | Chapter 9 | Verse 13] जे निवास्थानाचा भवनातील पवित्र वस्तूंची सेवा करतात ते भवनातील अन्न खातात आणि जे वेदीपुढे उभे राहतात ते वेदीचे भागीदार होतात, हे तुम्ही जाणत नाही काय?
[IRV | MR | NT | 1 Corinthians | Chapter 9 | Verse 14] प्रभूने त्याचप्रमाणे आज्ञा दिली आहे की, जे शुभवर्तमानाची घोषणा करतात त्यांचा शुभवर्तमानावर निर्वाह व्हावा,
[IRV | MR | NT | 1 Corinthians | Chapter 9 | Verse 15] पण ह्यातील कोणत्याच गोष्टीचा मी कधी उपयोग केला नाही किंवा माझ्यासाठी तसे करावे म्हणून मी या गोष्टी लिहिल्या नाहीत कारण हे माझे अभिमान मिरवणे कोणी निरर्थक करण्यापेक्षा मला मरणे बरे वाटेल.
[IRV | MR | NT | 1 Corinthians | Chapter 9 | Verse 16] कारण जरी मी शुभवर्तमान सांगतो, तरी अभिमान मिरवण्यास मला कारण नाही कारण मला हे करणे भाग आहे; मी शुभवर्तमान सांगणार नाही, तर मला हाय.
[IRV | MR | NT | 1 Corinthians | Chapter 9 | Verse 17] कारण, मी हे स्वेच्छेने केले, तर मला वेतन मिळेल, पण माझ्या इच्छेविरुद्ध असेल, तर माझ्यावर हा कारभार सोपविला गेला आहे.
[IRV | MR | NT | 1 Corinthians | Chapter 9 | Verse 18] तर मग माझे वेतन काय? एवढेच की, मी शुभवर्तमान सांगताना, ते फुकट सांगावे आणि शुभवर्तमानाविषयीच्या माझ्या अधिकाराचा मी दुरुपयोग करू नये.
[IRV | MR | NT | 1 Corinthians | Chapter 9 | Verse 19] कारण मी सर्वांपासून स्वतंत्र असलो तरी अधिक लोक मिळवावेत म्हणून मी सर्वाचा दास झालो.
