[ASV | EN | NT | 1 Corinthians | Chapter 9 | Verse 1] Am I not an apostle? am I not free? have I not seen Jesus Christ our Lord? are not ye my work in the Lord?
[ASV | EN | NT | 1 Corinthians | Chapter 9 | Verse 2] If to others I am not an apostle, yet at least I am to you; for the seal of mine apostleship are ye in the Lord.
[ASV | EN | NT | 1 Corinthians | Chapter 9 | Verse 3] My defense to them that examine me is this.
[ASV | EN | NT | 1 Corinthians | Chapter 9 | Verse 4] Have we no right to eat and to drink?
[ASV | EN | NT | 1 Corinthians | Chapter 9 | Verse 5] Have we no right to lead about a wife that is a believer, even as the rest of the apostles, and the brethren of the Lord, and Cephas?
[ASV | EN | NT | 1 Corinthians | Chapter 9 | Verse 6] Or I only and Barnabas, have we not a right to forbear working?
[ASV | EN | NT | 1 Corinthians | Chapter 9 | Verse 7] What soldier ever serveth at his own charges? who planteth a vineyard, and eateth not of the fruit thereof? or who feedeth a flock, and eateth not of the milk of the flock?
[ASV | EN | NT | 1 Corinthians | Chapter 9 | Verse 8] Do I speak these things after the manner of men? or saith not the law also the same?
[ASV | EN | NT | 1 Corinthians | Chapter 9 | Verse 9] For it is written in the law of Moses, Thou shalt not muzzle the ox when he treadeth out the grain. Is it for the oxen that God careth,
[ASV | EN | NT | 1 Corinthians | Chapter 9 | Verse 10] or saith he it assuredly for our sake? Yea, for our sake it was written: because he that ploweth ought to plow in hope, and he that thresheth in hope, ought to partake of his hope.
[ASV | EN | NT | 1 Corinthians | Chapter 9 | Verse 11] If we sowed unto you spiritual things, is it a great matter if we shall reap your carnal things?
[ASV | EN | NT | 1 Corinthians | Chapter 9 | Verse 12] If others partake of this right over you, do not we yet more? Nevertheless we did not use this right; but we bear all things, that we may cause no hindrance to the gospel of Christ.
[ASV | EN | NT | 1 Corinthians | Chapter 9 | Verse 13] Know ye not that they that minister about sacred things eat of the things of the temple, and they that wait upon the altar have their portion with the altar?
[ASV | EN | NT | 1 Corinthians | Chapter 9 | Verse 14] Even so did the Lord ordain that they that proclaim the gospel should live of the gospel.
[ASV | EN | NT | 1 Corinthians | Chapter 9 | Verse 15] But I have used none of these things: and I write not these things that it may be so done in my case; for it were good for me rather to die, than that any man should make my glorying void.
[ASV | EN | NT | 1 Corinthians | Chapter 9 | Verse 16] For if I preach the gospel, I have nothing to glory of; for necessity is laid upon me; but woe is unto me, if I preach not the gospel.
[ASV | EN | NT | 1 Corinthians | Chapter 9 | Verse 17] For if I do this of mine own will, I have a reward: but if not of mine own will, I have a stewardship entrusted to me.
[ASV | EN | NT | 1 Corinthians | Chapter 9 | Verse 18] What then is my reward? That, when I preach the gospel, I may make the gospel of Christ without charge, so as not to use to the full my right in the gospel.
[ASV | EN | NT | 1 Corinthians | Chapter 9 | Verse 19] For though I was free from all men, I brought myself under bondage to all, that I might gain the more.
[ASV | EN | NT | 1 Corinthians | Chapter 9 | Verse 20] And to the Jews I became as a Jew, that I might gain Jews; to them that are under the law, as under the law, that I might gain them that are under the law;
[ASV | EN | NT | 1 Corinthians | Chapter 9 | Verse 21] to them that are without law, as without law, not being without law to God, but under law to Christ, that I might gain them that are without law.
[ASV | EN | NT | 1 Corinthians | Chapter 9 | Verse 22] To the weak I became as weak, that I might gain the weak: I am become all things to all men, that I may by all means save some.
[ASV | EN | NT | 1 Corinthians | Chapter 9 | Verse 23] And I do this for the gospel’s sake, that I may be a joint partaker thereof.
[ASV | EN | NT | 1 Corinthians | Chapter 9 | Verse 24] Know ye not that they that run in a race run all, but one receiveth the prize? Even so run; that ye may attain.
[ASV | EN | NT | 1 Corinthians | Chapter 9 | Verse 25] And every man that striveth in the games exerciseth self-control in all things. Now they do it to receive a corruptible crown; but we an incorruptible.
[ASV | EN | NT | 1 Corinthians | Chapter 9 | Verse 26] I therefore so run, as not uncertainly; so fight I, as not beating the air:
[ASV | EN | NT | 1 Corinthians | Chapter 9 | Verse 27] but I buffet my body, and bring it into bondage: lest by any means, after that I have preached to others, I myself should be rejected.
