[IRV | UR | NT | Revelation | Chapter 11 | Verse 1] और मुझे 'लाठी की तरह एक नापने की लकड़ी दी गई, और किसी ने कहा, उठकर ख़ुदा के मक़्दिस और क़ुर्बानगाह और उसमें के इबादत करने वालों को नाप।
[IRV | UR | NT | Revelation | Chapter 11 | Verse 2] और उस सहन को जो मक़्दिस के बाहर है अलग कर दे, और उसे न नाप क्यूँकि वो ग़ैर — क़ौमों को दे दिया गया है; वो मुक़द्दस शहर को बयालीस महीने तक पामाल करेंगी।
[IRV | UR | NT | Revelation | Chapter 11 | Verse 3] “और मैं अपने दो गवाहों को इख़्तियार दूँगा, और वो टाट ओढ़े हुए एक हज़ार दो सौ साठ दिन तक नबुव्वत करेंगे।”
[IRV | UR | NT | Revelation | Chapter 11 | Verse 4] ये वही ज़ैतून के दो दरख़्त और दो चिराग़दान हैं जो ज़मीन के ख़ुदावन्द के सामने खड़े हैं।
[IRV | UR | NT | Revelation | Chapter 11 | Verse 5] और अगर कोई उन्हें तकलीफ़ पहुँचाना चाहता है, तो उनके मुँह से आग निकलकर उनके दुश्मनों को खा जाती है; और अगर कोई उन्हें तकलीफ़ पहुँचाना चाहेगा, तो वो ज़रूर इसी तरह मारा जाएगा।
[IRV | UR | NT | Revelation | Chapter 11 | Verse 6] उनको इख़्तियार है आसमान को बन्द कर दें, ताकि उनकी नबुव्वत के ज़माने में पानी न बरसे, और पानियों पर इख़्तियार है कि उनको ख़ून बना डालें, और जितनी दफ़ा' चाहें ज़मीन पर हर तरह की आफ़त लाएँ।
[IRV | UR | NT | Revelation | Chapter 11 | Verse 7] जब वो अपनी गवाही दे चुकेंगे, तो वो हैवान जो अथाह गड्ढे से निकलेगा, उनसे लड़कर उन पर ग़ालिब आएगा और उनको मार डालेगा।
[IRV | UR | NT | Revelation | Chapter 11 | Verse 8] और उनकी लाशें उस येरूशलेम के बाज़ार में पड़ी रहेंगी, जो रूहानी ऐ'तिबार से सदूम और मिस्र कहलाता है, जहाँ उनका ख़ुदावन्द भी मस्लूब हुआ था।
[IRV | UR | NT | Revelation | Chapter 11 | Verse 9] उम्मतों और क़बीलों और अहल — ए — ज़बान और क़ौमों में से लोग उनकी लाशों को साढ़े तीन दिन तक देखते रहेंगे, और उनकी लाशों को क़ब्र में न रखने देंगे।
[IRV | UR | NT | Revelation | Chapter 11 | Verse 10] और ज़मीन के रहनेवाले उनके मरने से ख़ुशी मनाएँगे और शादियाने बजाएँगे, और आपस में तुह्फ़े भेजेंगे, क्यूँकि इन दोनों नबियों ने ज़मीन के रहनेवालों को सताया था।
[IRV | UR | NT | Revelation | Chapter 11 | Verse 11] और साढ़े तीन दिन के बाद ख़ुदा की तरफ़ से उनमें ज़िन्दगी की रूह दाख़िल हुई, और वो अपने पाँव के बल खड़े हो गए और उनके देखनेवालों पर बड़ा ख़ौफ़ छा गया।
[IRV | UR | NT | Revelation | Chapter 11 | Verse 12] और उन्हें आसमान पर से एक ऊँची आवाज़ सुनाई दी, “यहाँ ऊपर आ जाओ!” पस वो बादल पर सवार होकर आसमान पर चढ़ गए और उनके दुश्मन उन्हें देख रहे थे।
[IRV | UR | NT | Revelation | Chapter 11 | Verse 13] फिर उसी वक़्त एक बड़ा भुन्चाल आ गया, और शहर का दसवाँ हिस्सा गिर गया, और उस भुन्चाल से सात हज़ार आदमी मरे और बाक़ी डर गए, और आसमान के ख़ुदा की बड़ाई की।
[IRV | UR | NT | Revelation | Chapter 11 | Verse 14] दूसरा अफ़सोस हो चुका; देखो, तीसरा अफ़सोस जल्द होने वाला है।
[IRV | UR | NT | Revelation | Chapter 11 | Verse 15] जब सातवें फ़रिश्ते ने नरसिंगा फूँका, तो आसमान पर बड़ी आवाज़ें इस मज़मून की पैदा हुई: “दुनियाँ की बादशाही हमारे ख़ुदावन्द और उसके मसीह की हो गई, और वो हमेशा बादशाही करेगा।”
[IRV | UR | NT | Revelation | Chapter 11 | Verse 16] और चौबीसों बुज़ुर्गों ने जो ख़ुदा के सामने अपने अपने तख़्त पर बैठे थे, मुँह के बल गिर कर ख़ुदा को सिज्दा किया।
[IRV | UR | NT | Revelation | Chapter 11 | Verse 17] और कहा, “ऐ ख़ुदावन्द ख़ुदा, क़ादिर — ए — मुतल्लिक़! जो है और जो था, हम तेरा शुक्र करते हैं क्यूँकि तू ने अपनी बड़ी क़ुदरत को हाथ में लेकर बादशाही की।
[IRV | UR | NT | Revelation | Chapter 11 | Verse 18] और क़ौमों को ग़ुस्सा आया, और तेरा ग़ज़ब नाज़िल हुआ, और वो वक़्त आ पहुँचा है कि मुर्दों का इन्साफ़ किया जाए, और तेरे बन्दों, नबियों और मुक़द्दसों और उन छोटे बड़ों को जो तेरे नाम से डरते हैं बदला दिया जाए और ज़मीन के तबाह करने वालों को तबाह किया जाए।”
[IRV | UR | NT | Revelation | Chapter 11 | Verse 19] और ख़ुदा का जो मक़्दिस आसमान पर है वो खोला गया, और उसके मक़्दिस में उसके 'अहद का सन्दूक़ दिखाई दिया; और बिजलियाँ और आवाज़ें और गरजें पैदा हुईं, और भुन्चाल आया और बड़े ओले पड़े।
