[DARBY | EN | OT | Psalms | Chapter 35 | Verse 1] Strive, O Jehovah, with them that strive with me; fight against them that fight against me:
[DARBY | EN | OT | Psalms | Chapter 35 | Verse 2] Take hold of shield and buckler, and stand up for my help;
[DARBY | EN | OT | Psalms | Chapter 35 | Verse 3] And draw out the spear, and stop [the way] against my pursuers: say unto my soul, I am thy salvation.
[DARBY | EN | OT | Psalms | Chapter 35 | Verse 4] Let them be put to shame and confounded that seek after my life; let them be turned backward and brought to confusion that devise my hurt:
[DARBY | EN | OT | Psalms | Chapter 35 | Verse 5] Let them be as chaff before the wind, and let the angel of Jehovah drive [them] away;
[DARBY | EN | OT | Psalms | Chapter 35 | Verse 6] Let their way be dark and slippery, and let the angel of Jehovah pursue them.
[DARBY | EN | OT | Psalms | Chapter 35 | Verse 7] For without cause have they hidden for me their net [in] a pit; without cause they have digged [it] for my soul.
[DARBY | EN | OT | Psalms | Chapter 35 | Verse 8] Let destruction come upon him unawares, and let his net which he hath hidden catch himself: for destruction let him fall therein.
[DARBY | EN | OT | Psalms | Chapter 35 | Verse 9] And my soul shall be joyful in Jehovah; it shall rejoice in his salvation.
[DARBY | EN | OT | Psalms | Chapter 35 | Verse 10] All my bones shall say, Jehovah, who is like unto thee, who deliverest the afflicted from one stronger than he, yea, the afflicted and the needy from him that spoileth him!
[DARBY | EN | OT | Psalms | Chapter 35 | Verse 11] Unrighteous witnesses rise up; they lay to my charge things which I know not.
[DARBY | EN | OT | Psalms | Chapter 35 | Verse 12] They reward me evil for good, [to] the bereavement of my soul.
[DARBY | EN | OT | Psalms | Chapter 35 | Verse 13] But as for me, when they were sick, my clothing was sackcloth; I chastened my soul with fasting, and my prayer returned into mine own bosom:
[DARBY | EN | OT | Psalms | Chapter 35 | Verse 14] I behaved myself as though [he had been] a friend, a brother to me; I bowed down in sadness, as one that mourneth [for] a mother.
[DARBY | EN | OT | Psalms | Chapter 35 | Verse 15] But at my halting they rejoiced, and gathered together: the slanderers gathered themselves together against me, and I knew [it] not; they did tear [me], and ceased not:
[DARBY | EN | OT | Psalms | Chapter 35 | Verse 16] With profane jesters for bread, they have gnashed their teeth against me.
[DARBY | EN | OT | Psalms | Chapter 35 | Verse 17] Lord, how long wilt thou look on? Rescue my soul from their destructions, my only one from the young lions.
[DARBY | EN | OT | Psalms | Chapter 35 | Verse 18] I will give thee thanks in the great congregation; I will praise thee among much people.
[DARBY | EN | OT | Psalms | Chapter 35 | Verse 19] Let not them that are wrongfully mine enemies rejoice over me; let them not wink with the eye that hate me without cause.
[DARBY | EN | OT | Psalms | Chapter 35 | Verse 20] For they speak not peace; and they devise deceitful words against the quiet in the land.
[DARBY | EN | OT | Psalms | Chapter 35 | Verse 21] And they opened their mouth wide against me; they said, Aha! aha! our eye hath seen [it].
[DARBY | EN | OT | Psalms | Chapter 35 | Verse 22] Thou hast seen [it], Jehovah: keep not silence; O Lord, be not far from me.
[DARBY | EN | OT | Psalms | Chapter 35 | Verse 23] Stir up thyself, and awake for my right, for my cause, my God and Lord!
[DARBY | EN | OT | Psalms | Chapter 35 | Verse 24] Judge me, Jehovah my God, according to thy righteousness, and let them not rejoice over me.
[DARBY | EN | OT | Psalms | Chapter 35 | Verse 25] Let them not say in their heart, Aha! so would we have it. Let them not say, We have swallowed him up.
[DARBY | EN | OT | Psalms | Chapter 35 | Verse 26] Let them be ashamed and brought to confusion together that rejoice at mine adversity; let them be clothed with shame and dishonour that magnify themselves against me.
[DARBY | EN | OT | Psalms | Chapter 35 | Verse 27] Let them exult and rejoice that delight in my righteousness; and let them say continually, Jehovah be magnified, who delighteth in the prosperity of his servant.
[DARBY | EN | OT | Psalms | Chapter 35 | Verse 28] And my tongue shall talk of thy righteousness, [and] of thy praise, all the day.
