[IRV | UR | NT | Luke | Chapter 14 | Verse 1] फिर ऐसा हुआ कि वो सबत के दिन फ़रीसियों के सरदारों में से किसी के घर खाना खाने को गया; और वो उसकी ताक में रहे।
[IRV | UR | NT | Luke | Chapter 14 | Verse 2] और देखो, एक शख़्स उसके सामने था जिसे जलन्दर था।
[IRV | UR | NT | Luke | Chapter 14 | Verse 3] ईसा ने शरा' के 'आलिमों और फ़रीसियों से कहा, “सबत के दिन शिफ़ा बख़्शना जायज़ है या नहीं?”
[IRV | UR | NT | Luke | Chapter 14 | Verse 4] वो चुप रह गए। उसने उसे हाथ लगा कर शिफ़ा बख़्शी और रुख़्सत किया,
[IRV | UR | NT | Luke | Chapter 14 | Verse 5] और उनसे कहा, “तुम में ऐसा कौन है, जिसका गधा या बैल कूएँ में गिर पड़े और वो सबत के दिन उसको फ़ौरन न निकाल ले?”
[IRV | UR | NT | Luke | Chapter 14 | Verse 6] वो इन बातों का जवाब न दे सके।
[IRV | UR | NT | Luke | Chapter 14 | Verse 7] जब उसने देखा कि मेहमान सद्र जगह किस तरह पसन्द करते हैं तो उनसे एक मिसाल कही,
[IRV | UR | NT | Luke | Chapter 14 | Verse 8] “जब कोई तुझे शादी में बुलाए तो सद्र जगह पर न बैठ, कि शायद उसने तुझ से भी किसी ज़्यादा 'इज़्ज़तदार को बुलाया हो;
[IRV | UR | NT | Luke | Chapter 14 | Verse 9] और जिसने तुझे और उसे दोनों को बुलाया है, आकर तुझ से कहे, 'इसको जगह दे, 'फिर तुझे शर्मिन्दा होकर सबसे नीचे बैठना पड़े।
[IRV | UR | NT | Luke | Chapter 14 | Verse 10] बल्कि जब तू बुलाया जाए तो सबसे नीची जगह जा बैठ, ताकि जब तेरा बुलाने वाला आए तो तुझ देखे, 'ऐ दोस्त, आगे बढ़कर बैठ, 'तब उन सब की नज़र में जो तेरे साथ खाने बैठे हैं तेरी इज़्ज़त होगी।
[IRV | UR | NT | Luke | Chapter 14 | Verse 11] क्यूँकि जो कोई अपने आप को बड़ा बनाएगा, वो छोटा किया जाएगा; और जो अपने आप को छोटा बनाएगा, वो बड़ा किया जाएगा।”
[IRV | UR | NT | Luke | Chapter 14 | Verse 12] फिर उसने अपने बुलानेवाले से कहा, “जब तू दिन का या रात का खाना तैयार करे, तो अपने दोस्तों या भाइयों या रिश्तेदारों या दौलतमन्द पड़ोसियों को न बुला; ताकि ऐसा न हो कि वो भी तुझे बुलाएँ और तेरा बदला हो जाए।
[IRV | UR | NT | Luke | Chapter 14 | Verse 13] बल्कि जब तू दावत करे तो ग़रीबों, लुन्जों, लंगड़ों, अन्धों को बुला।
[IRV | UR | NT | Luke | Chapter 14 | Verse 14] और तुझ पर बर्क़त होगी, क्यूँकि उनके पास तुझे बदला देने को कुछ नहीं, और तुझे रास्त्बाज़ों की क़यामत में बदला मिलेगा।”
[IRV | UR | NT | Luke | Chapter 14 | Verse 15] जो उसके साथ खाना खाने बैठे थे उनमें से एक ने ये बातें सुनकर उससे कहा, “मुबारिक़ है वो जो ख़ुदा की बादशाही में खाना खाए।”
[IRV | UR | NT | Luke | Chapter 14 | Verse 16] उसने उसे कहा, “एक शख़्स ने बड़ी दावत की और बहुत से लोगों को बुलाया।
[IRV | UR | NT | Luke | Chapter 14 | Verse 17] और खाने के वक़्त अपने नौकर को भेजा कि बुलाए हुओं से कहे, 'आओ, अब खाना तैयार है।
[IRV | UR | NT | Luke | Chapter 14 | Verse 18] इस पर सब ने मिलकर मु'आफ़ी मांगना शुरू किया। पहले ने उससे कहा, 'मैंने खेत ख़रीदा है, मुझे ज़रूर है कि जाकर उसे देखूँ; मैं तेरी ख़ुशामद करता हूँ, मुझे मु'आफ़ कर।
[IRV | UR | NT | Luke | Chapter 14 | Verse 19] दूसरे ने कहा, 'मैंने पाँच जोड़ी बैल ख़रीदे हैं, और उन्हें आज़माने जाता हूँ; मैं तुझसे ख़ुशामद करता हूँ, मुझे मु'आफ़ कर।
[IRV | UR | NT | Luke | Chapter 14 | Verse 20] एक और ने कहा, मैंने शादी की है, इस वजह से नहीं आ सकता।
[IRV | UR | NT | Luke | Chapter 14 | Verse 21] पस उस नौकर ने आकर अपने मालिक को इन बातों की ख़बर दी। इस पर घर के मालिक ने ग़ुस्सा होकर अपने नौकर से कहा, 'जल्द शहर के बाज़ारों और कूचों में जाकर ग़रीबों, लुन्जों, और लंगड़ों को यहाँ ले आओ।
[IRV | UR | NT | Luke | Chapter 14 | Verse 22] नौकर ने कहा, 'ऐ ख़ुदावन्द, जैसा तूने फ़रमाया था वैसा ही हुआ; और अब भी जगह है।
[IRV | UR | NT | Luke | Chapter 14 | Verse 23] मालिक ने उस नौकर से कहा, 'सड़कों और खेत की बाड़ी की तरफ़ जा और लोगों को मजबूर करके ला ताकि मेरा घर भर जाए।
[IRV | UR | NT | Luke | Chapter 14 | Verse 24] क्यूँकि मैं तुम से कहता हूँ कि जो बुलाए गए थे उनमें से कोई शख़्स मेरा खाना चखने न पाएगा।”
[IRV | UR | NT | Luke | Chapter 14 | Verse 25] जब बहुत से लोग उसके साथ जा रहे थे, तो उसने पीछे मुड़कर उनसे कहा,
[IRV | UR | NT | Luke | Chapter 14 | Verse 26] “अगर कोई मेरे पास आए, और बच्चों और भाइयों और बहनों बल्कि अपनी जान से भी दुश्मनी न करे तो मेरा शागिर्द नहीं हो सकता।
[IRV | UR | NT | Luke | Chapter 14 | Verse 27] जो कोई अपनी सलीब उठाकर मेरे पीछे न आए, वो मेरा शागिर्द नहीं हो सकता।”
[IRV | UR | NT | Luke | Chapter 14 | Verse 28] “क्यूँकि तुम में ऐसा कौन है कि जब वो एक गुम्बद बनाना चाहे, तो पहले बैठकर लागत का हिसाब न कर ले कि आया मेरे पास उसके तैयार करने का सामान है या नहीं?
[IRV | UR | NT | Luke | Chapter 14 | Verse 29] ऐसा न हो कि जब नीव डालकर तैयार न कर सके, तो सब देखने वाले ये कहकर उस पर हँसना शुरू' करें कि,
[IRV | UR | NT | Luke | Chapter 14 | Verse 30] इस शख़्स ने 'इमारत शुरू तो की मगर मुकम्मल न कर सका।
[IRV | UR | NT | Luke | Chapter 14 | Verse 31] या कौन सा बादशाह है जो दूसरे बादशाह से लड़ने जाता हो और पहले बैठकर मशवरा न कर ले कि आया मैं दस हज़ार से उसका मुक़ाबिला कर सकता हूँ या नहीं जो बीस हज़ार लेकर मुझ पर चढ़ आता है?
[IRV | UR | NT | Luke | Chapter 14 | Verse 32] नहीं तो उसके दूर रहते ही एल्ची भेजकर सुलह की गुज़ारिश करेगा।
[IRV | UR | NT | Luke | Chapter 14 | Verse 33] पस इसी तरह तुम में से जो कोई अपना सब कुछ छोड़ न दे, वो मेरा शागिर्द नहीं हो सकता।”
[IRV | UR | NT | Luke | Chapter 14 | Verse 34] “नमक अच्छा तो है, लेकिन अगर नमक का मज़ा जाता रहे तो वो किस चीज़ से मज़ेदार किया जाएगा।
[IRV | UR | NT | Luke | Chapter 14 | Verse 35] न वो ज़मीन के काम का रहा न खाद के, लोग उसे बाहर फेंक देते हैं। जिसके कान सुनने के हों वो सुन ले।”
