[WEB | EN | OT | 1 Samuel | Chapter 25 | Verse 1] Samuel died; and all Israel gathered themselves together and mourned for him, and buried him at his house at Ramah. Then David arose and went down to the wilderness of Paran.
[WEB | EN | OT | 1 Samuel | Chapter 25 | Verse 2] There was a man in Maon whose possessions were in Carmel; and the man was very great. He had three thousand sheep and a thousand goats; and he was shearing his sheep in Carmel.
[WEB | EN | OT | 1 Samuel | Chapter 25 | Verse 3] Now the name of the man was Nabal; and the name of his wife Abigail. This woman was intelligent and had a beautiful face; but the man was surly and evil in his doings. He was of the house of Caleb.
[WEB | EN | OT | 1 Samuel | Chapter 25 | Verse 4] David heard in the wilderness that Nabal was shearing his sheep.
[WEB | EN | OT | 1 Samuel | Chapter 25 | Verse 5] David sent ten young men; and David said to the young men, “Go up to Carmel, and go to Nabal, and greet him in my name.
[WEB | EN | OT | 1 Samuel | Chapter 25 | Verse 6] Tell him, ‘Long life to you! Peace be to you! Peace be to your house! Peace be to all that you have!
[WEB | EN | OT | 1 Samuel | Chapter 25 | Verse 7] Now I have heard that you have shearers. Your shepherds have now been with us, and we didn’t harm them. Nothing was missing from them all the time they were in Carmel.
[WEB | EN | OT | 1 Samuel | Chapter 25 | Verse 8] Ask your young men, and they will tell you. Therefore let the young men find favor in your eyes, for we come on a good day. Please give whatever comes to your hand to your servants and to your son David.’”
[WEB | EN | OT | 1 Samuel | Chapter 25 | Verse 9] When David’s young men came, they spoke to Nabal all those words in the name of David, and waited.
[WEB | EN | OT | 1 Samuel | Chapter 25 | Verse 10] Nabal answered David’s servants and said, “Who is David? Who is the son of Jesse? There are many servants who break away from their masters these days.
[WEB | EN | OT | 1 Samuel | Chapter 25 | Verse 11] Shall I then take my bread, my water, and my meat that I have killed for my shearers, and give it to men who I don’t know where they come from?”
[WEB | EN | OT | 1 Samuel | Chapter 25 | Verse 12] So David’s young men turned on their way and went back, and came and told him all these words.
[WEB | EN | OT | 1 Samuel | Chapter 25 | Verse 13] David said to his men, “Every man put on his sword!” Every man put on his sword. David also put on his sword. About four hundred men followed David, and two hundred stayed by the baggage.
[WEB | EN | OT | 1 Samuel | Chapter 25 | Verse 14] But one of the young men told Abigail, Nabal’s wife, saying, “Behold, David sent messengers out of the wilderness to greet our master; and he insulted them.
[WEB | EN | OT | 1 Samuel | Chapter 25 | Verse 15] But the men were very good to us, and we were not harmed, and we didn’t miss anything as long as we went with them, when we were in the fields.
[WEB | EN | OT | 1 Samuel | Chapter 25 | Verse 16] They were a wall to us both by night and by day, all the while we were with them keeping the sheep.
[WEB | EN | OT | 1 Samuel | Chapter 25 | Verse 17] Now therefore know and consider what you will do; for evil is determined against our master and against all his house, for he is such a worthless fellow that one can’t speak to him.”
[WEB | EN | OT | 1 Samuel | Chapter 25 | Verse 18] Then Abigail hurried and took two hundred loaves of bread, two containers of wine, five sheep ready dressed, five seahs of parched grain, one hundred clusters of raisins, and two hundred cakes of figs, and laid them on donkeys.
[WEB | EN | OT | 1 Samuel | Chapter 25 | Verse 19] She said to her young men, “Go on before me. Behold, I am coming after you.” But she didn’t tell her husband, Nabal.
[WEB | EN | OT | 1 Samuel | Chapter 25 | Verse 20] As she rode on her donkey, and came down hidden by the mountain, behold, David and his men came down toward her, and she met them.
[WEB | EN | OT | 1 Samuel | Chapter 25 | Verse 21] Now David had said, “Surely in vain I have kept all that this fellow has in the wilderness, so that nothing was missed of all that pertained to him. He has returned me evil for good.
[WEB | EN | OT | 1 Samuel | Chapter 25 | Verse 22] God do so to the enemies of David, and more also, if I leave of all that belongs to him by the morning light so much as one who urinates on a wall.”
[WEB | EN | OT | 1 Samuel | Chapter 25 | Verse 23] When Abigail saw David, she hurried and got off her donkey, and fell before David on her face and bowed herself to the ground.
[WEB | EN | OT | 1 Samuel | Chapter 25 | Verse 24] She fell at his feet and said, “On me, my lord, on me be the blame! Please let your servant speak in your ears. Hear the words of your servant.
[WEB | EN | OT | 1 Samuel | Chapter 25 | Verse 25] Please don’t let my lord pay attention to this worthless fellow, Nabal, for as his name is, so is he. Nabal is his name, and folly is with him; but I, your servant, didn’t see my lord’s young men whom you sent.
[WEB | EN | OT | 1 Samuel | Chapter 25 | Verse 26] Now therefore, my lord, as the LORD lives and as your soul lives, since the LORD has withheld you from blood guiltiness and from avenging yourself with your own hand, now therefore let your enemies and those who seek evil to my lord be as Nabal.
[WEB | EN | OT | 1 Samuel | Chapter 25 | Verse 27] Now this present which your servant has brought to my lord, let it be given to the young men who follow my lord.
[WEB | EN | OT | 1 Samuel | Chapter 25 | Verse 28] Please forgive the trespass of your servant. For the LORD will certainly make my lord a sure house, because my lord fights the LORD’s battles. Evil will not be found in you all your days.
[WEB | EN | OT | 1 Samuel | Chapter 25 | Verse 29] Though men may rise up to pursue you and to seek your soul, yet the soul of my lord will be bound in the bundle of life with the LORD your God. He will sling out the souls of your enemies as from a sling’s pocket.
[WEB | EN | OT | 1 Samuel | Chapter 25 | Verse 30] It will come to pass, when the LORD has done to my lord according to all the good that he has spoken concerning you, and has appointed you prince over Israel,
[WEB | EN | OT | 1 Samuel | Chapter 25 | Verse 31] that this shall be no grief to you, nor offense of heart to my lord, either that you have shed blood without cause, or that my lord has avenged himself. When the LORD has dealt well with my lord, then remember your servant.”
[WEB | EN | OT | 1 Samuel | Chapter 25 | Verse 32] David said to Abigail, “Blessed is the LORD, the God of Israel, who sent you today to meet me!
[WEB | EN | OT | 1 Samuel | Chapter 25 | Verse 33] Blessed is your discretion, and blessed are you, who have kept me today from blood guiltiness, and from avenging myself with my own hand.
[WEB | EN | OT | 1 Samuel | Chapter 25 | Verse 34] For indeed, as the LORD the God of Israel lives, who has withheld me from harming you, unless you had hurried and come to meet me, surely there wouldn’t have been left to Nabal by the morning light so much as one who urinates on a wall.”
[WEB | EN | OT | 1 Samuel | Chapter 25 | Verse 35] So David received from her hand that which she had brought him. Then he said to her, “Go up in peace to your house. Behold, I have listened to your voice and have granted your request.”
