[WEB | EN | OT | 1 Samuel | Chapter 13 | Verse 1] Saul was thirty years old when he became king, and he reigned over Israel forty-two years.
[WEB | EN | OT | 1 Samuel | Chapter 13 | Verse 2] Saul chose for himself three thousand men of Israel, of which two thousand were with Saul in Michmash and in the Mount of Bethel, and one thousand were with Jonathan in Gibeah of Benjamin. He sent the rest of the people to their own tents.
[WEB | EN | OT | 1 Samuel | Chapter 13 | Verse 3] Jonathan struck the garrison of the Philistines that was in Geba, and the Philistines heard of it. Saul blew the trumpet throughout all the land, saying, “Let the Hebrews hear!”
[WEB | EN | OT | 1 Samuel | Chapter 13 | Verse 4] All Israel heard that Saul had struck the garrison of the Philistines, and also that Israel was considered an abomination to the Philistines. The people were gathered together after Saul to Gilgal.
[WEB | EN | OT | 1 Samuel | Chapter 13 | Verse 5] The Philistines assembled themselves together to fight with Israel: thirty thousand chariots, six thousand horsemen, and people as the sand which is on the seashore in multitude. They came up and encamped in Michmash, eastward of Beth Aven.
[WEB | EN | OT | 1 Samuel | Chapter 13 | Verse 6] When the men of Israel saw that they were in trouble (for the people were distressed), then the people hid themselves in caves, in thickets, in rocks, in tombs, and in pits.
[WEB | EN | OT | 1 Samuel | Chapter 13 | Verse 7] Now some of the Hebrews had gone over the Jordan to the land of Gad and Gilead; but as for Saul, he was yet in Gilgal, and all the people followed him trembling.
[WEB | EN | OT | 1 Samuel | Chapter 13 | Verse 8] He stayed seven days, according to the time set by Samuel; but Samuel didn’t come to Gilgal, and the people were scattering from him.
[WEB | EN | OT | 1 Samuel | Chapter 13 | Verse 9] Saul said, “Bring the burnt offering to me here, and the peace offerings.” He offered the burnt offering.
[WEB | EN | OT | 1 Samuel | Chapter 13 | Verse 10] It came to pass that as soon as he had finished offering the burnt offering, behold, Samuel came; and Saul went out to meet him, that he might greet him.
[WEB | EN | OT | 1 Samuel | Chapter 13 | Verse 11] Samuel said, “What have you done?” Saul said, “Because I saw that the people were scattered from me, and that you didn’t come within the days appointed, and that the Philistines assembled themselves together at Michmash,
[WEB | EN | OT | 1 Samuel | Chapter 13 | Verse 12] therefore I said, ‘Now the Philistines will come down on me to Gilgal, and I haven’t entreated the favor of the LORD.’ I forced myself therefore, and offered the burnt offering.”
[WEB | EN | OT | 1 Samuel | Chapter 13 | Verse 13] Samuel said to Saul, “You have done foolishly. You have not kept the commandment of the LORD your God, which he commanded you; for now the LORD would have established your kingdom on Israel forever.
[WEB | EN | OT | 1 Samuel | Chapter 13 | Verse 14] But now your kingdom will not continue. The LORD has sought for himself a man after his own heart, and the LORD has appointed him to be prince over his people, because you have not kept that which the LORD commanded you.”
[WEB | EN | OT | 1 Samuel | Chapter 13 | Verse 15] Samuel arose, and went from Gilgal to Gibeah of Benjamin. Saul counted the people who were present with him, about six hundred men.
[WEB | EN | OT | 1 Samuel | Chapter 13 | Verse 16] Saul, and Jonathan his son, and the people who were present with them, stayed in Geba of Benjamin; but the Philistines encamped in Michmash.
[WEB | EN | OT | 1 Samuel | Chapter 13 | Verse 17] The raiders came out of the camp of the Philistines in three companies: one company turned to the way that leads to Ophrah, to the land of Shual;
[WEB | EN | OT | 1 Samuel | Chapter 13 | Verse 18] another company turned the way to Beth Horon; and another company turned the way of the border that looks down on the valley of Zeboim toward the wilderness.
[WEB | EN | OT | 1 Samuel | Chapter 13 | Verse 19] Now there was no blacksmith found throughout all the land of Israel, for the Philistines said, “Lest the Hebrews make themselves swords or spears”;
[WEB | EN | OT | 1 Samuel | Chapter 13 | Verse 20] but all the Israelites went down to the Philistines, each man to sharpen his own plowshare, mattock, ax, and sickle.
[WEB | EN | OT | 1 Samuel | Chapter 13 | Verse 21] The price was one payim each to sharpen mattocks, plowshares, pitchforks, axes, and goads.
[WEB | EN | OT | 1 Samuel | Chapter 13 | Verse 22] So it came to pass in the day of battle that neither sword nor spear was found in the hand of any of the people who were with Saul and Jonathan; but Saul and Jonathan his son had them.
[WEB | EN | OT | 1 Samuel | Chapter 13 | Verse 23] The garrison of the Philistines went out to the pass of Michmash.
