[IRV | HI | OT | Proverbs | Chapter 19 | Verse 1] जो निर्धन खराई से चलता है, वह उस मूर्ख से उत्तम है जो टेढ़ी बातें बोलता है।
[IRV | HI | OT | Proverbs | Chapter 19 | Verse 2] मनुष्य का ज्ञानरहित रहना अच्छा नहीं, और जो उतावली से दौड़ता है वह चूक जाता है।
[IRV | HI | OT | Proverbs | Chapter 19 | Verse 3] मूर्खता के कारण मनुष्य का मार्ग टेढ़ा होता है, और वह मन ही मन यहोवा से चिढ़ने लगता है।
[IRV | HI | OT | Proverbs | Chapter 19 | Verse 4] धनी के तो बहुत मित्र हो जाते हैं, परन्तु कंगाल के मित्र उससे अलग हो जाते हैं।
[IRV | HI | OT | Proverbs | Chapter 19 | Verse 5] झूठा साक्षी निर्दोष नहीं ठहरता, और जो झूठ बोला करता है, वह न बचेगा।
[IRV | HI | OT | Proverbs | Chapter 19 | Verse 6] उदार मनुष्य को बहुत से लोग मना लेते हैं, और दानी पुरुष का मित्र सब कोई बनता है।
[IRV | HI | OT | Proverbs | Chapter 19 | Verse 7] जब निर्धन के सब भाई उससे बैर रखते हैं, तो निश्चय है कि उसके मित्र उससे दूर हो जाएँ। वह बातें करते हुए उनका पीछा करता है, परन्तु उनको नहीं पाता।
[IRV | HI | OT | Proverbs | Chapter 19 | Verse 8] जो बुद्धि प्राप्त करता, वह अपने प्राण को प्रेमी ठहराता है; और जो समझ को रखे रहता है उसका कल्याण होता है।
[IRV | HI | OT | Proverbs | Chapter 19 | Verse 9] झूठा साक्षी निर्दोष नहीं ठहरता, और जो झूठ बोला करता है, वह नाश होता है।
[IRV | HI | OT | Proverbs | Chapter 19 | Verse 10] जब सुख में रहना मूर्ख को नहीं फबता, तो हाकिमों पर दास का प्रभुता करना कैसे फबे!
[IRV | HI | OT | Proverbs | Chapter 19 | Verse 11] जो मनुष्य बुद्धि से चलता है वह विलम्ब से क्रोध करता है, और अपराध को भुलाना उसको शोभा देता है।
[IRV | HI | OT | Proverbs | Chapter 19 | Verse 12] राजा का क्रोध सिंह की गर्जन के समान है, परन्तु उसकी प्रसन्नता घास पर की ओस के तुल्य होती है।
[IRV | HI | OT | Proverbs | Chapter 19 | Verse 13] मूर्ख पुत्र पिता के लिये विपत्ति है, और झगड़ालू पत्नी सदा टपकने वाले जल के समान हैं।
[IRV | HI | OT | Proverbs | Chapter 19 | Verse 14] घर और धन पुरखाओं के भाग से, परन्तु बुद्धिमती पत्नी यहोवा ही से मिलती है।
[IRV | HI | OT | Proverbs | Chapter 19 | Verse 15] आलस से भारी नींद आ जाती है, और जो प्राणी ढिलाई से काम करता, वह भूखा ही रहता है।
[IRV | HI | OT | Proverbs | Chapter 19 | Verse 16] जो आज्ञा को मानता, वह अपने प्राण की रक्षा करता है, परन्तु जो अपने चाल चलन के विषय में निश्चिन्त रहता है, वह मर जाता है।
[IRV | HI | OT | Proverbs | Chapter 19 | Verse 17] जो कंगाल पर अनुग्रह करता है, वह यहोवा को उधार देता है, और वह अपने इस काम का प्रतिफल पाएगा। (मत्ती 25:40)
[IRV | HI | OT | Proverbs | Chapter 19 | Verse 18] जब तक आशा है तब तक अपने पुत्र की ताड़ना कर, जान बूझकर उसको मार न डाल।
[IRV | HI | OT | Proverbs | Chapter 19 | Verse 19] जो बड़ा क्रोधी है, उसे दण्ड उठाने दे; क्योंकि यदि तू उसे बचाए, तो बारम्बार बचाना पड़ेगा।
[IRV | HI | OT | Proverbs | Chapter 19 | Verse 20] सम्मति को सुन ले, और शिक्षा को ग्रहण कर, ताकि तू अपने अन्तकाल में बुद्धिमान ठहरे।
[IRV | HI | OT | Proverbs | Chapter 19 | Verse 21] मनुष्य के मन में बहुत सी कल्पनाएँ होती हैं, परन्तु जो युक्ति यहोवा करता है, वही स्थिर रहती है।
[IRV | HI | OT | Proverbs | Chapter 19 | Verse 22] मनुष्य में निष्ठा सर्वोत्तम गुण है, और निर्धन जन झूठ बोलनेवाले से बेहतर है।
[IRV | HI | OT | Proverbs | Chapter 19 | Verse 23] यहोवा का भय मानने से जीवन बढ़ता है; और उसका भय माननेवाला ठिकाना पाकर सुखी रहता है; उस पर विपत्ति नहीं पड़ने की।
[IRV | HI | OT | Proverbs | Chapter 19 | Verse 24] आलसी अपना हाथ थाली में डालता है, परन्तु अपने मुँह तक कौर नहीं उठाता।
[IRV | HI | OT | Proverbs | Chapter 19 | Verse 25] ठट्ठा करनेवाले को मार, इससे भोला मनुष्य समझदार हो जाएगा; और समझवाले को डाँट, तब वह अधिक ज्ञान पाएगा।
[IRV | HI | OT | Proverbs | Chapter 19 | Verse 26] जो पुत्र अपने बाप को उजाड़ता, और अपनी माँ को भगा देता है, वह अपमान और लज्जा का कारण होगा।
[IRV | HI | OT | Proverbs | Chapter 19 | Verse 27] हे मेरे पुत्र, यदि तू शिक्षा को सुनना छोड़ दे, तो तू ज्ञान की बातों से भटक जाएगा।
[IRV | HI | OT | Proverbs | Chapter 19 | Verse 28] अधर्मी साक्षी न्याय को उपहास में उड़ाता है, और दुष्ट लोग अनर्थ काम निगल लेते हैं।
[IRV | HI | OT | Proverbs | Chapter 19 | Verse 29] ठट्ठा करनेवालों के लिये दण्ड ठहराया जाता है, और मूर्खों की पीठ के लिये कोड़े हैं।
