[GRCGTR | EL | NT | 1 Peter | Chapter 2 | Verse 1] Ἀποθέμενοι οὖν πᾶσαν κακίαν καὶ πάντα δόλον καὶ ὑποκρίσεις καὶ φθόνους καὶ πάσας καταλαλιάς,
[GRCGTR | EL | NT | 1 Peter | Chapter 2 | Verse 2] ὡς ἀρτιγέννητα βρέφη, τὸ λογικὸν ἄδολον γάλα ἐπιποθήσατε, ἵνα ἐν αὐτῷ αὐξηθῆτε,
[GRCGTR | EL | NT | 1 Peter | Chapter 2 | Verse 3] εἴπερ ἐγεύσασθε ὅτι χρηστὸς ὁ Κύριος·
[GRCGTR | EL | NT | 1 Peter | Chapter 2 | Verse 4] πρὸς ὃν προσερχόμενοι, λίθον ζῶντα, ὑπὸ ἀνθρώπων μὲν ἀποδεδοκιμασμένον, παρὰ δὲ Θεῷ ἐκλεκτόν, ἔντιμον,
[GRCGTR | EL | NT | 1 Peter | Chapter 2 | Verse 5] καὶ αὐτοὶ ὡς λίθοι ζῶντες οἰκοδομεῖσθε οἶκος πνευματικός, ἱεράτευμα ἅγιον, ἀνενέγκαι πνευματικὰς θυσίας εὐπροσδέκτους τῷ Θεῷ διὰ Ἰησοῦ Χριστοῦ.
[GRCGTR | EL | NT | 1 Peter | Chapter 2 | Verse 6] Διὸ καὶ περιέχει ἐν τῇ γραφῇ, Ἰδού, τίθημι ἐν Σιὼν λίθον ἀκρογωνιαῖον, ἐκλεκτόν, ἔντιμον· καὶ ὁ πιστεύων ἐπ᾿ αὐτῷ οὐ μὴ καταισχυνθῇ.
[GRCGTR | EL | NT | 1 Peter | Chapter 2 | Verse 7] Ὑμῖν οὖν ἡ τιμὴ τοῖς πιστεύουσιν· ἀπειθοῦσι δέ, Λίθον ὃν ἀπεδοκίμασαν οἱ οἰκοδομοῦντες, οὗτος ἐγενήθη εἰς κεφαλὴν γωνίας,
[GRCGTR | EL | NT | 1 Peter | Chapter 2 | Verse 8] καί, Λίθος προσκόμματος καὶ πέτρα σκανδάλου· οἳ προσκόπτουσι τῷ λόγῳ ἀπειθοῦντες· εἰς ὃ καὶ ἐτέθησαν.
[GRCGTR | EL | NT | 1 Peter | Chapter 2 | Verse 9] Ὑμεῖς δὲ γένος ἐκλεκτόν, βασίλειον ἱεράτευμα, ἔθνος ἅγιον, λαὸς εἰς περιποίησιν, ὅπως τὰς ἀρετὰς ἐξαγγείλητε τοῦ ἐκ σκότους ὑμᾶς καλέσαντος εἰς τὸ θαυμαστὸν αὐτοῦ φῶς·
[GRCGTR | EL | NT | 1 Peter | Chapter 2 | Verse 10] οἱ ποτὲ οὐ λαός, νῦν δὲ λαὸς Θεοῦ· οἱ οὐκ ἠλεημένοι, νῦν δὲ ἐλεηθέντες.
[GRCGTR | EL | NT | 1 Peter | Chapter 2 | Verse 11] Ἀγαπητοί, παρακαλῶ ὡς παροίκους καὶ παρεπιδήμους, ἀπέχεσθαι τῶν σαρκικῶν ἐπιθυμιῶν, αἵτινες στρατεύονται κατὰ τῆς ψυχῆς·
[GRCGTR | EL | NT | 1 Peter | Chapter 2 | Verse 12] τὴν ἀναστροφὴν ὑμῶν ἐν τοῖς ἔθνεσιν ἔχοντες καλήν, ἵνα, ἐν ᾧ καταλαλοῦσιν ὑμῶν ὡς κακοποιῶν, ἐκ τῶν καλῶν ἔργων, ἐποπτεύσαντες, δοξάσωσι τὸν Θεὸν ἐν ἡμέρᾳ ἐπισκοπῆς.
[GRCGTR | EL | NT | 1 Peter | Chapter 2 | Verse 13] Ὑποτάγητε οὖν πάσῃ ἀνθρωπίνῃ κτίσει διὰ τὸν Κύριον· εἴτε βασιλεῖ, ὡς ὑπερέχοντι·
[GRCGTR | EL | NT | 1 Peter | Chapter 2 | Verse 14] εἴτε ἡγεμόσιν, ὡς δι᾿ αὐτοῦ πεμπομένοις εἰς ἐκδίκησιν μὲν κακοποιῶν, ἔπαινον δὲ ἀγαθοποιῶν.
[GRCGTR | EL | NT | 1 Peter | Chapter 2 | Verse 15] Ὅτι οὕτως ἐστὶ τὸ θέλημα τοῦ Θεοῦ, ἀγαθοποιοῦντας φιμοῦν τὴν τῶν ἀφρόνων ἀνθρώπων ἀγνωσίαν·
[GRCGTR | EL | NT | 1 Peter | Chapter 2 | Verse 16] ὡς ἐλεύθεροι, καὶ μὴ ὡς ἐπικάλυμμα ἔχοντες τῆς κακίας τὴν ἐλευθερίαν, ἀλλ᾿ ὡς δοῦλοι Θεοῦ.
[GRCGTR | EL | NT | 1 Peter | Chapter 2 | Verse 17] Πάντας τιμήσατε. Τὴν ἀδελφότητα ἀγαπᾶτε. Τὸν Θεὸν φοβεῖσθε. Τὸν βασιλέα τιμᾶτε.
[GRCGTR | EL | NT | 1 Peter | Chapter 2 | Verse 18] Οἱ οἰκέται, ὑποτασσόμενοι ἐν παντὶ φόβῳ τοῖς δεσπόταις, οὐ μόνον τοῖς ἀγαθοῖς καὶ ἐπιεικέσιν, ἀλλὰ καὶ τοῖς σκολιοῖς.
[GRCGTR | EL | NT | 1 Peter | Chapter 2 | Verse 19] Τοῦτο γὰρ χάρις, εἰ διὰ συνείδησιν Θεοῦ ὑποφέρει τις λύπας, πάσχων ἀδίκως.
[GRCGTR | EL | NT | 1 Peter | Chapter 2 | Verse 20] Ποῖον γὰρ κλέος, εἰ ἁμαρτάνοντες καὶ κολαφιζόμενοι ὑπομενεῖτε; Ἀλλ᾿ εἰ ἀγαθοποιοῦντες καὶ πάσχοντες ὑπομενεῖτε, τοῦτο χάρις παρὰ Θεῷ.
[GRCGTR | EL | NT | 1 Peter | Chapter 2 | Verse 21] Εἰς τοῦτο γὰρ ἐκλήθητε, ὅτι καὶ Χριστὸς ἔπαθεν ὑπὲρ + 2:21 ἡμῶν, ἡμῖν ¦ ὑμῶν, ὑμῖν ELZ ἡμῶν, ἡμῖν ὑπολιμπάνων ὑπογραμμόν, ἵνα ἐπακολουθήσητε τοῖς ἴχνεσιν αὐτοῦ·
[GRCGTR | EL | NT | 1 Peter | Chapter 2 | Verse 22] ὃς ἁμαρτίαν οὐκ ἐποίησεν, οὐδὲ εὑρέθη δόλος ἐν τῷ στόματι αὐτοῦ·
[GRCGTR | EL | NT | 1 Peter | Chapter 2 | Verse 23] ὃς λοιδορούμενος οὐκ ἀντελοιδόρει, πάσχων οὐκ ἠπείλει, παρεδίδου δὲ τῷ κρίνοντι δικαίως·
[GRCGTR | EL | NT | 1 Peter | Chapter 2 | Verse 24] ὃς τὰς ἁμαρτίας ἡμῶν αὐτὸς ἀνήνεγκεν ἐν τῷ σώματι αὐτοῦ ἐπὶ τὸ ξύλον, ἵνα, ταῖς ἁμαρτίαις ἀπογενόμενοι, τῇ δικαιοσύνῃ ζήσωμεν· οὗ τῷ μώλωπι αὐτοῦ ἰάθητε.
[GRCGTR | EL | NT | 1 Peter | Chapter 2 | Verse 25] Ἦτε γὰρ ὡς πρόβατα πλανώμενα· ἀλλ᾿ ἐπεστράφητε νῦν ἐπὶ τὸν ποιμένα καὶ ἐπίσκοπον τῶν ψυχῶν ὑμῶν.
