[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 1] And the king of Egypt gathered together great forces, as the sand which is by the sea shore, and many ships, and sought to make himself master of Alexander’s kingdom by deceit, and to add it to his own kingdom.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 2] And he went forth into Syria with words of peace, and they of the cities opened unto him, and met him; for king Alexander’s commandment was that they should meet him, because he was his father-in-law.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 3] Now as he entered into the cities of Ptolemais, he set his forces for a garrison in each city.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 4] But when he came near to Azotus, they showed him the temple of Dagon burned with fire, and Azotus and the suburbs thereof pulled down, and the bodies cast abroad, and them that had been burned, whom he burned in the war, for they had made heaps of them in his way.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 5] And they told the king what things Jonathan had done, that they might cast blame on him: and the king held his peace.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 6] And Jonathan met the king with pomp at Joppa, and they saluted one another, and they slept there.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 7] And Jonathan went with the king as far as the river that is called Eleutherus, and returned to Jerusalem.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 8] But king Ptolemy became master of the cities upon the seacoast, unto Seleucia which is by the sea, and he devised evil devices concerning Alexander.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 9] And he sent ambassadors unto king Demetrius, saying, Come, let us make a covenant with one another, and I will give thee my daughter whom Alexander hath, and thou shalt reign over thy father’s kingdom;
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 10] for I have repented that I gave my daughter unto him, for he sought to slay me.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 11] And he cast blame on him, because he coveted his kingdom.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 12] And taking his daughter from him, he gave her to Demetrius, and was estranged from Alexander, and their enmity was openly seen.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 13] And Ptolemy entered into Antioch, and put on himself the diadem of Asia; and he put two diadems upon his head, the diadem of Egypt and that of Asia.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 14] But king Alexander was in Cilicia at that season, because they of those parts were in revolt.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 15] And Alexander heard of it, and he came against him in war: and Ptolemy led forth his host, and met him with a strong force, and put him to flight.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 16] And Alexander fled into Arabia, that he might be sheltered there; but king Ptolemy was exalted.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 17] And Zabdiel the Arabian took off Alexander’s head, and sent it to Ptolemy.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 18] And king Ptolemy died the third day after, and they that were in his strongholds were slain by them that were in the strongholds.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 19] And Demetrius reigned in the hundred and threescore and seventh year.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 20] In those days Jonathan gathered together them of Judea, to take the citadel that was at Jerusalem: and he made many engines of war against it.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 21] And certain that hated their own nation, men that transgressed the law, went unto the king, and reported to him that Jonathan was besieging the citadel.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 22] And he heard, and was angered; but when he heard it, he set forth immediately, and came to Ptolemais, and wrote unto Jonathan, that he should not besiege it, and that he should meet him and speak with him at Ptolemais with all speed.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 23] But when Jonathan heard this, he commanded to besiege it still: and he chose certain of the elders of Israel and of the priests, and put himself in peril,
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 24] and taking silver and gold and raiment and diverse presents besides, went to Ptolemais unto the king. And he found favor in his sight.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 25] And certain lawless men of them that were of the nation made complaints against him,
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 26] and the king did unto him even as his predecessors had done unto him, and exalted him in the sight of all his Friends,
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 27] and confirmed to him the high priesthood, and all the other honors that he had before, and gave him preeminence among his Chief Friends.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 28] And Jonathan requested of the king, that he would make Judea free from tribute, and the three provinces, and the country of Samaria; and promised him three hundred talents.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 29] And the king consented, and wrote letters unto Jonathan concerning all these things after this manner:
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 30] King Demetrius unto his brother Jonathan, and unto the nation of the Jews, greeting:
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 31] The copy of the letter which we wrote unto Lasthenes our kinsman concerning you, we have written also unto you, that ye may see it.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 32] King Demetrius unto Lasthenes his father, greeting:
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 33] We have determined to do good to the nation of the Jews, who are our friends, and observe what is just toward us, because of their good will toward us.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 34] We have confirmed therefore unto them the borders of Judea, and also the three governments of Aphairema and Lydda and Rathamin (these were added unto Judea from the country of Samaria), and all things appertaining unto them, for all such as do sacrifice in Jerusalem, instead of the king’s dues which the king received of them yearly aforetime from the produce of the earth and the fruits of trees.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 35] And as for the other things that pertain unto us from henceforth, of the tenths and the tolls that pertain unto us, and the salt pits, and the crowns that pertain unto us, all these we will bestow upon them.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 36] And not one of these things shall be annulled from this time forth and forever.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 37] Now therefore be careful to make a copy of these things, and let it be given unto Jonathan, and let it be set up on the holy mount in a meet and conspicuous place.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 38] And king Demetrius saw that the land was quiet before him, and that no resistance was made to him, and he sent away all his forces, each man to his own place, except the foreign forces, which he had raised from the isles of the Gentiles: and all the forces of his fathers hated him.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 39] Now Trypho was of those who aforetime had been of Alexander’s part, and he saw that all the forces murmured against Demetrius, and he went to Imalkue the Arabian, who was nourishing up Antiochus the young child of Alexander,
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 40] and pressed sore upon him that he should deliver him unto him, that he might reign in his father’s stead: and he told him all that Demetrius had done, and the hatred wherewith his forces hated him; and he abode there many days.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 41] And Jonathan sent unto king Demetrius, that he should cast out of Jerusalem them of the citadel, and them that were in the strongholds; for they fought against Israel continually.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 42] And Demetrius sent unto Jonathan, saying, I will not only do this for thee and thy nation, but I will greatly honor thee and thy nation, if I find fair occasion.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 43] Now therefore thou shalt do well, if thou send me men who shall fight for me; for all my forces are revolted.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 44] And Jonathan sent him three thousand valiant men unto Antioch: and they came to the king, and the king was glad at their coming.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 45] And they of the city gathered themselves together into the midst of the city, to the number of a hundred and twenty thousand men, and they were minded to slay the king.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 46] And the king fled into the court of the palace, and they of the city seized the passages of the city, and began to fight.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 47] And the king called the Jews to help him, and they were gathered together unto him all at once, and they dispersed themselves in the city, and slew that day to the number of a hundred thousand.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 48] And they set the city on fire, and gat many spoils that day, and saved the king.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 49] And they of the city saw that the Jews had made themselves masters of the city as they would, and they waxed faint in their hearts, and they cried out to the king with supplication, saying,
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 50] Give us thy right hand, and let the Jews cease from fighting against us and the city.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 51] And they cast away their arms, and made peace; and the Jews were glorified in the sight of the king, and before all that were in his kingdom; and they returned to Jerusalem, having many spoils.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 52] And king Demetrius sat on the throne of his kingdom, and the land was quiet before him.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 53] And he lied in all that he spake, and estranged himself from Jonathan, and recompensed him not according to the benefits with which he had recompensed him, and afflicted him exceedingly.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 54] Now after this Trypho returned, and with him the young child Antiochus; and he reigned, and put on a diadem.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 55] And there were gathered unto him all the forces which Demetrius had sent away with disgrace, and they fought against him, and he fled and was put to the rout.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 56] And Trypho took the elephants, and became master of Antioch.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 57] And the young Antiochus wrote unto Jonathan, saying, I confirm unto thee the high priesthood, and appoint thee over the four governments, and to be one of the king’s Friends.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 58] And he sent unto him golden vessels and furniture for the table, and gave him leave to drink in golden vessels, and to be clothed in purple, and to have a golden buckle.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 59] And his brother Simon he made captain from the Ladder of Tyre unto the borders of Egypt.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 60] And Jonathan went forth, and took his journey beyond the river and through the cities; and all the forces of Syria gathered themselves unto him to be his confederates. And he came to Askalon, and they of the city met him honorably.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 61] And he departed thence to Gaza, and they of Gaza shut him out; and he laid siege unto it, and burned the suburbs thereof with fire, and plundered them.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 62] And they of Gaza made request unto Jonathan, and he gave them his right hand, and took the sons of their princes for hostages, and sent them away to Jerusalem; and he passed through the country as far as Damascus.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 63] And Jonathan heard that Demetrius’ princes were come to Kedesh, which is in Galilee, with a great host, purposing to remove him from his office;
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 64] and he went to meet them, but Simon his brother he left in the country.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 65] And Simon encamped against Beth-zur, and fought against it many days, and shut it up:
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 66] and they made request to him that he would give them his right hand, and he gave it to them; and he put them out from thence, and took possession of the city, and set a garrison over it.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 67] And Jonathan and his army encamped at the water of Gennesaret, and early in the morning they gat them to the plain of Hazor.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 68] And, behold, an army of strangers met him in the plain, and they laid an ambush for him in the mountains, but themselves met him face to face.
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 69] But they that lay in ambush rose out of their places, and joined battle; and all they that were of Jonathan’s side fled:
[ASV | EN | OT | 1 Maccabees | Chapter 11 | Verse 70] not one of them was left, except Mattathias the son of Absalom, and Judas the son of Chalphi, captains of the forces.
