[WLC | HE | OT | Job | Chapter 6 | Verse 1] וַיַּ֥עַן אִיּ֗וֹב וַיֹּאמַֽר׃
[WLC | HE | OT | Job | Chapter 6 | Verse 2] ל֗וּ שָׁק֣וֹל יִשָּׁקֵ֣ל כַּעְשִׂ֑י והיתי בְּֽמֹאזְנַ֥יִם יִשְׂאוּ־יָֽחַד׃
[WLC | HE | OT | Job | Chapter 6 | Verse 3] כִּֽי־עַתָּ֗ה מֵח֣וֹל יַמִּ֣ים יִכְבָּ֑ד עַל־כֵּ֝֗ן דְּבָרַ֥י לָֽעוּ׃
[WLC | HE | OT | Job | Chapter 6 | Verse 4] כִּ֤י חִצֵּ֪י שַׁדַּ֡י עִמָּדִ֗י אֲשֶׁ֣ר חֲ֭מָתָם שֹׁתָ֣ה רוּחִ֑י בִּעוּתֵ֖י אֱל֣וֹהַּ יַֽעַרְכֽוּנִי׃
[WLC | HE | OT | Job | Chapter 6 | Verse 5] הֲיִֽנְהַק־פֶּ֥רֶא עֲלֵי־דֶ֑שֶׁא אִ֥ם יִגְעֶה־שּׁ֝֗וֹר עַל־בְּלִילֽוֹ׃
[WLC | HE | OT | Job | Chapter 6 | Verse 6] הֲיֵאָכֵ֣ל תָּ֭פֵל מִבְּלִי־מֶ֑לַח אִם־יֶשׁ־טַ֝֗עַם בְּרִ֣יר חַלָּמֽוּת׃
[WLC | HE | OT | Job | Chapter 6 | Verse 7] מֵאֲנָ֣ה לִנְגּ֣וֹעַ נַפְשִׁ֑י הֵ֝֗מָּה כִּדְוֵ֥י לַחְמִֽי׃
[WLC | HE | OT | Job | Chapter 6 | Verse 8] מִֽי־יִ֭תֵּן תָּב֣וֹא שֶֽׁאֱלָתִ֑י וְ֝תִקְוָתִ֗י יִתֵּ֥ן אֱלֽוֹהַּ׃
[WLC | HE | OT | Job | Chapter 6 | Verse 9] וְיֹאֵ֣ל אֱ֭לוֹהַּ וִֽידַכְּאֵ֑נִי יַתֵּ֥ר יָ֝ד֗וֹ וִֽיבַצְּעֵֽנִי׃
[WLC | HE | OT | Job | Chapter 6 | Verse 10] וּ֥תְהִי ע֨וֹד ׀ נֶ֘חָ֤מָתִ֗י וַאֲסַלְּדָ֣ה בְ֭חִילָה לֹ֣א יַחְמ֑וֹל כִּי־לֹ֥א כִ֝חַ֗דְתִּי אִמְרֵ֥י קָדֽוֹשׁ׃
[WLC | HE | OT | Job | Chapter 6 | Verse 11] מַה־כֹּחִ֥י כִֽי־אֲיַחֵ֑ל וּמַה־קִּ֝צִּ֗י כִּֽי־אַאֲרִ֥יךְ נַפְשִֽׁי׃
[WLC | HE | OT | Job | Chapter 6 | Verse 12] אִם־כֹּ֣חַ אֲבָנִ֣ים כֹּחִ֑י אִֽם־בְּשָׂרִ֥י נָחֽוּשׁ׃
[WLC | HE | OT | Job | Chapter 6 | Verse 13] הַאִ֬ם אֵ֣ין עֶזְרָתִ֣י בִ֑י וְ֝תֻשִׁיָּ֗ה נִדְּחָ֥ה מִמֶּֽנִּי׃
[WLC | HE | OT | Job | Chapter 6 | Verse 14] לַמָּ֣ס מֵרֵעֵ֣הוּ חָ֑סֶד וְיִרְאַ֖ת שַׁדַּ֣י יַעֲזֽוֹב׃
[WLC | HE | OT | Job | Chapter 6 | Verse 15] אַ֭חַי בָּגְד֣וּ כְמוֹ־נָ֑חַל כַּאֲפִ֖יק נְחָלִ֣ים יַעֲבֹֽרוּ׃
[WLC | HE | OT | Job | Chapter 6 | Verse 16] הַקֹּדְרִ֥ים מִנִּי־קָ֑רַח עָ֝לֵ֗ימוֹ יִתְעַלֶּם־שָֽׁלֶג ׃
