[WLC | HE | OT | Job | Chapter 39 | Verse 1] הֲיָדַ֗עְתָּ עֵ֭ת לֶ֣דֶת יַעֲלֵי־סָ֑לַע חֹלֵ֖ל אַיָּל֣וֹת תִּשְׁמֹֽר׃
[WLC | HE | OT | Job | Chapter 39 | Verse 2] תִּסְפֹּ֣ר יְרָחִ֣ים תְּמַלֶּ֑אנָה וְ֝יָדַ֗עְתָּ עֵ֣ת לִדְתָּֽנָה׃
[WLC | HE | OT | Job | Chapter 39 | Verse 3] תִּ֭כְרַעְנָה יַלְדֵיהֶ֣ן תְּפַלַּ֑חְנָה חֶבְלֵיהֶ֥ם תְּשַׁלַּֽחְנָה׃
[WLC | HE | OT | Job | Chapter 39 | Verse 4] יַחְלְמ֣וּ בְ֭נֵיהֶם יִרְבּ֣וּ בַבָּ֑ר יָ֝צְא֗וּ וְלֹא־שָׁ֥בוּ לָֽמוֹ׃
[WLC | HE | OT | Job | Chapter 39 | Verse 5] מִֽי־שִׁלַּ֣ח פֶּ֣רֶא חָפְשִׁ֑י וּמֹסְר֥וֹת עָ֝ר֗וֹד מִ֣י פִתֵּֽחַ׃
[WLC | HE | OT | Job | Chapter 39 | Verse 6] אֲשֶׁר־שַׂ֣מְתִּי עֲרָבָ֣ה בֵית֑וֹ וּֽמִשְׁכְּנוֹתָ֥יו מְלֵֽחָה׃
[WLC | HE | OT | Job | Chapter 39 | Verse 7] יִ֭שְׂחַק לַהֲמ֣וֹן קִרְיָ֑ה תְּשֻׁא֥וֹת נ֝וֹגֵ֗שׂ לֹ֣א יִשְׁמָֽע׃
[WLC | HE | OT | Job | Chapter 39 | Verse 8] יְת֣וּר הָרִ֣ים מִרְעֵ֑הוּ וְאַחַ֖ר כָּל־יָר֣וֹק יִדְרֽוֹשׁ׃
[WLC | HE | OT | Job | Chapter 39 | Verse 9] הֲיֹ֣אבֶה רֵּ֣ים עָבְדֶ֑ךָ אִם־יָ֝לִ֗ין עַל־אֲבוּסֶֽךָ׃
[WLC | HE | OT | Job | Chapter 39 | Verse 10] הֲֽתִקְשָׁר־רֵ֭ים בְּתֶ֣לֶם עֲבֹת֑וֹ אִם־יְשַׂדֵּ֖ד עֲמָקִ֣ים אַחֲרֶֽיךָ׃
[WLC | HE | OT | Job | Chapter 39 | Verse 11] הֲֽתִבְטַח־בּ֭וֹ כִּי־רַ֣ב כֹּח֑וֹ וְתַעֲזֹ֖ב אֵלָ֣יו יְגִיעֶֽךָ׃
[WLC | HE | OT | Job | Chapter 39 | Verse 12] הֲתַאֲמִ֣ין בּ֭וֹ כִּי־ישוב זַרְעֶ֑ךָ וְֽגָרְנְךָ֥ יֶאֱסֹֽף׃
[WLC | HE | OT | Job | Chapter 39 | Verse 13] כְּנַף־רְנָנִ֥ים נֶעֱלָ֑סָה אִם־אֶ֝בְרָ֗ה חֲסִידָ֥ה וְנֹצָֽה׃
[WLC | HE | OT | Job | Chapter 39 | Verse 14] כִּֽי־תַעֲזֹ֣ב לָאָ֣רֶץ בֵּצֶ֑יהָ וְֽעַל־עָפָ֥ר תְּחַמֵּֽם׃
[WLC | HE | OT | Job | Chapter 39 | Verse 15] וַ֭תִּשְׁכַּח כִּי־רֶ֣גֶל תְּזוּרֶ֑הָ וְחַיַּ֖ת הַשָּׂדֶ֣ה תְּדוּשֶֽׁהָ׃
[WLC | HE | OT | Job | Chapter 39 | Verse 16] הִקְשִׁ֣יחַ בָּנֶ֣יהָ לְּלֹא־לָ֑הּ לְרִ֖יק יְגִיעָ֣הּ בְּלִי־פָֽחַד׃
[WLC | HE | OT | Job | Chapter 39 | Verse 17] כִּֽי־הִשָּׁ֣הּ אֱל֣וֹהַּ חָכְמָ֑ה וְלֹא־חָ֥לַק לָ֝֗הּ בַּבִּינָֽה׃
[WLC | HE | OT | Job | Chapter 39 | Verse 18] כָּ֭עֵת בַּמָּר֣וֹם תַּמְרִ֑יא תִּֽשְׂחַ֥ק לַ֝סּ֗וּס וּלְרֹֽכְבֽוֹ׃
[WLC | HE | OT | Job | Chapter 39 | Verse 19] הֲתִתֵּ֣ן לַסּ֣וּס גְּבוּרָ֑ה הֲתַלְבִּ֖ישׁ צַוָּאר֣וֹ רַעְמָֽה׃
[WLC | HE | OT | Job | Chapter 39 | Verse 20] הְֽ֭תַרְעִישֶׁנּוּ כָּאַרְבֶּ֑ה ה֖וֹד נַחְר֣וֹ אֵימָֽה׃
[WLC | HE | OT | Job | Chapter 39 | Verse 21] יַחְפְּר֣וּ בָ֭עֵמֶק וְיָשִׂ֣ישׂ בְּכֹ֑חַ יֵ֝צֵ֗א לִקְרַאת־נָֽשֶׁק׃
[WLC | HE | OT | Job | Chapter 39 | Verse 22] יִשְׂחַ֣ק לְ֭פַחַד וְלֹ֣א יֵחָ֑ת וְלֹֽא־יָ֝שׁ֗וּב מִפְּנֵי־חָֽרֶב׃
[WLC | HE | OT | Job | Chapter 39 | Verse 23] עָ֭לָיו תִּרְנֶ֣ה אַשְׁפָּ֑ה לַ֖הַב חֲנִ֣ית וְכִידֽוֹן׃
[WLC | HE | OT | Job | Chapter 39 | Verse 24] בְּרַ֣עַשׁ וְ֭רֹגֶז יְגַמֶּא־אָ֑רֶץ וְלֹֽא־יַ֝אֲמִ֗ין כִּי־ק֥וֹל שׁוֹפָֽר׃
[WLC | HE | OT | Job | Chapter 39 | Verse 25] בְּדֵ֤י שֹׁפָ֨ר ׀ יֹ֘אמַ֤ר הֶאָ֗ח וּֽ֭מֵרָחוֹק יָרִ֣יחַ מִלְחָמָ֑ה רַ֥עַם שָׂ֝רִים וּתְרוּעָֽה׃
[WLC | HE | OT | Job | Chapter 39 | Verse 26] הֲֽ֭מִבִּינָ֣תְךָ יַֽאֲבֶר־נֵ֑ץ יִפְרֹ֖שׂ כנפו לְתֵימָֽן׃
[WLC | HE | OT | Job | Chapter 39 | Verse 27] אִם־עַל־פִּ֭יךָ יַגְבִּ֣יהַּ נָ֑שֶׁר וְ֝כִ֗י יָרִ֥ים קִנּֽוֹ׃
[WLC | HE | OT | Job | Chapter 39 | Verse 28] סֶ֣לַע יִ֭שְׁכֹּן וְיִתְלֹנָ֑ן עַֽל־שֶׁן־סֶ֝֗לַע וּמְצוּדָֽה׃
[WLC | HE | OT | Job | Chapter 39 | Verse 29] מִשָּׁ֥ם חָֽפַר־אֹ֑כֶל לְ֝מֵרָח֗וֹק עֵינָ֥יו יַבִּֽיטוּ׃
[WLC | HE | OT | Job | Chapter 39 | Verse 30] ואפרחו יְעַלְעוּ־דָ֑ם וּבַאֲשֶׁ֥ר חֲ֝לָלִ֗ים שָׁ֣ם הֽוּא׃ פ
