[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 1] Now the feast of unleavened bread drew nigh, which is called the Passover.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 2] And the chief priests and scribes sought how they might kill him: for they feared the people.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 3] Then Satan entered into Judas surnamed Iscariot, being of the number of the twelve.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 4] And he went, and communed with the chief priests and captains, how he might betray him to them.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 5] And they were glad, and covenanted to give him money.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 6] And he promised, and sought opportunity to betray him to them in the absence of the multitude.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 7] Then came the day of unleavened bread, when the passover must be killed.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 8] And he sent Peter and John, saying, Go and prepare for us the passover, that we may eat.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 9] And they said to him, Where wilt thou that we prepare?
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 10] And he said to them, Behold, when ye have entered into the city, there shall a man meet you, bearing a pitcher of water; follow him into the house where he entereth.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 11] And ye shall say to the master of the house, The Master saith to thee, Where is the guest-chamber, where I may eat the passover with my disciples?
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 12] And he will show you a large upper room furnished: there make ready.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 13] And they went and found as he had said to them: and they made ready the passover.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 14] And when the hour was come, he sat down, and the twelve apostles with him.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 15] And he said to them, I have earnestly desired to eat this passover with you before I suffer.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 16] For I say to you, I will not any more eat of it until it shall be fulfilled in the kingdom of God.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 17] And he took the cup, and gave thanks, and said, Take this, and divide it among yourselves.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 18] For I say to you, I will not drink of the fruit of the vine, until the kingdom of God shall come.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 19] And he took bread, and gave thanks, and broke it , and gave to them, saying, This is my body which is given for you: this do in remembrance of me.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 20] Likewise also the cup after supper, saying, This cup is the new testament in my blood, which is shed for you.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 21] But behold, the hand of him that betrayeth me is with me on the table.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 22] And truly the Son of man goeth as it was determined: but woe to that man by whom he is betrayed!
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 23] And they began to inquire among themselves, which of them it was that should do this thing.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 24] And there was also a strife among them, which of them should be accounted the greatest.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 25] And he said to them, The kings of the Gentiles exercise lordship over them; and they that exercise authority upon them, are called benefactors.
[WEBSTER | EN | NT | Luke | Chapter 22 | Verse 26] But ye shall not be so: but he that is greatest among you, let him be as the younger; and he that is chief, as he that doth serve.
