[LXX | EL | OT | Exodus | Chapter 39 | Verse 1] Πᾶν τὸ χρυσίον, ὃ κατειργάσθη εἰς τὰ ἔργα κατὰ πᾶσαν τὴν ἐργασίαν τῶν ἁγίων, ἐγένετο χρυσίου τοῦ τῆς ἀπαρχῆς, ἐννέα καὶ εἴκοσι τάλαντα, καὶ ἑπτακόσιοι εἴκοσι σίκλοι κατὰ τὸν σίκλον τὸν ἅγιον·
[LXX | EL | OT | Exodus | Chapter 39 | Verse 2] Καὶ ἀργυρίου ἀφαίρεμα παρὰ τῶν ἐπεσκεμμένων ἀνδρῶν τῆς συναγωγῆς ἑκατὸν τάλαντα, καὶ χίλιοι ἑπτακόσιοι ἑβδομηκονταπέντε σίκλοι· δραχμὴ μία τῇ κεφαλῇ τὸ ἥμισυ τοῦ σίκλου, κατὰ τὸν σίκλον τὸν ἅγιον·
[LXX | EL | OT | Exodus | Chapter 39 | Verse 3] Πᾶς ὁ παραπορευόμενος τὴν ἐπίσκεψιν ἀπὸ εἰκοσαετοῦς καὶ ἐπάνω εἰς τὰς ἑξήκοντα μυριάδας, καὶ τρισχίλιοι πεντακόσιοι καὶ πεντήκοντα.
[LXX | EL | OT | Exodus | Chapter 39 | Verse 4] Καὶ ἐγενήθη τὰ ἑκατὸν τάλαντα τοῦ ἀργυρίου εἰς τὴν χώνευσιν τῶν ἑκατὸν κεφαλίδων τῆς σκηνῆς, καὶ εἰς τὰς κεφαλίδας τοῦ καταπετάσματος,
[LXX | EL | OT | Exodus | Chapter 39 | Verse 5] ἑκατὸν κεφαλίδες εἰς τὰ ἑκατὸν τάλαντα, τάλαντον τῇ κεφαλίδι·
[LXX | EL | OT | Exodus | Chapter 39 | Verse 6] Καὶ τοὺς χιλίους ἑπτακοσίους ἑβδομηκοντα πέντε σίκλους ἐποίησεν εἰς τὰς ἀγκύλας τοῖς στύλοις· καὶ κατεχρύσωσε τὰς κεφαλίδας αὐτῶν, καὶ κατεκόσμησεν αὐτούς.
[LXX | EL | OT | Exodus | Chapter 39 | Verse 7] Καὶ ὁ χαλκὸς τοῦ ἀφαιρέματος ἑβδομήκοντα τάλαντα, καὶ χίλιοι πεντακόσιοι σίκλοι·
[LXX | EL | OT | Exodus | Chapter 39 | Verse 8] Καὶ ἐποίησαν ἐξ αὐτον τὰς βάσεις τῆς θύρας τῆς σκηνῆς τοῦ μαρτυρίου,
[LXX | EL | OT | Exodus | Chapter 39 | Verse 9] καὶ τὰς βάσεις τῆς αὐλῆς κύκλῳ, καὶ τὰς βάσεις τῆς πύλης τῆς αὐλῆς, καὶ τοὺς πασσάλους τῆς σκηνῆς, καὶ τοὺς πασσάλους τῆς αὐλῆς κύκλῳ,
[LXX | EL | OT | Exodus | Chapter 39 | Verse 10] καὶ τὸ παράθεμα τὸ χαλκοῦν τοῦ θυσιαστηρίου, καὶ πάντα τὰ σκεύη τοῦ θυσιαστηρίου, καὶ πάντα τὰ ἐργαλεῖα τῆς σκηνῆς τοῦ μαρτυρίου·
[LXX | EL | OT | Exodus | Chapter 39 | Verse 11] Καὶ ἐποίησαν οἱ υἱοὶ Ἰσραὴλ, καθὰ συνέταξε Κύριος τῷ Μωυσῇ, οὕτως ἐποίησαν·
[LXX | EL | OT | Exodus | Chapter 39 | Verse 12] Τὸ δὲ λοιπὸν χρυσίον τοῦ ἀφαιρέματος ἐποίησαν σκεύη εἰς τὸ λειτουργεῖν ἐν αὐτοῖς ἔναντι Κυρίου·
[LXX | EL | OT | Exodus | Chapter 39 | Verse 13] Καὶ τὴν καταλειφθεῖσαν ὑάκινθον, καὶ πορφύραν, καὶ τὸ κόκκινον ἐποίησαν στολὰς λειτουργικὰς Ἀαρών, ὥστε λειτουργεῖν ἐν αὐταῖς ἐν τῷ ἁγίῳ·
[LXX | EL | OT | Exodus | Chapter 39 | Verse 14] Καὶ ἤνεγκαν τὰς στολὰς πρὸς Μωυσῆν, καὶ τὴν σκηνὴν, καὶ τὰ σκεύη αὐτῆς, τὰς βάσεις καὶ τοὺς μοχλοὺς αὐτῆς, καὶ τοὺς στύλους·
[LXX | EL | OT | Exodus | Chapter 39 | Verse 15] καὶ τὸ θυσιαστήριον, καὶ πάντα τὰ σκεύη αὐτοῦ.
[LXX | EL | OT | Exodus | Chapter 39 | Verse 16] Καὶ τὸ ἔλαιον τῆς χρίσεως, καὶ τὸ θυμίαμα τῆς συνθέσεως, καὶ τὴν λυχνίαν τὴν καθαρὰν,
[LXX | EL | OT | Exodus | Chapter 39 | Verse 17] καὶ τοὺς λύχνους αὐτῆς, λύχνους τῆς καύσεως, καὶ τὸ ἔλαιον τοῦ φωτός·
[LXX | EL | OT | Exodus | Chapter 39 | Verse 18] Καὶ τὴν τράπεζαν τῆς προθέσεως, καὶ πάντα τὰ σκεύη αὐτῆς· καὶ τοὺς ἄρτους τοὺς προκειμένους·
[LXX | EL | OT | Exodus | Chapter 39 | Verse 19] Καὶ τὰς στολὰς τοῦ ἁγίου, αἵ εἰσιν Ἀαρών, καὶ τὰς στολὰς τῶν υἱῶν αὐτοῦ, εἰς τὴν ἱερατείαν·
[LXX | EL | OT | Exodus | Chapter 39 | Verse 20] Καὶ τὰ ἱστία τῆς αὐλῆς, καὶ τοὺς στύλους· καὶ τὸ καταπέτασμα τῆς θύρας τῆς σκηνῆς, καὶ τῆς πύλης τῆς αὐλῆς·
[LXX | EL | OT | Exodus | Chapter 39 | Verse 21] Καὶ πάντα τὰ σκεύη τῆς σκηνῆς, καὶ πάντα τὰ ἐργαλεῖα αὐτῆς· καὶ τὰς διφθέρας δέρματα κριῶν ἠρυθροδανωμένα, καὶ τὰ καλύμματα ὑακίνθινα, καὶ τῶν λοιπῶν τὰ ἐπικαλύμματα· καὶ τοὺς πασσάλους, καὶ πάντα τὰ ἐργαλεῖα τὰ εἰς τὰ ἔργα τῆς σκηνῆς τοῦ μαρτυρίου·
[LXX | EL | OT | Exodus | Chapter 39 | Verse 22] Ὃσα συνέταξε Κύριος τῷ Μωυσῇ, οὕτως ἐποίησαν οἱ υἱοὶ Ἰσραὴλ πᾶσαν τὴν ἀποσκευήν·
[LXX | EL | OT | Exodus | Chapter 39 | Verse 23] Καὶ εἶδε Μωυσῆς πάντα τὰ ἔργα, καὶ ἦσαν πεποιηκότες αὐτὰ ὃν τρόπον συνέταξε Κύριος τῷ Μωυσῇ, οὕτως ἐποίησαν αὐτὰ, καὶ εὐλόγησεν αὐτοὺς Μωυσῆς.
