[LXX | EL | OT | Exodus | Chapter 19 | Verse 1] Τοῦ δὲ μηνὸς τοῦ τρίτου τῆς ἐξόδου τῶν υἱῶν Ἰσραὴλ ἐκ γῆς Αἰγύπτου τῇ ἡμέρᾳ ταύτῃ, ἤλθοσαν εἰς τὴν ἔρημον τοῦ Σινά.
[LXX | EL | OT | Exodus | Chapter 19 | Verse 2] Καὶ ἀπῆραν ἐκ Ῥαφιδεὶν, καὶ ἤλθοσαν εἰς τὴν ἔρημον τοῦ Σινὰ, καὶ παρενέβαλεν ἐκεῖ Ἰσραὴλ κατέναντι τοῦ ὄρους.
[LXX | EL | OT | Exodus | Chapter 19 | Verse 3] Καὶ Μωυσῆς ἀνέβη εἰς τὸ ὄρος τοῦ Θεοῦ· καὶ ἐκάλεσεν αὐτὸν ὁ Θεὸς ἐκ τοῦ ὄρους, λέγων, τάδε ἐρεῖς τῷ οἴκῳ Ἰακὼβ, καὶ ἀναγγελεῖς τοῖς υἱοῖς Ἰσραήλ.
[LXX | EL | OT | Exodus | Chapter 19 | Verse 4] Αὐτοὶ ἑωράκατε ὅσα πεποίηκα τοῖς Αἱγυπτίοις, καὶ ἀνέλαβον ὑμᾶς ὡσεὶ ἐπὶ πτερύγων ἀετῶν, καὶ προσηγαγόμην ὑμᾶς πρὸς ἐμαυτόν.
[LXX | EL | OT | Exodus | Chapter 19 | Verse 5] Καὶ νῦν ἐὰν ἀκοῇ ἀκούσητε τῆς ἐμῆς φωνῆς, καὶ φυλάξητε τὴν διαθήκην μου, ἔσεσθέ μοι λαὸς περιούσιος ἀπὸ πάντων τῶν ἐθνῶν· ἐμὴ γάρ ἐστι πᾶσα ἡ γῆ.
[LXX | EL | OT | Exodus | Chapter 19 | Verse 6] Ὑμεῖς δὲ ἔσεσθέ μοι βασίλειον ἱεράτευμα καὶ ἔθνος ἅγιον· ταῦτα τὰ ῥήματα ἐρεῖς τοῖς υἱοῖς Ἰσραήλ.
[LXX | EL | OT | Exodus | Chapter 19 | Verse 7] Ἦλθε δὲ Μωυσῆς, καὶ ἐκάλεσεν τοὺς πρεσβυτέρους τοῦ λαοῦ· καὶ παρέθηκεν αὐτοῖς πάντας τοὺς λόγους τούτους, οὓς συνέταξεν αὐτοῖς ὁ Θεός.
[LXX | EL | OT | Exodus | Chapter 19 | Verse 8] Ἀπεκρίθη δὲ πᾶς ὁ λαὸς ὁμοθυμαδὸν, καὶ εἶπαν, πάντα ὅσα εἶπεν ὁ Θεὸς, ποιήσομεν καὶ ἀκουσόμεθα· ἀνήνεγκε δὲ Μωυσῆς τοὺς λόγους τούτους πρὸς τὸν Θεόν.
[LXX | EL | OT | Exodus | Chapter 19 | Verse 9] Εἶπε δὲ Κύριος πρὸς Μωυσῆν, ἰδοὺ ἐγὼ παραγίνομαι πρὸς σὲ ἐν στύλῳ νεφέλης, ἵνα ἀκούσῃ ὁ λαὸς λαλοῦντός μου πρὸς σὲ, καὶ σοὶ πιστεύσωσιν εἰς τὸν αἰῶνα· ἀνήγγειλε δὲ Μωυσῆς τὰ ῥήματα τοῦ λαοῦ πρὸς Κύριον.
[LXX | EL | OT | Exodus | Chapter 19 | Verse 10] Εἶπε δὲ Κύριος πρὸς Μωυσῆν, Καταβὰς διαμάρτυραι τῷ λαῷ, καὶ ἅγνισον αὐτοὺς σήμερον καὶ αὔριον, καὶ πλυνάτωσαν τὰ ἱμάτια,
[LXX | EL | OT | Exodus | Chapter 19 | Verse 11] καὶ ἔστωσαν ἕτοιμοι εἰς τὴν ἡμέραν τὴν τρίτην· τῇ γὰρ ἡμέρᾳ τῇ τρίτῃ καταβήσεται Κύριος ἐπὶ τὸ ὄρος τὸ Σινὰ, ἐναντίον παντὸς τοῦ λαοῦ.
[LXX | EL | OT | Exodus | Chapter 19 | Verse 12] Καὶ ἀφοριεῖς τὸν λαὸν κύκλῳ, λέγων, προσέχετε ἑαυτοῖς τοῦ ἀναβῆναι εἰς τὸ ὄρος, καὶ θίγειν τι αὐτοῦ· πᾶς ὁ ἁψάμενος τοῦ ὄρους, θανάτῳ τελευτήσει.
[LXX | EL | OT | Exodus | Chapter 19 | Verse 13] Οὐχ ἅψεται αὐτοῦ χείρ· ἐν γὰρ λίθοις λιθοβοληθήσεται, ἢ βολίδι κατατοξευθήσεται· ἐάν τε κτῆνος ἐάν τε ἄνθρωπος, οὐ ζήσεται· ὅταν αἱ φωναὶ καὶ αἱ σάλπιγγες καὶ ἡ νεφέλη ἀπέλθῃ ἀπὸ τοῦ ὄρους, ἐκεῖνοι ἀναβήσονται ἐπὶ τὸ ὄρος.
[LXX | EL | OT | Exodus | Chapter 19 | Verse 14] Κατέβη δὲ Μωυσῆς ἐκ τοῦ ὄρους πρὸς τὸν λαὸν, καὶ ἡγίασεν αὐτούς· καὶ ἔπλυναν τὰ ἱμάτια.
[LXX | EL | OT | Exodus | Chapter 19 | Verse 15] Καὶ εἶπε τῷ λαῷ, γίνεσθε ἕτοιμοι, τρεῖς ἡμέρας μὴ προσέλθητε γυναικί.
[LXX | EL | OT | Exodus | Chapter 19 | Verse 16] Ἐγένετο δὲ τῇ ἡμέρᾳ τῇ τρίτῃ γενηθέντος πρὸς ὄρθρον, καὶ ἐγένοντο φωναὶ καὶ ἀστραπαὶ καὶ νεφέλη γνοφώδης ἐπʼ ὄρους Σινά· φωνὴ τῆς σάλπιγγος ἤχει μέγα· καὶ ἐπτοήθη πᾶς ὁ λαὸς ὁ ἐν τῇ παρεμβολῇ.
[LXX | EL | OT | Exodus | Chapter 19 | Verse 17] Καὶ ἐξήγαγε Μωυσῆς τὸν λαὸν εἰς συνάντησιν τοῦ Θεοῦ ἐκ τῆς παρεμβολῆς· καὶ παρέστησαν ὑπὸ τὸ ὄρος.
[LXX | EL | OT | Exodus | Chapter 19 | Verse 18] Τὸ ὄρος τὸ Σινὰ ἐκαπνίζετο ὅλον, διὰ τὸ καταβεβηκέναι ἐπʼ αὐτὸ τὸν Θεὸν ἐν πυρί· καὶ ἀνέβαινεν ὁ καπνὸς, ὡσεὶ καπνὸς καμίνου· καὶ ἐξέστη πᾶς ὁ λαὸς σφόδρα.
[LXX | EL | OT | Exodus | Chapter 19 | Verse 19] Ἐγίνοντο δὲ αἱ φωναὶ τῆς σάλπιγγος προβαίνουσαι ἰσχυρότεραι σφόδρα. Μωυσῆς ἐλάλησεν, ὁ δὲ Θεὸς ἀπεκρίνατο αὐτῷ φωνῇ.
