[LXX | EL | OT | Exodus | Chapter 10 | Verse 1] Εἶπε δὲ Κύριος πρὸς Μωυσῆν, λέγων, εἴσελθε πρὸς Φαραὼ, ἐγὼ γὰρ ἐσκλήρυνα αὐτοῦ τὴν καρδίαν καὶ τῶν θεραπόντων αὐτοῦ, ἵνα ἑξῆς ἐπέλθῃ τὰ σημεῖα ταῦτα ἐπʼ αὐτούς·
[LXX | EL | OT | Exodus | Chapter 10 | Verse 2] ὅπως διηγήσησθε εἰς τὰ ὦτα τῶν τέκνων ὑμῶν, καὶ τοῖς τέκνοις τῶν τέκνων ὑμῶν, ὅσα ἐμπέπαιχα τοῖς Αἰγυπτίοις, καὶ τὰ σημεῖά μου, ἃ ἐποίησα ἐν αὐτοῖς· καὶ γνώσεσθε ὅτι ἐγὼ Κύριος.
[LXX | EL | OT | Exodus | Chapter 10 | Verse 3] Εἰσῆλθε δὲ Μωυσῆς καὶ Ἀαρὼν ἐναντίον Φαραὼ, καὶ εἶπαν αὐτῷ, τάδε λέγει Κύριος ὁ Θεὸς τῶν Ἐβραίων, ἕως τίνος οὐ βούλει ἐντραπῆναί με; ἔξαπόστειλον τὸν λαόν μου, ἵνα λατρεύσωσί μοι.
[LXX | EL | OT | Exodus | Chapter 10 | Verse 4] Ἐὰν δὲ μὴ θέλῃς σὺ ἐξαποστεῖλαι τὸν λαόν μου, ἰδοὺ ἐγὼ ἐπάγω ταύτην τὴν ὥραν αὔριον ἀκρίδα πολλὴν ἐπὶ πάντα τὰ ὅριά σου.
[LXX | EL | OT | Exodus | Chapter 10 | Verse 5] Καὶ καλύψει τὴν ὄψιν τῆς γῆς, καὶ οὐ δυνήσῃ κατιδεῖν τὴν γῆν· καὶ κατέδεται πᾶν τὸ περισσὸν τῆς γῆς τὸ καταλειφθὲν, ὃ κατέλιπεν ὑμῖν ἡ χάλαζα, καὶ κατέδεται πᾶν ξύλον τὸ φυόμενον ὑμῖν ἐπὶ τῆς γῆς.
[LXX | EL | OT | Exodus | Chapter 10 | Verse 6] Καὶ πλησθήσονταί σου αἱ οἰκίαι, καὶ αἱ οἰκίαι τῶν θεραπόντων σου, καὶ πᾶσαι αἱ οἰκίαι ἐν πάσῃ γῇ τῶν Αἰγυπτίων· ἃ οὐδέποτε ἑωράκασιν οἱ πατέρες σου, οὐδʼ οἱ πρόπαπποι αὐτῶν, ἀφʼ ἧς ἡμέρας γεγόνασιν ἐπὶ τῆς γῆς, ἔως τῆς ἡμέρας ταύτης· καὶ ἐκκλίνας Μωυσῆς ἐξῆλθεν ἀπὸ Φαραώ.
[LXX | EL | OT | Exodus | Chapter 10 | Verse 7] Καὶ λέγουσιν οἱ θεράποντες Φαραὼ πρὸς αὐτὸν, ἕως τίνος ἔσται τοῦτο ἡμῖν σκῶλον; ἐξαπόστειλον τοὺς ἀνθρώπους, ὅπως λατρεύσωσι τῷ Θεῷ αὐτῶν· ἢ εἰδέναι βούλει ὅτι ἀπόλωλεν Αἴγυπτος;
[LXX | EL | OT | Exodus | Chapter 10 | Verse 8] Καὶ ἀπέστρεψαν τόν τε Μωυσῆν καὶ Ἀαρὼν πρὸς Φαραὼ, καὶ εἶπεν αὐτοῖς, πορεύεσθε καὶ λατρεύσατε Κυρίῳ τῷ Θεῷ ὑμῶν· τίνες δὲ καὶ τίνες εἰσιν οἱ πορευόμενοι;
[LXX | EL | OT | Exodus | Chapter 10 | Verse 9] Καὶ λέγει Μωυσῆς, σὺν τοῖς νεανίσκοις καὶ πρεσβυτέροις πορευσόμεθα, σὺν τοῖς υἱοῖς καὶ θυγατράσι, καὶ προβάτοις, καὶ βουσὶν ἡμῶν· ἔστι γὰρ ἑορτὴ Κυρίου.
[LXX | EL | OT | Exodus | Chapter 10 | Verse 10] Καὶ εἶπε πρὸς αὐτοὺς, ἔστω οὕτω Κύριος μεθʼ ὑμῶν· καθότι ἀποστέλλω ὑμᾶς, μὴ καὶ τὴν ἀποσκευὴν ὑμῶν; ἴδετε ὅτι πονηρία πρόσκειται ὑμῖν.
[LXX | EL | OT | Exodus | Chapter 10 | Verse 11] Μὴ οὕτως· πορευέσθωσαν δὲ οἱ ἄνδρες, καὶ λατρευσάτωσαν τῷ Θεῷ· τοῦτο γὰρ αὐτοὶ ἐκζητεῖτε· ἐξέβαλον δὲ αὐτοὺς ἀπὸ προσώπου Φαραώ.
[LXX | EL | OT | Exodus | Chapter 10 | Verse 12] Εἶπε δὲ Κύριος πρὸς Μωυσῆν, ἔκτεινον τὴν χεῖρα ἐπὶ γῆν Αἰγύπτου· καὶ ἀναβήτω ἀκρὶς ἐπὶ τὴν γῆν, καὶ κατέδεται πᾶσαν βοτάνην τῆς γῆς, καὶ πάντα τὸν καρπὸν τῶν ξύλων, ὃν ὑπελίπετο ἡ χάλαζα.
[LXX | EL | OT | Exodus | Chapter 10 | Verse 13] Καὶ ἐπῇρε Μωυσῆς τὴν ῥάβδον εἰς τὸν οὐρανὸν, καὶ Κύριος ἐπήγαγεν ἄνεμον νότον ἐπὶ τὴν γῆν, ὅλην τὴν ἡμέραν ἐκείνην, καὶ ὅλην τὴν νύκτα· τὸ πρωῒ ἐγενήθη, καὶ ὁ ἄνεμος ὁ νότος ἀνέλαβεν τὴν ἀκρίδα,
[LXX | EL | OT | Exodus | Chapter 10 | Verse 14] καὶ ἀνήγαγεν αὐτὴν ἐπὶ πᾶσαν γῆν Αἰγύπτου· καὶ κατέπαυσεν ἐπὶ πάντα τὰ ὅρια Αἰγύπτου πολλὴ σφόδρα· προτέρα αὐτῆς οὐ γέγονε τοιαύτη ἀκρὶς, καὶ μετὰ ταῦτα οὐκ ἔσται οὕτως.
[LXX | EL | OT | Exodus | Chapter 10 | Verse 15] Καὶ ἐκάλυψε τὴν ὄψιν τῆς γῆς, καὶ ἐφθάρη ἡ γῆ· καὶ κατέφαγε πᾶσαν βοτάνην τῆς γῆς, καὶ πάντα τόν καρπὸν τῶν ξύλων, ὃς ὑπελείφθη ἀπὸ τῆς χαλάζης· οὐχ ὑπελείφθη χλωρὸν οὐδὲν ἐν τοῖς ξύλοις, καὶ ἐν πάσῃ βοτάνῃ τοῦ πεδίου, ἐν πάσηῃ γῇ Αἰγύπτου.
[LXX | EL | OT | Exodus | Chapter 10 | Verse 16] Κατέσπευδε δὲ Φαραὼ καλέσαι Μωυσῆν καὶ Ἀαρὼν, λέγων, ἡμάρτηκα ἐναντίον Κυρίου τοῦ Θεοῦ ὑμῶν, καὶ εἰς ὑμᾶς.
[LXX | EL | OT | Exodus | Chapter 10 | Verse 17] Προσδέξασθε οὖν μου τὴν ἁμαρτίαν ἔτι νῦν, καὶ προσεύξασθε πρὸς Κύριον τὸν Θεὸν ὑμῶν, καὶ περιελέτω ἀπʼ ἐμοῦ τὸν θάνατον τοῦτον.
[LXX | EL | OT | Exodus | Chapter 10 | Verse 18] Ἐξῆλθε δὲ Μωυσῆς ἀπὸ Φαραὼ, καὶ ηὔξατο πρὸς τὸν Θεόν.
[LXX | EL | OT | Exodus | Chapter 10 | Verse 19] Καὶ μετέβαλε Κύριος ἄνεμον ἀπὸ θαλάσσης σφοδρὸν, καὶ ἀνέλαβε τὴν ἀκρίδα, καὶ ἔβαλεν αὐτὴν εἰς τὴν ἐρυθρὰν θαλάσσαν· καὶ οὐχ ὑπελείφη ἀκρὶς μία ἐν πάσῃ γῇ Αἰγύπτου.
[LXX | EL | OT | Exodus | Chapter 10 | Verse 20] Καὶ ἐσκλήρυνε Κύριος τὴν καρδίαν Φαραὼ, καὶ οὐκ ἐξαπέστειλε τοὺς υἱοὺς Ἰσραήλ.
