[LXX | EL | OT | Exodus | Chapter 18 | Verse 1] Ἤκουσε δὲ Ἰοθὸρ ἱερεὺς Μαδιὰμ ὁ γαμβρὸς Μωυσῆ πάντα ὅσα ἐποίησε Κύριος Ἰσραὴλ τῷ ἑαυτοῦ λαῷ· ἐξήγαγε γὰρ Κύριος τὸν Ἰσραὴλ ἐξ Αἰγύπτου.
[LXX | EL | OT | Exodus | Chapter 18 | Verse 2] Ἔλαβε δὲ Ἰοθὸρ ὁ γαμβρὸς Μωυσῆ Σεπφώραν τὴν γυναῖκα Μωυσῆ μετὰ τὴν ἄφεσιν αὐτῆς,
[LXX | EL | OT | Exodus | Chapter 18 | Verse 3] καὶ τοὺς δύο υἱοὺς αὐτῆς· ὄνομα τῷ ἑνὶ αὐτῶν Γηρσάμ, λέγων, πάροικος ἤμην ἐν γῇ ἀλλοτρίᾳ·
[LXX | EL | OT | Exodus | Chapter 18 | Verse 4] καὶ τὸ ὄνομα τοῦ δευτέρου Ἐλίεζερ, λέγων, ὁ γὰρ Θεὸς τοῦ πατρός μου βοηθός μου, καὶ ἐξείλατό με ἐκ χειρὸς Φαραώ.
[LXX | EL | OT | Exodus | Chapter 18 | Verse 5] Καὶ ἐξῆλθεν Ἰοθὸρ ὁ γαμβρὸς Μωυσῆ καὶ οἱ υἱοὶ καὶ ἡ γυνὴ πρὸς Μωυσῆν εἰς τὴν ἔρημον, οὗ παρενέβαλεν ἐπʼ ὄρους τοῦ Θεοῦ.
[LXX | EL | OT | Exodus | Chapter 18 | Verse 6] Ἀνηγγέλη δὲ Μωυσῇ, λέγοντες, ἰδοὺ ὁ γαμβρός σου Ἰοθὸρ παραγίνεται πρὸς σέ, καὶ ἡ γυνὴ καὶ οἱ δύο υἱοί σου μετʼ αὐτοῦ.
[LXX | EL | OT | Exodus | Chapter 18 | Verse 7] Ἐξῆλθε δὲ Μωυσῆς εἰς συνάντησιν τῷ γαμβρῷ, καὶ προσεκύνησεν αὐτῷ, καὶ ἐφίλησεν αυτὸν, καὶ ἠσπάσαντο ἀλλήλους, καὶ εἰσήγαγεν αὐτοὺς εἰς τὴν σκηνήν.
[LXX | EL | OT | Exodus | Chapter 18 | Verse 8] Καὶ διηγήσατο Μωυσῆς τῷ γαμβρῷ πάντα ὅσα ἐποίησε Κύριος τῷ Φαραῷ καὶ πᾶσι τοῖς Αἰγυπτίοις ἕνεκεν τοῦ Ἰσραήλ, καὶ πάντα τὸν μόχθον τὸν γενόμενον αὐτοῖς ἐν τῇ ὁδῷ, καὶ ὅτι ἐξείλατο αὐτοὺς Κύριος ἐκ χειρὸς Φαραὼ, καὶ ἐκ χειρὸς τῶν Αἰγυπτίων.
[LXX | EL | OT | Exodus | Chapter 18 | Verse 9] Ἐξέστη δὲ Ἰοθὸρ ἐπὶ πᾶσι τοῖς ἀγαθοῖς οἷς ἐποίησεν αὐτοῖς Κύριος, ὅτι ἐξείλατο αὐτοὺς ἐκ χειρὸς Αἰγυπτίων καὶ ἐκ χειρὸς Φαραώ.
[LXX | EL | OT | Exodus | Chapter 18 | Verse 10] Καὶ εἶπεν Ἰοθὸρ, εὐλογητὸς Κύριος, ὅτι ἐξείλατο αὐτοὺς ἐκ χειρὸς Αἰγυπτίων καὶ ἐκ χειρὸς Φαραώ.
[LXX | EL | OT | Exodus | Chapter 18 | Verse 11] Νῦν ἔγνων ὅτι μέγας Κύριος παρὰ πάντας τοὺς θεούς ἕνεκεν τούτου, ὅτι ἐπέθεντο αὐτοῖς.
[LXX | EL | OT | Exodus | Chapter 18 | Verse 12] Καὶ ἔλαβεν Ἰοθὸρ ὁ γαμβρὸς Μωυσῆ ὁλοκαυτώματα καὶ θυσίας τῷ Θεῷ· παρεγένετο δὲ Ἀαρὼν καὶ πάντες οἱ πρεσβύτεροι Ἰσραὴλ συμφαγεῖν ἄρτον μετὰ τοῦ γαμβροῦ Μωυσῆ, ἐναντίον τοῦ Θεοῦ.
[LXX | EL | OT | Exodus | Chapter 18 | Verse 13] Καὶ ἐγένετο μετὰ τὴν ἐπαύριον συνεκάθισε Μωυσῆς κρίνειν τὸν λαόν· παρειστήκει δὲ πᾶς ὁ λαὸς Μωυσῇ ἀπὸ πρωΐθεν ἕως δείλης.
[LXX | EL | OT | Exodus | Chapter 18 | Verse 14] Καὶ ἰδὼν Ἰοθὸρ πάντα ὅσα ποιεῖ τῷ λαῷ, λέγει, τί τοῦτο ὃ σὺ ποιεῖς τῷ λαῷ; διατί σὺ κάθησαι μόνος, πᾶς δὲ ὁ λαὸς παρέστηκέ σοι ἀπὸ πρωΐθεν ἕως δείλης;
[LXX | EL | OT | Exodus | Chapter 18 | Verse 15] Καὶ λέγει Μωυσῆς τῷ γαμβρῶ, Ὅτι παραγίνεται πρός με ὁ λαὸς ἐκζητῆσαι κρίσιν παρὰ τοῦ Θεοῦ.
[LXX | EL | OT | Exodus | Chapter 18 | Verse 16] Ὅταν γὰρ γένηται αὐτοῖς ἀντιλογία, καὶ ἔλθωσι πρός με, διακρίνω ἕκαστον, καὶ συμβιβάζω αὐτοὺς τὰ προστάγματα τοῦ Θεοῦ καὶ τὸν νόμον αὐτοῦ.
[LXX | EL | OT | Exodus | Chapter 18 | Verse 17] Εἶπε δὲ ὁ γαμβρὸς Μωυσῆ πρὸς αὐτὸν, οὐκ ὀρθῶς σὺ ποιεῖς τὸ ῥῆμα τοῦτο.
[LXX | EL | OT | Exodus | Chapter 18 | Verse 18] Φθορᾷ καταφθαρήσῃ ἀνυπομονήτῳ καὶ σὺ, καὶ πᾶς ὁ λαὸς οὗτος, ὅς ἐστι μετὰ σοῦ· βαρύ σοι τὸ ῥῆμα τοῦτο· οὐ δυνήσῃ ποιεῖν σὺ μόνος.
[LXX | EL | OT | Exodus | Chapter 18 | Verse 19] Νῦν οὖν ἄκουσόν μου, καὶ συμβουλεύσω σοι, καὶ ἔσται ὁ Θεὸς μετὰ σοῦ· γίνου σὺ τῷ λαῷ τὰ πρὸς τὸν Θεὸν, καὶ ἀνοίσεις τοὺς λόγους αὐτῶν πρὸς τὸν Θεόν.
[LXX | EL | OT | Exodus | Chapter 18 | Verse 20] Καὶ διαμαρτύρῇ αὐτοῖς τὰ προστάγματα τοῦ Θεοῦ καὶ τὸν νόμον αὐτοῦ, καὶ σημανεῖς αὐτοῖς τὰς ὁδοὺς ἐν αἷς πορεύσονται ἐν αὐταῖς, καὶ τὰ ἔργα ἃ ποιήσουσι.
[LXX | EL | OT | Exodus | Chapter 18 | Verse 21] Καὶ σὺ σεαυτῷ σκέψαι ἀπὸ παντὸς τοῦ λαοῦ ἄνδρας δυνατοὺς, θεοσεβεῖς, ἄνδρας δικαίους, μισοῦντας ὑπερηφανίαν, καὶ καταστήσεις ἐπʼ αὐτῶν χιλιάρχους καὶ ἑκατοντάρχους καὶ πεντηκοντάρχους καὶ δεκαδάρχους.
[LXX | EL | OT | Exodus | Chapter 18 | Verse 22] Καὶ κρινοῦσι τὸν λαὸν πᾶσαν ὥραν· τὸ δὲ ῥῆμα τὸ ὑπέρογκον ἀνοίσουσιν ἐπὶ σὲ· τὰ δὲ βραχέα τῶν κριμάτων κρινοῦσιν αὐτοί· καὶ κουφιοῦσιν ἀπὸ σοῦ, καὶ συναντιλήψονταί σοι.
[LXX | EL | OT | Exodus | Chapter 18 | Verse 23] Ἐὰν τὸ ῥῆμα τοῦτο ποιήσῃς, κατισχύσει σε ὁ Θεὸς, καὶ δυνήσῃ παραστῆναι, καὶ πᾶς ὁ λαὸς οὗτος εἰς τὸν ἑαυτοῦ τόπον μετʼ εἰρήνης ἥξει.
[LXX | EL | OT | Exodus | Chapter 18 | Verse 24] Ἤκουσε δὲ Μωυσῆς τῆς φωνῆς τοῦ γαμβροῦ, καὶ ἐποίησεν ὅσα εἶπεν αὐτῷ.
