[LXX | EL | OT | Exodus | Chapter 25 | Verse 1] Καὶ ἐλάλησε Κύριος πρὸς Μωυσῆν, λέγων,
[LXX | EL | OT | Exodus | Chapter 25 | Verse 2] εἶπον τοῖς υἱοῖς Ἰσραὴλ, καὶ λάβετε ἀπαρχὰς παρὰ πάντων, οἷς ἂν δόξῃ τῇ καρδίᾳ, καὶ λήψεσθε τὰς ἀπαρχάς μου.
[LXX | EL | OT | Exodus | Chapter 25 | Verse 3] Καὶ αὕτη ἐστὶν ἡ ἀπαρχὴ, ἣν λήψεσθε παρʼ αὐτῶν· χρυσίον, καὶ ἀργύριον, καὶ χαλκὸν,
[LXX | EL | OT | Exodus | Chapter 25 | Verse 4] καὶ ὑάκινθον, καὶ πορφύραν, καὶ κόκκινον διπλοῦν, καὶ βύσσον κεκλωσμένην, καὶ τρίχας αἰγείας,
[LXX | EL | OT | Exodus | Chapter 25 | Verse 5] καὶ δέρματα κριῶν ἠρυθροδανωμένα, καὶ δέρματα ὑακίνθινα, καὶ ξύλα ἄσηπτα, καὶ ἔλαιον εἰς τὴν φαῦσιν, θυμιάματα εἰς τὸ ἔλαιον τῆς χρίσεως, καὶ εἰς τὴν σύνθεσιν τοῦ θυμιάματος,
[LXX | EL | OT | Exodus | Chapter 25 | Verse 7] καὶ λίθους Σαρδίου, καὶ λίθους εἰς τὴν γλυφὴν εἰς τὴν ἐπωμίδα, καὶ τὸν ποδήρη.
[LXX | EL | OT | Exodus | Chapter 25 | Verse 8] Καὶ ποιήεις μοι ἁγίασμα, καὶ ὀφθήσομαι ἐν ὑμῖν.
[LXX | EL | OT | Exodus | Chapter 25 | Verse 9] Καὶ ποιήσεις μοι κατὰ πάντα ὅσα σοι δεικνύω ἐν τῷ ὄρει, τὸ παράδειγμα τῆς σκηνῆς, καὶ τὸ παράδειγμα πάντων τῶν σκευῶν αὐτῆς· οὕτω ποιήσεις.
[LXX | EL | OT | Exodus | Chapter 25 | Verse 10] Καὶ ποιήσεις κιβωτὸν μαρτυρίου ἐκ ξύλων ἀσήπτων, δύο πήχεων καὶ ἡμίσους τὸ μῆκος, καὶ πήχεος καὶ ἡμίσους τὸ πλάτος, καὶ πήχεως καὶ ἡμίσους τὸ ὕψος.
[LXX | EL | OT | Exodus | Chapter 25 | Verse 11] Καὶ καταχρυσώσεις αὐτὴν χρυσίῳ καθαρῷ, ἔσωθεν καὶ ἔξωθεν χρυσώσεις αὐτήν· καὶ ποιήσεις αὐτῇ κυμάτια χρυσᾶ στρεπτὰ κύκλῳ.
[LXX | EL | OT | Exodus | Chapter 25 | Verse 12] Καὶ ἐλάσεις αὐτῇ τέσσαρας δακτυλίους χρυσοῦς, καὶ ἐπιθήσεις ἐπὶ τὰ τέσσαρα κλίτη· δύο δακτυλίους ἐπὶ τὸ κλίτος τὸ ἓν, καὶ δύο δακτυλίους ἐπὶ τὸ κλίτος τὸ δεύτερον.
[LXX | EL | OT | Exodus | Chapter 25 | Verse 13] Ποιήσεις δὲ ἀναφορεῖς ξύλα ἄσηπτα, καὶ καταχρυσώσεις αὐτὰ χρυσίῳ·
[LXX | EL | OT | Exodus | Chapter 25 | Verse 14] Καὶ εἰσάξεις τοὺς ἀναφορεῖς εἰς τοὺς δακτυλίους τοὺς ἐν τοῖς κλίτεσι τῆς κιβωτοῦ, αἴρειν τὴν κιβωτὸν ἐν αὐτοῖς.
[LXX | EL | OT | Exodus | Chapter 25 | Verse 15] Ἐν τοῖς δακτυλίοις τῆς κιβωτοῦ ἔσονται οἱ ἀναφορεῖς ἀκίνητοι.
[LXX | EL | OT | Exodus | Chapter 25 | Verse 16] Καὶ ἐμβαλεῖς εἰς τὴν κιβωτὸν τὰ μαρτύρια, ἃ ἂν δῶ σοι.
[LXX | EL | OT | Exodus | Chapter 25 | Verse 17] Καὶ ποιήσεις ἱλαστήριον ἐπίθεμα χρυσίου καθαροῦ, δύο πήχεων καὶ ἡμίσους τὸ μῆκος, καὶ πήχεως καὶ ἡμίσους τὸ πλάτος.
