[LXX | EL | OT | Ecclesiastes | Chapter 1 | Verse 1] ῬΗΜΑΤΑ Ἐκκλησιαστοῦ υἱοῦ Δαυὶδ βασιλέως Ἰσραὴλ ἐν Ἱερουσαλήμ.
[LXX | EL | OT | Ecclesiastes | Chapter 1 | Verse 2] Ματαιότης ματαιοτήτων, εἶπεν ὁ Ἐκκλησιαστὴς, ματαιότης ματαιοτήτων, τὰ πάντα ματαιότης.
[LXX | EL | OT | Ecclesiastes | Chapter 1 | Verse 3] Τίς περίσσεια τῷ ἀνθρώπῳ ἐν παντὶ μόχθῳ αὐτοῦ ᾧ μοχθεῖ ὑπὸ τὸν ἥλιον;
[LXX | EL | OT | Ecclesiastes | Chapter 1 | Verse 4] Γενεὰ πορεύεται καὶ γενεὰ ἔρχεται, καὶ ἡ γῆ εἰς τὸν αἰῶνα ἕστηκε.
[LXX | EL | OT | Ecclesiastes | Chapter 1 | Verse 5] Καὶ ἀνατέλλει ὁ ἥλιος καὶ δύνει ὁ ἥλιος καὶ εἰς τὸν τόπον αὐτοῦ ἕλκει·
[LXX | EL | OT | Ecclesiastes | Chapter 1 | Verse 6] αὐτὸς ἀνατέλλων ἐκεῖ πορεύεται πρὸς Νότον, καὶ κυκλοῖ πρὸς Βοῤῥᾶν· κυκλοῖ κυκλῶν πορεύεται τὸ πνεῦμα, καὶ ἐπὶ κύκλους αὐτοῦ ἐπιστρέφει τὸ πνεῦμα.
[LXX | EL | OT | Ecclesiastes | Chapter 1 | Verse 7] Πάντες οἱ χείμαῤῥοι πορεύονται εἰς τὴν θάλασσαν, καὶ ἡ θάλασσα οὐκ ἔστιν ἐμπιμπλαμένη· εἰς τὸν τόπον οὗ οἱ χείμαῤῥοι πορεύονται, ἐκεῖ αὐτοὶ ἐπιστρέφουσι τοῦ πορευθῆναι.
[LXX | EL | OT | Ecclesiastes | Chapter 1 | Verse 8] Πάντες οἱ λόγοι ἔγκοποι, οὐ δυνήσεται ἀνὴρ τοῦ λαλεῖν· καὶ οὐ πλησθήσεται ὀφθαλμὸς τοῦ ὁρᾷν, καὶ οὐ πληρωθήσεται οὖς ἀπὸ ἀκροάσεως.
[LXX | EL | OT | Ecclesiastes | Chapter 1 | Verse 9] Τί τὸ γεγονός; αὐτὸ τὸ γενησόμενον· καὶ τί τὸ πεποιημένον; αὐτὸ τὸ ποιηθησόμενον· καὶ οὐκ ἔστι πᾶν πρόσφατον ὑπὸ τὸν ἥλιον.
[LXX | EL | OT | Ecclesiastes | Chapter 1 | Verse 10] Ὃς λαλήσει καὶ ἐρεῖ, ἴδε τοῦτο καινόν ἐστιν; ἤδη γέγονεν ἐν τοῖς αἰῶσι τοῖς γενομένοις ἀπὸ ἔμπροσθεν ἡμῶν.
[LXX | EL | OT | Ecclesiastes | Chapter 1 | Verse 11] Οὐκ ἔστι μνήμη τοῖς πρώτοις, καί γε τοῖς ἐσχάτοις γενομένοις οὐκ ἔσται αὐτῶν μνήμη μετὰ τῶν γενησομένων εἰς τὴν ἐσχάτην.
[LXX | EL | OT | Ecclesiastes | Chapter 1 | Verse 12] Ἐγὼ ἐκκλησιαστὴς ἐγενόμην βασιλεὺς ἐπὶ Ἰσραὴλ ἐν Ἱερουσαλήμ.
[LXX | EL | OT | Ecclesiastes | Chapter 1 | Verse 13] Καὶ ἔδωκα τὴν καρδίαν μου τοῦ ἐκζητῆσαι καὶ τοῦ κατασκέψασθαι ἐν τῇ σοφίᾳ περὶ πάντων τῶν γινομένων ὑπὸ τὸν οὐρανόν, ὅτι περισπασμὸν πονηρὸν ἔδωκεν ὁ Θεὸς τοῖς υἱοῖς τῶν ἀνθρώπων τοῦ περισπᾶσθαι ἐν αὐτῷ.
[LXX | EL | OT | Ecclesiastes | Chapter 1 | Verse 14] Εἶδον σύμπαντα τὰ ποιήματα τὰ πεποιημένα ὑπὸ τὸν ἥλιον· καὶ ἰδοὺ τὰ πάντα ματαιότης καὶ προαίρεσις πνεύματος.
[LXX | EL | OT | Ecclesiastes | Chapter 1 | Verse 15] Διεστραμμένον οὐ δυνήσεται ἐπικοσμηθῆναι, καὶ ὑστέρημα οὐ δυνήσεται ἀριθμηθῆναι.
[LXX | EL | OT | Ecclesiastes | Chapter 1 | Verse 16] Ἐλάλησα ἐγὼ ἐν καρδίᾳ μου, τῷ λέγειν, ἰδοὺ ἐγὼ ἐμεγαλύνθην, καὶ προσέθηκα σοφίαν ἐπὶ πᾶσιν οἳ ἐγένοντο ἔμπροσθέν μου ἐν Ἱερουσαλήμ· καὶ ἔδωκα καρδίαν μου τοῦ γνῶναι σοφίαν καὶ γνῶσιν.
[LXX | EL | OT | Ecclesiastes | Chapter 1 | Verse 17] Καὶ καρδία μου εἶδε πολλὰ, σοφίαν καὶ γνῶσιν, παραβολὰς καὶ ἐπιστήμην· ἔγνων ἐγώ ὅτι καί γε τοῦτό ἐστι προαίρεσις πνεύματος·
[LXX | EL | OT | Ecclesiastes | Chapter 1 | Verse 18] Ὅτι ἐν πλήθει σοφίας πλῆθος γνώσεως, καὶ ὁ προστιθεὶς γνῶσιν, προσθήσει ἄλγημα.
