[IRV | PA | OT | Jeremiah | Chapter 52 | Verse 1] ਜਦ ਸਿਦਕੀਯਾਹ ਰਾਜ ਕਰਨ ਲੱਗਾ ਤਾਂ ਇੱਕੀਆਂ ਸਾਲਾਂ ਦਾ ਸੀ ਅਤੇ ਉਸ ਨੇ ਯਰੂਸ਼ਲਮ ਵਿੱਚ ਗਿਆਰ੍ਹਾਂ ਸਾਲ ਰਾਜ ਕੀਤਾ ਅਤੇ ਉਸ ਦੀ ਮਾਤਾ ਦਾ ਨਾਮ ਹਮੂਟਲ ਸੀ ਜੋ ਲਿਬਨਾਹ ਦੇ ਯਿਰਮਿਯਾਹ ਦੀ ਧੀ ਸੀ
[IRV | PA | OT | Jeremiah | Chapter 52 | Verse 2] ਅਤੇ ਸਭ ਕੁਝ ਜੋ ਯਹੋਯਾਕੀਮ ਨੇ ਕੀਤਾ ਸੀ ਉਸੇ ਦੇ ਅਨੁਸਾਰ ਉਸ ਨੇ ਵੀ ਉਹ ਕੰਮ ਕੀਤਾ ਜੋ ਯਹੋਵਾਹ ਦੀ ਨਿਗਾਹ ਵਿੱਚ ਭੈੜਾ ਸੀ
[IRV | PA | OT | Jeremiah | Chapter 52 | Verse 3] ਕਿਉਂ ਜੋ ਯਹੋਵਾਹ ਦੇ ਕ੍ਰੋਧ ਕਰ ਕੇ ਜੋ ਯਰੂਸ਼ਲਮ ਅਤੇ ਯਹੂਦਾਹ ਦੇ ਉੱਤੇ ਸੀ ਇਹ ਹੋਇਆ ਕਿ ਅੰਤ ਨੂੰ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਪਣੇ ਸਾਹਮਣਿਓਂ ਕੱਢ ਦਿੱਤਾ ਅਤੇ ਸਿਦਕੀਯਾਹ ਬਾਬਲ ਦੇ ਰਾਜਾ ਤੋਂ ਬੇਮੁੱਖ ਹੋ ਗਿਆ।
[IRV | PA | OT | Jeremiah | Chapter 52 | Verse 4] ਇਸ ਤਰ੍ਹਾਂ ਹੋਇਆ ਕਿ ਉਹ ਦੇ ਰਾਜ ਦੇ ਨੌਵੇਂ ਸਾਲ ਦੇ ਦਸਵੇਂ ਮਹੀਨੇ ਦੇ ਦਸਵੇਂ ਦਿਨ ਬਾਬਲ ਦੇ ਰਾਜਾ ਨਬੂਕਦਨੱਸਰ ਨੇ ਆਪਣੀ ਸਾਰੀ ਸੈਨਾਂ ਦੇ ਨਾਲ ਯਰੂਸ਼ਲਮ ਉੱਤੇ ਚੜ੍ਹਾਈ ਕੀਤੀ ਅਤੇ ਉਹ ਦੇ ਸਾਹਮਣੇ ਡੇਰੇ ਲਾ ਲਏ ਅਤੇ ਉਨ੍ਹਾਂ ਨੇ ਉਹ ਦੇ ਸਾਹਮਣੇ ਤੇ ਆਲੇ-ਦੁਆਲੇ ਦਮਦਮਾ ਬਣਾਇਆ
[IRV | PA | OT | Jeremiah | Chapter 52 | Verse 5] ਅਤੇ ਸਿਦਕੀਯਾਹ ਰਾਜਾ ਦੇ ਸ਼ਾਸਨ ਦੇ ਗਿਆਰਵੇਂ ਸਾਲ ਤੱਕ ਸ਼ਹਿਰ ਘੇਰਿਆ ਰਿਹਾ
[IRV | PA | OT | Jeremiah | Chapter 52 | Verse 6] ਚੌਥੇ ਮਹੀਨੇ ਦੇ ਨੌਵੇਂ ਦਿਨ ਜਦ ਕਾਲ ਸ਼ਹਿਰ ਵਿੱਚ ਡਾਢਾ ਹੋ ਗਿਆ ਅਤੇ ਦੇਸ ਦੇ ਲੋਕਾਂ ਲਈ ਰੋਟੀ ਨਾ ਰਹੀ
[IRV | PA | OT | Jeremiah | Chapter 52 | Verse 7] ਤਦ ਸ਼ਹਿਰ ਤੋੜਿਆ ਗਿਆ ਅਤੇ ਦੋਹਾਂ ਕੰਧਾਂ ਦੇ ਵਿਚਕਾਰ ਜੋ ਫਾਟਕ ਰਾਜਾ ਦੇ ਬਾਗ ਦੇ ਕੋਲ ਸੀ ਉਹ ਦੇ ਰਾਹੀਂ ਸਾਰੇ ਯੋਧੇ ਰਾਤੋਂ-ਰਾਤ ਭੱਜ ਗਏ ਜਦ ਕਸਦੀ ਸ਼ਹਿਰ ਦੇ ਆਲੇ-ਦੁਆਲੇ ਸਨ ਤਾਂ ਉਹ ਮੈਦਾਨ ਦੇ ਰਾਹ ਗਏ
[IRV | PA | OT | Jeremiah | Chapter 52 | Verse 8] ਅਤੇ ਕਸਦੀਆਂ ਦੀ ਸੈਨਾਂ ਨੇ ਰਾਜਾ ਦਾ ਪਿੱਛਾ ਕੀਤਾ ਅਤੇ ਯਰੀਹੋ ਦੇ ਮੈਦਾਨ ਵਿੱਚ ਸਿਦਕੀਯਾਹ ਨੂੰ ਜਾ ਲਿਆ ਅਤੇ ਉਹ ਦੀ ਸਾਰੀ ਸੈਨਾਂ ਉਹ ਦੇ ਕੋਲੋਂ ਖਿੰਡ-ਪੁੰਡ ਗਈ
[IRV | PA | OT | Jeremiah | Chapter 52 | Verse 9] ਸੋ ਉਨ੍ਹਾਂ ਨੇ ਰਾਜਾ ਨੂੰ ਫੜ੍ਹ ਲਿਆ ਅਤੇ ਉਹ ਨੂੰ ਹਮਾਥ ਦੇਸ ਦੇ ਰਿਬਲਾਹ ਵਿੱਚ ਬਾਬਲ ਦੇ ਰਾਜਾ ਕੋਲ ਲਿਆਏ ਤਾਂ ਉਸ ਨੇ ਉਹ ਦਾ ਨਿਆਂ ਕੀਤਾ
[IRV | PA | OT | Jeremiah | Chapter 52 | Verse 10] ਤਾਂ ਬਾਬਲ ਦੇ ਰਾਜਾ ਨੇ ਸਿਦਕੀਯਾਹ ਦੇ ਪੁੱਤਰਾਂ ਨੂੰ ਉਹ ਦੀਆਂ ਅੱਖਾਂ ਦੇ ਸਾਹਮਣੇ ਕੋਹਿਆ ਨਾਲੇ ਯਹੂਦਾਹ ਦੇ ਸਾਰੇ ਸਰਦਾਰਾਂ ਨੂੰ ਰਿਬਲਾਹ ਵਿੱਚ ਵੱਢ ਸੁੱਟਿਆ
[IRV | PA | OT | Jeremiah | Chapter 52 | Verse 11] ਉਸ ਨੇ ਸਿਦਕੀਯਾਹ ਦੀਆਂ ਅੱਖਾਂ ਕੱਢ ਛੱਡੀਆਂ ਅਤੇ ਉਹ ਨੂੰ ਬੇੜੀਆਂ ਨਾਲ ਜਕੜ ਕੇ ਬਾਬਲ ਵਿੱਚ ਲਿਆਇਆ ਅਤੇ ਉਹ ਨੂੰ ਪਹਿਰੇ ਦੇ ਘਰ ਵਿੱਚ ਉਹ ਦੀ ਮੌਤ ਦੇ ਦਿਨ ਤੱਕ ਰੱਖਿਆ।
[IRV | PA | OT | Jeremiah | Chapter 52 | Verse 12] ਪੰਜਵੇਂ ਮਹੀਨੇ ਦੇ ਦਸਵੇਂ ਦਿਨ ਜੋ ਬਾਬਲ ਦੇ ਰਾਜਾ ਨਬੂਕਦਨੱਸਰ ਦਾ ਉੱਨੀਵਾਂ ਸਾਲ ਸੀ ਸ਼ਾਹੀ ਜੱਲਾਦਾਂ ਦਾ ਸਰਦਾਰ ਨਬੂਜ਼ਰਦਾਨ ਜੋ ਬਾਬਲ ਦੇ ਰਾਜਾ ਦਾ ਚਾਕਰ ਸੀ ਯਰੂਸ਼ਲਮ ਵਿੱਚ ਆਇਆ
[IRV | PA | OT | Jeremiah | Chapter 52 | Verse 13] ਅਤੇ ਯਹੋਵਾਹ ਦਾ ਭਵਨ ਅਤੇ ਰਾਜਾ ਦਾ ਮਹਿਲ ਸਾੜ ਸੁੱਟਿਆ, ਹਾਂ, ਯਰੂਸ਼ਲਮ ਦੇ ਸਾਰੇ ਘਰ, ਨਾਲੇ ਹਰ ਮਹਾਂ ਪੁਰਸ਼ ਦਾ ਘਰ ਉਸ ਨੇ ਅੱਗ ਨਾਲ ਫੂਕ ਦਿੱਤਾ
[IRV | PA | OT | Jeremiah | Chapter 52 | Verse 14] ਅਤੇ ਕਸਦੀਆਂ ਦੀ ਸਾਰੀ ਸੈਨਾਂ ਨੇ ਜੋ ਜੱਲਾਦਾਂ ਦੇ ਸਰਦਾਰ ਦੇ ਨਾਲ ਸੀ, ਯਰੂਸ਼ਲਮ ਦੇ ਆਲੇ-ਦੁਆਲੇ ਦੀਆਂ ਕੰਧਾਂ ਨੂੰ ਢਾਹ ਦਿੱਤਾ
[IRV | PA | OT | Jeremiah | Chapter 52 | Verse 15] ਅਤੇ ਲੋਕਾਂ ਦੇ ਅੱਤ ਗਰੀਬਾਂ ਵਿੱਚੋਂ ਅਤੇ ਬਚੇ-ਖੁਚੇ ਲੋਕ ਜੋ ਸ਼ਹਿਰ ਵਿੱਚ ਰਹਿ ਗਏ ਸਨ ਅਤੇ ਭਗੌੜੇ ਜੋ ਬਾਬਲ ਦੇ ਰਾਜਾ ਵੱਲ ਹੋ ਗਏ ਸਨ ਨਾਲੇ ਕਾਰੀਗਰਾਂ ਦੇ ਬਕੀਏ ਨੂੰ ਨਬੂਜ਼ਰਦਾਨ ਜੱਲਾਦਾਂ ਦਾ ਸਰਦਾਰ ਗ਼ੁਲਾਮ ਕਰ ਕੇ ਲੈ ਗਿਆ
[IRV | PA | OT | Jeremiah | Chapter 52 | Verse 16] ਪਰ ਨਬੂਜ਼ਰਦਾਨ ਜੱਲਾਦਾਂ ਦੇ ਸਰਦਾਰ ਨੇ ਦੇਸ ਦੇ ਅੱਤ ਕੰਗਾਲਾਂ ਵਿੱਚੋਂ ਕੁਝ ਲੋਕ ਛੱਡ ਦਿੱਤੇ ਕਿ ਦਾਖ ਦੇ ਬਾਗ਼ਾਂ ਦੇ ਰਾਖੇ ਤੇ ਬਾਗਬਾਨ ਹੋਣ
[IRV | PA | OT | Jeremiah | Chapter 52 | Verse 17] ਅਤੇ ਪਿੱਤਲ ਦੇ ਉਹਨਾਂ ਥੰਮ੍ਹਾਂ ਨੂੰ ਜੋ ਯਹੋਵਾਹ ਦੇ ਭਵਨ ਵਿੱਚ ਸਨ ਅਤੇ ਕੁਰਸੀਆਂ ਨੂੰ ਅਤੇ ਪਿੱਤਲ ਦੇ ਵੱਡੇ ਹੌਦ ਨੂੰ ਜੋ ਯਹੋਵਾਹ ਦੇ ਭਵਨ ਵਿੱਚ ਸੀ ਕਸਦੀਆਂ ਨੇ ਟੁੱਕੜੇ-ਟੁੱਕੜੇ ਕਰ ਦਿੱਤਾ ਅਤੇ ਉਹ ਉਹਨਾਂ ਦਾ ਸਾਰਾ ਪਿੱਤਲ ਬਾਬਲ ਨੂੰ ਲੈ ਗਏ
[IRV | PA | OT | Jeremiah | Chapter 52 | Verse 18] ਅਤੇ ਤਸਲੇ, ਕੜਛੇ, ਗੁਲਤਰਾਸ਼, ਕੌਲੀਆਂ ਨਾਲੇ ਪਿੱਤਲ ਦੇ ਉਹ ਸਾਰੇ ਭਾਂਡੇ ਜਿਨ੍ਹਾਂ ਨਾਲ ਸੇਵਾ ਕੀਤੀ ਜਾਂਦੀ ਸੀ ਉਹ ਲੈ ਗਏ
[IRV | PA | OT | Jeremiah | Chapter 52 | Verse 19] ਨਾਲੇ ਕਟੋਰੇ, ਅੰਗੀਠੀਆਂ, ਬਾਟੇ, ਵਲਟੋਹੇ, ਸ਼ਮਾਦਾਨ, ਕੌਲੀਆਂ, ਅਤੇ ਕਟੋਰਦਾਨ ਜੋ ਸੋਨੇ ਦੇ ਸਨ ਉਹਨਾਂ ਦਾ ਸੋਨਾ ਅਤੇ ਜੋ ਚਾਂਦੀ ਦੇ ਸਨ ਉਹਨਾਂ ਦੀ ਚਾਂਦੀ ਜੱਲਾਦਾਂ ਦਾ ਸਰਦਾਰ ਲੈ ਗਿਆ
[IRV | PA | OT | Jeremiah | Chapter 52 | Verse 20] ਰਹੇ ਦੋ ਥੰਮ੍ਹ, ਵੱਡਾ ਹੌਦ, ਉਹ ਦੇ ਹੇਠਾਂ ਦੇ ਬਾਰਾਂ ਸਾਨ੍ਹ, ਅਤੇ ਕੁਰਸੀਆਂ ਜਿਨ੍ਹਾਂ ਨੂੰ ਸੁਲੇਮਾਨ ਨੇ ਯਹੋਵਾਹ ਦੇ ਭਵਨ ਦੇ ਲਈ ਬਣਾਇਆ ਸੀ ਉਹਨਾਂ ਸਾਰੀਆਂ ਵਸਤਾਂ ਦਾ ਪਿੱਤਲ ਤੋਲ ਤੋਂ ਬਾਹਰ ਸੀ
[IRV | PA | OT | Jeremiah | Chapter 52 | Verse 21] ਹਰ ਥੰਮ੍ਹ ਅਠਾਰਾਂ ਹੱਥ ਉੱਚਾ ਸੀ ਅਤੇ ਬਾਰਾਂ ਹੱਥ ਦੀ ਰੱਸੀ ਉਹ ਦੇ ਦੁਆਲੇ ਆਉਂਦੀ ਸੀ ਅਤੇ ਉਹ ਚਾਰ ਉਂਗਲ ਮੋਟਾ ਸੀ ਤੇ ਪੋਲਾ ਸੀ
[IRV | PA | OT | Jeremiah | Chapter 52 | Verse 22] ਉਹ ਦੇ ਉੱਤੇ ਪਿੱਤਲ ਦਾ ਇੱਕ ਕਲਸ ਸੀ ਅਤੇ ਕਲਸ ਪੰਜ ਹੱਥ ਉੱਚਾ ਸੀ ਅਤੇ ਉਹ ਕਲਸ ਉੱਤੇ ਚੁਫ਼ੇਰੇ ਜਾਲੀ ਤੇ ਅਨਾਰ ਸੱਭੇ ਪਿੱਤਲ ਦੇ ਸਨ ਅਤੇ ਦੂਜਾ ਥੰਮ੍ਹ ਵੀ ਇਹੋ ਜਿਹਾ ਸੀ ਅਤੇ ਉਸ ਉੱਤੇ ਵੀ ਅਨਾਰ ਸਨ
[IRV | PA | OT | Jeremiah | Chapter 52 | Verse 23] ਛਿਆਨਵੇਂ ਅਨਾਰ ਉਸ ਦੇ ਪਾਸੇ ਉੱਤੇ ਸਨ ਅਤੇ ਜਾਲੀ ਦੇ ਦੁਆਲੇ ਦੇ ਸਾਰੇ ਅਨਾਰ ਇੱਕ ਸੌ ਸਨ।
[IRV | PA | OT | Jeremiah | Chapter 52 | Verse 24] ਜੱਲਾਦਾਂ ਦੇ ਸਰਦਾਰ ਨੇ ਸਰਾਯਾਹ ਪ੍ਰਧਾਨ ਜਾਜਕ ਅਤੇ ਉਹ ਦੇ ਹੇਠਲੇ ਜਾਜਕ ਸਫ਼ਨਯਾਹ ਅਤੇ ਤਿੰਨਾਂ ਦਰਬਾਨਾਂ ਨੂੰ ਫੜ ਲਿਆ
[IRV | PA | OT | Jeremiah | Chapter 52 | Verse 25] ਅਤੇ ਸ਼ਹਿਰ ਵਿੱਚੋਂ ਇੱਕ ਦਰਬਾਰੀ ਨੂੰ ਫੜ ਲਿਆ ਜੋ ਯੋਧਿਆਂ ਉੱਤੇ ਠਹਿਰਾਇਆ ਹੋਇਆ ਸੀ ਅਤੇ ਜਿਹੜੇ ਰਾਜਾ ਦੇ ਸਨਮੁਖ ਰਹਿੰਦੇ ਸਨ ਉਨ੍ਹਾਂ ਵਿੱਚੋਂ ਸੱਤ ਮਨੁੱਖਾਂ ਨੂੰ ਜੋ ਸ਼ਹਿਰ ਵਿੱਚ ਮਿਲੇ ਅਤੇ ਸੈਨਾਪਤੀ ਦਾ ਲਿਖਾਰੀ ਜੋ ਦੇਸ ਦੇ ਲੋਕਾਂ ਦੀ ਭਰਤੀ ਕਰਦਾ ਹੁੰਦਾ ਸੀ ਅਤੇ ਦੇਸ ਦੇ ਲੋਕਾਂ ਵਿੱਚੋਂ ਸੱਠ ਆਦਮੀ ਜੋ ਸ਼ਹਿਰ ਵਿੱਚ ਮਿਲੇ
[IRV | PA | OT | Jeremiah | Chapter 52 | Verse 26] ਇਨ੍ਹਾਂ ਨੂੰ ਜੱਲਾਦਾਂ ਦਾ ਸਰਦਾਰ ਨਬੂਜ਼ਰਦਾਨ ਫੜ੍ਹ ਕੇ ਬਾਬਲ ਦੇ ਰਾਜਾ ਦੇ ਕੋਲ ਰਿਬਲਾਹ ਵਿੱਚ ਲੈ ਗਿਆ
[IRV | PA | OT | Jeremiah | Chapter 52 | Verse 27] ਅਤੇ ਬਾਬਲ ਦੇ ਰਾਜਾ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਹਮਾਥ ਦੇਸ ਦੇ ਰਿਬਲਾਹ ਵਿੱਚ ਮਾਰ ਕੇ ਉਨ੍ਹਾਂ ਦਾ ਘਾਤ ਕੀਤਾ ਸੋ ਯਹੂਦਾਹ ਆਪਣੀ ਹੀ ਭੂਮੀ ਵਿੱਚੋਂ ਗ਼ੁਲਾਮ ਹੋ ਗਿਆ।
