[IRV | PA | OT | Jeremiah | Chapter 2 | Verse 1] ਯਹੋਵਾਹ ਦਾ ਬਚਨ ਮੇਰੇ ਕੋਲ ਆਇਆ
[IRV | PA | OT | Jeremiah | Chapter 2 | Verse 2] ਕਿ ਜਾ ਅਤੇ ਯਰੂਸ਼ਲਮ ਦੇ ਵਿੱਚ ਪੁਕਾਰ ਕਿ ਯਹੋਵਾਹ ਤਾਂ ਇਸ ਤਰ੍ਹਾਂ ਆਖਦਾ ਹੈ, ਮੈਂ ਤੇਰੀ ਜੁਆਨੀ ਦੀ ਕਿਰਪਾ, ਤੇਰੇ ਵਿਆਹ ਦੇ ਪ੍ਰੇਮ ਨੂੰ ਚੇਤੇ ਕਰਦਾ ਹਾਂ, ਜੋ ਤੂੰ ਉਜਾੜ ਵਿੱਚ ਮੇਰੇ ਪਿੱਛੇ-ਪਿੱਛੇ ਚੱਲੀਂ, ਉਸ ਧਰਤੀ ਵਿੱਚ ਜਿਹੜੀ ਬੀਜੀ ਨਹੀਂ ਗਈ ਸੀ।
[IRV | PA | OT | Jeremiah | Chapter 2 | Verse 3] ਇਸਰਾਏਲ ਯਹੋਵਾਹ ਲਈ ਪਵਿੱਤਰ ਸੀ, ਉਹ ਦੀ ਪੈਦਾਵਾਰ ਦਾ ਪਹਿਲਾ ਫਲ, ਉਸ ਦੇ ਖਾਣ ਵਾਲੇ ਸਾਰੇ ਦੋਸ਼ੀ ਠਹਿਰਨਗੇ, ਉਹਨਾਂ ਉੱਤੇ ਬੁਰਿਆਈ ਆਵੇਗੀ, ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ।
[IRV | PA | OT | Jeremiah | Chapter 2 | Verse 4] ਹੇ ਯਾਕੂਬ ਦੇ ਘਰਾਣੇ ਦੇ ਲੋਕੋ ਅਤੇ ਇਸਰਾਏਲ ਦੇ ਘਰਾਣੇ ਦੇ ਸਾਰੇ ਟੱਬਰੋ, ਯਹੋਵਾਹ ਦੀ ਗੱਲ ਸੁਣੋ
[IRV | PA | OT | Jeremiah | Chapter 2 | Verse 5] ਯਹੋਵਾਹ ਐਉਂ ਆਖਦਾ ਹੈ, ਤੁਹਾਡੇ ਪੁਰਖਿਆਂ ਨੇ ਮੇਰੇ ਵਿੱਚ ਕੀ ਅਨਿਆਈਂ ਲੱਭੀ, ਜੋ ਉਹ ਮੈਥੋਂ ਦੂਰ ਚਲੇ ਗਏ, ਅਤੇ ਨਿਕੰਮੀ ਮੂਰਤੀਆਂ ਦੇ ਪਿੱਛੇ ਲੱਗ ਕੇ ਨਿਕੰਮੇ ਬਣ ਗਏ?
[IRV | PA | OT | Jeremiah | Chapter 2 | Verse 6] ਉਹਨਾਂ ਨੇ ਨਾ ਆਖਿਆ ਯਹੋਵਾਹ ਕਿੱਥੇ ਹੈ? ਜਿਹੜਾ ਸਾਨੂੰ ਮਿਸਰ ਦੇਸ ਵਿੱਚੋਂ ਉਤਾਹਾਂ ਲੈ ਆਇਆ, ਜਿਹਨੇ ਉਜਾੜ ਦੇ ਵਿੱਚੋਂ ਦੀ ਸਾਡੀ ਅਗਵਾਈ ਕੀਤੀ, ਥਲ ਅਤੇ ਟੋਇਆਂ ਦੀ ਧਰਤੀ ਵਿੱਚੋਂ ਦੀ, ਔੜ ਤੇ ਮੌਤ ਦੇ ਸਾਯੇ ਦੀ ਧਰਤੀ ਦੇ ਵਿੱਚੋਂ, ਉਹ ਧਰਤੀ ਜਿਹ ਦੇ ਵਿੱਚੋਂ ਦੀ ਕੋਈ ਨਹੀਂ ਲੰਘਦਾ, ਨਾ ਕੋਈ ਆਦਮੀ ਉੱਥੇ ਵੱਸਦਾ ਹੈ।
[IRV | PA | OT | Jeremiah | Chapter 2 | Verse 7] ਮੈਂ ਤੁਹਾਨੂੰ ਵਧੀਆ ਧਰਤੀ ਵਿੱਚ ਲਿਆਂਦਾ, ਭਈ ਤੁਸੀਂ ਉਹ ਦੇ ਮੇਵੇ ਅਤੇ ਚੰਗੇ ਪਦਾਰਥ ਖਾਓ, ਪਰ ਤੁਸੀਂ ਵੜ ਕੇ ਮੇਰੀ ਧਰਤੀ ਨੂੰ ਭਰਿਸ਼ਟ ਕੀਤਾ, ਅਤੇ ਮੇਰੀ ਮਿਰਾਸ ਨੂੰ ਘਿਣਾਉਣਾ ਕੀਤਾ।
[IRV | PA | OT | Jeremiah | Chapter 2 | Verse 8] ਜਾਜਕਾਂ ਨੇ ਨਾ ਆਖਿਆ, ਯਹੋਵਾਹ ਕਿੱਥੇ ਹੈ? ਬਿਵਸਥਾ ਵਾਲਿਆਂ ਨੇ ਮੈਨੂੰ ਨਾ ਜਾਣਿਆ, ਹਾਕਮਾਂ ਨੇ ਮੇਰੇ ਵਿਰੁੱਧ ਅਪਰਾਧ ਕੀਤਾ, ਨਬੀਆਂ ਨੇ ਬਆਲ ਦਾ ਨਾਮ ਲੈ ਕੇ ਅਗੰਮ ਵਾਕ ਕੀਤਾ, ਉਹ ਉਹਨਾਂ ਚੀਜ਼ਾਂ ਦੇ ਪਿੱਛੇ ਲੱਗ ਗਏ ਜਿਹਨਾਂ ਤੋਂ ਲਾਭ ਨਹੀਂ।
[IRV | PA | OT | Jeremiah | Chapter 2 | Verse 9] ਇਸ ਲਈ ਮੈਂ ਫਿਰ ਤੁਹਾਡੇ ਨਾਲ ਝਗੜਾਂਗਾ, ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ, ਮੈਂ ਤੁਹਾਡੇ ਪੁੱਤਰਾਂ ਦੇ ਪੁੱਤਰਾਂ ਨਾ ਝਗੜਾਂਗਾ।
[IRV | PA | OT | Jeremiah | Chapter 2 | Verse 10] ਕਿੱਤੀਮ ਦੇ ਟਾਪੂਆਂ ਵਿੱਚੋਂ ਲੰਘੋ ਅਤੇ ਵੇਖੋ, ਜਾਂ ਕੇਦਾਰ ਨੂੰ ਘੱਲੋ ਅਤੇ ਬਹੁਤ ਗੌਰ ਨਾਲ ਸੋਚੋ, ਅਤੇ ਵੇਖੋ ਭਈ ਅਜਿਹੀ ਗੱਲ ਕਿਤੇ ਹੋਈ ਹੈ!
[IRV | PA | OT | Jeremiah | Chapter 2 | Verse 11] ਕੀ ਕਿਸੇ ਕੌਮ ਨੇ ਆਪਣੇ ਦੇਵਤਿਆਂ ਨੂੰ ਬਦਲ ਦਿੱਤਾ, ਭਾਵੇਂ ਉਹ ਦੇਵਤੇ ਵੀ ਨਹੀਂ ਸਨ? ਪਰ ਮੇਰੀ ਪਰਜਾ ਨੇ ਆਪਣੇ ਪਰਤਾਪ ਨੂੰ ਉਸ ਦੇ ਲਈ ਬਦਲ ਦਿੱਤਾ, ਜਿਸ ਤੋਂ ਕੁਝ ਲਾਭ ਨਹੀਂ।
[IRV | PA | OT | Jeremiah | Chapter 2 | Verse 12] ਹੇ ਅਕਾਸ਼ੋ, ਇਸ ਉੱਤੇ ਹੈਰਾਨ ਹੋਵੋ, ਬਹੁਤ ਡਰ ਜਾਓ ਤੇ ਉੱਕੇ ਵਿਰਾਨ ਹੋ ਜਾਓ! ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ।
[IRV | PA | OT | Jeremiah | Chapter 2 | Verse 13] ਮੇਰੀ ਪਰਜਾ ਨੇ ਦੋ ਬੁਰਿਆਈਆਂ ਜੋ ਕੀਤੀਆਂ, - ਉਹਨਾਂ ਨੇ ਮੈਨੂੰ ਤਿਆਗ ਦਿੱਤਾ, ਜੀਉਂਦੇ ਪਾਣੀ ਦੇ ਸੋਤੇ ਨੂੰ, ਆਪਣੇ ਲਈ ਚੁਬੱਚੇ ਪੁੱਟੇ, ਟੁੱਟੇ ਹੋਏ ਚੁਬੱਚੇ, ਜਿਹਨਾਂ ਵਿੱਚ ਪਾਣੀ ਨਹੀਂ ਠਹਿਰਦਾ।
[IRV | PA | OT | Jeremiah | Chapter 2 | Verse 14] ਕੀ ਇਸਰਾਏਲ ਗੁਲਾਮ ਹੈ? ਕੀ ਉਹ ਮੁੱਢੋਂ ਗੁਲਾਮੀ ਵਿੱਚ ਹੈ? ਉਹ ਕਿਉਂ ਲੁੱਟ ਬਣਿਆ?
[IRV | PA | OT | Jeremiah | Chapter 2 | Verse 15] ਜੁਆਨ ਬੱਬਰ ਸ਼ੇਰ ਉਹ ਦੇ ਉੱਤੇ ਭੁੱਬਾਂ ਮਾਰਦੇ, ਉਹਨਾਂ ਨੇ ਆਪਣੀ ਅਵਾਜ਼ ਕੱਢੀ, ਉਹਨਾਂ ਨੇ ਉਸ ਦਾ ਦੇਸ ਖ਼ਰਾਬ ਬਣਾ ਦਿੱਤਾ, ਉਹ ਦੇ ਸ਼ਹਿਰ ਸਾੜੇ ਹੋਏ ਹਨ, ਅਤੇ ਵੱਸਣ ਵਾਲਾ ਕੋਈ ਨਹੀਂ।
[IRV | PA | OT | Jeremiah | Chapter 2 | Verse 16] ਨਾਲੇ ਨੋਫ਼ ਅਤੇ ਤਹਪਨਹੇਸ ਸ਼ਹਿਰ ਦੀ ਅੰਸ ਨੇ, ਤੇਰੇ ਸਿਰ ਦੀ ਖੋਪੜੀ ਭੰਨੀ।
[IRV | PA | OT | Jeremiah | Chapter 2 | Verse 17] ਕੀ ਤੂੰ ਆਪ ਵੀ ਇਹ ਆਪਣੇ ਉੱਤੇ ਨਹੀਂ ਲਿਆਈ, ਯਹੋਵਾਹ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਤਿਆਗਣ ਦੇ ਕਾਰਨ ਜਦ ਉਹ ਤੈਨੂੰ ਰਾਹੇ ਰਾਹ ਲਈ ਜਾਂਦਾ ਸੀ?
[IRV | PA | OT | Jeremiah | Chapter 2 | Verse 18] ਹੁਣ ਮਿਸਰ ਦੇ ਰਾਹ ਤੋਂ ਤੈਨੂੰ ਕੀ ਲਾਭ ਹੈ, ਜੋ ਤੂੰ ਨੀਲ ਦਾ ਪਾਣੀ ਪੀਵੇਂ? ਅਤੇ ਅੱਸ਼ੂਰ ਦੇ ਰਾਹ ਤੋਂ ਤੈਨੂੰ ਕੀ ਲਾਭ ਹੈ, ਜੋ ਤੂੰ ਦਰਿਆ ਦਾ ਪਾਣੀ ਪੀਵੇਂ?
[IRV | PA | OT | Jeremiah | Chapter 2 | Verse 19] ਤੇਰੀ ਬੁਰਿਆਈ ਤੈਨੂੰ ਝਿੜਕੇਗੀ, ਤੇਰਾ ਫਿਰ ਜਾਣਾ ਤੈਨੂੰ ਝਾੜ ਪਾਵੇਗਾ, ਜਾਣ ਅਤੇ ਵੇਖ ਕਿ ਇਹ ਬੁਰੀ ਅਤੇ ਕੌੜੀ ਗੱਲ ਹੈ, ਜੋ ਤੂੰ ਯਹੋਵਾਹ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਨੂੰ ਤਿਆਗ ਦਿੱਤਾ, ਅਤੇ ਤੈਨੂੰ ਮੇਰਾ ਭੈਅ ਨਹੀਂ, ਸੈਨਾਂ ਦੇ ਪ੍ਰਭੂ ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ।
[IRV | PA | OT | Jeremiah | Chapter 2 | Verse 20] ਤੂੰ ਤਾਂ ਚਿਰੋਕਣਾ ਆਪਣਾ ਜੂਲਾ ਭੰਨ ਛੱਡਿਆ, ਅਤੇ ਆਪਣੇ ਬੰਨ੍ਹ ਤੋੜ ਸੁੱਟੇ। ਤੂੰ ਆਖਿਆ ਮੈਂ ਟਹਿਲ ਨਾ ਕਰਾਂਗੀ! ਹਾਂ ਤੂੰ ਹਰ ਉੱਚੇ ਟਿੱਬੇ ਉੱਤੇ, ਅਤੇ ਹਰ ਹਰੇ ਰੁੱਖ ਹੇਠ ਵਿਭਚਾਰ ਲਈ ਝੁੱਕ ਗਈ।
[IRV | PA | OT | Jeremiah | Chapter 2 | Verse 21] ਮੈਂ ਤੈਨੂੰ ਇੱਕ ਖਰੀ ਦਾਖ ਕਰਕੇ ਲਾਇਆ। ਜੋ ਸਰਾਸਰ ਖਾਲ਼ਸ ਬੀ ਤੋਂ ਸੀ, ਫਿਰ ਤੂੰ ਕਿਵੇਂ ਮੇਰੇ ਲਈ ਇੱਕ ਜੰਗਲੀ ਦਾਖ ਦੀਆਂ ਵਿਗੜੀਆਂ ਹੋਈਆਂ ਕੁੰਬਲਾਂ ਵਿੱਚ ਬਦਲ ਗਈ?
[IRV | PA | OT | Jeremiah | Chapter 2 | Verse 22] ਭਾਵੇਂ ਤੂੰ ਆਪਣੇ ਆਪ ਨੂੰ ਸੱਜੀ ਨਾਲ ਧੋਵੇਂ ਅਤੇ ਬਹੁਤਾ ਸਾਬਣ ਵਰਤੇ, ਤਾਂ ਵੀ ਤੇਰੀ ਬਦੀ ਦਾ ਦਾਗ ਮੇਰੇ ਸਾਹਮਣੇ ਰਹਿੰਦਾ ਹੈ, ਪ੍ਰਭੂ ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ।
