[IRV | PA | OT | Jeremiah | Chapter 41 | Verse 1] ਤਾਂ ਸੱਤਵੇਂ ਮਹੀਨੇ ਇਸ ਤਰ੍ਹਾਂ ਹੋਇਆ ਕਿ ਨਥਨਯਾਹ ਦਾ ਪੁੱਤਰ, ਅਲੀਸ਼ਾਮਾ ਦਾ ਪੋਤਾ ਇਸਮਾਏਲ ਜਿਹੜਾ ਰਾਜਵੰਸ਼ੀ ਸੀ ਅਤੇ ਰਾਜਾ ਦੇ ਪਰਧਾਨਾਂ ਵਿੱਚੋਂ ਸੀ ਦਸ ਮਨੁੱਖ ਆਪਣੇ ਨਾਲ ਲੈ ਕੇ ਮਿਸਪਾਹ ਵਿੱਚ ਅਹੀਕਾਮ ਦੇ ਪੁੱਤਰ ਗਦਲਯਾਹ ਕੋਲ ਆਇਆ ਅਤੇ ਉੱਥੇ ਉਹਨਾਂ ਨੇ ਮਿਸਪਾਹ ਵਿੱਚ ਇਕੱਠੇ ਰੋਟੀ ਖਾਧੀ
[IRV | PA | OT | Jeremiah | Chapter 41 | Verse 2] ਤਾਂ ਨਥਨਯਾਹ ਦਾ ਪੁੱਤਰ ਇਸਮਾਏਲ ਅਤੇ ਉਹ ਦਸ ਮਨੁੱਖ ਜਿਹੜੇ ਉਸ ਦੇ ਨਾਲ ਸਨ ਉੱਠੇ ਅਤੇ ਉਹਨਾਂ ਨੇ ਸ਼ਾਫਾਨ ਦੇ ਪੋਤੇ ਅਹੀਕਾਮ ਦੇ ਪੁੱਤਰ ਗਦਲਯਾਹ ਨੂੰ ਤਲਵਾਰ ਮਾਰੀ ਅਤੇ ਉਹ ਨੂੰ ਮਾਰ ਸੁੱਟਿਆ ਜਿਹ ਨੂੰ ਬਾਬਲ ਦੇ ਰਾਜਾ ਨੇ ਦੇਸ ਵਿੱਚ ਹਾਕਮ ਥਾਪਿਆ ਸੀ
[IRV | PA | OT | Jeremiah | Chapter 41 | Verse 3] ਨਾਲੇ ਇਸਮਾਏਲ ਨੇ ਸਾਰੇ ਯਹੂਦੀਆਂ ਨੂੰ ਜਿਹੜੇ ਮਿਸਪਾਹ ਵਿੱਚ ਗਦਲਯਾਹ ਦੇ ਨਾਲ ਸਨ ਅਤੇ ਕਸਦੀਆਂ ਨੂੰ ਜਿਹੜੇ ਉੱਥੇ ਲੱਭੇ ਅਤੇ ਯੋਧੇ ਸਨ ਮਾਰ ਸੁੱਟਿਆ।
[IRV | PA | OT | Jeremiah | Chapter 41 | Verse 4] ਤਾਂ ਗਦਲਯਾਹ ਦੀ ਮੌਤ ਦੇ ਦੂਜੇ ਦਿਨ ਜਿਹ ਦਾ ਕਿਸੇ ਮਨੁੱਖ ਨੂੰ ਪਤਾ ਨਾ ਲੱਗਾ ਇਸ ਤਰ੍ਹਾਂ ਹੋਇਆ
[IRV | PA | OT | Jeremiah | Chapter 41 | Verse 5] ਕਿ ਸ਼ਕਮ ਤੋਂ, ਸ਼ੀਲੋਹ ਤੋਂ, ਸਾਮਰਿਯਾ ਤੋਂ, ਅੱਸੀ ਮਨੁੱਖ ਦਾੜ੍ਹੀ ਮੁਨਾ ਕੇ ਬਸਤਰ ਪਾੜ ਕੇ ਅਤੇ ਆਪਣੇ ਆਪ ਨੂੰ ਕੱਟ ਵੱਢ ਕਰ ਕੇ ਆਏ ਕਿ ਮੈਦੇ ਦੀ ਭੇਟ ਅਤੇ ਲੁਬਾਨ ਆਪਣਿਆਂ ਹੱਥਾਂ ਵਿੱਚ ਲੈ ਕੇ ਯਹੋਵਾਹ ਦੇ ਭਵਨ ਵਿੱਚ ਚੜਾਉਣ
[IRV | PA | OT | Jeremiah | Chapter 41 | Verse 6] ਤਾਂ ਨਥਨਯਾਹ ਦਾ ਪੁੱਤਰ ਇਸਮਾਏਲ ਉਹਨਾਂ ਨੂੰ ਮਿਲਣ ਲਈ ਮਿਸਪਾਹ ਤੋਂ ਬਾਹਰ ਨਿੱਕਲਿਆ। ਉਹ ਤੁਰਿਆ ਜਾਂਦਾ ਰੋਂਦਾ ਸੀ। ਜਿਵੇਂ ਹੀ ਉਹ ਉਹਨਾਂ ਨੂੰ ਮਿਲਿਆ ਉਸ ਉਹਨਾਂ ਨੂੰ ਆਖਿਆ, ਅਹੀਕਾਮ ਦੇ ਪੁੱਤਰ ਗਦਲਯਾਹ ਕੋਲ ਆਓ
[IRV | PA | OT | Jeremiah | Chapter 41 | Verse 7] ਅੱਗੋਂ ਇਸ ਤਰ੍ਹਾਂ ਹੋਇਆ ਕਿ ਜਦ ਉਹ ਸ਼ਹਿਰ ਦੇ ਵਿਚਕਾਰ ਪਹੁੰਚੇ ਤਾਂ ਨਥਨਯਾਹ ਦਾ ਪੁੱਤਰ ਇਸਮਾਏਲ ਨੇ ਉਹ ਦੇ ਸਾਥੀਆਂ ਨੇ ਉਹਨਾਂ ਨੂੰ ਵੱਢ ਸੁੱਟਿਆ ਅਤੇ ਭੋਰੇ ਦੇ ਵਿਚਕਾਰ ਸੁੱਟ ਦਿੱਤਾ
[IRV | PA | OT | Jeremiah | Chapter 41 | Verse 8] ਪਰ ਉਹਨਾਂ ਵਿੱਚ ਦਸ ਮਨੁੱਖ ਨਿੱਕਲੇ ਜਿਹਨਾਂ ਨੇ ਇਸਮਾਏਲ ਨੂੰ ਆਖਿਆ, ਸਾਨੂੰ ਨਾ ਮਾਰ ਕਿਉਂ ਜੋ ਸਾਡੇ ਕੋਲ ਖੇਤ ਵਿੱਚ ਕਣਕ, ਜੌਂ, ਤੇਲ ਅਤੇ ਸਹਿਤ ਦੇ ਗੋਦਾਮ ਲੁਕਾਏ ਹੋਏ ਹਨ। ਸੋ ਉਸ ਉਹਨਾਂ ਨੂੰ ਛੱਡ ਦਿੱਤਾ ਅਤੇ ਉਹਨਾਂ ਨੂੰ ਉਹਨਾਂ ਦੇ ਭਰਾਵਾਂ ਨਾਲ ਨਾ ਮਾਰਿਆ
[IRV | PA | OT | Jeremiah | Chapter 41 | Verse 9] ਇਹ ਭੋਹਰਾ ਉਹ ਸੀ ਜਿਹੜਾ ਆਸਾ ਰਾਜਾ ਨੇ ਇਸਰਾਏਲ ਦੇ ਰਾਜਾ ਬਆਸ਼ਾ ਦੇ ਕਾਰਨ ਬਣਾਇਆ ਸੀ ਜਿਹ ਦੇ ਵਿੱਚ ਇਸਮਾਏਲ ਨੇ ਉਨ੍ਹਾਂ ਮਨੁੱਖਾਂ ਦੀਆਂ ਸਾਰੀਆਂ ਲੋਥਾਂ ਜਿਨ੍ਹਾਂ ਨੂੰ ਗਦਲਯਾਹ ਦੇ ਨਾਲ ਮਾਰਿਆ ਸੀ ਪਾਈਆਂ ਸਨ। ਉਸ ਨੂੰ ਨਥਨਯਾਹ ਦੇ ਪੁੱਤਰ ਇਸਮਾਏਲ ਨੇ ਵੱਢਿਆਂ ਹੋਇਆਂ ਨਾਲ ਭਰ ਦਿੱਤਾ
[IRV | PA | OT | Jeremiah | Chapter 41 | Verse 10] ਤਾਂ ਇਸਮਾਏਲ ਨੇ ਸਾਰੇ ਰਹਿੰਦੇ-ਖੁੰਹਦੇ ਲੋਕ ਮਿਸਪਾਹ ਵਿੱਚ ਅਰਥਾਤ ਰਾਜਾ ਦੀਆਂ ਧੀਆਂ ਨੂੰ ਅਤੇ ਮਿਸਪਾਹ ਵਿਚਲੇ ਬਾਕੀ ਲੋਕਾਂ ਨੂੰ ਕੈਦ ਕਰ ਲਿਆ ਜਿਹਨਾਂ ਨੂੰ ਜੱਲਾਦਾਂ ਦਾ ਕਪਤਾਨ ਨਬੂਜ਼ਰਦਾਨ ਅਹੀਕਾਮ ਦੇ ਪੁੱਤਰ ਗਦਲਯਾਹ ਦੀ ਜ਼ਿੰਮੇਵਾਰੀ ਵਿੱਚ ਕਰ ਗਿਆ ਸੀ। ਨਥਨਯਾਹ ਦਾ ਪੁੱਤਰ ਇਸਮਾਏਲ ਉਹਨਾਂ ਨੂੰ ਕੈਦ ਕਰ ਕੇ ਲੈ ਗਿਆ ਭਈ ਅੰਮੋਨੀਆਂ ਕੋਲ ਪਾਰ ਲੰਘ ਜਾਵੇ
[IRV | PA | OT | Jeremiah | Chapter 41 | Verse 11] ਜਦ ਕਾਰੇਆਹ ਦੇ ਪੁੱਤਰ ਯੋਹਾਨਾਨ ਨੇ ਅਤੇ ਫੌਜਾਂ ਦੇ ਸਾਰੇ ਸਰਦਾਰਾਂ ਨੇ ਜਿਹੜੇ ਉਹ ਦੇ ਨਾਲ ਸਨ ਇਹ ਸਾਰੀ ਬੁਰਿਆਈ ਜਿਹੜੀ ਉਸ ਕੀਤੀ ਸੁਣੀ
[IRV | PA | OT | Jeremiah | Chapter 41 | Verse 12] ਤਾਂ ਉਹਨਾਂ ਨੇ ਸਾਰੇ ਮਨੁੱਖਾਂ ਨੂੰ ਲਿਆ ਅਤੇ ਨਥਨਯਾਹ ਦੇ ਪੁੱਤਰ ਇਸਮਾਏਲ ਨਾਲ ਲੜਨ ਲਈ ਗਏ ਅਤੇ ਓਹ ਨੂੰ ਵੱਡੇ ਪਾਣੀਆਂ ਕੋਲ ਜਿਹੜੇ ਗਿਬਓਨ ਵਿੱਚ ਸਨ ਜਾ ਲਿਆ
[IRV | PA | OT | Jeremiah | Chapter 41 | Verse 13] ਫੇਰ ਇਸ ਤਰ੍ਹਾਂ ਹੋਇਆ ਕਿ ਜਿਵੇਂ ਹੀ ਸਾਰੇ ਲੋਕਾਂ ਨੇ ਜਿਹੜੇ ਇਸਮਾਏਲ ਨਾਲ ਸਨ ਕਾਰੇਆਹ ਦੇ ਪੁੱਤਰ ਯੋਹਾਨਾਨ ਅਤੇ ਫੌਜਾਂ ਦੇ ਸਾਰੇ ਸਰਦਾਰਾਂ ਨੂੰ ਜਿਹੜੇ ਓਹ ਦੇ ਨਾਲ ਸਨ ਵੇਖਿਆ, ਤਾਂ ਅਨੰਦ ਹੋਏ
