[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 1] ਯਹੋਵਾਹ ਇਸ ਤਰ੍ਹਾਂ ਆਖਦਾ ਹੈ, ਵੇਖ, ਮੈਂ ਇੱਕ ਨਾਸ ਕਰਨ ਵਾਲੀ ਹਵਾ ਚਲਾਵਾਂਗਾ, ਬਾਬਲ ਦੇ ਵਿਰੁੱਧ, ਲੇਬ-ਕਾਮਾਈ ਦੇ ਵਿਰੁੱਧ।
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 2] ਮੈਂ ਬਾਬਲ ਲਈ ਉਡਾਵੇ ਘੱਲਾਂਗਾ, ਉਹ ਉਸ ਨੂੰ ਉਡਾਉਣਗੇ, ਉਹ ਦੇਸ ਨੂੰ ਸੱਖਣਾ ਕਰਨਗੇ, ਜਦ ਉਹ ਆਲਿਓਂ-ਦੁਆਲਿਓਂ ਉਸ ਦੇ ਵਿਰੁੱਧ, ਉਸ ਦੀ ਬਿਪਤਾ ਦੇ ਦਿਨ ਹੋਣਗੇ।
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 3] ਤੀਰ-ਅੰਦਾਜ਼ ਆਪਣਾ ਧਣੁੱਖ ਤੀਰ-ਅੰਦਾਜ਼ ਦੇ ਵਿਰੁੱਧ ਚੜ੍ਹਾਵੇ, ਅਤੇ ਉਸ ਦੇ ਵਿਰੁੱਧ ਜੋ ਆਪਣੇ ਆਪ ਨੂੰ ਸੰਜੋ ਵਿੱਚ ਚੁੱਕਦਾ ਹੈ, ਤੁਸੀਂ ਉਸ ਦੇ ਜੁਆਨਾਂ ਦਾ ਸਰਫ਼ਾ ਨਾ ਕਰੋ, ਉਸ ਦੀ ਸਾਰੀ ਸੈਨਾਂ ਦਾ ਸੱਤਿਆ ਨਾਸ ਕਰ ਦਿਓ!
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 4] ਉਹ ਮਾਰੇ ਜਾ ਕੇ ਕਸਦੀਆਂ ਦੇ ਦੇਸ ਵਿੱਚ ਡਿੱਗਣਗੇ, ਵਿੰਨ੍ਹੇ ਹੋਏ ਉਸ ਦੀਆਂ ਗਲੀਆਂ ਵਿੱਚ।
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 5] ਕਿਉਂ ਜੋ ਇਸਰਾਏਲ ਅਤੇ ਯਹੂਦਾਹ, ਸੈਨਾਂ ਦੇ ਯਹੋਵਾਹ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਵੱਲੋਂ ਤਿਆਗੇ ਨਾ ਗਏ, ਭਾਵੇਂ ਉਹਨਾਂ ਦਾ ਦੇਸ ਇਸਰਾਏਲ ਦੇ ਪਵਿੱਤਰ ਪੁਰਖ ਦੇ ਅੱਗੇ ਦੋਸ਼ ਨਾਲ ਭਰਿਆ ਹੋਇਆ ਹੈ।
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 6] ਬਾਬਲ ਦੇ ਵਿਚਕਾਰੋਂ ਨੱਠੋ, ਹਰੇਕ ਮਨੁੱਖ ਆਪਣੀ ਜਾਨ ਬਚਾਵੇ! ਉਸ ਦੀ ਬਦੀ ਵਿੱਚ ਮਾਰੇ ਨਾ ਜਾਓ, ਕਿਉਂ ਜੋ ਇਹ ਯਹੋਵਾਹ ਦੇ ਬਦਲੇ ਦਾ ਵੇਲਾ ਹੈ, ਉਹ ਉਸ ਨੂੰ ਵੱਟਾ ਦੇਵੇਗਾ।
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 7] ਬਾਬਲ ਯਹੋਵਾਹ ਦੇ ਹੱਥ ਵਿੱਚ ਇੱਕ ਸੋਨੇ ਦਾ ਕਟੋਰਾ ਸੀ, ਜਿਸ ਸਾਰੀ ਧਰਤੀ ਨੂੰ ਨਸ਼ਈ ਕੀਤਾ, ਕੌਮਾਂ ਨੇ ਉਸ ਦੀ ਮਧ ਪੀਤੀ ਇਸ ਲਈ ਕੌਮਾਂ ਖੀਵੀਆਂ ਹੋ ਗਈਆਂ।
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 8] ਬਾਬਲ ਮਲਕੜੇ ਡਿੱਗ ਪਿਆ ਅਤੇ ਭੰਨਿਆ ਤੋੜਿਆ ਗਿਆ, ਉਸ ਦੇ ਉੱਤੇ ਰੋਵੋ! ਉਸ ਦੇ ਦੁੱਖ ਲਈ ਬਲਸਾਨ ਲਓ, ਸ਼ਾਇਦ ਉਹ ਚੰਗਾ ਹੋ ਜਾਵੇ।
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 9] ਅਸੀਂ ਤਾਂ ਬਾਬਲ ਨੂੰ ਚੰਗਾ ਕਰਨਾ ਚਾਹੁੰਦੇ ਸੀ, ਪਰ ਉਹ ਚੰਗਾ ਨਾ ਹੋਇਆ। ਤੁਸੀਂ ਉਸ ਨੂੰ ਛੱਡੋ, ਆਓ, ਅਸੀਂ ਹਰੇਕ ਆਪਣੇ ਦੇਸ ਨੂੰ ਤੁਰ ਚੱਲੀਏ, ਕਿਉਂ ਜੋ ਉਸ ਦਾ ਨਿਆਂ ਅਕਾਸ਼ ਦੇ ਨੇੜੇ ਪਹੁੰਚਿਆ, ਅਤੇ ਬੱਦਲਾਂ ਤੱਕ ਉੱਠ ਗਿਆ ਹੈ।
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 10] ਯਹੋਵਾਹ ਨੇ ਸਾਡੇ ਧਰਮ ਨੂੰ ਪਰਗਟ ਕੀਤਾ ਹੈ, ਆਓ, ਸੀਯੋਨ ਵਿੱਚ ਯਹੋਵਾਹ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਕੰਮ ਦਾ ਵਰਣਨ ਕਰੀਏ।
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 11] ਤੀਰਾਂ ਨੂੰ ਤਿੱਖਾ ਕਰੋ, ਢਾਲਾਂ ਨੂੰ ਤਕੜਾਈ ਨਾਲ ਫੜੋ! ਯਹੋਵਾਹ ਨੇ ਮਾਦੀ ਰਾਜਿਆਂ ਦੀ ਰੂਹ ਨੂੰ ਪਰੇਰਿਆ ਹੈ, ਕਿਉਂ ਜੋ ਉਸ ਦਾ ਪਰੋਜਨ ਬਾਬਲ ਦੇ ਉਜਾੜ ਦੇਣ ਦਾ ਹੈ, ਇਹ ਯਹੋਵਾਹ ਦਾ ਬਦਲਾ, ਹਾਂ, ਉਹ ਦੀ ਹੈਕਲ ਦਾ ਬਦਲਾ ਹੈ!
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 12] ਬਾਬਲ ਦੀ ਸ਼ਹਿਰਪਨਾਹ ਦੇ ਵਿਰੁੱਧ ਝੰਡਾ ਖੜਾ ਕਰੋ, ਪਹਿਰੇ ਨੂੰ ਤਕੜਾ ਕਰੋ, ਪਹਿਰੇਦਾਰ ਨੂੰ ਕਾਇਮ ਕਰੋ, ਘਾਤ ਦੇ ਥਾਂ ਤਿਆਰ ਕਰੋ, ਕਿਉਂ ਜੋ ਯਹੋਵਾਹ ਨੇ ਮਤਾ ਪਕਾਇਆ ਸੋ ਕੀਤਾ ਵੀ, ਜਿਹੜਾ ਉਹ ਬਾਬਲ ਦੇ ਵਾਸੀਆਂ ਦੇ ਬਾਰੇ ਬੋਲਿਆ ਸੀ।
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 13] ਬਹੁਤਿਆਂ ਖ਼ਜ਼ਾਨਿਆਂ ਵਾਲੀਏ, ਤੂੰ ਜਿਹੜੀ ਬਹੁਤਿਆਂ ਪਾਣੀਆਂ ਉੱਤੇ ਵੱਸਦੀ ਹੈਂ, ਤੇਰਾ ਅੰਤ ਆ ਗਿਆ, ਤੇਰੀ ਮਾਰ-ਧਾੜ ਦਾ ਹਾੜਾ ਭਰ ਗਿਆ।
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 14] ਸੈਨਾਂ ਦੇ ਯਹੋਵਾਹ ਨੇ ਆਪਣੀ ਜਾਨ ਦੀ ਸਹੁੰ ਖਾਧੀ ਹੈ, ਮੈਂ ਜ਼ਰੂਰ ਤੈਨੂੰ ਆਦਮੀਆਂ ਨਾਲ ਸਲਾ ਵਾਂਗੂੰ ਭਰ ਦਿਆਂਗਾ, ਉਹ ਤੇਰੇ ਉੱਤੇ ਫਤਹ ਦਾ ਨਾਰਾ ਮਾਰਨਗੇ!
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 15] ਉਸ ਨੇ ਧਰਤੀ ਨੂੰ ਆਪਣੀ ਸ਼ਕਤੀ ਨਾਲ ਬਣਾਇਆ, ਉਸ ਆਪਣੀ ਬੁੱਧ ਨਾਲ ਜਗਤ ਨੂੰ ਕਾਇਮ ਕੀਤਾ, ਅਤੇ ਆਪਣੀ ਸਮਝ ਨਾਲ ਅਕਾਸ਼ਾਂ ਨੂੰ ਤਾਣਿਆ।
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 16] ਜਦ ਉਹ ਆਪਣੀ ਆਵਾਜ਼ ਕੱਢਦਾ ਹੈ, ਤਾਂ ਅਕਾਸ਼ ਵਿੱਚ ਪਾਣੀਆਂ ਦਾ ਸ਼ੋਰ ਹੁੰਦਾ ਹੈ, ਉਹ ਧਰਤੀ ਦੇ ਕੰਢਿਆਂ ਤੋਂ ਭਾਫ਼ ਨੂੰ ਚੁੱਕਦਾ ਹੈ, ਉਹ ਵਰਖਾ ਲਈ ਬਿਜਲੀਆਂ ਬਣਾਉਂਦਾ ਹੈ, ਉਹ ਆਪਣਿਆਂ ਖ਼ਜ਼ਾਨਿਆਂ ਤੋਂ ਹਵਾ ਵਗਾਉਂਦਾ ਹੈ।
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 17] ਹਰੇਕ ਆਦਮੀ ਪਸ਼ੂ ਜਿਹਾ ਵਹਿਸ਼ੀ ਅਤੇ ਗਿਆਨਹੀਣ ਹੋ ਗਿਆ ਹੈ, ਹਰੇਕ ਸਰਾਫ਼ ਆਪਣੀ ਮੂਰਤ ਤੋਂ ਸ਼ਰਮਿੰਦਾ ਹੈ, ਕਿਉਂ ਜੋ ਉਸ ਦੀ ਢਾਲੀ ਹੋਈ ਮੂਰਤ ਝੂਠੀ ਹੈ, ਉਸ ਦੇ ਵਿੱਚ ਸਾਹ ਨਹੀਂ।
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 18] ਉਹ ਫੋਕੇ ਹਨ, ਉਹ ਧੋਖੇ ਦਾ ਕੰਮ ਹਨ, ਉਹ ਆਪਣੀ ਸਜ਼ਾ ਦੇ ਵੇਲੇ ਮਿਟ ਜਾਣਗੇ।
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 19] ਯਾਕੂਬ ਦਾ ਹਿੱਸਾ ਉਹਨਾਂ ਵਰਗਾ ਨਹੀਂ, ਕਿਉਂ ਜੋ ਉਹ ਉਹਨਾਂ ਸਭਨਾਂ ਦਾ ਸਿਰਜਣਹਾਰ ਹੈ, ਉਹ ਉਸ ਦੀ ਮਿਲਖ਼ ਦਾ ਗੋਤ ਹੈ, - ਸੈਨਾਂ ਦਾ ਯਹੋਵਾਹ ਉਸ ਦਾ ਨਾਮ ਹੈ।
