[DRA | EN | OT | Job | Chapter 38 | Verse 1] Then the Lord answered Job out of a whirlwind, and said:
[DRA | EN | OT | Job | Chapter 38 | Verse 2] Who is this that wrappeth up sentences in unskillful words?
[DRA | EN | OT | Job | Chapter 38 | Verse 3] Gird up thy loins like a man: I will ask thee, and answer thou me.
[DRA | EN | OT | Job | Chapter 38 | Verse 4] Where wast thou when I laid up the foundations of the earth? tell me if thou hast understanding.
[DRA | EN | OT | Job | Chapter 38 | Verse 5] Who hath laid the measures thereof, if thou knowest? or who hath stretched the line upon it?
[DRA | EN | OT | Job | Chapter 38 | Verse 6] Upon what are its bases grounded? or who laid the corner stone thereof,
[DRA | EN | OT | Job | Chapter 38 | Verse 7] When the morning stars praised me together, and all the sons of God made a joyful melody?
[DRA | EN | OT | Job | Chapter 38 | Verse 8] Who shut up the sea with doors, when it broke forth as issuing out of the womb:
[DRA | EN | OT | Job | Chapter 38 | Verse 9] When I made a cloud the garment thereof, and wrapped it in a mist as in swaddling bands?
[DRA | EN | OT | Job | Chapter 38 | Verse 10] I set my bounds around it, and made it bars and doors:
[DRA | EN | OT | Job | Chapter 38 | Verse 11] And I said: Hitherto thou shalt come, and shalt go no further, and here thou shalt break thy swelling waves.
[DRA | EN | OT | Job | Chapter 38 | Verse 12] Didst thou since thy birth command the morning, and shew the dawning of the day its place?
[DRA | EN | OT | Job | Chapter 38 | Verse 13] And didst thou hold the extremities of the earth shaking them, and hast thou shaken the ungodly out of it?
[DRA | EN | OT | Job | Chapter 38 | Verse 14] The seal shall be restored as clay, and shall stand as a garment:
[DRA | EN | OT | Job | Chapter 38 | Verse 15] From the wicked their light shall be taken away, and the high arm shall be broken.
[DRA | EN | OT | Job | Chapter 38 | Verse 16] Hast thou entered into the depths of the sea, and walked in the lowest parts of the deep?
[DRA | EN | OT | Job | Chapter 38 | Verse 17] Have the gates of death been opened to thee, and hast thou seen the darksome doors?
[DRA | EN | OT | Job | Chapter 38 | Verse 18] Hast thou considered the breadth of the earth? tell me, if thou knowest all things?
[DRA | EN | OT | Job | Chapter 38 | Verse 19] Where is the way where light dwelleth, and where is the place of darkness:
[DRA | EN | OT | Job | Chapter 38 | Verse 20] That thou mayst bring every thing to its own bounds, and understand the paths of the house thereof.
[DRA | EN | OT | Job | Chapter 38 | Verse 21] Didst thou know then that thou shouldst be born? and didst thou know the number of thy days?
[DRA | EN | OT | Job | Chapter 38 | Verse 22] Hast thou entered into the storehouses of the snow, or has thou beheld the treasures of the hail:
[DRA | EN | OT | Job | Chapter 38 | Verse 23] Which I have prepared for the time of the enemy, against the day of battle and war?
[DRA | EN | OT | Job | Chapter 38 | Verse 24] By what way is the light spread, and heat divided upon the earth?
[DRA | EN | OT | Job | Chapter 38 | Verse 25] Who gave a course to violent showers, or a way for noisy thunder:
[DRA | EN | OT | Job | Chapter 38 | Verse 26] That it should rain on the earth without man in the wilderness, where no mortal dwelleth:
[DRA | EN | OT | Job | Chapter 38 | Verse 27] That it should fill the desert and desolate land, and should bring forth green grass?
[DRA | EN | OT | Job | Chapter 38 | Verse 28] Who is the father of rain? or who begot the drops of dew?
[DRA | EN | OT | Job | Chapter 38 | Verse 29] Out of whose womb came the ice; and the frost from heaven who hath gendered it?
[DRA | EN | OT | Job | Chapter 38 | Verse 30] The waters are hardened like a stone, and the surface of the deep is congealed.
[DRA | EN | OT | Job | Chapter 38 | Verse 31] Shalt thou be able to join together the shining stars the Pleiades, or canst thou stop the turning about of Arcturus?
[DRA | EN | OT | Job | Chapter 38 | Verse 32] Canst thou bring forth the day star in its time, and make the evening star to rise upon the children of the earth?
[DRA | EN | OT | Job | Chapter 38 | Verse 33] Dost thou know the order of heaven, and canst thou set down the reason thereof on the earth?
[DRA | EN | OT | Job | Chapter 38 | Verse 34] Canst thou lift up thy voice to the clouds, that an abundance of waters may cover thee?
[DRA | EN | OT | Job | Chapter 38 | Verse 35] Canst thou send lightnings, and will they go, and will they return and say to thee: Here we are?
[DRA | EN | OT | Job | Chapter 38 | Verse 36] Who hath put wisdom in the heart of man? or who gave the cock understanding?
[DRA | EN | OT | Job | Chapter 38 | Verse 37] Who can declare the order of the heavens, or who can make the harmony of heaven to sleep?
[DRA | EN | OT | Job | Chapter 38 | Verse 38] When was the dust poured on the earth, and the clods fastened together?
[DRA | EN | OT | Job | Chapter 38 | Verse 39] Wilt thou take the prey for the lioness, and satisfy the appetite of her whelps,
[DRA | EN | OT | Job | Chapter 38 | Verse 40] When they couch in the dens and lie in wait in holes?
[DRA | EN | OT | Job | Chapter 38 | Verse 41] Who provideth food for the raven, when her young ones cry to God, wandering about, because they have no meat?
