[LXX | EL | OT | 2 Maccabees | Chapter 10 | Verse 1] Μακκαβαῖος δὲ καὶ οἱ σὺν αὐτῷ, τοῦ Κυρίου προάγοντος αὐτοὺς, τὸ μὲν ἱερὸν ἐκομίσαντο καὶ τὴν πόλιν,
[LXX | EL | OT | 2 Maccabees | Chapter 10 | Verse 2] τοὺς δὲ κατὰ τὴν ἀγορὰν βωμοὺς ὑπὸ τῶν ἀλλοφύλων δεδημιουργημένους, ἔτι δὲ τεμένη καθεῖλον.
[LXX | EL | OT | 2 Maccabees | Chapter 10 | Verse 3] Καὶ τὸν νεὼν καθαρίσαντες, ἕτερον θυσιαστήριον ἐποίησαν, καὶ πυρώσαντες λίθους, καὶ πῦρ ἐκ τούτων λαβόντες, ἀνήνεγκαν θυσίαν μετὰ διετῆ χρόνον, καὶ θυμίαμα καὶ λύχνους, καὶ τῶν ἄρτων τὴν πρόθεσιν ἐποιήσαντο.
[LXX | EL | OT | 2 Maccabees | Chapter 10 | Verse 4] Ταῦτα δὲ ποιήσαντες ἠξίωσαν τὸν Κύριον πεσόντες ἐπὶ κοιλίαν, μηκέτι περιπεσεῖν τοιούτοις κακοῖς, ἀλλʼ ἐάν ποτε καὶ ἁμάρτωσιν, ὑπʼ αὐτοῦ μετʼ ἐπιεικείας παιδεύεσθαι, καὶ μὴ βλασφήμοις καὶ βαρβάροις ἔθνεσι παραδίδοσθαι.
[LXX | EL | OT | 2 Maccabees | Chapter 10 | Verse 5] Ἐν ᾗ δὲ ἡμέρᾳ ὁ νεὼς ὑπὸ ἀλλοφύλων ἐβεβηλώθη, συνέβη κατὰ τὴν αὐτὴν ἡμέραν τὸν καθαρισμὸν γενέσθαι τοῦ ναοῦ, τῇ πέμπτῃ καὶ εἰκάδι τοῦ αὐτοῦ μηνὸς, ὅς ἐστι Χασελεῦ.
[LXX | EL | OT | 2 Maccabees | Chapter 10 | Verse 6] Καὶ μετʼ εὐφροσύνης ἦγον ἡμέρας ὀκτὼ σκηνωμάτων τρόπον, μνημονεύοντες ὡς πρὸ μικροῦ χρόνου τὴν τῶν σκηνῶν ἑορτὴν ἐν τοῖς ὄρεσι καὶ ἐν τοῖς σπηλαίοις θηρίων τρόπον ἦσαν νεμόμενοι.
[LXX | EL | OT | 2 Maccabees | Chapter 10 | Verse 7] Διὸ θύρσους καὶ κλάδους ὡραίους, ἔτι δὲ φοίνικας ἔχοντες, ὕμνους ἀνέφερον τῷ εὐοδώσαντι καθαρισθῆναι τὸν ἑαυτοῦ τόπον.
[LXX | EL | OT | 2 Maccabees | Chapter 10 | Verse 8] Ἐδογμάτισαν δὲ μετὰ κοινοῦ προστάγματος καὶ ψηφίσματος παντὶ τῷ τῶν Ἰουδαίων ἔθνει κατʼ ἐνιαυτὸν ἄγειν τάσδε τὰς ἡμέρας.
[LXX | EL | OT | 2 Maccabees | Chapter 10 | Verse 9] Καὶ τὰ μὲν τῆς Ἀντιόχου τοῦ προσαγορευθέντος Ἐπιφανοῦς τελευτῆς οὕτως εἶχε.
[LXX | EL | OT | 2 Maccabees | Chapter 10 | Verse 10] Νυνὶ δὲ τὰ κατὰ τὸν Εὐπάτορα Ἀντίοχον, υἱὸν δὲ τοῦ ἀσεβοῦς γενόμενον, δηλώσομεν, αὐτά συντέμνοντες τὰ τῶν πολέμων κακά.
[LXX | EL | OT | 2 Maccabees | Chapter 10 | Verse 11] Αὐτὸς γὰρ παραλαβὼν βασιλείαν, ἀνέδειξεν ἐπὶ τῶν πραγμάτων Λυσίαν τινά, κοίλης δὲ Συρίας καὶ Φοινίκης στρατηγὸν πρώταρχον.
[LXX | EL | OT | 2 Maccabees | Chapter 10 | Verse 12] Πτολεμαῖος γὰρ ὁ καλούμενος Μάκρων τὸ δίκαιον συντηρεῖν προηγούμενος εἰς τοὺς Ἰουδαίους διὰ τὴν γεγονυῖαν εἰς αὐτοὺς ἀδικίαν, καί ἐπειρᾶτο τὰ πρὸς αὐτοὺς εἰρηνικῶς διεξάγειν.
[LXX | EL | OT | 2 Maccabees | Chapter 10 | Verse 13] Ὅθεν κατηγορούμενος ὑπὸ τῶν φίλων πρὸς τὸν Εὐπάτορα, καὶ προδότης παρέκαστα ἀκούων, διὰ τὸ τὴν Κύπρον ἐμπιστευθέντα ὑπὸ τοῦ Φιλομήτορος ἐκλιπεῖν, καὶ πρὸς Ἀντίοχον τὸν Ἐπιφανῆ ἀναχωρῆσαι, μήτʼ εὐγενῆ τὴν ἐξουσίαν ἔχων, ὑπʼ ἀθυμίας φαρμακεύσας ἑαυτὸν ἐξέλιπε τὸν βίον.
[LXX | EL | OT | 2 Maccabees | Chapter 10 | Verse 14] Γοργίας δὲ γενόμενος στρατηγὸς τῶν τόπων, ἐξενοτρόφει, καὶ παρέκαστα πρὸς τοὺς Ἰουδαίους ἐπολεμοτρόφει,
[LXX | EL | OT | 2 Maccabees | Chapter 10 | Verse 15] Ὁμοῦ δὲ τούτῳ καὶ οἱ Ἰδουμαῖοι ἐγκρατεῖς ἐπικαίρων ὀχυρωμάτων ὄντες, ἐγύμναζον τοὺς Ἰουδαίους, καὶ τοὺς φυγαδευθέντας ἀπὸ Ἰεροσολύμων προσλαβόμενοι πολεμοτροφεῖν ἐπεχείρουν.
[LXX | EL | OT | 2 Maccabees | Chapter 10 | Verse 16] Οἱ δὲ περὶ τὸν Μακκαβαῖον, ποιησάμενοι λιτανείαν, καὶ ἀξιώσαντες τὸν Θεὸν σύμμαχον αὐτοῖς γενέσθαι, ἐπὶ τὰ τῶν Ἰδουμαίων ὀχυρώματα ὥρμησαν,
[LXX | EL | OT | 2 Maccabees | Chapter 10 | Verse 17] οἷς καὶ προσβαλόντες εὐρώστως, ἐγκρατεῖς ἐγένοντο τῶν τόπων, πάντας τε τοὺς ἐπὶ τῷ τείχει μαχομένους ἠμύναντο· κατέσφαζόν δε τοὺς ἐμπίπτοντας, ἀνεῖλον δὲ οὐχ ἧττον τῶν δισμυρίων.
[LXX | EL | OT | 2 Maccabees | Chapter 10 | Verse 18] Συμφυγόντων δὲ οὐκ ἔλαττον τῶν ἐννακισχιλίων εἰς δύο πύργους ὀχυροὺς εὖ μάλα, καὶ πάντα τὰ πρὸς πολιορκίαν ἔχοντας,
[LXX | EL | OT | 2 Maccabees | Chapter 10 | Verse 19] ὁ Μακκαβαῖος εἰς ἐπείγοντας τόπους ἀπολιπὼν Σίμωνα καὶ Ἰώσηφον, ἔτι δὲ καὶ Ζακχαῖον καὶ τοὺς σὺν αὐτῷ ἱκανοὺς πρὸς τὴν τούτων πολιορκίαν, αὐτὸς ἐχωρίσθη.
[LXX | EL | OT | 2 Maccabees | Chapter 10 | Verse 20] Οἱ δὲ περὶ τὸν Σίμωνα φιλαργυρήσαντες ὑπό τινων τῶν ἐν τοῖς πύργοις ἐπείσθησαν ἀργυρίῳ· ἑπτάκις δὲ μυριάδας δραχμὰς λαβόντες, εἴασάν τινας διαῤῥυῆναι.
[LXX | EL | OT | 2 Maccabees | Chapter 10 | Verse 21] Προσαγγελθέντος δὲ τῷ Μακκαβαίῳ περὶ τοῦ γεγονότος, συναγαγὼν τοὺς ἡγουμένους τοῦ λαοῦ, κατηγόρησεν ὡς ἀργυρίου πεπράκασι τοὺς ἀδελφοὺς, τοὺς πολεμίους κατʼ αὐτῶν ἀπολύσαντες.
[LXX | EL | OT | 2 Maccabees | Chapter 10 | Verse 22] Τούτους μὲν οὖν προδότας γενομένους ἀπέκτεινε, καὶ παραχρῆμα τοὺς δύο πύργους κατελάβετο.
[LXX | EL | OT | 2 Maccabees | Chapter 10 | Verse 23] Τοῖς δὲ ὅπλοις τὰ πάντα ἐν ταῖς χερσὶν εὐοδούμενος, ἀπώλεσεν ἐν τοῖς δυσὶν ὀχυρώμασι πλείους τῶν δισμυρίων.
[LXX | EL | OT | 2 Maccabees | Chapter 10 | Verse 24] Τιμόθεος δὲ ὁ πρότερον ἡττηθεὶς ὑπὸ τῶν Ἰουδαίων, συναγαγὼν ξένας δυνάμεις παμπληθεῖς, καὶ τοὺς τῆς Ἀσίας γενομένους ἵππους συναθροίσας οὐκ ὀλίγους, παρῆν ὡς δοριάλωτον ληψόμενος τὴν Ἰουδαίαν.
[LXX | EL | OT | 2 Maccabees | Chapter 10 | Verse 25] Οἱ δὲ περὶ τὸν Μακκαβαῖον, συνεγγίζοντος αὐτοῦ, πρὸς ἱκετείαν τοῦ Θεοῦ ἐτράπησαν, γῇ τὰς κεφαλὰς καταπάσαντες, καὶ τὰς ὀσφύας σάκκοις ζώσαντες,
