[IRV | GU | NT | Matthew | Chapter 10 | Verse 1] પછી ઈસુએ પોતાના બાર શિષ્યોને પાસે બોલાવીને અશુદ્ધ આત્માઓને કાઢવાનો, તથા દરેક પ્રકારનો મંદવાડ તથા દરેક જાતનો રોગ મટાડવાનો અધિકાર તેઓને આપ્યો.
[IRV | GU | NT | Matthew | Chapter 10 | Verse 2] તે બાર પ્રેરિતોનાં નામ આ છે. પહેલો સિમોન જે પિતર કહેવાય છે, અને તેનો ભાઈ આન્દ્રિયા; ઝબદીનો દીકરો યાકૂબ, તથા તેનો ભાઈ યોહાન;
[IRV | GU | NT | Matthew | Chapter 10 | Verse 3] ફિલિપ તથા બર્થોલ્મી; થોમા તથા માથ્થી દાણી; અલ્ફીનો દીકરો યાકૂબ તથા થદી;
[IRV | GU | NT | Matthew | Chapter 10 | Verse 4] સિમોન જે અતિ ઝનૂની માણસ હતો તથા યહૂદા ઇશ્કારિયોત, જે ઈસુને પરસ્વાધીન કરનાર હતો.
[IRV | GU | NT | Matthew | Chapter 10 | Verse 5] ઈસુએ તે બાર શિષ્યોને મોકલીને એવી આજ્ઞા આપી કે, “તમે વિદેશીઓને માર્ગે ન જાઓ અને સમરૂનીઓના કોઈ નગરમાં ન પેસો.
[IRV | GU | NT | Matthew | Chapter 10 | Verse 6] પણ તેના કરતાં ઇઝરાયલના ઘરનાં ખોવાયેલાં ઘેટાંની પાસે જાઓ.
[IRV | GU | NT | Matthew | Chapter 10 | Verse 7] તમે જતા જતા એમ પ્રગટ કરો કે, ‘સ્વર્ગનું રાજ્ય પાસે આવ્યું છે.’”
[IRV | GU | NT | Matthew | Chapter 10 | Verse 8] માંદાઓને સાજાં કરો, મૂએલાંઓને સજીવન કરો, રક્તપિત્તના રોગીઓને શુદ્ધ કરો, અને દુષ્ટાત્માઓને કાઢો. તમે મફત પામ્યા છો, મફત આપો.
[IRV | GU | NT | Matthew | Chapter 10 | Verse 9] સોનું, ચાંદી કે પિત્તળ તમારા કમરબંધમાં ન રાખો;
[IRV | GU | NT | Matthew | Chapter 10 | Verse 10] મુસાફરીને સારુ થેલો, બે અંગરખા, ચંપલ, લાકડી પણ ન લો; કેમ કે મજૂર પોતાના વેતનને યોગ્ય છે.
[IRV | GU | NT | Matthew | Chapter 10 | Verse 11] જે જે નગરમાં કે ગામમાં તમે જાઓ, તેમાં યોગ્ય કોણ છે એની તપાસ કરો, ત્યાંથી નીકળતાં સુધી તેને ત્યાં રહો.
[IRV | GU | NT | Matthew | Chapter 10 | Verse 12] ઘરમાં જઈને તેઓને સલામ કહો.
[IRV | GU | NT | Matthew | Chapter 10 | Verse 13] જો તે ઘર યોગ્ય હોય તો તમારી શાંતિ તેના પર રહેશે; પણ જો તે ઘર યોગ્ય ન હોય તો તમારી શાંતિ તમારા પર પાછી રહેશે.
[IRV | GU | NT | Matthew | Chapter 10 | Verse 14] જો કોઈ તમારો આવકાર નહિ કરે તથા તમારી વાતો નહિ સાંભળે તો તે ઘરમાંથી અથવા તે નગરમાંથી નીકળતાં તમે તેની ધૂળ તમારા પગ પરથી ખંખેરી નાખો.
[IRV | GU | NT | Matthew | Chapter 10 | Verse 15] હું તમને નિશ્ચે કહું છું કે, ન્યાયકાળે સદોમ તથા ગમોરા દેશના હાલ તે નગરના કરતાં સહેલ થશે.
[IRV | GU | NT | Matthew | Chapter 10 | Verse 16] જુઓ, વરુઓમાં ઘેટાંના જેવા હું તમને મોકલું છું; માટે તમે સાપના જેવા હોશિયાર, તથા કબૂતરનાં જેવા સાલસ થાઓ.
[IRV | GU | NT | Matthew | Chapter 10 | Verse 17] તમે માણસોથી સાવધાન રહો; કેમ કે તેઓ તમને ન્યાયસભાને સોંપશે, અને તેઓનાં સભાસ્થાનોમાં તમને કોરડા મારશે.
[IRV | GU | NT | Matthew | Chapter 10 | Verse 18] તેઓને તથા બિનયહૂદીઓને માટે સાક્ષીને અર્થે મારે લીધે તમને અધિકારીઓની તથા રાજાઓની આગળ લઈ જવાશે.
[IRV | GU | NT | Matthew | Chapter 10 | Verse 19] પણ જયારે તેઓ તમને સોંપશે ત્યારે તમે ચિંતા ન કરો કે શી રીતે અથવા શું બોલીએ; કેમ કે શું બોલવું તે તે જ ઘડીએ તમને અપાશે.
[IRV | GU | NT | Matthew | Chapter 10 | Verse 20] કેમ કે જે બોલે છે તે તો તમે નથી, પણ પિતાનો આત્મા તમારા દ્વારા બોલે છે.
[IRV | GU | NT | Matthew | Chapter 10 | Verse 21] ભાઈ ભાઈને તથા પિતા બાળકને મારી નંખાવવાને સોંપી દેશે અને બાળકો માતાપિતાની સામે ઊઠીને તેઓને મારી નંખાવશે.
[IRV | GU | NT | Matthew | Chapter 10 | Verse 22] મારા નામને કારણે સહુ તમારો દ્વેષ કરશે, પણ જે કોઈ અંત સુધી ટકશે તે જ ઉદ્ધાર પામશે.
[IRV | GU | NT | Matthew | Chapter 10 | Verse 23] જયારે તેઓ તમને એક નગરમાં સતાવણી કરે ત્યારે તમે બીજામાં ભાગી જાઓ, કેમ કે હું તમને નિશ્ચે કહું છું કે માણસનો દીકરો આવે ત્યાં સુધી ઇઝરાયલનાં સઘળાં નગરોમાં તમે ફરી નહિ વળશો.
[IRV | GU | NT | Matthew | Chapter 10 | Verse 24] શિષ્ય ગુરુ કરતાં મોટો નથી અને નોકર પોતાના શેઠ કરતાં મોટો નથી.
[IRV | GU | NT | Matthew | Chapter 10 | Verse 25] શિષ્ય પોતાના ગુરુ જેવો અને નોકર પોતાના શેઠ જેવો હોય તો તે જ ઘણું છે. જો ઘરના માલિકને તેઓએ બાલઝબૂલ કહ્યો છે, તો તેના ઘરના લોકોને કેટલું વિશેષે કરીને તેઓ એમ જ કહેશે!
