[WEBSTER | EN | OT | Job | Chapter 27 | Verse 1] Moreover, Job continued his parable, and said,
[WEBSTER | EN | OT | Job | Chapter 27 | Verse 2] As God liveth, who hath taken away my judgment; and the Almighty who hath afflicted my soul;
[WEBSTER | EN | OT | Job | Chapter 27 | Verse 3] All the while my breath is in me, and the spirit of God is in my nostrils;
[WEBSTER | EN | OT | Job | Chapter 27 | Verse 4] My lips shall not speak wickedness, nor my tongue utter deceit.
[WEBSTER | EN | OT | Job | Chapter 27 | Verse 5] Far be it from me that I should justify you: till I die I will not remove my integrity from me.
[WEBSTER | EN | OT | Job | Chapter 27 | Verse 6] My righteousness I hold fast, and will not let it go: my heart shall not reproach me so long as I live.
[WEBSTER | EN | OT | Job | Chapter 27 | Verse 7] Let my enemy be as the wicked, and he that riseth up against me as the unrighteous.
[WEBSTER | EN | OT | Job | Chapter 27 | Verse 8] For what is the hope of the hypocrite, though he hath gained, when God taketh away his soul?
[WEBSTER | EN | OT | Job | Chapter 27 | Verse 9] Will God hear his cry when trouble cometh upon him?
[WEBSTER | EN | OT | Job | Chapter 27 | Verse 10] Will he delight himself in the Almighty? will he always call upon God?
[WEBSTER | EN | OT | Job | Chapter 27 | Verse 11] I will teach you by the hand of God: that which is with the Almighty will I not conceal.
[WEBSTER | EN | OT | Job | Chapter 27 | Verse 12] Behold, all ye yourselves have seen it ; why then are ye thus altogether vain?
[WEBSTER | EN | OT | Job | Chapter 27 | Verse 13] This is the portion of a wicked man with God, and the heritage of oppressors, which they shall receive of the Almighty.
[WEBSTER | EN | OT | Job | Chapter 27 | Verse 14] If his children are multiplied, it is for the sword: and his offspring shall not be satisfied with bread.
[WEBSTER | EN | OT | Job | Chapter 27 | Verse 15] Those that remain of him shall be buried in death: and his widows shall not weep.
[WEBSTER | EN | OT | Job | Chapter 27 | Verse 16] Though he should heap up silver as the dust, and prepare raiment as the clay?
[WEBSTER | EN | OT | Job | Chapter 27 | Verse 17] He may prepare it , but the just shall put it on, and the innocent shall divide the silver.
[WEBSTER | EN | OT | Job | Chapter 27 | Verse 18] He buildeth his house as a moth, and as a booth that the keeper maketh.
[WEBSTER | EN | OT | Job | Chapter 27 | Verse 19] The rich man shall lie down, but he shall not be gathered: he openeth his eyes, and he is not.
[WEBSTER | EN | OT | Job | Chapter 27 | Verse 20] Terrors take hold on him as waters, a tempest stealeth him away in the night.
[WEBSTER | EN | OT | Job | Chapter 27 | Verse 21] The east wind carrieth him away, and he departeth: and as a storm hurleth him out of his place.
[WEBSTER | EN | OT | Job | Chapter 27 | Verse 22] For God shall cast upon him, and not spare: he would fain flee out of his hand.
[WEBSTER | EN | OT | Job | Chapter 27 | Verse 23] Men shall clap their hands at him, and shall hiss him out of his place.
