[WEBSTER | EN | OT | Job | Chapter 29 | Verse 1] Moreover, Job continued his parable, and said,
[WEBSTER | EN | OT | Job | Chapter 29 | Verse 2] Oh that I were as in months past, as in the days when God preserved me;
[WEBSTER | EN | OT | Job | Chapter 29 | Verse 3] When his candle shined upon my head, and when by his light I walked through darkness;
[WEBSTER | EN | OT | Job | Chapter 29 | Verse 4] As I was in the days of my youth, when the secret of God was upon my tabernacle;
[WEBSTER | EN | OT | Job | Chapter 29 | Verse 5] When the Almighty was yet with me, when my children were about me;
[WEBSTER | EN | OT | Job | Chapter 29 | Verse 6] When I washed my steps with butter, and the rock poured me out rivers of oil;
[WEBSTER | EN | OT | Job | Chapter 29 | Verse 7] When I went out to the gate through the city, when I prepared my seat in the street!
[WEBSTER | EN | OT | Job | Chapter 29 | Verse 8] The young men saw me, and hid themselves: and the aged arose, and stood up.
[WEBSTER | EN | OT | Job | Chapter 29 | Verse 9] The princes refrained talking, and laid their hand on their mouth.
[WEBSTER | EN | OT | Job | Chapter 29 | Verse 10] The nobles held their peace, and their tongue cleaved to the roof of their mouth.
[WEBSTER | EN | OT | Job | Chapter 29 | Verse 11] When the ear heard me , then it blessed me; and when the eye saw me , it gave witness to me:
[WEBSTER | EN | OT | Job | Chapter 29 | Verse 12] Because I delivered the poor that cried, and the fatherless, and him that had none to help him.
[WEBSTER | EN | OT | Job | Chapter 29 | Verse 13] The blessing of him that was ready to perish came upon me: and I caused the widow's heart to sing for joy.
[WEBSTER | EN | OT | Job | Chapter 29 | Verse 14] I put on righteousness, and it clothed me: my judgment was as a robe and a diadem.
[WEBSTER | EN | OT | Job | Chapter 29 | Verse 15] I was eyes to the blind, and feet was I to the lame.
[WEBSTER | EN | OT | Job | Chapter 29 | Verse 16] I was a father to the poor: and the cause which I knew not I searched out.
[WEBSTER | EN | OT | Job | Chapter 29 | Verse 17] And I broke the jaws of the wicked, and plucked the spoil out of his teeth.
[WEBSTER | EN | OT | Job | Chapter 29 | Verse 18] Then I said, I shall die in my nest, and I shall multiply my days as the sand.
[WEBSTER | EN | OT | Job | Chapter 29 | Verse 19] My root was spread out by the waters, and the dew lay all night upon my branch.
[WEBSTER | EN | OT | Job | Chapter 29 | Verse 20] My glory was fresh in me, and my bow was renewed in my hand.
[WEBSTER | EN | OT | Job | Chapter 29 | Verse 21] To me men gave ear, and waited, and kept silence at my counsel.
[WEBSTER | EN | OT | Job | Chapter 29 | Verse 22] After my words they spoke not again; and my speech dropped upon them.
[WEBSTER | EN | OT | Job | Chapter 29 | Verse 23] And they waited for me as for the rain; and they opened their mouth wide as for the latter rain.
[WEBSTER | EN | OT | Job | Chapter 29 | Verse 24] If I laughed on them, they believed it not; and the light of my countenance they cast not down.
[WEBSTER | EN | OT | Job | Chapter 29 | Verse 25] I chose out their way, and sat chief, and dwelt as a king in the army, as one that comforteth the mourners.
