[WEBSTER | EN | OT | Job | Chapter 9 | Verse 1] Then Job answered and said,
[WEBSTER | EN | OT | Job | Chapter 9 | Verse 2] I know it to be so of a truth: but how should man be just with God?
[WEBSTER | EN | OT | Job | Chapter 9 | Verse 3] If he will contend with him, he cannot answer him one of a thousand.
[WEBSTER | EN | OT | Job | Chapter 9 | Verse 4] He is wise in heart, and mighty in strength: who hath hardened himself against him, and hath prospered?
[WEBSTER | EN | OT | Job | Chapter 9 | Verse 5] Who removeth the mountains, and they know not: who overturneth them in his anger.
[WEBSTER | EN | OT | Job | Chapter 9 | Verse 6] Who shaketh the earth out of her place, and its pillars tremble.
[WEBSTER | EN | OT | Job | Chapter 9 | Verse 7] Who commandeth the sun, and it riseth not; and sealeth up the stars.
[WEBSTER | EN | OT | Job | Chapter 9 | Verse 8] Who alone spreadeth out the heavens, and treadeth upon the waves of the sea.
[WEBSTER | EN | OT | Job | Chapter 9 | Verse 9] Who maketh Arcturus, Orion, and Pleiades, and the chambers of the south.
[WEBSTER | EN | OT | Job | Chapter 9 | Verse 10] Who doeth great things past finding out; yes, and wonders without number.
[WEBSTER | EN | OT | Job | Chapter 9 | Verse 11] Lo, he goeth by me, and I see him not: he passeth on also, but I perceive him not.
[WEBSTER | EN | OT | Job | Chapter 9 | Verse 12] Behold, he taketh away, who can hinder him? who will say to him, What doest thou?
[WEBSTER | EN | OT | Job | Chapter 9 | Verse 13] If God will not withdraw his anger, the proud helpers do stoop under him.
[WEBSTER | EN | OT | Job | Chapter 9 | Verse 14] How much less shall I answer him, and choose out my words to reason with him?
[WEBSTER | EN | OT | Job | Chapter 9 | Verse 15] Whom, though I were righteous, yet would I not answer, but I would make supplication to my judge.
[WEBSTER | EN | OT | Job | Chapter 9 | Verse 16] If I had called, and he had answered me; yet I would not believe that he had hearkened to my voice.
[WEBSTER | EN | OT | Job | Chapter 9 | Verse 17] For he breaketh me with a tempest, and multiplieth my wounds without cause.
[WEBSTER | EN | OT | Job | Chapter 9 | Verse 18] He will not suffer me to take my breath, but filleth me with bitterness.
[WEBSTER | EN | OT | Job | Chapter 9 | Verse 19] If I speak of strength, lo, he is strong: and if of judgment, who shall set me a time to plead ?
[WEBSTER | EN | OT | Job | Chapter 9 | Verse 20] If I justify myself, my own mouth will condemn me: if I say , I am perfect, that also will prove me perverse.
[WEBSTER | EN | OT | Job | Chapter 9 | Verse 21] Though I were perfect, yet would I not know my soul: I would despise my life.
[WEBSTER | EN | OT | Job | Chapter 9 | Verse 22] This is one thing , therefore I said it , he destroyeth the perfect and the wicked.
[WEBSTER | EN | OT | Job | Chapter 9 | Verse 23] If the scourge shall slay suddenly, he will laugh at the trial of the innocent.
[WEBSTER | EN | OT | Job | Chapter 9 | Verse 24] The earth is given into the hand of the wicked: he covereth the faces of its judges; if not, where, and who is he?
[WEBSTER | EN | OT | Job | Chapter 9 | Verse 25] Now my days are swifter than a post: they flee away, they see no good.
[WEBSTER | EN | OT | Job | Chapter 9 | Verse 26] They are passed away as the swift ships: as the eagle that hasteth to the prey.
[WEBSTER | EN | OT | Job | Chapter 9 | Verse 27] If I say, I will forget my complaint, I will leave off my heaviness, and comfort myself :
[WEBSTER | EN | OT | Job | Chapter 9 | Verse 28] I am afraid of all my sorrows, I know that thou wilt not hold me innocent.
[WEBSTER | EN | OT | Job | Chapter 9 | Verse 29] If I am wicked, why then do I labor in vain?
[WEBSTER | EN | OT | Job | Chapter 9 | Verse 30] If I wash myself with snow water, and make my hands never so clean;
[WEBSTER | EN | OT | Job | Chapter 9 | Verse 31] Yet wilt thou plunge me in the ditch, and my own clothes shall abhor me.
[WEBSTER | EN | OT | Job | Chapter 9 | Verse 32] For he is not a man, as I am , that I should answer him, and we should come together in judgment.
[WEBSTER | EN | OT | Job | Chapter 9 | Verse 33] Neither is there any judge between us, that might lay his hand upon us both.
[WEBSTER | EN | OT | Job | Chapter 9 | Verse 34] Let him take away his rod from me, and let not his fear terrify me:
[WEBSTER | EN | OT | Job | Chapter 9 | Verse 35] Then would I speak, and not fear him; but it is not so with me.
