[WEBSTER | EN | OT | Job | Chapter 16 | Verse 1] Then Job answered and said,
[WEBSTER | EN | OT | Job | Chapter 16 | Verse 2] I have heard many such things: miserable comforters are ye all.
[WEBSTER | EN | OT | Job | Chapter 16 | Verse 3] Shall vain words have an end? or what emboldeneth thee that thou answerest?
[WEBSTER | EN | OT | Job | Chapter 16 | Verse 4] I also could speak as ye do : if your soul were in my soul's stead, I could heap up words against you, and shake my head at you.
[WEBSTER | EN | OT | Job | Chapter 16 | Verse 5] But I would strengthen you with my mouth and the moving of my lips should assuage your grief .
[WEBSTER | EN | OT | Job | Chapter 16 | Verse 6] Though I speak, my grief is not assuaged: and though I forbear, what am I eased?
[WEBSTER | EN | OT | Job | Chapter 16 | Verse 7] But now he hath made me weary: thou hast made desolate all my company.
[WEBSTER | EN | OT | Job | Chapter 16 | Verse 8] And thou hast filled me with wrinkles, which is a witness against me : and my leanness rising up in me beareth witness to my face.
[WEBSTER | EN | OT | Job | Chapter 16 | Verse 9] He teareth me in his wrath, who hateth me: he gnasheth upon me with his teeth; my enemy sharpeneth his eyes upon me.
[WEBSTER | EN | OT | Job | Chapter 16 | Verse 10] They have gaped upon me with their mouth; they have smitten me upon the cheek reproachfully; they have gathered themselves against me.
[WEBSTER | EN | OT | Job | Chapter 16 | Verse 11] God hath delivered me to the ungodly, and turned me over into the hands of the wicked.
[WEBSTER | EN | OT | Job | Chapter 16 | Verse 12] I was at ease, but he hath broken me asunder: he hath also taken me by my neck, and shaken me to pieces, and set me up for his mark.
[WEBSTER | EN | OT | Job | Chapter 16 | Verse 13] His archers encompass me; he cleaveth my reins asunder, and doth not spare; he poureth out my gall upon the ground.
[WEBSTER | EN | OT | Job | Chapter 16 | Verse 14] He breaketh me with breach upon breach, he runneth upon me like a giant.
[WEBSTER | EN | OT | Job | Chapter 16 | Verse 15] I have sewed sackcloth upon my skin, and defiled my horn in the dust.
[WEBSTER | EN | OT | Job | Chapter 16 | Verse 16] My face is foul with weeping, and on my eyelids are the shades of death;
[WEBSTER | EN | OT | Job | Chapter 16 | Verse 17] Not for any injustice in my hands: also my prayer is pure.
[WEBSTER | EN | OT | Job | Chapter 16 | Verse 18] O earth, cover not thou my blood, and let my cry have no place.
[WEBSTER | EN | OT | Job | Chapter 16 | Verse 19] Also now, behold, my witness is in heaven, and my record is on high.
[WEBSTER | EN | OT | Job | Chapter 16 | Verse 20] My friends scorn me: but my eye poureth out tears to God.
[WEBSTER | EN | OT | Job | Chapter 16 | Verse 21] O that one might plead for a man with God, as a man pleadeth for his neighbor!
[WEBSTER | EN | OT | Job | Chapter 16 | Verse 22] When a few years are come, then I shall go the way whence I shall not return.
