[WEBSTER | EN | OT | Job | Chapter 20 | Verse 1] Then answered Zophar the Naamathite, and said,
[WEBSTER | EN | OT | Job | Chapter 20 | Verse 2] Therefore do my thoughts cause me to answer, and for this I make haste.
[WEBSTER | EN | OT | Job | Chapter 20 | Verse 3] I have heard the check of my reproach, and the spirit of my understanding causeth me to answer.
[WEBSTER | EN | OT | Job | Chapter 20 | Verse 4] Knowest thou not this of old, since man was placed upon earth,
[WEBSTER | EN | OT | Job | Chapter 20 | Verse 5] That the triumphing of the wicked is short, and the joy of the hypocrite but for a moment?
[WEBSTER | EN | OT | Job | Chapter 20 | Verse 6] Though his excellence shall mount up to the heavens, and his head reach to the clouds;
[WEBSTER | EN | OT | Job | Chapter 20 | Verse 7] Yet he shall perish for ever like his own dung: they who have seen him shall say, Where is he?
[WEBSTER | EN | OT | Job | Chapter 20 | Verse 8] He shall fly away as a dream, and will not be found: yea, he shall be chased away as a vision of the night.
[WEBSTER | EN | OT | Job | Chapter 20 | Verse 9] The eye also which saw him shall see him no more; neither shall his place any more behold him.
[WEBSTER | EN | OT | Job | Chapter 20 | Verse 10] His children shall seek to please the poor, and his hands shall restore their goods.
[WEBSTER | EN | OT | Job | Chapter 20 | Verse 11] His bones are full of the sin of his youth, which shall lie down with him in the dust.
[WEBSTER | EN | OT | Job | Chapter 20 | Verse 12] Though wickedness may be sweet in his mouth, though he may hide it under his tongue;
[WEBSTER | EN | OT | Job | Chapter 20 | Verse 13] Though he may spare it, and forsake it not; but keep it still within his mouth:
[WEBSTER | EN | OT | Job | Chapter 20 | Verse 14] Yet his food in his bowels is turned, it is the gall of asps within him.
[WEBSTER | EN | OT | Job | Chapter 20 | Verse 15] He hath swallowed down riches, and he shall vomit them up again: God shall cast them out of his belly.
[WEBSTER | EN | OT | Job | Chapter 20 | Verse 16] He shall suck the poison of asps: the viper's tongue shall slay him.
[WEBSTER | EN | OT | Job | Chapter 20 | Verse 17] He shall not see the river, the floods, the brooks of honey and buttermilk.
[WEBSTER | EN | OT | Job | Chapter 20 | Verse 18] That which he labored for shall he restore, and shall not swallow it : according to his substance shall the restitution be , and he shall not rejoice in it .
[WEBSTER | EN | OT | Job | Chapter 20 | Verse 19] Because he hath oppressed and hath forsaken the poor; because he hath violently taken away a house which he did not build.
[WEBSTER | EN | OT | Job | Chapter 20 | Verse 20] Surely he shall not feel quietness in his belly, he shall not save of that which he desired.
[WEBSTER | EN | OT | Job | Chapter 20 | Verse 21] There shall none of his food be left; therefore shall no man look for his goods.
[WEBSTER | EN | OT | Job | Chapter 20 | Verse 22] In the fullness of his sufficiency he shall be in straits: every hand of the wicked shall come upon him.
[WEBSTER | EN | OT | Job | Chapter 20 | Verse 23] When he is about to fill his belly, God shall cast the fury of his wrath upon him, and shall rain it upon him while he is eating.
[WEBSTER | EN | OT | Job | Chapter 20 | Verse 24] He shall flee from the iron weapon, and the bow of steel shall strike him through.
[WEBSTER | EN | OT | Job | Chapter 20 | Verse 25] It is drawn, and cometh out of the body; yes, the glittering sword cometh out of his gall: terrors are upon him.
[WEBSTER | EN | OT | Job | Chapter 20 | Verse 26] All darkness shall be hid in his secret places: a fire not blown shall consume him; it shall go ill with him that is left in his tabernacle.
[WEBSTER | EN | OT | Job | Chapter 20 | Verse 27] The heaven shall reveal his iniquity; and the earth shall rise up against him.
[WEBSTER | EN | OT | Job | Chapter 20 | Verse 28] The increase of his house shall depart, and his goods shall flow away in the day of his wrath.
[WEBSTER | EN | OT | Job | Chapter 20 | Verse 29] This is the portion of a wicked man from God, and the heritage appointed to him by God.
