[WEBSTER | EN | OT | Job | Chapter 7 | Verse 1] Is there not an appointed time to man upon earth? are not his days also like the days of a hireling?
[WEBSTER | EN | OT | Job | Chapter 7 | Verse 2] As a servant earnestly desireth the shadow, and as a hireling looketh for the reward of his work;
[WEBSTER | EN | OT | Job | Chapter 7 | Verse 3] So am I made to possess months of vanity, and wearisome nights are appointed to me.
[WEBSTER | EN | OT | Job | Chapter 7 | Verse 4] When I lie down, I say, When shall I arise, and the night be gone? and I am full of tossings to and fro to the dawning of the day.
[WEBSTER | EN | OT | Job | Chapter 7 | Verse 5] My flesh is clothed with worms and clods of dust; my skin is broken and become lothsome.
[WEBSTER | EN | OT | Job | Chapter 7 | Verse 6] My days are swifter than a weaver's shuttle, and are spent without hope.
[WEBSTER | EN | OT | Job | Chapter 7 | Verse 7] O remember that my life is wind: my eye will no more see good.
[WEBSTER | EN | OT | Job | Chapter 7 | Verse 8] The eye of him that hath seen me shall see me no more : thy eyes are upon me, and I am not.
[WEBSTER | EN | OT | Job | Chapter 7 | Verse 9] As the cloud is consumed and vanisheth away: so he that goeth down to the grave shall come up no more .
[WEBSTER | EN | OT | Job | Chapter 7 | Verse 10] He shall return no more to his house, neither shall his place know him any more.
[WEBSTER | EN | OT | Job | Chapter 7 | Verse 11] Therefore I will not restrain my mouth; I will speak in the anguish of my spirit; I will complain in the bitterness of my soul.
[WEBSTER | EN | OT | Job | Chapter 7 | Verse 12] Am I a sea, or a whale, that thou settest a watch over me?
[WEBSTER | EN | OT | Job | Chapter 7 | Verse 13] When I say, My bed shall comfort me, my couch shall ease my complaint;
[WEBSTER | EN | OT | Job | Chapter 7 | Verse 14] Then thou scarest me with dreams, and terrifiest me through visions:
[WEBSTER | EN | OT | Job | Chapter 7 | Verse 15] So that my soul chooseth strangling, and death rather than my life.
[WEBSTER | EN | OT | Job | Chapter 7 | Verse 16] I lothe it ; I would not live always: let me alone; for my days are vanity.
[WEBSTER | EN | OT | Job | Chapter 7 | Verse 17] What is man, that thou shouldst magnify him? and that thou shouldst set thy heart upon him?
[WEBSTER | EN | OT | Job | Chapter 7 | Verse 18] And that thou shouldst visit him every morning, and try him every moment?
[WEBSTER | EN | OT | Job | Chapter 7 | Verse 19] How long wilt thou not depart from me, nor let me alone till I swallow my spittle?
[WEBSTER | EN | OT | Job | Chapter 7 | Verse 20] I have sinned; what shall I do to thee, O thou preserver of men? why hast thou set me as a mark against thee, so that I am a burden to myself?
[WEBSTER | EN | OT | Job | Chapter 7 | Verse 21] And why dost thou not pardon my transgression, and take away my iniquity? for now shall I sleep in the dust; and thou shalt seek me in the morning, but I shall not be .
