[SBLGNT | EL | NT | Revelation | Chapter 11 | Verse 1] Καὶ ἐδόθη μοι κάλαμος ὅμοιος ῥάβδῳ, λέγων· ⸀Ἔγειρε καὶ μέτρησον τὸν ναὸν τοῦ θεοῦ καὶ τὸ θυσιαστήριον καὶ τοὺς προσκυνοῦντας ἐν αὐτῷ.
[SBLGNT | EL | NT | Revelation | Chapter 11 | Verse 2] καὶ τὴν αὐλὴν τὴν ἔξωθεν τοῦ ναοῦ ἔκβαλε ⸀ἔξωθεν, καὶ μὴ αὐτὴν μετρήσῃς, ὅτι ἐδόθη τοῖς ἔθνεσιν, καὶ τὴν πόλιν τὴν ἁγίαν πατήσουσιν μῆνας ⸀τεσσεράκοντα δύο.
[SBLGNT | EL | NT | Revelation | Chapter 11 | Verse 3] καὶ δώσω τοῖς δυσὶν μάρτυσίν μου, καὶ προφητεύσουσιν ἡμέρας χιλίας διακοσίας ἑξήκοντα, ⸀περιβεβλημένοι σάκκους.
[SBLGNT | EL | NT | Revelation | Chapter 11 | Verse 4] Οὗτοί εἰσιν αἱ δύο ἐλαῖαι καὶ αἱ δύο λυχνίαι αἱ ἐνώπιον τοῦ κυρίου τῆς γῆς ⸀ἑστῶτες.
[SBLGNT | EL | NT | Revelation | Chapter 11 | Verse 5] καὶ εἴ τις αὐτοὺς θέλει ἀδικῆσαι, πῦρ ἐκπορεύεται ἐκ τοῦ στόματος αὐτῶν καὶ κατεσθίει τοὺς ἐχθροὺς αὐτῶν· καὶ εἴ τις ⸂θελήσῃ αὐτοὺς⸃ ἀδικῆσαι, οὕτως δεῖ αὐτὸν ἀποκτανθῆναι.
[SBLGNT | EL | NT | Revelation | Chapter 11 | Verse 6] οὗτοι ἔχουσιν ⸂τὴν ἐξουσίαν κλεῖσαι τὸν οὐρανόν⸃, ἵνα μὴ ὑετὸς βρέχῃ τὰς ἡμέρας τῆς προφητείας αὐτῶν, καὶ ἐξουσίαν ἔχουσιν ἐπὶ τῶν ὑδάτων στρέφειν αὐτὰ εἰς αἷμα καὶ πατάξαι τὴν γῆν ⸂ἐν πάσῃ πληγῇ ὁσάκις ἐὰν θελήσωσιν⸃.
[SBLGNT | EL | NT | Revelation | Chapter 11 | Verse 7] Καὶ ὅταν τελέσωσιν τὴν μαρτυρίαν αὐτῶν, τὸ θηρίον τὸ ἀναβαῖνον ἐκ τῆς ἀβύσσου ποιήσει μετʼ αὐτῶν πόλεμον καὶ νικήσει αὐτοὺς καὶ ἀποκτενεῖ αὐτούς.
[SBLGNT | EL | NT | Revelation | Chapter 11 | Verse 8] καὶ τὸ πτῶμα αὐτῶν ἐπὶ τῆς πλατείας τῆς πόλεως τῆς μεγάλης, ἥτις καλεῖται πνευματικῶς Σόδομα καὶ Αἴγυπτος, ὅπου καὶ ὁ κύριος αὐτῶν ἐσταυρώθη.
[SBLGNT | EL | NT | Revelation | Chapter 11 | Verse 9] καὶ βλέπουσιν ἐκ τῶν λαῶν καὶ φυλῶν καὶ γλωσσῶν καὶ ἐθνῶν τὸ πτῶμα αὐτῶν ἡμέρας τρεῖς ⸀καὶ ἥμισυ, καὶ τὰ πτώματα αὐτῶν οὐκ ⸀ἀφίουσιν τεθῆναι εἰς μνῆμα.
[SBLGNT | EL | NT | Revelation | Chapter 11 | Verse 10] καὶ οἱ κατοικοῦντες ἐπὶ τῆς γῆς χαίρουσιν ἐπʼ αὐτοῖς καὶ ⸀εὐφραίνονται, καὶ δῶρα ⸀πέμψουσιν ἀλλήλοις, ὅτι οὗτοι οἱ δύο προφῆται ἐβασάνισαν τοὺς κατοικοῦντας ἐπὶ τῆς γῆς.
[SBLGNT | EL | NT | Revelation | Chapter 11 | Verse 11] Καὶ μετὰ τὰς τρεῖς ἡμέρας καὶ ἥμισυ πνεῦμα ζωῆς ἐκ τοῦ θεοῦ εἰσῆλθεν ⸂ἐν αὐτοῖς⸃, καὶ ἔστησαν ἐπὶ τοὺς πόδας αὐτῶν, καὶ φόβος μέγας ⸀ἐπέπεσεν ἐπὶ τοὺς θεωροῦντας αὐτούς·
[SBLGNT | EL | NT | Revelation | Chapter 11 | Verse 12] καὶ ⸀ἤκουσαν ⸂φωνῆς μεγάλης⸃ ἐκ τοῦ οὐρανοῦ ⸀λεγούσης αὐτοῖς· ⸀Ἀνάβατε ὧδε, καὶ ἀνέβησαν εἰς τὸν οὐρανὸν ἐν τῇ νεφέλῃ, καὶ ἐθεώρησαν αὐτοὺς οἱ ἐχθροὶ αὐτῶν.
[SBLGNT | EL | NT | Revelation | Chapter 11 | Verse 13] καὶ ἐν ἐκείνῃ τῇ ⸀ὥρᾳ ἐγένετο σεισμὸς μέγας, καὶ τὸ δέκατον τῆς πόλεως ἔπεσεν, καὶ ἀπεκτάνθησαν ἐν τῷ σεισμῷ ὀνόματα ἀνθρώπων χιλιάδες ἑπτά, καὶ οἱ λοιποὶ ἔμφοβοι ἐγένοντο καὶ ἔδωκαν δόξαν τῷ θεῷ τοῦ οὐρανοῦ.
[SBLGNT | EL | NT | Revelation | Chapter 11 | Verse 14] Ἡ οὐαὶ ἡ δευτέρα ἀπῆλθεν· ⸂ἰδοὺ ἡ οὐαὶ ἡ τρίτη⸃ ἔρχεται ταχύ.
[SBLGNT | EL | NT | Revelation | Chapter 11 | Verse 15] Καὶ ὁ ἕβδομος ἄγγελος ἐσάλπισεν· καὶ ἐγένοντο φωναὶ μεγάλαι ἐν τῷ οὐρανῷ ⸀λέγοντες· Ἐγένετο ἡ βασιλεία τοῦ κόσμου τοῦ κυρίου ἡμῶν καὶ τοῦ χριστοῦ αὐτοῦ, καὶ βασιλεύσει εἰς τοὺς αἰῶνας τῶν αἰώνων.
[SBLGNT | EL | NT | Revelation | Chapter 11 | Verse 16] Καὶ οἱ εἴκοσι τέσσαρες πρεσβύτεροι οἱ ἐνώπιον τοῦ ⸂θεοῦ καθήμενοι⸃ ἐπὶ τοὺς θρόνους αὐτῶν ἔπεσαν ἐπὶ τὰ πρόσωπα αὐτῶν καὶ προσεκύνησαν τῷ θεῷ,
[SBLGNT | EL | NT | Revelation | Chapter 11 | Verse 17] λέγοντες· Εὐχαριστοῦμέν σοι, κύριε, ὁ θεός, ὁ παντοκράτωρ, ὁ ὢν καὶ ὁ ἦν, ὅτι εἴληφας τὴν δύναμίν σου τὴν μεγάλην καὶ ἐβασίλευσας.
[SBLGNT | EL | NT | Revelation | Chapter 11 | Verse 18] καὶ τὰ ἔθνη ὠργίσθησαν, καὶ ἦλθεν ἡ ὀργή σου καὶ ὁ καιρὸς τῶν νεκρῶν κριθῆναι καὶ δοῦναι τὸν μισθὸν τοῖς δούλοις σου τοῖς προφήταις καὶ τοῖς ἁγίοις καὶ τοῖς φοβουμένοις τὸ ὄνομά σου, ⸂τοὺς μικροὺς καὶ τοὺς μεγάλους⸃, καὶ διαφθεῖραι τοὺς διαφθείροντας τὴν γῆν.
[SBLGNT | EL | NT | Revelation | Chapter 11 | Verse 19] Καὶ ἠνοίγη ὁ ναὸς τοῦ θεοῦ ⸀ὁ ἐν τῷ οὐρανῷ, καὶ ὤφθη ἡ κιβωτὸς τῆς διαθήκης ⸀αὐτοῦ ἐν τῷ ναῷ αὐτοῦ· καὶ ἐγένοντο ἀστραπαὶ καὶ φωναὶ καὶ βρονταὶ ⸂καὶ σεισμὸς⸃ καὶ χάλαζα μεγάλη.
