[GRCGTR | EL | NT | John | Chapter 13 | Verse 1] Πρὸ δὲ τῆς ἑορτῆς τοῦ Πάσχα, εἰδὼς ὁ Ἰησοῦς ὅτι ἐλήλυθεν αὐτοῦ ἡ ὥρα ἵνα μεταβῇ ἐκ τοῦ κόσμου τούτου πρὸς τὸν πατέρα, ἀγαπήσας τοὺς ἰδίους τοὺς ἐν τῷ κόσμῳ, εἰς τέλος ἠγάπησεν αὐτούς.
[GRCGTR | EL | NT | John | Chapter 13 | Verse 2] Καὶ δείπνου γενομένου, τοῦ διαβόλου ἤδη βεβληκότος εἰς τὴν καρδίαν Ἰούδα Σίμωνος Ἰσκαριώτου ἵνα αὐτὸν παραδῷ,
[GRCGTR | EL | NT | John | Chapter 13 | Verse 3] εἰδὼς ὁ Ἰησοῦς ὅτι πάντα δέδωκεν αὐτῷ ὁ πατὴρ εἰς τὰς χεῖρας, καὶ ὅτι ἀπὸ Θεοῦ ἐξῆλθε καὶ πρὸς τὸν Θεὸν ὑπάγει,
[GRCGTR | EL | NT | John | Chapter 13 | Verse 4] ἐγείρεται ἐκ τοῦ δείπνου, καὶ τίθησι τὰ ἱμάτια, καὶ λαβὼν λέντιον διέζωσεν ἑαυτόν.
[GRCGTR | EL | NT | John | Chapter 13 | Verse 5] Εἶτα βάλλει ὕδωρ εἰς τὸν νιπτῆρα, καὶ ἤρξατο νίπτειν τοὺς πόδας τῶν μαθητῶν, καὶ ἐκμάσσειν τῷ λεντίῳ ᾧ ἦν διεζωσμένος.
[GRCGTR | EL | NT | John | Chapter 13 | Verse 6] Ἔρχεται οὖν πρὸς Σίμωνα Πέτρον· καὶ λέγει αὐτῷ ἐκεῖνος, Κύριε, σύ μου νίπτεις τοὺς πόδας;
[GRCGTR | EL | NT | John | Chapter 13 | Verse 7] Ἀπεκρίθη Ἰησοῦς καὶ εἶπεν αὐτῷ, Ὃ ἐγὼ ποιῶ, σὺ οὐκ οἶδας ἄρτι, γνώσῃ δὲ μετὰ ταῦτα.
[GRCGTR | EL | NT | John | Chapter 13 | Verse 8] Λέγει αὐτῷ Πέτρος, Οὐ μὴ νίψῃς τοὺς πόδας μου εἰς τὸν αἰῶνα. Ἀπεκρίθη αὐτῷ ὁ Ἰησοῦς, Ἐὰν μὴ νίψω σε, οὐκ ἔχεις μέρος μετ᾿ ἐμοῦ.
[GRCGTR | EL | NT | John | Chapter 13 | Verse 9] Λέγει αὐτῷ Σίμων Πέτρος, Κύριε, μὴ τοὺς πόδας μου μόνον, ἀλλὰ καὶ τὰς χεῖρας καὶ τὴν κεφαλήν.
[GRCGTR | EL | NT | John | Chapter 13 | Verse 10] Λέγει αὐτῷ ὁ Ἰησοῦς, Ὁ λελουμένος οὐ χρείαν ἔχει ἢ τοὺς πόδας νίψασθαι, ἀλλ᾿ ἔστι καθαρὸς ὅλος· καὶ ὑμεῖς καθαροί ἐστε, ἀλλ᾿ οὐχὶ πάντες.
[GRCGTR | EL | NT | John | Chapter 13 | Verse 11] ᾜδει γὰρ τὸν παραδιδόντα αὐτόν· διὰ τοῦτο εἶπεν, Οὐχὶ πάντες καθαροί ἐστε.
[GRCGTR | EL | NT | John | Chapter 13 | Verse 12] Ὅτε οὖν ἔνιψε τοὺς πόδας αὐτῶν, καὶ ἔλαβε τὰ ἱμάτια αὐτοῦ, ἀναπεσὼν πάλιν, εἶπεν αὐτοῖς, Γινώσκετε τί πεποίηκα ὑμῖν;
[GRCGTR | EL | NT | John | Chapter 13 | Verse 13] Ὑμεῖς φωνεῖτέ με, Ὁ διδάσκαλος, καὶ Ὁ Κύριος· καὶ καλῶς λέγετε, εἰμὶ γάρ.
[GRCGTR | EL | NT | John | Chapter 13 | Verse 14] Εἰ οὖν ἐγὼ ἔνιψα ὑμῶν τοὺς πόδας, ὁ Κύριος καὶ ὁ διδάσκαλος, καὶ ὑμεῖς ὀφείλετε ἀλλήλων νίπτειν τοὺς πόδας.
[GRCGTR | EL | NT | John | Chapter 13 | Verse 15] Ὑπόδειγμα γὰρ ἔδωκα ὑμῖν, ἵνα καθὼς ἐγὼ ἐποίησα ὑμῖν, καὶ ὑμεῖς ποιῆτε.
[GRCGTR | EL | NT | John | Chapter 13 | Verse 16] Ἀμὴν ἀμὴν λέγω ὑμῖν, Οὐκ ἔστι δοῦλος μείζων τοῦ κυρίου αὐτοῦ, οὐδὲ ἀπόστολος μείζων τοῦ πέμψαντος αὐτόν.
[GRCGTR | EL | NT | John | Chapter 13 | Verse 17] Εἰ ταῦτα οἴδατε, μακάριοί ἐστε ἐὰν ποιῆτε αὐτά.
[GRCGTR | EL | NT | John | Chapter 13 | Verse 18] Οὐ περὶ πάντων ὑμῶν λέγω· ἐγὼ οἶδα οὓς ἐξελεξάμην· ἀλλ᾿ ἵνα ἡ γραφὴ πληρωθῇ, Ὁ τρώγων μετ᾿ ἐμοῦ τὸν ἄρτον ἐπῆρεν ἐπ᾿ ἐμὲ τὴν πτέρναν αὐτοῦ.
[GRCGTR | EL | NT | John | Chapter 13 | Verse 19] Ἀπ᾿ ἄρτι λέγω ὑμῖν πρὸ τοῦ γενέσθαι, ἵνα, ὅταν γένηται, πιστεύσητε ὅτι ἐγώ εἰμι.
[GRCGTR | EL | NT | John | Chapter 13 | Verse 20] Ἀμὴν ἀμὴν λέγω ὑμῖν, Ὁ λαμβάνων ἐάν τινα πέμψω, ἐμὲ λαμβάνει· ὁ δὲ ἐμὲ λαμβάνων, λαμβάνει τὸν πέμψαντά με.
[GRCGTR | EL | NT | John | Chapter 13 | Verse 21] Ταῦτα εἰπὼν ὁ Ἰησοῦς ἐταράχθη τῷ πνεύματι, καὶ ἐμαρτύρησε καὶ εἶπεν, Ἀμὴν ἀμὴν λέγω ὑμῖν ὅτι εἷς ἐξ ὑμῶν παραδώσει με.
[GRCGTR | EL | NT | John | Chapter 13 | Verse 22] Ἔβλεπον οὖν εἰς ἀλλήλους οἱ μαθηταί, ἀπορούμενοι περὶ τίνος λέγει.
[GRCGTR | EL | NT | John | Chapter 13 | Verse 23] Ἦν δὲ ἀνακείμενος εἷς τῶν μαθητῶν αὐτοῦ ἐν τῷ κόλπῳ τοῦ Ἰησοῦ, ὃν ἠγάπα ὁ Ἰησοῦς·
[GRCGTR | EL | NT | John | Chapter 13 | Verse 24] νεύει οὖν τούτῳ Σίμων Πέτρος πυθέσθαι τίς ἂν εἴη περὶ οὗ λέγει.
[GRCGTR | EL | NT | John | Chapter 13 | Verse 25] Ἐπιπεσὼν δὲ ἐκεῖνος ἐπὶ τὸ στῆθος τοῦ Ἰησοῦ, λέγει αὐτῷ, Κύριε, τίς ἐστιν;
[GRCGTR | EL | NT | John | Chapter 13 | Verse 26] Ἀποκρίνεται ὁ Ἰησοῦς, Ἐκεῖνός ἐστιν ᾧ ἐγὼ βάψας τὸ ψωμίον ἐπιδώσω. Καὶ ἐμβάψας τὸ ψωμίον, δίδωσιν Ἰούδᾳ Σίμωνος Ἰσκαριώτῃ.
[GRCGTR | EL | NT | John | Chapter 13 | Verse 27] Καὶ μετὰ τὸ ψωμίον, τότε εἰσῆλθεν εἰς ἐκεῖνον ὁ Σατανᾶς. Λέγει οὖν αὐτῷ ὁ Ἰησοῦς, Ὃ ποιεῖς, ποίησον τάχιον.
[GRCGTR | EL | NT | John | Chapter 13 | Verse 28] Τοῦτο δὲ οὐδεὶς ἔγνω τῶν ἀνακειμένων πρὸς τί εἶπεν αὐτῷ.
[GRCGTR | EL | NT | John | Chapter 13 | Verse 29] Τινὲς γὰρ ἐδόκουν, ἐπεὶ τὸ γλωσσόκομον εἶχεν ὁ Ἰούδας, ὅτι λέγει αὐτῷ ὁ Ἰησοῦς, Ἀγόρασον ὧν χρείαν ἔχομεν εἰς τὴν ἑορτήν· ἢ τοῖς πτωχοῖς ἵνα τι δῷ.
[GRCGTR | EL | NT | John | Chapter 13 | Verse 30] Λαβὼν οὖν τὸ ψωμίον ἐκεῖνος, εὐθέως ἐξῆλθεν· ἦν δὲ νύξ.
[GRCGTR | EL | NT | John | Chapter 13 | Verse 31] Ὅτε + 13:31 οὖν ¦ — ST οὖν ἐξῆλθε, λέγει ὁ Ἰησοῦς, Νῦν ἐδοξάσθη ὁ υἱὸς τοῦ ἀνθρώπου, καὶ ὁ Θεὸς ἐδοξάσθη ἐν αὐτῷ.
[GRCGTR | EL | NT | John | Chapter 13 | Verse 32] Εἰ ὁ Θεὸς ἐδοξάσθη ἐν αὐτῷ, καὶ ὁ Θεὸς δοξάσει αὐτὸν ἐν ἑαυτῷ, καὶ εὐθὺς δοξάσει αὐτόν.
[GRCGTR | EL | NT | John | Chapter 13 | Verse 33] Τεκνία, ἔτι μικρὸν μεθ᾿ ὑμῶν εἰμι. Ζητήσετέ με, καὶ καθὼς εἶπον τοῖς Ἰουδαίοις ὅτι Ὅπου ὑπάγω ἐγώ, ὑμεῖς οὐ δύνασθε ἐλθεῖν, καὶ ὑμῖν λέγω ἄρτι.
[GRCGTR | EL | NT | John | Chapter 13 | Verse 34] Ἐντολὴν καινὴν δίδωμι ὑμῖν, ἵνα ἀγαπᾶτε ἀλλήλους· καθὼς ἠγάπησα ὑμᾶς, ἵνα καὶ ὑμεῖς ἀγαπᾶτε ἀλλήλους.
[GRCGTR | EL | NT | John | Chapter 13 | Verse 35] Ἐν τούτῳ γνώσονται πάντες ὅτι ἐμοὶ μαθηταί ἐστε, ἐὰν ἀγάπην ἔχητε ἐν ἀλλήλοις.
[GRCGTR | EL | NT | John | Chapter 13 | Verse 36] Λέγει αὐτῷ Σίμων Πέτρος, Κύριε, ποῦ ὑπάγεις; Ἀπεκρίθη αὐτῷ ὁ Ἰησοῦς, Ὅπου ὑπάγω, οὐ δύνασαί μοι νῦν ἀκολουθῆσαι, ὕστερον δὲ ἀκολουθήσεις μοι.
[GRCGTR | EL | NT | John | Chapter 13 | Verse 37] Λέγει αὐτῷ ὁ Πέτρος, Κύριε, διὰ τί οὐ δύναμαί σοι ἀκολουθῆσαι ἄρτι; Τὴν ψυχήν μου ὑπὲρ σοῦ θήσω.
[GRCGTR | EL | NT | John | Chapter 13 | Verse 38] Ἀπεκρίθη αὐτῷ ὁ Ἰησοῦς, Τὴν ψυχήν σου ὑπὲρ ἐμοῦ θήσεις; Ἀμὴν ἀμὴν λέγω σοι, οὐ μὴ ἀλέκτωρ φωνήσει ἕως οὗ ἀπαρνήσῃ με τρίς.
