[GRCGTR | EL | NT | John | Chapter 6 | Verse 1] Μετὰ ταῦτα ἀπῆλθεν ὁ Ἰησοῦς πέραν τῆς θαλάσσης τῆς Γαλιλαίας, τῆς Τιβεριάδος.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 2] Καὶ ἠκολούθει αὐτῷ ὄχλος πολύς, ὅτι ἑώρων αὐτοῦ τὰ σημεῖα ἃ ἐποίει ἐπὶ τῶν ἀσθενούντων.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 3] Ἀνῆλθε δὲ εἰς τὸ ὄρος ὁ Ἰησοῦς, καὶ ἐκεῖ ἐκάθητο μετὰ τῶν μαθητῶν αὐτοῦ.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 4] Ἦν δὲ ἐγγὺς τὸ Πάσχα, ἡ ἑορτὴ τῶν Ἰουδαίων.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 5] Ἐπάρας οὖν ὁ Ἰησοῦς τοὺς ὀφθαλμούς, καὶ θεασάμενος ὅτι πολὺς ὄχλος ἔρχεται πρὸς αὐτόν, λέγει πρὸς τὸν Φίλιππον, Πόθεν ἀγοράσομεν ἄρτους, ἵνα φάγωσιν οὗτοι;
[GRCGTR | EL | NT | John | Chapter 6 | Verse 6] Τοῦτο δὲ ἔλεγε πειράζων αὐτόν· αὐτὸς γὰρ ᾔδει τί ἔμελλε ποιεῖν.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 7] Ἀπεκρίθη αὐτῷ Φίλιππος, Διακοσίων δηναρίων ἄρτοι οὐκ ἀρκοῦσιν αὐτοῖς, ἵνα ἕκαστος αὐτῶν βραχύ τι λάβῃ.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 8] Λέγει αὐτῷ εἷς ἐκ τῶν μαθητῶν αὐτοῦ, Ἀνδρέας ὁ ἀδελφὸς Σίμωνος Πέτρου,
[GRCGTR | EL | NT | John | Chapter 6 | Verse 9] Ἔστι παιδάριον ἓν ὧδε, ὃ ἔχει πέντε ἄρτους κριθίνους καὶ δύο ὀψάρια· ἀλλὰ ταῦτα τί ἐστιν εἰς τοσούτους;
[GRCGTR | EL | NT | John | Chapter 6 | Verse 10] Εἶπε δὲ ὁ Ἰησοῦς, Ποιήσατε τοὺς ἀνθρώπους ἀναπεσεῖν. Ἦν δὲ χόρτος πολὺς ἐν τῷ τόπῳ. Ἀνέπεσον οὖν οἱ ἄνδρες τὸν ἀριθμὸν ὡσεὶ πεντακισχίλιοι.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 11] Ἔλαβε δὲ τοὺς ἄρτους ὁ Ἰησοῦς, καὶ εὐχαριστήσας διέδωκε τοῖς μαθηταῖς, οἱ δὲ μαθηταὶ τοῖς ἀνακειμένοις· ὁμοίως καὶ ἐκ τῶν ὀψαρίων ὅσον ἤθελον.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 12] Ὡς δὲ ἐνεπλήσθησαν, λέγει τοῖς μαθηταῖς αὐτοῦ, Συναγάγετε τὰ περισσεύσαντα κλάσματα, ἵνα μή τι ἀπόληται.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 13] Συνήγαγον οὖν, καὶ ἐγέμισαν δώδεκα κοφίνους κλασμάτων ἐκ τῶν πέντε ἄρτων τῶν κριθίνων, ἃ ἐπερίσσευσε τοῖς βεβρωκόσιν.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 14] Οἱ οὖν ἄνθρωποι ἰδόντες ὃ ἐποίησε σημεῖον ὁ Ἰησοῦς, ἔλεγον ὅτι Οὗτός ἐστιν ἀληθῶς ὁ προφήτης ὁ ἐρχόμενος εἰς τὸν κόσμον.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 15] Ἰησοῦς οὖν γνοὺς ὅτι μέλλουσιν ἔρχεσθαι καὶ ἁρπάζειν αὐτόν, ἵνα ποιήσωσιν αὐτὸν βασιλέα, ἀνεχώρησε πάλιν εἰς τὸ ὄρος αὐτὸς μόνος.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 16] Ὡς δὲ ὀψία ἐγένετο, κατέβησαν οἱ μαθηταὶ αὐτοῦ ἐπὶ τὴν θάλασσαν,
[GRCGTR | EL | NT | John | Chapter 6 | Verse 17] καὶ ἐμβάντες εἰς τὸ πλοῖον, ἤρχοντο πέραν τῆς θαλάσσης εἰς Καπερναούμ. Καὶ σκοτία ἤδη ἐγεγόνει, καὶ οὐκ ἐληλύθει πρὸς αὐτοὺς ὁ Ἰησοῦς.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 18] Ἥ τε θάλασσα ἀνέμου μεγάλου πνέοντος διηγείρετο.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 19] Ἐληλακότες οὖν ὡς σταδίους εἴκοσι πέντε ἢ τριάκοντα, θεωροῦσι τὸν Ἰησοῦν περιπατοῦντα ἐπὶ τῆς θαλάσσης, καὶ ἐγγὺς τοῦ πλοίου γινόμενον· καὶ ἐφοβήθησαν.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 20] Ὁ δὲ λέγει αὐτοῖς, Ἐγώ εἰμι· μὴ φοβεῖσθε.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 21] Ἤθελον οὖν λαβεῖν αὐτὸν εἰς τὸ πλοῖον· καὶ εὐθέως τὸ πλοῖον ἐγένετο ἐπὶ τῆς γῆς εἰς ἣν ὑπῆγον.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 22] Τῇ ἐπαύριον ὁ ὄχλος ὁ ἑστηκὼς πέραν τῆς θαλάσσης, ἰδὼν ὅτι πλοιάριον ἄλλο οὐκ ἦν ἐκεῖ εἰ μὴ ἓν ἐκεῖνο εἰς ὃ ἐνέβησαν οἱ μαθηταὶ αὐτοῦ, καὶ ὅτι οὐ συνεισῆλθε τοῖς μαθηταῖς αὐτοῦ ὁ Ἰησοῦς εἰς τὸ πλοιάριον, ἀλλὰ μόνοι οἱ μαθηταὶ αὐτοῦ ἀπῆλθον —
[GRCGTR | EL | NT | John | Chapter 6 | Verse 23] ἄλλα δὲ ἦλθε πλοιάρια ἐκ Τιβεριάδος ἐγγὺς τοῦ τόπου ὅπου ἔφαγον τὸν ἄρτον, εὐχαριστήσαντος τοῦ Κυρίου —
[GRCGTR | EL | NT | John | Chapter 6 | Verse 24] ὅτε οὖν εἶδεν ὁ ὄχλος ὅτι Ἰησοῦς οὐκ ἔστιν ἐκεῖ οὐδὲ οἱ μαθηταὶ αὐτοῦ, ἐνέβησαν καὶ αὐτοὶ εἰς τὰ πλοῖα, καὶ ἦλθον εἰς Καπερναούμ, ζητοῦντες τὸν Ἰησοῦν.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 25] Καὶ εὑρόντες αὐτὸν πέραν τῆς θαλάσσης, εἶπον αὐτῷ, Ῥαββί, πότε ὧδε γέγονας;
[GRCGTR | EL | NT | John | Chapter 6 | Verse 26] Ἀπεκρίθη αὐτοῖς ὁ Ἰησοῦς καὶ εἶπεν, Ἀμὴν ἀμὴν λέγω ὑμῖν, ζητεῖτέ με, οὐχ ὅτι εἴδετε σημεῖα, ἀλλ᾿ ὅτι ἐφάγετε ἐκ τῶν ἄρτων καὶ ἐχορτάσθητε.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 27] Ἐργάζεσθε μὴ τὴν βρῶσιν τὴν ἀπολλυμένην, ἀλλὰ τὴν βρῶσιν τὴν μένουσαν εἰς ζωὴν αἰώνιον, ἣν ὁ υἱὸς τοῦ ἀνθρώπου ὑμῖν δώσει· τοῦτον γὰρ ὁ πατὴρ ἐσφράγισεν, ὁ Θεός.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 28] Εἶπον οὖν πρὸς αὐτόν, Τί + 6:28 ποιῶμεν ¦ ποιοῦμεν ST ποιῶμεν, ἵνα ἐργαζώμεθα τὰ ἔργα τοῦ Θεοῦ;
[GRCGTR | EL | NT | John | Chapter 6 | Verse 29] Ἀπεκρίθη ὁ Ἰησοῦς καὶ εἶπεν αὐτοῖς, Τοῦτό ἐστι τὸ ἔργον τοῦ Θεοῦ, ἵνα πιστεύσητε εἰς ὃν ἀπέστειλεν ἐκεῖνος.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 30] Εἶπον οὖν αὐτῷ, Τί οὖν ποιεῖς σὺ σημεῖον, ἵνα ἴδωμεν καὶ πιστεύσωμέν σοι; Τί ἐργάζῃ;
[GRCGTR | EL | NT | John | Chapter 6 | Verse 31] Οἱ πατέρες ἡμῶν τὸ μάννα ἔφαγον ἐν τῇ ἐρήμῳ, καθώς ἐστι γεγραμμένον, Ἄρτον ἐκ τοῦ οὐρανοῦ ἔδωκεν αὐτοῖς φαγεῖν.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 32] Εἶπεν οὖν αὐτοῖς ὁ Ἰησοῦς, Ἀμὴν ἀμὴν λέγω ὑμῖν, οὐ Μωσῆς δέδωκεν ὑμῖν τὸν ἄρτον ἐκ τοῦ οὐρανοῦ· ἀλλ᾿ ὁ πατήρ μου δίδωσιν ὑμῖν τὸν ἄρτον ἐκ τοῦ οὐρανοῦ τὸν ἀληθινόν.
