[GRCGTR | EL | NT | John | Chapter 10 | Verse 1] Ἀμὴν ἀμὴν λέγω ὑμῖν, ὁ μὴ εἰσερχόμενος διὰ τῆς θύρας εἰς τὴν αὐλὴν τῶν προβάτων, ἀλλὰ ἀναβαίνων ἀλλαχόθεν, ἐκεῖνος κλέπτης ἐστὶ καὶ λῃστής.
[GRCGTR | EL | NT | John | Chapter 10 | Verse 2] Ὁ δὲ εἰσερχόμενος διὰ τῆς θύρας ποιμήν ἐστι τῶν προβάτων.
[GRCGTR | EL | NT | John | Chapter 10 | Verse 3] Τούτῳ ὁ θυρωρὸς ἀνοίγει, καὶ τὰ πρόβατα τῆς φωνῆς αὐτοῦ ἀκούει, καὶ τὰ ἴδια πρόβατα καλεῖ κατ᾿ ὄνομα, καὶ ἐξάγει αὐτά.
[GRCGTR | EL | NT | John | Chapter 10 | Verse 4] Καὶ ὅταν τὰ ἴδια πρόβατα ἐκβάλῃ, ἔμπροσθεν αὐτῶν πορεύεται· καὶ τὰ πρόβατα αὐτῷ ἀκολουθεῖ, ὅτι οἴδασι τὴν φωνὴν αὐτοῦ.
[GRCGTR | EL | NT | John | Chapter 10 | Verse 5] Ἀλλοτρίῳ δὲ οὐ μὴ ἀκολουθήσωσιν, ἀλλὰ φεύξονται ἀπ᾿ αὐτοῦ· ὅτι οὐκ οἴδασι τῶν ἀλλοτρίων τὴν φωνήν.
[GRCGTR | EL | NT | John | Chapter 10 | Verse 6] Ταύτην τὴν παροιμίαν εἶπεν αὐτοῖς ὁ Ἰησοῦς· ἐκεῖνοι δὲ οὐκ ἔγνωσαν τίνα ἦν ἃ ἐλάλει αὐτοῖς.
[GRCGTR | EL | NT | John | Chapter 10 | Verse 7] Εἶπεν οὖν πάλιν αὐτοῖς ὁ Ἰησοῦς, Ἀμὴν ἀμὴν λέγω ὑμῖν ὅτι ἐγώ εἰμι ἡ θύρα τῶν προβάτων.
[GRCGTR | EL | NT | John | Chapter 10 | Verse 8] Πάντες ὅσοι πρὸ ἐμοῦ ἦλθον κλέπται εἰσὶ καὶ λῃσταί· ἀλλ᾿ οὐκ ἤκουσαν αὐτῶν τὰ πρόβατα.
[GRCGTR | EL | NT | John | Chapter 10 | Verse 9] Ἐγώ εἰμι ἡ θύρα· δι᾿ ἐμοῦ ἐάν τις εἰσέλθῃ, σωθήσεται, καὶ εἰσελεύσεται καὶ ἐξελεύσεται, καὶ νομὴν εὑρήσει.
[GRCGTR | EL | NT | John | Chapter 10 | Verse 10] Ὁ κλέπτης οὐκ ἔρχεται εἰ μὴ ἵνα κλέψῃ καὶ θύσῃ καὶ ἀπολέσῃ· ἐγὼ ἦλθον ἵνα ζωὴν ἔχωσι, καὶ περισσὸν ἔχωσιν.
[GRCGTR | EL | NT | John | Chapter 10 | Verse 11] Ἐγώ εἰμι ὁ ποιμὴν ὁ καλός· ὁ ποιμὴν ὁ καλὸς τὴν ψυχὴν αὐτοῦ τίθησιν ὑπὲρ τῶν προβάτων.
[GRCGTR | EL | NT | John | Chapter 10 | Verse 12] Ὁ μισθωτὸς δέ, καὶ οὐκ ὢν ποιμήν, οὗ οὐκ εἰσὶ τὰ πρόβατα ἴδια, θεωρεῖ τὸν λύκον ἐρχόμενον, καὶ ἀφίησι τὰ πρόβατα, καὶ φεύγει· καὶ ὁ λύκος ἁρπάζει αὐτά, καὶ σκορπίζει τὰ πρόβατα.
[GRCGTR | EL | NT | John | Chapter 10 | Verse 13] Ὁ δὲ μισθωτὸς φεύγει, ὅτι μισθωτός ἐστι, καὶ οὐ μέλει αὐτῷ περὶ τῶν προβάτων.
[GRCGTR | EL | NT | John | Chapter 10 | Verse 14] Ἐγώ εἰμι ὁ ποιμὴν ὁ καλός, καὶ γινώσκω τὰ ἐμά, καὶ γινώσκομαι ὑπὸ τῶν ἐμῶν.
[GRCGTR | EL | NT | John | Chapter 10 | Verse 15] Καθὼς γινώσκει με ὁ πατήρ, κἀγὼ γινώσκω τὸν πατέρα· καὶ τὴν ψυχήν μου τίθημι ὑπὲρ τῶν προβάτων.
[GRCGTR | EL | NT | John | Chapter 10 | Verse 16] Καὶ ἄλλα πρόβατα ἔχω, ἃ οὐκ ἔστιν ἐκ τῆς αὐλῆς ταύτης· κἀκεῖνά με δεῖ ἀγαγεῖν, καὶ τῆς φωνῆς μου ἀκούσουσι· καὶ γενήσεται μία ποίμνη, εἷς ποιμήν.
[GRCGTR | EL | NT | John | Chapter 10 | Verse 17] Διὰ τοῦτο ὁ πατήρ με ἀγαπᾷ, ὅτι ἐγὼ τίθημι τὴν ψυχήν μου, ἵνα πάλιν λάβω αὐτήν.
[GRCGTR | EL | NT | John | Chapter 10 | Verse 18] Οὐδεὶς αἴρει αὐτὴν ἀπ᾿ ἐμοῦ, ἀλλ᾿ ἐγὼ τίθημι αὐτὴν ἀπ᾿ ἐμαυτοῦ. Ἐξουσίαν ἔχω θεῖναι αὐτήν, καὶ ἐξουσίαν ἔχω πάλιν λαβεῖν αὐτήν. Ταύτην τὴν ἐντολὴν ἔλαβον παρὰ τοῦ πατρός μου.
[GRCGTR | EL | NT | John | Chapter 10 | Verse 19] Σχίσμα οὖν πάλιν ἐγένετο ἐν τοῖς Ἰουδαίοις διὰ τοὺς λόγους τούτους.
[GRCGTR | EL | NT | John | Chapter 10 | Verse 20] Ἔλεγον δὲ πολλοὶ ἐξ αὐτῶν, Δαιμόνιον ἔχει καὶ μαίνεται· τί αὐτοῦ ἀκούετε;
[GRCGTR | EL | NT | John | Chapter 10 | Verse 21] Ἄλλοι ἔλεγον, Ταῦτα τὰ ῥήματα οὐκ ἔστι δαιμονιζομένου· μὴ δαιμόνιον δύναται τυφλῶν ὀφθαλμοὺς ἀνοίγειν;
[GRCGTR | EL | NT | John | Chapter 10 | Verse 22] Ἐγένετο δὲ τὰ Ἐγκαίνια ἐν τοῖς Ἱεροσολύμοις, καὶ χειμὼν ἦν·
[GRCGTR | EL | NT | John | Chapter 10 | Verse 23] καὶ περιεπάτει ὁ Ἰησοῦς ἐν τῷ ἱερῷ ἐν τῇ στοᾷ τοῦ Σολομῶντος.
[GRCGTR | EL | NT | John | Chapter 10 | Verse 24] Ἐκύκλωσαν οὖν αὐτὸν οἱ Ἰουδαῖοι, καὶ ἔλεγον αὐτῷ, Ἕως πότε τὴν ψυχὴν ἡμῶν αἴρεις; Εἰ σὺ εἶ ὁ Χριστός, εἰπὲ ἡμῖν παρρησίᾳ.
[GRCGTR | EL | NT | John | Chapter 10 | Verse 25] Ἀπεκρίθη αὐτοῖς ὁ Ἰησοῦς, Εἶπον ὑμῖν, καὶ οὐ πιστεύετε· τὰ ἔργα ἃ ἐγὼ ποιῶ ἐν τῷ ὀνόματι τοῦ πατρός μου, ταῦτα μαρτυρεῖ περὶ ἐμοῦ·
[GRCGTR | EL | NT | John | Chapter 10 | Verse 26] ἀλλ᾿ ὑμεῖς οὐ πιστεύετε· οὐ γάρ ἐστε ἐκ τῶν προβάτων τῶν ἐμῶν, καθὼς εἶπον ὑμῖν.
[GRCGTR | EL | NT | John | Chapter 10 | Verse 27] Τὰ πρόβατα τὰ ἐμὰ τῆς φωνῆς μου ἀκούει, κἀγὼ γινώσκω αὐτά, καὶ ἀκολουθοῦσί μοι·
[GRCGTR | EL | NT | John | Chapter 10 | Verse 28] κἀγὼ ζωὴν αἰώνιον δίδωμι αὐτοῖς· καὶ οὐ μὴ ἀπόλωνται εἰς τὸν αἰῶνα, καὶ οὐχ ἁρπάσει τις αὐτὰ ἐκ τῆς χειρός μου.
[GRCGTR | EL | NT | John | Chapter 10 | Verse 29] Ὁ πατήρ μου ὃς δέδωκέ μοι, μείζων πάντων ἐστί· καὶ οὐδεὶς δύναται ἁρπάζειν ἐκ τῆς χειρὸς τοῦ πατρός μου.
[GRCGTR | EL | NT | John | Chapter 10 | Verse 30] Ἐγὼ καὶ ὁ πατὴρ ἕν ἐσμεν.
[GRCGTR | EL | NT | John | Chapter 10 | Verse 31] Ἐβάστασαν οὖν πάλιν λίθους οἱ Ἰουδαῖοι ἵνα λιθάσωσιν αὐτόν.
