[IRV | PA | OT | Lamentations | Chapter 5 | Verse 1] ਹੇ ਯਹੋਵਾਹ, ਜੋ ਕੁਝ ਸਾਡੇ ਨਾਲ ਬੀਤੀ ਉਸ ਨੂੰ ਯਾਦ ਕਰ! ਧਿਆਨ ਦੇ ਅਤੇ ਸਾਡੀ ਨਿਰਾਦਰੀ ਨੂੰ ਦੇਖ!
[IRV | PA | OT | Lamentations | Chapter 5 | Verse 2] ਸਾਡੀ ਵਿਰਾਸਤ ਪਰਦੇਸੀਆਂ ਨੂੰ ਸੌਂਪੀ ਗਈ, ਸਾਡੇ ਘਰ ਪਰਾਇਆਂ ਦੇ ਹੋ ਗਏ।
[IRV | PA | OT | Lamentations | Chapter 5 | Verse 3] ਅਸੀਂ ਯਤੀਮ ਹਾਂ, ਸਾਡੇ ਪਿਤਾ ਨਹੀਂ ਹਨ, ਸਾਡੀਆਂ ਮਾਵਾਂ ਵਿਧਵਾ ਵਾਂਗੂੰ ਹੋ ਗਈਆਂ ਹਨ।
[IRV | PA | OT | Lamentations | Chapter 5 | Verse 4] ਅਸੀਂ ਆਪਣਾ ਪਾਣੀ ਮੁੱਲ ਲੈ ਕੇ ਪੀਤਾ, ਅਤੇ ਸਾਡੀ ਲੱਕੜੀ ਸਾਨੂੰ ਮੁੱਲ ਦੇ ਕੇ ਮਿਲਦੀ ਹੈ।
[IRV | PA | OT | Lamentations | Chapter 5 | Verse 5] ਸਾਡਾ ਪਿੱਛਾ ਕਰਨ ਵਾਲੇ ਸਾਡੀਆਂ ਗਰਦਨਾਂ ਉੱਤੇ ਹਨ, ਅਸੀਂ ਥੱਕੇ ਹੋਏ ਹਾਂ ਪਰ ਸਾਨੂੰ ਅਰਾਮ ਨਹੀਂ ਮਿਲਦਾ।
[IRV | PA | OT | Lamentations | Chapter 5 | Verse 6] ਅਸੀਂ ਆਪ ਮਿਸਰ ਦੇ ਅਧੀਨ ਹੋ ਗਏ, ਅਤੇ ਅੱਸ਼ੂਰ ਦੇ ਵੀ, ਤਾਂ ਜੋ ਰੋਟੀ ਖਾ ਸਕੀਏ।
[IRV | PA | OT | Lamentations | Chapter 5 | Verse 7] ਸਾਡੇ ਪੁਰਖਿਆਂ ਨੇ ਪਾਪ ਕੀਤਾ ਅਤੇ ਉਹ ਚੱਲ ਵੱਸੇ, ਪਰ ਅਸੀਂ ਉਹਨਾਂ ਦੀ ਬੁਰਿਆਈ ਦਾ ਭਾਰ ਚੁੱਕਦੇ ਹਾਂ।
[IRV | PA | OT | Lamentations | Chapter 5 | Verse 8] ਗੁਲਾਮ ਸਾਡੇ ਉੱਤੇ ਰਾਜ ਕਰਦੇ ਹਨ, ਸਾਨੂੰ ਉਨ੍ਹਾਂ ਦੇ ਹੱਥੋਂ ਛੁਡਾਉਣ ਵਾਲਾ ਕੋਈ ਨਹੀਂ।
[IRV | PA | OT | Lamentations | Chapter 5 | Verse 9] ਉਜਾੜ ਵਿੱਚ ਤਲਵਾਰ ਦੇ ਕਾਰਨ, ਅਸੀਂ ਆਪਣੀ ਜਾਨ ਤਲੀ ਉੱਤੇ ਰੱਖ ਕੇ ਰੋਟੀ ਕਮਾਉਂਦੇ ਹਾਂ।
[IRV | PA | OT | Lamentations | Chapter 5 | Verse 10] ਭੁੱਖ ਦੀ ਝੁਲਸਾ ਦੇਣ ਵਾਲੀ ਅੱਗ ਦੇ ਕਾਰਨ, ਸਾਡਾ ਚਮੜਾ ਤੰਦੂਰ ਵਾਂਗੂੰ ਕਾਲਾ ਹੋ ਗਿਆ ਹੈ।
[IRV | PA | OT | Lamentations | Chapter 5 | Verse 11] ਸੀਯੋਨ ਵਿੱਚ ਇਸਤਰੀਆਂ, ਅਤੇ ਯਹੂਦਾਹ ਦੇ ਨਗਰਾਂ ਵਿੱਚ ਕੁਆਰੀਆਂ ਭਰਿਸ਼ਟ ਕੀਤੀਆਂ ਗਈਆਂ।
[IRV | PA | OT | Lamentations | Chapter 5 | Verse 12] ਹਾਕਮ ਨੂੰ ਉਹਨਾਂ ਦੇ ਹੱਥਾਂ ਭਾਰ ਟੰਗਿਆ ਗਿਆ, ਬਜ਼ੁਰਗਾਂ ਦਾ ਕੁਝ ਮਾਣ ਨਾ ਕੀਤਾ ਗਿਆ।
[IRV | PA | OT | Lamentations | Chapter 5 | Verse 13] ਜੁਆਨਾਂ ਨੂੰ ਚੱਕੀ ਚਲਾਉਣੀ ਪਈ, ਬੱਚਿਆਂ ਨੇ ਲੱਕੜਾਂ ਦੇ ਭਾਰ ਹੇਠ ਠੋਕਰਾਂ ਖਾਧੀਆਂ।
[IRV | PA | OT | Lamentations | Chapter 5 | Verse 14] ਬਜ਼ੁਰਗ ਫਾਟਕ ਵਿੱਚ ਨਹੀਂ ਬੈਠਦੇ, ਅਤੇ ਜੁਆਨ ਆਪਣੇ ਗਾਉਣ ਵਜਾਉਣ ਤੋਂ ਹੱਟ ਗਏ ਹਨ।
[IRV | PA | OT | Lamentations | Chapter 5 | Verse 15] ਸਾਡੇ ਦਿਲਾਂ ਦੀ ਖੁਸ਼ੀ ਮੁੱਕ ਗਈ ਹੈ, ਸਾਡਾ ਨੱਚਣਾ ਸੋਗ ਵਿੱਚ ਬਦਲ ਗਿਆ ਹੈ।
[IRV | PA | OT | Lamentations | Chapter 5 | Verse 16] ਮੁਕਟ ਸਾਡੇ ਸਿਰਾਂ ਤੋਂ ਡਿੱਗ ਪਿਆ ਹੈ, ਸਾਡੇ ਉੱਤੇ ਹਾਏ! ਕਿਉਂ ਜੋ ਅਸੀਂ ਪਾਪ ਕੀਤਾ ਹੈ।
[IRV | PA | OT | Lamentations | Chapter 5 | Verse 17] ਇਸੇ ਕਾਰਨ ਸਾਡੇ ਦਿਲ ਕਮਜ਼ੋਰ ਹੋ ਗਏ, ਇਨ੍ਹਾਂ ਗੱਲਾਂ ਦੇ ਕਾਰਨ ਸਾਡੀਆਂ ਅੱਖਾਂ ਧੁੰਦਲੀਆਂ ਪੈ ਗਈਆਂ,
[IRV | PA | OT | Lamentations | Chapter 5 | Verse 18] ਕਿਉਂ ਜੋ ਸੀਯੋਨ ਪਰਬਤ ਉਜਾੜ ਹੋ ਗਿਆ, ਉਸ ਵਿੱਚ ਗਿੱਦੜ ਫਿਰਦੇ ਹਨ।
[IRV | PA | OT | Lamentations | Chapter 5 | Verse 19] ਹੇ ਯਹੋਵਾਹ, ਤੂੰ ਸਦਾ ਲਈ ਬਿਰਾਜਮਾਨ ਹੈਂ, ਤੇਰਾ ਸਿੰਘਾਸਣ ਪੀੜ੍ਹੀਓਂ ਪੀੜ੍ਹੀ ਕਾਇਮ ਹੈ।
[IRV | PA | OT | Lamentations | Chapter 5 | Verse 20] ਤੂੰ ਕਿਉਂ ਸਾਨੂੰ ਸਦਾ ਲਈ ਵਿਸਾਰ ਦਿੱਤਾ ਹੈ, ਅਤੇ ਕਿਉਂ ਸਾਨੂੰ ਇੰਨ੍ਹੇ ਲੰਬੇ ਸਮੇਂ ਲਈ ਤਿਆਗ ਦਿੱਤਾ ਹੈ?
[IRV | PA | OT | Lamentations | Chapter 5 | Verse 21] ਹੇ ਯਹੋਵਾਹ, ਸਾਨੂੰ ਆਪਣੀ ਵੱਲ ਮੋੜ ਲੈ, ਤਾਂ ਅਸੀਂ ਮੁੜ ਆਵਾਂਗੇ, ਸਾਡੇ ਦਿਨ ਪਹਿਲਾਂ ਵਾਂਗੂੰ ਨਵੇਂ ਬਣਾ ਦੇ।
[IRV | PA | OT | Lamentations | Chapter 5 | Verse 22] ਕੀ ਤੂੰ ਸਾਨੂੰ ਪੂਰੀ ਤਰ੍ਹਾਂ ਹੀ ਛੱਡ ਦਿੱਤਾ ਹੈ? ਕੀ ਤੂੰ ਸਾਡੇ ਨਾਲ ਬਹੁਤ ਹੀ ਕ੍ਰੋਧਿਤ ਹੋ ਗਿਆ ਹੈਂ?
