[IRV | PA | OT | Lamentations | Chapter 3 | Verse 1] ਮੈਂ ਉਹ ਮਨੁੱਖ ਹਾਂ ਜਿਸ ਨੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਕ੍ਰੋਧ ਦੇ ਡੰਡੇ ਨਾਲ ਕਸ਼ਟ ਭੋਗਿਆ ਹੈ,
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 2] ਉਸ ਨੇ ਮੈਨੂੰ ਤਿਆਗ ਦਿੱਤਾ ਅਤੇ ਮੈਨੂੰ ਚਾਨਣ ਵਿੱਚ ਨਹੀਂ ਸਗੋਂ ਹਨੇਰੇ ਵਿੱਚ ਚਲਾਇਆ।
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 3] ਸੱਚ-ਮੁੱਚ ਉਹ ਆਪਣਾ ਹੱਥ ਮੇਰੇ ਵਿਰੁੱਧ ਸਾਰਾ ਦਿਨ ਚੁੱਕੀ ਰੱਖਦਾ ਹੈ!
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 4] ਉਸ ਨੇ ਮੇਰੇ ਮਾਸ ਅਤੇ ਚਮੜੀ ਨੂੰ ਸੁਕਾ ਦਿੱਤਾ, ਉਸ ਨੇ ਮੇਰੀਆਂ ਹੱਡੀਆਂ ਨੂੰ ਤੋੜ ਦਿੱਤਾ ਹੈ।
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 5] ਉਸ ਨੇ ਮੇਰੇ ਵਿਰੁੱਧ ਕਿਲ੍ਹਾ ਬਣਾਇਆ, ਅਤੇ ਮੈਨੂੰ ਕੁੜੱਤਣ ਅਤੇ ਕਸ਼ਟ ਨਾਲ ਘੇਰ ਲਿਆ।
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 6] ਉਸ ਨੇ ਮੈਨੂੰ ਲੰਬੇ ਸਮੇਂ ਤੋਂ ਮਰ ਚੁੱਕੇ ਲੋਕਾਂ ਵਾਂਗੂੰ ਹਨੇਰੇ ਸਥਾਨਾਂ ਵਿੱਚ ਵਸਾਇਆ ਹੈ।
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 7] ਉਸ ਨੇ ਮੇਰੇ ਦੁਆਲੇ ਕੰਧ ਬਣਾ ਦਿੱਤੀ ਕਿ ਮੈਂ ਬਾਹਰ ਨਹੀਂ ਨਿੱਕਲ ਸਕਦਾ, ਉਸ ਨੇ ਮੇਰੀਆਂ ਸੰਗਲਾਂ ਭਾਰੀਆਂ ਕਰ ਦਿੱਤੀਆਂ ਹਨ।
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 8] ਹਾਂ, ਜਦ ਮੈਂ ਦੁਹਾਈ ਦਿੰਦਾ ਅਤੇ ਚਿੱਲਾਉਂਦਾ ਹਾਂ, ਉਹ ਮੇਰੀ ਪ੍ਰਾਰਥਨਾ ਨਹੀਂ ਸੁਣਦਾ।
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 9] ਉਹ ਨੇ ਮੇਰੇ ਰਾਹ ਨੂੰ ਘੜ੍ਹੇ ਹੋਏ ਪੱਥਰਾਂ ਨਾਲ ਬੰਦ ਕੀਤਾ, ਉਸ ਨੇ ਮੇਰੇ ਰਸਤਿਆਂ ਨੂੰ ਟੇਡਾ ਕਰ ਦਿੱਤਾ ਹੈ।
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 10] ਉਹ ਮੇਰੇ ਲਈ ਘਾਤ ਵਿੱਚ ਬੈਠਾ ਹੋਇਆ ਰਿੱਛ, ਅਤੇ ਲੁੱਕ ਕੇ ਬੈਠੇ ਬੱਬਰ ਸ਼ੇਰ ਦੀ ਤਰ੍ਹਾਂ ਹੈ।
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 11] ਉਸ ਨੇ ਮੈਨੂੰ ਮੇਰੇ ਰਾਹਾਂ ਤੋਂ ਭਟਕਾ ਦਿੱਤਾ, ਅਤੇ ਮੇਰੇ ਟੁੱਕੜੇ-ਟੁੱਕੜੇ ਕਰਕੇ ਮੈਨੂੰ ਬਰਬਾਦ ਕੀਤਾ।
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 12] ਉਸ ਨੇ ਆਪਣਾ ਧਣੁੱਖ ਖਿੱਚਿਆ, ਅਤੇ ਮੈਨੂੰ ਤੀਰਾਂ ਦੇ ਨਿਸ਼ਾਨੇ ਵਾਂਗੂੰ ਖੜ੍ਹਾ ਕੀਤਾ।
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 13] ਉਸ ਨੇ ਆਪਣੇ ਤਰਕਸ਼ ਦੇ ਤੀਰਾਂ ਨਾਲ ਮੇਰੇ ਗੁਰਦਿਆਂ ਨੂੰ ਵਿੰਨ੍ਹ ਸੁੱਟਿਆ।
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 14] ਮੈਂ ਆਪਣੇ ਸਾਰੇ ਲੋਕਾਂ ਲਈ ਮਖੌਲ, ਅਤੇ ਸਾਰਾ ਦਿਨ ਉਨ੍ਹਾਂ ਦੇ ਤਾਹਨਿਆਂ ਦਾ ਗੀਤ ਹੋ ਗਿਆ ਹਾਂ।
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 15] ਉਸ ਨੇ ਮੈਨੂੰ ਕੁੜੱਤਣ ਨਾਲ ਭਰ ਦਿੱਤਾ, ਅਤੇ ਮੈਨੂੰ ਨਾਗਦੌਣੇ ਨਾਲ ਰਜਾ ਦਿੱਤਾ ਹੈ।
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 16] ਉਸ ਨੇ ਮੇਰੇ ਦੰਦ ਰੋੜਿਆਂ ਨਾਲ ਤੋੜ ਦਿੱਤੇ, ਉਸ ਨੇ ਮੈਨੂੰ ਰਾਖ਼ ਵਿੱਚ ਲਿਟਾਇਆ ਹੈ।
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 17] ਤੂੰ ਮੇਰੀ ਜਾਨ ਨੂੰ ਸ਼ਾਂਤੀ ਤੋਂ ਦੂਰ ਕੀਤਾ, ਮੈਂ ਸੁੱਖ ਨੂੰ ਭੁੱਲ ਗਿਆ ਹਾਂ।
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 18] ਇਸ ਲਈ ਮੈਂ ਆਖਿਆ, ਮੇਰਾ ਬਲ ਨਾਸ ਹੋ ਗਿਆ, ਅਤੇ ਯਹੋਵਾਹ ਵੱਲੋਂ ਮੇਰੀ ਆਸ ਵੀ ਟੁੱਟ ਗਈ।
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 19] ਮੇਰੇ ਕਸ਼ਟ ਅਤੇ ਮੇਰੇ ਦੁੱਖ ਨੂੰ, ਮੇਰੀ ਤਲਖੀ ਅਤੇ ਕੁੜੱਤਣ ਨੂੰ ਯਾਦ ਕਰ!
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 20] ਮੇਰਾ ਪ੍ਰਾਣ ਇਹ ਯਾਦ ਕਰਦਿਆਂ-ਕਰਦਿਆਂ, ਮੇਰੇ ਅੰਦਰ ਕਮਜ਼ੋਰ ਪੈ ਗਿਆ ਹੈ।
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 21] ਮੈਂ ਇਹ ਆਪਣੇ ਦਿਲੋਂ ਯਾਦ ਕਰਦਾ ਹਾਂ, ਇਸ ਲਈ ਮੈਨੂੰ ਆਸ ਹੈ।
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 22] ਇਹ ਯਹੋਵਾਹ ਦੀ ਅੱਤ ਦਯਾ ਹੈ ਕਿ ਅਸੀਂ ਮੁੱਕ ਨਹੀਂ ਗਏ, ਕਿਉਂ ਜੋ ਉਸ ਦੀ ਦਯਾ ਅਟੁੱਟ ਹੈ!
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 23] ਉਹ ਹਰ ਸਵੇਰ ਨੂੰ ਨਵੀਂ ਹੁੰਦੀ ਜਾਂਦੀ ਹੈ, ਤੇਰੀ ਵਫ਼ਾਦਾਰੀ ਵੱਡੀ ਮਹਾਨ ਹੈ।
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 24] ਮੇਰੀ ਜਾਨ ਕਹਿੰਦੀ ਹੈ, ਯਹੋਵਾਹ ਮੇਰਾ ਹਿੱਸਾ ਹੈ, ਇਸ ਲਈ ਮੈਨੂੰ ਉਹ ਦੇ ਉੱਤੇ ਆਸ ਹੈ।
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 25] ਜੋ ਯਹੋਵਾਹ ਨੂੰ ਉਡੀਕਦਾ ਹੈ, ਅਤੇ ਜਿਸ ਦੀ ਜਾਨ ਉਸ ਨੂੰ ਭਾਲਦੀ ਹੈ, ਉਸ ਦੇ ਲਈ ਯਹੋਵਾਹ ਭਲਾ ਹੈ।
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 26] ਭਲਾ ਹੈ ਕਿ ਮਨੁੱਖ ਚੁੱਪ-ਚਾਪ ਯਹੋਵਾਹ ਦੇ ਬਚਾਓ ਲਈ ਆਸ ਰੱਖੇ।
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 27] ਜੁਆਨ ਦੇ ਲਈ ਚੰਗਾ ਹੈ ਕਿ ਉਹ ਆਪਣੀ ਜੁਆਨੀ ਵਿੱਚ ਜੂਲਾ ਚੁੱਕੇ।
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 28] ਉਹ ਇਕੱਲਾ ਅਤੇ ਚੁੱਪ ਰਹੇ, ਕਿਉਂ ਜੋ ਪਰਮੇਸ਼ੁਰ ਨੇ ਹੀ ਇਹ ਜੂਲਾ ਉਸ ਦੇ ਉੱਤੇ ਪਾਇਆ ਹੈ।
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 29] ਉਹ ਆਪਣਾ ਮੂੰਹ ਮਿੱਟੀ ਵਿੱਚ ਰੱਖੇ, ਸ਼ਾਇਦ ਕੁਝ ਆਸ ਹੋਵੇ!
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 30] ਉਹ ਆਪਣੀ ਗੱਲ੍ਹ ਆਪਣੇ ਮਾਰਨ ਵਾਲੇ ਵੱਲ ਫੇਰ ਦੇਵੇ, ਉਹ ਨਿੰਦਿਆ ਸਹਿ ਲਵੇ!
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 31] ਕਿਉਂ ਜੋ ਪ੍ਰਭੂ ਸਦਾ ਲਈ ਨਹੀਂ ਛੱਡੇਗਾ।
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 32] ਭਾਵੇਂ ਉਹ ਦੁੱਖ ਵੀ ਦੇਵੇ, ਤਾਂ ਵੀ ਉਹ ਆਪਣੀ ਵੱਡੀ ਦਯਾ ਅਨੁਸਾਰ ਰਹਿਮ ਵੀ ਕਰੇਗਾ।
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 33] ਕਿਉਂ ਜੋ ਉਹ ਆਪਣੇ ਦਿਲੋਂ ਕਸ਼ਟ ਨਹੀਂ ਦਿੰਦਾ, ਨਾ ਹੀ ਮਨੁੱਖ ਦੇ ਪੁੱਤਰਾਂ ਨੂੰ ਦੁੱਖ ਦਿੰਦਾ ਹੈ।
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 34] ਸੰਸਾਰ ਦੇ ਸਾਰੇ ਗੁਲਾਮਾਂ ਨੂੰ ਪੈਰਾਂ ਹੇਠ ਮਿੱਧਣਾ,
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 35] ਅੱਤ ਮਹਾਨ ਦੇ ਸਨਮੁਖ ਕਿਸੇ ਮਨੁੱਖ ਦਾ ਹੱਕ ਮਾਰਨਾ,
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 36] ਅਤੇ ਕਿਸੇ ਆਦਮੀ ਦਾ ਮੁਕੱਦਮਾ ਵਿਗਾੜਨਾ, ਪ੍ਰਭੂ ਵੇਖ ਨਹੀਂ ਸਕਦਾ!
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 37] ਕੌਣ ਕੁਝ ਆਖੇ ਅਤੇ ਉਹ ਪੂਰਾ ਹੋ ਜਾਵੇ, ਜਦ ਪ੍ਰਭੂ ਨੇ ਉਸ ਦਾ ਹੁਕਮ ਹੀ ਨਾ ਦਿੱਤਾ ਹੋਵੇ?
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 38] ਕੀ ਦੁੱਖ ਅਤੇ ਸੁੱਖ ਦੋਵੇਂ ਅੱਤ ਮਹਾਨ ਦੇ ਵੱਲੋਂ ਨਹੀਂ ਆਉਂਦੇ?
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 39] ਜੀਉਂਦਾ ਆਦਮੀ ਸ਼ਿਕਾਇਤ ਕਿਉਂ ਕਰੇ, ਕੋਈ ਮਨੁੱਖ ਆਪਣੇ ਪਾਪਾਂ ਦੀ ਸਜ਼ਾ ਲਈ ਬੁਰਾ ਕਿਉਂ ਮੰਨੇ?
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 40] ਆਓ, ਅਸੀਂ ਆਪਣੇ ਰਾਹਾਂ ਨੂੰ ਧਿਆਨ ਨਾਲ ਪਰਖੀਏ ਅਤੇ ਬਦਲੀਏ, ਅਤੇ ਯਹੋਵਾਹ ਵੱਲ ਮੁੜੀਏ!
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 41] ਅਸੀਂ ਆਪਣੇ ਮਨਾਂ ਅਤੇ ਆਪਣੇ ਹੱਥਾਂ ਨੂੰ ਸਵਰਗ ਦੇ ਪਰਮੇਸ਼ੁਰ ਵੱਲ ਚੁੱਕੀਏ ਅਤੇ ਆਖੀਏ,
