[BSB | EN | OT | Psalms | Chapter 118 | Verse 1] Give thanks to the LORD, for He is good; His loving devotion endures forever.
[BSB | EN | OT | Psalms | Chapter 118 | Verse 2] Let Israel say, “His loving devotion endures forever.”
[BSB | EN | OT | Psalms | Chapter 118 | Verse 3] Let the house of Aaron say, “His loving devotion endures forever.”
[BSB | EN | OT | Psalms | Chapter 118 | Verse 4] Let those who fear the LORD say, “His loving devotion endures forever.”
[BSB | EN | OT | Psalms | Chapter 118 | Verse 5] In my distress I called to the LORD, and He answered and set me free.
[BSB | EN | OT | Psalms | Chapter 118 | Verse 6] The LORD is on my side; I will not be afraid. What can man do to me?
[BSB | EN | OT | Psalms | Chapter 118 | Verse 7] The LORD is on my side; He is my helper. Therefore I will look in triumph on those who hate me.
[BSB | EN | OT | Psalms | Chapter 118 | Verse 8] It is better to take refuge in the LORD than to trust in man.
[BSB | EN | OT | Psalms | Chapter 118 | Verse 9] It is better to take refuge in the LORD than to trust in princes.
[BSB | EN | OT | Psalms | Chapter 118 | Verse 10] All the nations surrounded me, but in the name of the LORD I cut them off.
[BSB | EN | OT | Psalms | Chapter 118 | Verse 11] They surrounded me on every side, but in the name of the LORD I cut them off.
[BSB | EN | OT | Psalms | Chapter 118 | Verse 12] They swarmed around me like bees, but they were extinguished like burning thorns; in the name of the LORD I cut them off.
[BSB | EN | OT | Psalms | Chapter 118 | Verse 13] I was pushed so hard I was falling, but the LORD helped me.
[BSB | EN | OT | Psalms | Chapter 118 | Verse 14] The LORD is my strength and my song, and He has become my salvation.
[BSB | EN | OT | Psalms | Chapter 118 | Verse 15] Shouts of joy and salvation resound in the tents of the righteous: “The right hand of the LORD performs with valor!
[BSB | EN | OT | Psalms | Chapter 118 | Verse 16] The right hand of the LORD is exalted! The right hand of the LORD performs with valor!”
[BSB | EN | OT | Psalms | Chapter 118 | Verse 17] I will not die, but I will live and proclaim what the LORD has done.
[BSB | EN | OT | Psalms | Chapter 118 | Verse 18] The LORD disciplined me severely, but He has not given me over to death.
[BSB | EN | OT | Psalms | Chapter 118 | Verse 19] Open to me the gates of righteousness, that I may enter and give thanks to the LORD.
[BSB | EN | OT | Psalms | Chapter 118 | Verse 20] This is the gate of the LORD; the righteous shall enter through it.
[BSB | EN | OT | Psalms | Chapter 118 | Verse 21] I will give You thanks, for You have answered me, and You have become my salvation.
[BSB | EN | OT | Psalms | Chapter 118 | Verse 22] The stone the builders rejected has become the cornerstone.
[BSB | EN | OT | Psalms | Chapter 118 | Verse 23] This is from the LORD, and it is marvelous in our eyes.
[BSB | EN | OT | Psalms | Chapter 118 | Verse 24] This is the day that the LORD has made; we will rejoice and be glad in it.
[BSB | EN | OT | Psalms | Chapter 118 | Verse 25] O LORD, save us, we pray. We beseech You, O LORD, cause us to prosper!
[BSB | EN | OT | Psalms | Chapter 118 | Verse 26] Blessed is he who comes in the name of the LORD. From the house of the LORD we bless you.
[BSB | EN | OT | Psalms | Chapter 118 | Verse 27] The LORD is God; He has made His light to shine upon us. Bind the festal sacrifice with cords to the horns of the altar.
[BSB | EN | OT | Psalms | Chapter 118 | Verse 28] You are my God, and I will give You thanks. You are my God, and I will exalt You.
[BSB | EN | OT | Psalms | Chapter 118 | Verse 29] Give thanks to the LORD, for He is good; His loving devotion endures forever.
