[BSB | EN | OT | Psalms | Chapter 104 | Verse 1] Bless the LORD, O my soul! O LORD my God, You are very great; You are clothed with splendor and majesty.
[BSB | EN | OT | Psalms | Chapter 104 | Verse 2] He wraps Himself in light as with a garment; He stretches out the heavens like a tent,
[BSB | EN | OT | Psalms | Chapter 104 | Verse 3] laying the beams of His chambers in the waters above, making the clouds His chariot, walking on the wings of the wind.
[BSB | EN | OT | Psalms | Chapter 104 | Verse 4] He makes the winds His messengers, flames of fire His servants.
[BSB | EN | OT | Psalms | Chapter 104 | Verse 5] He set the earth on its foundations, never to be moved.
[BSB | EN | OT | Psalms | Chapter 104 | Verse 6] You covered it with the deep like a garment; the waters stood above the mountains.
[BSB | EN | OT | Psalms | Chapter 104 | Verse 7] At Your rebuke the waters fled; at the sound of Your thunder they hurried away—
[BSB | EN | OT | Psalms | Chapter 104 | Verse 8] the mountains rose and the valleys sank to the place You assigned for them—
[BSB | EN | OT | Psalms | Chapter 104 | Verse 9] You set a boundary they cannot cross, that they may never again cover the earth.
[BSB | EN | OT | Psalms | Chapter 104 | Verse 10] He sends forth springs in the valleys; they flow between the mountains.
[BSB | EN | OT | Psalms | Chapter 104 | Verse 11] They give drink to every beast of the field; the wild donkeys quench their thirst.
[BSB | EN | OT | Psalms | Chapter 104 | Verse 12] The birds of the air nest beside the springs; they sing among the branches.
[BSB | EN | OT | Psalms | Chapter 104 | Verse 13] He waters the mountains from His chambers; the earth is satisfied by the fruit of His works.
[BSB | EN | OT | Psalms | Chapter 104 | Verse 14] He makes the grass grow for the livestock and provides crops for man to cultivate, bringing forth food from the earth:
[BSB | EN | OT | Psalms | Chapter 104 | Verse 15] wine that gladdens the heart of man, oil that makes his face to shine, and bread that sustains his heart.
[BSB | EN | OT | Psalms | Chapter 104 | Verse 16] The trees of the LORD have their fill, the cedars of Lebanon that He planted,
[BSB | EN | OT | Psalms | Chapter 104 | Verse 17] where the birds build their nests; the stork makes her home in the cypresses.
[BSB | EN | OT | Psalms | Chapter 104 | Verse 18] The high mountains are for the wild goats, the cliffs a refuge for the rock badgers.
[BSB | EN | OT | Psalms | Chapter 104 | Verse 19] He made the moon to mark the seasons; the sun knows when to set.
[BSB | EN | OT | Psalms | Chapter 104 | Verse 20] You bring darkness, and it becomes night, when all the beasts of the forest prowl.
[BSB | EN | OT | Psalms | Chapter 104 | Verse 21] The young lions roar for their prey and seek their food from God.
[BSB | EN | OT | Psalms | Chapter 104 | Verse 22] The sun rises, and they withdraw; they lie down in their dens.
[BSB | EN | OT | Psalms | Chapter 104 | Verse 23] Man goes forth to his work and to his labor until evening.
[BSB | EN | OT | Psalms | Chapter 104 | Verse 24] How many are Your works, O LORD! In wisdom You have made them all; the earth is full of Your creatures.
[BSB | EN | OT | Psalms | Chapter 104 | Verse 25] Here is the sea, vast and wide, teeming with creatures beyond number, living things both great and small.
[BSB | EN | OT | Psalms | Chapter 104 | Verse 26] There the ships pass, and Leviathan, which You formed to frolic there.
[BSB | EN | OT | Psalms | Chapter 104 | Verse 27] All creatures look to You to give them their food in due season.
[BSB | EN | OT | Psalms | Chapter 104 | Verse 28] When You give it to them, they gather it up; when You open Your hand, they are satisfied with good things.
[BSB | EN | OT | Psalms | Chapter 104 | Verse 29] When You hide Your face, they are terrified; when You take away their breath, they die and return to dust.
[BSB | EN | OT | Psalms | Chapter 104 | Verse 30] When You send Your Spirit, they are created, and You renew the face of the earth.
[BSB | EN | OT | Psalms | Chapter 104 | Verse 31] May the glory of the LORD endure forever; may the LORD rejoice in His works.
[BSB | EN | OT | Psalms | Chapter 104 | Verse 32] He looks on the earth, and it trembles; He touches the mountains, and they smolder.
[BSB | EN | OT | Psalms | Chapter 104 | Verse 33] I will sing to the LORD all my life; I will sing praise to my God while I have my being.
[BSB | EN | OT | Psalms | Chapter 104 | Verse 34] May my meditation be pleasing to Him, for I rejoice in the LORD.
[BSB | EN | OT | Psalms | Chapter 104 | Verse 35] May sinners vanish from the earth and the wicked be no more. Bless the LORD, O my soul. Hallelujah!
