[WEB | EN | NT | Hebrews | Chapter 11 | Verse 1] Now faith is assurance of things hoped for, proof of things not seen.
[WEB | EN | NT | Hebrews | Chapter 11 | Verse 2] For by this, the elders obtained approval.
[WEB | EN | NT | Hebrews | Chapter 11 | Verse 3] By faith we understand that the universe has been framed by the word of God, so that what is seen has not been made out of things which are visible.
[WEB | EN | NT | Hebrews | Chapter 11 | Verse 4] By faith Abel offered to God a more excellent sacrifice than Cain, through which he had testimony given to him that he was righteous, God testifying with respect to his gifts; and through it he, being dead, still speaks.
[WEB | EN | NT | Hebrews | Chapter 11 | Verse 5] By faith Enoch was taken away, so that he wouldn’t see death, and he was not found, because God translated him. For he has had testimony given to him that before his translation he had been well pleasing to God.
[WEB | EN | NT | Hebrews | Chapter 11 | Verse 6] Without faith it is impossible to be well pleasing to him, for he who comes to God must believe that he exists, and that he is a rewarder of those who seek him.
[WEB | EN | NT | Hebrews | Chapter 11 | Verse 7] By faith Noah, being warned about things not yet seen, moved with godly fear, prepared a ship for the saving of his house, through which he condemned the world and became heir of the righteousness which is according to faith.
[WEB | EN | NT | Hebrews | Chapter 11 | Verse 8] By faith Abraham, when he was called, obeyed to go out to the place which he was to receive for an inheritance. He went out, not knowing where he went.
[WEB | EN | NT | Hebrews | Chapter 11 | Verse 9] By faith he lived as an alien in the land of promise, as in a land not his own, dwelling in tents with Isaac and Jacob, the heirs with him of the same promise.
[WEB | EN | NT | Hebrews | Chapter 11 | Verse 10] For he was looking for the city which has foundations, whose builder and maker is God.
[WEB | EN | NT | Hebrews | Chapter 11 | Verse 11] By faith even Sarah herself received power to conceive, and she bore a child when she was past age, since she counted him faithful who had promised.
[WEB | EN | NT | Hebrews | Chapter 11 | Verse 12] Therefore as many as the stars of the sky in multitude, and as innumerable as the sand which is by the sea shore, were fathered by one man, and him as good as dead.
[WEB | EN | NT | Hebrews | Chapter 11 | Verse 13] These all died in faith, not having received the promises, but having seen them and embraced them from afar, and having confessed that they were strangers and pilgrims on the earth.
[WEB | EN | NT | Hebrews | Chapter 11 | Verse 14] For those who say such things make it clear that they are seeking a country of their own.
[WEB | EN | NT | Hebrews | Chapter 11 | Verse 15] If indeed they had been thinking of that country from which they went out, they would have had enough time to return.
[WEB | EN | NT | Hebrews | Chapter 11 | Verse 16] But now they desire a better country, that is, a heavenly one. Therefore God is not ashamed of them, to be called their God, for he has prepared a city for them.
[WEB | EN | NT | Hebrews | Chapter 11 | Verse 17] By faith, Abraham, being tested, offered up Isaac. Yes, he who had gladly received the promises was offering up his only born son,
[WEB | EN | NT | Hebrews | Chapter 11 | Verse 18] to whom it was said, “Your offspring will be accounted as from Isaac,”
[WEB | EN | NT | Hebrews | Chapter 11 | Verse 19] concluding that God is able to raise up even from the dead. Figuratively speaking, he also did receive him back from the dead.
[WEB | EN | NT | Hebrews | Chapter 11 | Verse 20] By faith Isaac blessed Jacob and Esau, even concerning things to come.
[WEB | EN | NT | Hebrews | Chapter 11 | Verse 21] By faith Jacob, when he was dying, blessed each of the sons of Joseph, and worshiped, leaning on the top of his staff.
[WEB | EN | NT | Hebrews | Chapter 11 | Verse 22] By faith Joseph, when his end was near, made mention of the departure of the children of Israel, and gave instructions concerning his bones.
[WEB | EN | NT | Hebrews | Chapter 11 | Verse 23] By faith Moses, when he was born, was hidden for three months by his parents, because they saw that he was a beautiful child; and they were not afraid of the king’s commandment.
[WEB | EN | NT | Hebrews | Chapter 11 | Verse 24] By faith Moses, when he had grown up, refused to be called the son of Pharaoh’s daughter,
[WEB | EN | NT | Hebrews | Chapter 11 | Verse 25] choosing rather to share ill treatment with God’s people than to enjoy the pleasures of sin for a time,
[WEB | EN | NT | Hebrews | Chapter 11 | Verse 26] considering the reproach of Christ greater riches than the treasures of Egypt; for he looked to the reward.
[WEB | EN | NT | Hebrews | Chapter 11 | Verse 27] By faith he left Egypt, not fearing the wrath of the king; for he endured, as seeing him who is invisible.
[WEB | EN | NT | Hebrews | Chapter 11 | Verse 28] By faith he kept the Passover and the sprinkling of the blood, that the destroyer of the firstborn should not touch them.
[WEB | EN | NT | Hebrews | Chapter 11 | Verse 29] By faith they passed through the Red Sea as on dry land. When the Egyptians tried to do so, they were swallowed up.
[WEB | EN | NT | Hebrews | Chapter 11 | Verse 30] By faith the walls of Jericho fell down after they had been encircled for seven days.
[WEB | EN | NT | Hebrews | Chapter 11 | Verse 31] By faith Rahab the prostitute didn’t perish with those who were disobedient, having received the spies in peace.
[WEB | EN | NT | Hebrews | Chapter 11 | Verse 32] What more shall I say? For the time would fail me if I told of Gideon, Barak, Samson, Jephthah, David, Samuel, and the prophets—
[WEB | EN | NT | Hebrews | Chapter 11 | Verse 33] who through faith subdued kingdoms, worked out righteousness, obtained promises, stopped the mouths of lions,
[WEB | EN | NT | Hebrews | Chapter 11 | Verse 34] quenched the power of fire, escaped the edge of the sword, from weakness were made strong, grew mighty in war, and caused foreign armies to flee.
[WEB | EN | NT | Hebrews | Chapter 11 | Verse 35] Women received their dead by resurrection. Others were tortured, not accepting their deliverance, that they might obtain a better resurrection.
[WEB | EN | NT | Hebrews | Chapter 11 | Verse 36] Others were tried by mocking and scourging, yes, moreover by bonds and imprisonment.
[WEB | EN | NT | Hebrews | Chapter 11 | Verse 37] They were stoned. They were sawn apart. They were tempted. They were slain with the sword. They went around in sheep skins and in goat skins; being destitute, afflicted, ill-treated—
[WEB | EN | NT | Hebrews | Chapter 11 | Verse 38] of whom the world was not worthy—wandering in deserts, mountains, caves, and the holes of the earth.
[WEB | EN | NT | Hebrews | Chapter 11 | Verse 39] These all, having been commended for their faith, didn’t receive the promise,
[WEB | EN | NT | Hebrews | Chapter 11 | Verse 40] God having provided some better thing concerning us, so that apart from us they should not be made perfect.
