[IRV | PA | OT | Isaiah | Chapter 47 | Verse 1] ਹੇ ਬਾਬਲ ਦੀ ਕੁਆਰੀਏ ਧੀਏ, ਹੇਠਾਂ ਆ ਕੇ ਖ਼ਾਕ ਵਿੱਚ ਬੈਠ! ਹੇ ਕਸਦੀਆਂ ਦੀ ਧੀਏ, ਸਿੰਘਾਸਣ ਬਿਨ੍ਹਾਂ ਥੱਲੇ ਬੈਠ, ਕਿਉਂ ਜੋ ਤੂੰ ਅੱਗੇ ਨੂੰ ਸੋਹਲ ਅਤੇ ਕੋਮਲ ਨਾ ਸਦਾਵੇਂਗੀ!
[IRV | PA | OT | Isaiah | Chapter 47 | Verse 2] ਚੱਕੀ ਲੈ ਅਤੇ ਆਟਾ ਪੀਹ, ਆਪਣਾ ਬੁਰਕਾ ਲਾਹ, ਘੱਗਰਾ ਚੁੱਕ ਲੈ, ਲੱਤਾਂ ਨੰਗੀਆਂ ਕਰ, ਨਦੀਆਂ ਤੋਂ ਪਾਰ ਲੰਘ!
[IRV | PA | OT | Isaiah | Chapter 47 | Verse 3] ਤੇਰਾ ਨੰਗੇਜ਼ ਉਘਾੜਿਆ ਜਾਵੇਗਾ, ਸਗੋਂ ਤੇਰੀ ਲਾਜ ਦਿੱਸੇਗੀ, ਮੈਂ ਬਦਲਾ ਲਵਾਂਗਾ, ਮੈਂ ਕਿਸੇ ਮਨੁੱਖ ਦਾ ਪੱਖ ਨਹੀਂ ਕਰਾਂਗਾ।
[IRV | PA | OT | Isaiah | Chapter 47 | Verse 4] ਸਾਡੇ ਛੁਟਕਾਰਾ ਦੇਣ ਵਾਲੇ ਦਾ ਨਾਮ ਸੈਨਾਂ ਦਾ ਯਹੋਵਾਹ ਅਤੇ ਇਸਰਾਏਲ ਦਾ ਪਵਿੱਤਰ ਪੁਰਖ ਹੈ।
[IRV | PA | OT | Isaiah | Chapter 47 | Verse 5] ਹੇ ਕਸਦੀਆਂ ਦੀਏ ਧੀਏ, ਚੁੱਪ ਕਰ ਕੇ ਬੈਠ! ਅਤੇ ਹਨੇਰੇ ਵਿੱਚ ਜਾ ਪੈ, ਕਿਉਂ ਜੋ ਤੂੰ ਅੱਗੇ ਨੂੰ ਰਾਜਾਂ ਦੀ ਮਲਕਾ ਨਾ ਸਦਾਵੇਂਗੀ!
[IRV | PA | OT | Isaiah | Chapter 47 | Verse 6] ਮੈਂ ਆਪਣੀ ਪਰਜਾ ਉੱਤੇ ਗੁੱਸੇ ਹੋਇਆ, ਮੈਂ ਆਪਣੀ ਮਿਰਾਸ ਨੂੰ ਭਰਿਸ਼ਟ ਕਰ ਕੇ ਤੇਰੇ ਹੱਥ ਵਿੱਚ ਦੇ ਦਿੱਤਾ, ਤੂੰ ਉਹਨਾਂ ਉੱਤੇ ਰਹਮ ਨਹੀਂ ਕੀਤਾ, ਤੂੰ ਬਜ਼ੁਰਗਾਂ ਉੱਤੇ ਆਪਣਾ ਜੂਲਾ ਬਹੁਤ ਭਾਰੀ ਕੀਤਾ।
[IRV | PA | OT | Isaiah | Chapter 47 | Verse 7] ਤੂੰ ਆਖਿਆ, ਮੈਂ ਸਦਾ ਲਈ ਮਲਕਾ ਰਹਾਂਗੀ! ਐਥੋਂ ਤੱਕ ਕਿ ਤੂੰ ਇਨ੍ਹਾਂ ਗੱਲਾਂ ਨੂੰ ਮਨ ਵਿੱਚ ਨਹੀਂ ਰੱਖਿਆ, ਨਾ ਹੀ ਇਹ ਯਾਦ ਰੱਖਿਆ ਕਿ ਇਸ ਦਾ ਕੀ ਫਲ ਹੋਵੇਗਾ।
[IRV | PA | OT | Isaiah | Chapter 47 | Verse 8] ਹੁਣ ਤੂੰ ਇਹ ਸੁਣ ਲੈ, ਹੇ ਮੌਜਣੇ! ਜਿਹੜੀ ਨਿਸ਼ਚਿੰਤ ਬੈਠਦੀ ਹੈਂ, ਅਤੇ ਆਪਣੇ ਦਿਲ ਵਿੱਚ ਆਖਦੀ ਹੈਂ, ਮੈਂ ਹੀ ਹਾਂ ਅਤੇ ਮੇਰੇ ਬਿਨ੍ਹਾਂ ਹੋਰ ਕੋਈ ਨਹੀਂ! ਮੈਂ ਵਿਧਵਾ ਹੋ ਕੇ ਨਾ ਬੈਠਾਂਗੀ, ਅਤੇ ਨਾ ਮੈਂ ਆਪਣੇ ਬੱਚਿਆਂ ਨੂੰ ਖੋਹਣ ਦਾ ਦੁੱਖ ਜਾਣਾਂਗੀ।
[IRV | PA | OT | Isaiah | Chapter 47 | Verse 9] ਪਰ ਇਹ ਦੋਵੇਂ ਗੱਲਾਂ ਤੇਰੇ ਉੱਤੇ ਆ ਪੈਣਗੀਆਂ, ਇੱਕੇ ਦਿਨ ਇੱਕ ਪਲ ਵਿੱਚ ਬੱਚਿਆਂ ਨੂੰ ਖੋਹਣਾ ਅਤੇ ਰੰਡੇਪਾ! ਉਹ ਪੂਰੇ ਮਾਪ ਦੇ ਅਨੁਸਾਰ ਤੇਰੇ ਉੱਤੇ ਆ ਪੈਣਗੇ, ਭਾਵੇਂ ਤੇਰੀ ਜਾਦੂਗਰੀ ਵੱਧ ਅਤੇ ਤੇਰੀ ਝਾੜਾ-ਫੂਕੀ ਬਹੁਤ ਵਾਫ਼ਰ ਹੋਵੇ।
[IRV | PA | OT | Isaiah | Chapter 47 | Verse 10] ਤੂੰ ਆਪਣੀ ਬਦੀ ਉੱਤੇ ਭਰੋਸਾ ਰੱਖਿਆ, ਤੂੰ ਆਖਿਆ, ਕੋਈ ਮੈਨੂੰ ਵੇਖਦਾ ਨਹੀਂ, ਤੇਰੀ ਬੁੱਧ ਅਤੇ ਤੇਰੇ ਗਿਆਨ ਨੇ ਤੈਨੂੰ ਕੁਰਾਹੇ ਪਾਇਆ, ਤੂੰ ਆਪਣੇ ਮਨ ਵਿੱਚ ਆਖਿਆ ਸੀ, ਮੈਂ ਹੀ ਹਾਂ ਅਤੇ ਮੇਰੇ ਬਿਨ੍ਹਾਂ ਹੋਰ ਕੋਈ ਨਹੀਂ!
[IRV | PA | OT | Isaiah | Chapter 47 | Verse 11] ਬਿਪਤਾ ਤੇਰੇ ਉੱਤੇ ਆ ਪਵੇਗੀ, ਤੂੰ ਉਸ ਤੋਂ ਬਚਣ ਦਾ ਮੰਤਰ ਨਹੀਂ ਜਾਣੇਂਗੀ, ਬਰਬਾਦੀ ਤੇਰੇ ਉੱਤੇ ਡਿੱਗੇਗੀ, ਤੂੰ ਉਹ ਨੂੰ ਹਟਾ ਨਹੀਂ ਸਕੇਂਗੀ, ਤਬਾਹੀ ਅਚਾਨਕ ਤੇਰੇ ਉੱਤੇ ਆਵੇਗੀ, ਜਿਸ ਨੂੰ ਤੂੰ ਜਾਣਦੀ ਵੀ ਨਹੀਂ।
[IRV | PA | OT | Isaiah | Chapter 47 | Verse 12] ਤੂੰ ਆਪਣੀਆਂ ਝਾੜਾ-ਫੂਕੀਆਂ ਵਿੱਚ, ਅਤੇ ਆਪਣੀਆਂ ਜਾਦੂਗਰੀਆਂ ਦੇ ਵਾਧੇ ਵਿੱਚ ਕਾਇਮ ਰਹਿ, ਜਿਨ੍ਹਾਂ ਵਿੱਚ ਤੂੰ ਆਪਣੀ ਜੁਆਨੀ ਤੋਂ ਮਿਹਨਤ ਕੀਤੀ, ਸ਼ਾਇਦ ਤੈਨੂੰ ਲਾਭ ਹੋ ਸਕੇ, ਸ਼ਾਇਦ ਤੂੰ ਉਹਨਾਂ ਨੂੰ ਡਰਾ ਸਕੇਂ!
[IRV | PA | OT | Isaiah | Chapter 47 | Verse 13] ਤੂੰ ਆਪਣੀਆਂ ਬਹੁਤੀਆਂ ਸਲਾਹਾਂ ਨਾਲ ਥੱਕ ਗਈ, ਅਕਾਸ਼ ਦੇ ਜਾਂਚਣ ਵਾਲੇ, ਤਾਰਿਆਂ ਦੇ ਵੇਖਣ ਵਾਲੇ, ਨਵੇਂ ਚੰਦ ਦੇ ਟੇਵੇ ਲਾਉਣ ਵਾਲੇ, ਉਹ ਖੜ੍ਹੇ ਹੋ ਜਾਣ ਅਤੇ ਤੈਨੂੰ ਉਨ੍ਹਾਂ ਗੱਲਾਂ ਤੋਂ ਬਚਾਉਣ, ਜਿਹੜੀਆਂ ਤੇਰੇ ਉੱਤੇ ਬੀਤਣਗੀਆਂ!
[IRV | PA | OT | Isaiah | Chapter 47 | Verse 14] ਵੇਖੋ, ਉਹ ਕੱਖ ਵਾਂਗੂੰ ਹੋਣਗੇ, ਅੱਗ ਉਹਨਾਂ ਨੂੰ ਸਾੜੇਗੀ, ਉਹ ਆਪਣੇ ਆਪ ਨੂੰ ਲੰਬ ਦੇ ਜ਼ੋਰ ਤੋਂ ਨਹੀਂ ਛੁਡਾ ਸਕਣਗੇ, ਇਹ ਕੋਲੇ ਸੇਕਣ ਲਈ ਨਹੀਂ ਹੋਣਗੇ, ਨਾ ਅਜਿਹੀ ਅੱਗ ਜਿਸ ਦੇ ਨੇੜੇ ਕੋਈ ਬੈਠ ਸਕੇ!
[IRV | PA | OT | Isaiah | Chapter 47 | Verse 15] ਜਿਨ੍ਹਾਂ ਲਈ ਤੂੰ ਮਿਹਨਤ ਕੀਤੀ, ਉਹ ਤੇਰੇ ਲਈ ਅਜਿਹੇ ਹੋਣਗੇ, ਜਿਹੜੇ ਤੇਰੇ ਨਾਲ ਤੇਰੀ ਜੁਆਨੀ ਤੋਂ ਵਪਾਰ ਕਰਦੇ ਸਨ, ਉਹ ਸਾਰੇ ਆਪਣੇ-ਆਪਣੇ ਥਾਵਾਂ ਨੂੰ ਖਿਸਕ ਜਾਣਗੇ, ਤੈਨੂੰ ਬਚਾਉਣ ਵਾਲਾ ਕੋਈ ਨਹੀਂ ਹੋਵੇਗਾ।
